GeographyCode,QS109NI0001,QS109NI0002,QS109NI0003,QS109NI0004,QS109NI0005,QS109NI0006,QS109NI0007,QS109NI0008,QS109NI0009,QS109NI0010,QS109NI0011,QS109NI0012,QS109NI0013,QS109NI0014,QS109NI0015,QS109NI0016,QS109NI0017
95BB14S2,621,47,4,17,26,255,45,59,151,128,32,82,14,191,81,108,2
95BB15S1,706,71,7,23,41,317,30,75,212,131,28,91,12,187,69,115,3
95BB15S2,581,80,10,15,55,249,58,51,140,115,40,66,9,137,59,77,1
95BB16S1,562,22,4,5,13,220,19,57,144,144,21,107,16,176,54,122,0
95BB16S2,614,38,5,14,19,258,40,56,162,139,25,95,19,179,57,122,0
95BB17S1,727,145,26,31,88,357,72,99,186,113,34,67,12,112,56,54,2
95BB17S2,672,106,18,21,67,285,42,83,160,120,28,78,14,161,59,98,4
95BB18S1,726,155,19,40,96,277,73,84,120,106,42,61,3,188,82,104,2
95BB18S2,912,110,18,25,67,426,41,110,275,157,33,109,15,219,64,152,3
95BB19S1,641,102,26,20,56,240,33,76,131,142,29,101,12,157,73,83,1
95BB19S2,599,77,3,20,54,351,32,91,228,107,13,90,4,64,17,46,1
95BB19S3,484,51,7,10,34,277,26,80,171,89,16,66,7,67,26,40,1
95BB20S1,677,85,19,18,48,278,43,61,174,138,38,85,15,176,70,105,1
95BB20S2,613,82,19,17,46,236,52,57,127,115,40,66,9,180,88,90,2
95BB21S1,932,152,28,32,92,371,50,108,213,166,52,94,20,243,101,138,4
95BB21S2,889,109,14,29,66,387,62,91,234,167,37,112,18,226,96,126,4
95BB22S1,596,137,33,28,76,294,56,74,164,83,27,51,5,82,27,55,0
95BB22S2,598,144,34,14,96,271,75,66,130,84,27,47,10,99,41,55,3
95BB23S1,638,56,12,13,31,207,32,65,110,155,27,117,11,220,79,140,1
95BB23S2,523,41,9,9,23,247,27,75,145,129,23,90,16,106,27,79,0
95CC01W1,904,162,30,26,106,397,72,102,223,145,40,91,14,200,92,106,2
95CC02W1,875,92,11,24,57,387,55,76,256,161,22,115,24,235,83,151,1
95CC03W1,1127,297,51,56,190,419,109,93,217,150,62,74,14,261,145,108,8
95CC04W1,790,101,15,27,59,318,35,61,222,152,33,96,23,219,94,121,4
95CC05W1,954,137,19,39,79,387,57,71,259,157,37,102,18,273,114,152,7
95CC06S1,579,111,30,27,54,217,29,61,127,111,33,70,8,140,58,81,1
95CC06S2,517,81,21,12,48,205,35,49,121,91,30,51,10,140,65,74,1
95CC07W1,1108,174,27,35,112,522,61,106,355,182,40,110,32,230,99,123,8
95CC08W1,990,209,35,32,142,406,95,89,222,139,36,88,15,236,120,114,2
95CC09S1,494,52,4,16,32,222,15,60,147,82,15,52,15,138,44,94,0
95CC09S2,696,148,42,54,52,299,45,81,173,110,19,84,7,139,51,85,3
95CC10W1,901,89,20,33,36,373,55,97,221,173,31,115,27,266,80,181,5
95CC11W1,786,153,47,38,68,261,77,61,123,140,54,76,10,232,112,116,4
95CC12W1,890,91,14,21,56,398,46,67,285,166,39,104,23,235,76,151,8
95CC13W1,817,117,25,31,61,331,39,76,216,175,39,111,25,194,65,127,2
95CC14W1,1132,194,34,44,116,465,64,122,279,195,32,150,13,278,119,159,0
95CC15W1,1007,141,27,30,84,439,47,95,297,161,41,105,15,266,98,161,7
95CC16W1,1076,184,38,42,104,423,62,93,268,163,44,100,19,306,158,143,5
95CC17W1,897,145,30,28,87,380,42,75,263,155,28,111,16,217,78,138,1
95CC18W1,937,137,43,33,61,367,57,105,205,145,46,82,17,288,138,147,3
95CC19W1,981,122,23,29,70,431,58,97,276,160,37,109,14,268,124,139,5
95CC20S1,484,57,2,14,41,221,31,56,134,100,26,63,11,106,53,52,1
95CC20S2,643,104,21,28,55,282,50,71,161,123,31,84,8,134,61,72,1
95CC21W1,1167,192,40,52,100,483,96,127,260,196,52,129,15,296,119,175,2
95CC22W1,842,121,35,28,58,300,108,72,120,146,61,83,2,275,166,107,2
95DD01W1,836,65,22,21,22,276,37,68,171,175,26,134,15,320,111,208,1
95DD02S1,599,81,15,13,53,234,42,65,127,109,29,72,8,175,81,93,1
95DD02S2,891,181,24,54,103,405,58,92,255,143,30,106,7,162,66,96,0
95DD03W1,1389,242,39,83,120,575,86,161,328,199,38,143,18,373,142,229,2
95DD04W1,859,171,37,22,112,306,81,86,139,150,58,77,15,232,127,100,5
95DD05W1,685,140,21,21,98,292,63,80,149,132,39,84,9,121,51,67,3
95DD06W1,944,84,15,27,42,323,27,103,193,214,36,157,21,323,109,213,1
95DD07S1,689,97,17,21,59,213,45,51,117,124,25,85,14,255,99,156,0
95DD07S2,723,94,22,21,51,289,52,68,169,112,28,71,13,228,109,118,1
95DD08W1,1041,187,39,63,85,358,131,122,105,163,97,62,4,333,218,111,4
95DD09W1,929,67,9,27,31,419,52,116,251,169,25,120,24,274,78,191,5
95DD10W1,1180,162,20,43,99,453,92,138,223,190,54,124,12,375,195,177,3
95DD11W1,955,243,59,42,142,390,81,93,216,147,59,80,8,175,102,71,2
95DD12W1,890,87,11,18,58,378,42,92,244,173,28,119,26,252,82,169,1
95DD13W1,741,137,36,30,71,254,79,49,126,132,43,74,15,218,114,102,2
95DD14S1,626,81,14,22,45,288,49,60,179,93,18,70,5,164,73,89,2
95DD14S2,607,43,6,11,26,290,37,80,173,117,19,87,11,157,43,114,0
95DD15W1,1174,157,29,42,86,550,79,121,350,209,38,144,27,258,93,163,2
95DD16W1,1019,102,17,27,58,446,47,124,275,218,40,160,18,253,93,156,4
95DD17W1,1148,160,26,50,84,490,40,108,342,206,33,145,28,292,93,192,7
95DD18W1,873,144,33,47,64,285,100,89,96,175,60,103,12,269,118,150,1
95DD19S1,732,139,21,35,83,335,59,84,192,116,39,73,4,142,74,68,0
95DD19S2,543,40,5,14,21,241,31,68,142,106,19,81,6,156,49,106,1
95DD20W1,826,143,50,22,71,311,111,84,116,143,68,69,6,229,101,127,1
95DD21W1,891,173,31,53,89,314,65,89,160,151,38,93,20,253,108,141,4
95DD22S1,559,73,14,23,36,225,38,53,134,103,25,67,11,158,62,96,0
95DD22S2,597,83,17,21,45,227,41,42,144,116,28,72,16,171,84,85,2
95DD23W1,881,78,11,31,36,369,39,79,251,167,23,120,24,267,81,183,3
95DD24W1,990,136,21,31,84,413,49,107,257,209,35,155,19,232,93,137,2
95EE01W1,592,112,15,25,72,261,30,54,177,83,13,60,10,136,35,100,1
95EE02W1,790,139,27,33,79,337,51,113,173,143,37,95,11,171,71,97,3
95EE03W1,808,141,39,25,77,336,67,92,177,135,40,87,8,196,85,109,2
95EE04W1,736,101,15,36,50,324,52,93,179,108,26,71,11,203,75,126,2
95EE05W1,577,52,7,19,26,249,37,82,130,111,27,74,10,165,64,99,2
95EE06W1,692,104,13,18,73,334,27,61,246,81,11,56,14,173,72,99,2
95EE07W1,740,127,13,28,86,286,53,78,155,93,34,51,8,234,107,124,3
95EE08W1,711,88,35,24,29,278,65,82,131,128,30,88,10,217,94,122,1
95EE09W1,605,67,9,21,37,274,25,67,182,104,21,67,16,160,40,116,4
95EE10W1,598,112,21,26,65,250,27,70,153,96,20,66,10,140,48,91,1
95EE11W1,551,59,7,21,31,214,13,57,144,122,16,92,14,156,46,107,3
95EE12W1,1059,251,39,70,142,471,120,133,218,142,63,73,6,195,88,102,5
95EE13W1,718,88,30,16,42,215,64,50,101,136,48,80,8,279,155,124,0
95EE14W1,1016,186,30,52,104,435,58,117,260,142,26,101,15,253,99,150,4
95EE15W1,606,79,13,20,46,245,26,64,155,120,29,81,10,162,61,95,6
95EE16W1,709,112,14,31,67,321,45,73,203,109,21,74,14,167,52,113,2
95FF01S1,781,123,21,40,62,383,55,110,218,99,15,72,12,176,69,103,4
95FF01S2,959,176,29,61,86,501,74,100,327,131,22,93,16,151,50,98,3
95FF02W1,923,131,16,38,77,420,61,86,273,144,23,101,20,228,90,135,3
95FF03W1,1169,300,55,91,154,509,90,127,292,161,35,109,17,199,88,107,4
95FF04W1,862,83,8,18,57,377,28,104,245,178,23,124,31,224,77,145,2
95FF05W1,1119,197,49,50,98,442,113,106,223,152,60,81,11,328,145,178,5
95FF06S1,820,183,46,57,80,359,74,90,195,102,23,73,6,176,81,93,2
95FF06S2,720,112,22,31,59,402,57,84,261,85,9,65,11,121,42,75,4
95FF07W1,1154,269,64,34,171,494,117,138,239,162,71,80,11,229,111,114,4
95FF08W1,993,111,30,15,66,381,81,94,206,170,56,95,19,331,184,145,2
95FF09W1,1000,180,50,42,88,419,86,91,242,171,53,103,15,230,111,118,1
95FF10W1,1216,197,40,53,104,602,79,161,362,183,40,118,25,234,69,161,4
95FF11W1,873,98,14,20,64,366,37,101,228,180,21,128,31,229,85,141,3
95FF12W1,1018,178,40,56,82,408,63,104,241,192,40,133,19,240,86,151,3
95FF13W1,977,129,24,37,68,425,66,108,251,183,39,125,19,240,89,150,1
95FF14W1,862,46,11,18,17,409,48,103,258,171,22,134,15,236,68,167,1
95FF15W1,1073,203,31,30,142,376,80,96,200,171,54,102,15,323,170,152,1
95FF16W1,927,114,26,27,61,388,73,91,224,175,52,113,10,250,104,143,3
95FF17W1,857,185,54,55,76,291,113,73,105,133,68,61,4,248,143,103,2
95GG01S1,739,79,23,17,39,237,41,65,131,121,34,78,9,302,128,171,3
95GG01S2,624,55,8,16,31,225,57,56,112,118,40,68,10,226,121,101,4
95GG01S3,641,67,17,9,41,236,56,51,129,127,33,82,12,211,91,115,5
95GG02S1,749,188,48,32,108,289,66,64,159,95,42,38,15,177,89,82,6
95GG02S2,859,245,56,25,164,331,95,72,164,95,35,51,9,188,96,86,6
95GG02S3,960,246,59,26,161,362,100,70,192,145,77,49,19,207,122,81,4
95GG03S1,895,153,49,59,45,380,127,67,186,150,45,87,18,212,112,99,1
95GG03S2,767,85,31,35,19,336,58,95,183,127,39,78,10,219,114,105,0
95GG03S3,1005,215,76,84,55,421,144,117,160,124,52,61,11,245,132,111,2
95GG04S1,801,192,52,36,104,295,86,68,141,124,70,44,10,190,115,71,4
95GG04S2,640,148,28,9,111,249,69,50,130,98,47,46,5,145,88,55,2
95GG04S3,856,234,95,56,83,309,129,70,110,111,61,43,7,202,120,81,1
95GG05S1,845,270,84,128,58,345,119,98,128,104,55,40,9,126,67,58,1
95GG05S2,948,326,84,189,53,405,148,114,143,111,59,45,7,106,69,35,2
95GG05S3,1007,390,93,211,86,385,158,118,109,94,53,33,8,138,89,48,1
95GG06S1,794,177,32,28,117,310,61,102,147,110,30,71,9,197,89,105,3
95GG06S2,833,180,55,41,84,327,95,85,147,115,36,73,6,211,117,94,0
95GG06S3,754,128,35,25,68,364,59,88,217,98,31,59,8,164,83,79,2
95GG07S1,796,185,51,41,93,318,108,60,150,113,42,61,10,180,85,92,3
95GG07S2,788,228,43,36,149,321,95,69,157,90,36,45,9,149,79,62,8
95GG07S3,685,122,35,17,70,333,73,75,185,99,42,48,9,131,53,71,7
95GG08S1,554,71,18,14,39,210,42,56,112,80,17,56,7,193,81,108,4
95GG08S2,810,193,56,38,99,326,106,77,143,108,56,48,4,183,101,78,4
95GG08S3,787,240,53,70,117,311,94,70,147,102,40,51,11,134,71,61,2
95GG09S1,844,78,23,28,27,350,63,68,219,149,28,106,15,267,111,155,1
95GG09S2,808,114,23,45,46,329,75,98,156,137,32,95,10,228,103,125,0
95GG09S3,952,226,55,61,110,387,132,93,162,143,50,81,12,196,107,84,5
95GG10S1,966,321,137,126,58,346,150,86,110,114,58,47,9,185,108,74,3
95GG10S2,1051,400,138,153,109,338,118,105,115,124,55,62,7,189,119,68,2
95GG11S1,987,336,124,103,109,338,148,80,110,104,52,46,6,209,138,69,2
95GG11S2,701,129,50,45,34,300,79,74,147,112,32,63,17,160,72,87,1
95GG11S3,998,322,124,107,91,393,184,109,100,100,54,40,6,183,105,78,0
95GG12S1,558,378,73,295,10,120,57,30,33,37,17,17,3,23,13,10,0
95GG12S2,727,485,103,368,14,146,68,41,37,39,22,13,4,57,39,18,0
95GG12S3,586,365,103,245,17,132,61,41,30,51,25,21,5,38,20,15,3
95GG12S4,719,455,129,313,13,206,135,45,26,38,27,8,3,20,17,3,0
95GG12S5,839,314,63,126,125,307,71,84,152,103,44,49,10,115,53,56,6
95GG13S1,664,135,45,18,72,260,115,55,90,103,39,51,13,166,118,48,0
95GG13S2,665,87,20,20,47,257,48,51,158,114,20,77,17,207,92,109,6
95GG13S3,787,148,55,31,62,260,85,64,111,138,53,79,6,241,129,112,0
95GG14S1,618,57,9,26,22,238,35,52,151,121,22,85,14,202,89,112,1
95GG14S2,582,48,16,9,23,238,46,47,145,131,20,83,28,165,55,108,2
95GG14S3,617,60,8,19,33,277,40,71,166,103,17,75,11,177,83,94,0
95GG15S1,736,49,11,19,19,314,51,79,184,111,19,82,10,262,113,147,2
95GG15S2,890,127,38,49,40,398,88,101,209,119,30,76,13,246,148,98,0
95GG15S3,918,125,41,44,40,339,109,76,154,117,47,61,9,337,194,141,2
95GG16S1,866,210,70,54,86,369,143,73,153,127,46,62,19,160,82,71,7
95GG16S2,777,132,43,36,53,347,89,85,173,133,40,72,21,165,95,69,1
95GG16S3,587,102,24,26,52,245,48,67,130,93,25,54,14,147,71,74,2
95GG17S1,770,211,29,31,151,321,74,65,182,110,36,55,19,128,59,65,4
95GG17S2,623,53,13,13,27,258,45,75,138,116,24,75,17,196,88,108,0
95GG17S3,744,163,40,26,97,296,77,65,154,100,43,47,10,185,108,72,5
95GG18S1,1073,266,50,39,177,414,119,94,201,140,47,69,24,253,145,99,9
95GG18S2,1070,320,87,78,155,413,146,107,160,157,76,65,16,180,76,97,7
95GG19S1,1061,168,53,21,94,298,111,67,120,176,89,79,8,419,272,141,6
95GG19S2,1178,340,104,38,198,421,132,95,194,156,91,56,9,261,152,105,4
95GG20S1,1393,488,146,177,165,469,211,118,140,159,87,59,13,277,172,104,1
95GG20S2,966,232,72,37,123,358,106,79,173,125,62,52,11,251,152,95,4
95GG21S1,639,118,29,22,67,225,73,37,115,107,41,56,10,189,92,93,4
95GG21S2,675,163,24,20,119,272,77,69,126,104,30,59,15,136,56,69,11
95GG21S3,948,237,63,71,103,384,174,93,117,128,75,46,7,199,120,72,7
95GG22S1,733,113,29,27,57,277,74,68,135,109,42,53,14,234,130,101,3
95GG22S2,814,88,22,20,46,285,61,64,160,138,55,72,11,303,179,120,4
95GG22S3,661,76,16,15,45,269,58,56,155,123,38,72,13,193,79,109,5
95GG23S1,566,50,8,16,26,222,29,67,126,113,23,81,9,181,55,125,1
95GG23S2,579,42,11,15,16,226,43,37,146,120,23,82,15,191,101,89,1
95GG23S3,676,99,25,46,28,238,46,67,125,114,39,68,7,225,87,137,1
95GG24S1,612,78,17,19,42,196,59,53,84,109,45,55,9,229,139,88,2
95GG24S2,712,150,60,37,53,261,74,68,119,98,37,56,5,203,88,114,1
95GG24S3,621,95,24,26,45,270,63,66,141,101,29,59,13,155,79,72,4
95GG25S1,868,144,27,34,83,300,60,67,173,143,52,78,13,281,141,136,4
95GG25S2,716,99,23,18,58,298,66,64,168,124,44,60,20,195,91,102,2
95GG25S3,610,107,21,15,71,284,65,64,155,81,20,50,11,138,58,78,2
95GG26S1,848,231,66,33,132,286,76,78,132,119,48,55,16,212,83,129,0
95GG26S2,806,142,37,22,83,286,82,67,137,109,43,60,6,269,128,139,2
95GG27S1,487,84,19,16,49,271,31,62,178,74,15,40,19,58,20,37,1
95GG27S2,607,115,27,26,62,296,71,44,181,86,32,40,14,110,39,66,5
95GG27S3,727,159,41,31,87,299,112,71,116,118,41,67,10,151,47,100,4
95GG27S4,646,128,28,28,72,241,66,41,134,107,31,62,14,170,66,101,3
95GG28S1,839,181,42,36,103,373,68,89,216,113,24,77,12,172,69,103,0
95GG28S2,712,111,15,26,70,258,48,70,140,132,27,95,10,211,105,104,2
95GG28S3,774,202,49,20,133,300,88,75,137,118,43,65,10,154,58,95,1
95GG29S1,1083,324,94,102,128,402,139,88,175,139,68,59,12,218,137,79,2
95GG29S2,1347,478,149,162,167,485,197,110,178,125,56,62,7,259,161,92,6
95GG30S1,763,108,31,27,50,302,82,82,138,113,52,58,3,240,126,112,2
95GG30S2,695,63,15,28,20,305,61,69,175,122,32,73,17,205,93,109,3
95GG30S3,625,72,12,25,35,242,36,71,135,100,17,78,5,211,75,136,0
95GG31S1,793,147,33,37,77,368,50,93,225,114,18,80,16,164,51,109,4
95GG31S2,800,131,26,25,80,297,43,85,169,141,34,90,17,231,93,135,3
95GG31S3,870,159,21,22,116,387,88,66,233,144,50,81,13,180,60,118,2
95GG32S1,1257,394,72,64,258,505,116,116,273,156,52,87,17,202,106,88,8
95GG32S2,698,136,39,27,70,256,64,68,124,99,49,46,4,207,110,94,3
95GG32S3,694,119,36,20,63,248,52,74,122,91,25,58,8,236,117,117,2
95GG33S1,737,95,26,61,8,262,42,53,167,159,27,107,25,221,72,149,0
95GG33S2,618,57,21,27,9,246,49,47,150,141,23,96,22,174,79,93,2
95GG33S3,840,193,63,113,17,320,90,64,166,135,41,71,23,192,108,83,1
95GG34S1,650,103,30,18,55,248,60,60,128,94,37,49,8,205,125,78,2
95GG34S2,553,32,4,9,19,224,19,60,145,133,26,83,24,164,41,122,1
95GG34S3,796,175,52,79,44,321,80,78,163,139,34,90,15,161,87,74,0
95GG35S1,867,185,48,38,99,308,113,68,127,140,57,67,16,234,113,115,6
95GG35S2,731,130,33,18,79,309,158,49,102,127,62,58,7,165,84,76,5
95GG35S3,646,185,47,23,115,255,96,53,106,87,36,37,14,119,50,63,6
95GG36S1,827,190,50,71,69,341,101,101,139,93,32,57,4,203,124,76,3
95GG36S2,836,89,17,33,39,380,87,108,185,116,24,78,14,251,139,112,0
95GG36S3,818,138,39,42,57,321,67,87,167,121,33,80,8,238,127,110,1
95GG37S1,779,135,40,76,19,358,76,86,196,150,30,96,24,136,46,89,1
95GG37S2,819,210,64,101,45,355,96,116,143,100,45,49,6,154,90,63,1
95GG37S3,1089,421,131,239,51,398,164,113,121,85,38,46,1,185,111,72,2
95GG38S1,1369,416,138,220,58,509,137,134,238,172,63,90,19,272,144,127,1
95GG38S2,853,227,78,109,40,314,121,69,124,112,45,55,12,200,122,78,0
95GG38S3,693,99,24,49,26,298,78,60,160,106,34,60,12,190,115,75,0
95GG39S1,1172,478,156,210,112,388,172,81,135,134,77,47,10,172,103,62,7
95GG39S2,1402,446,126,225,95,480,226,122,132,179,116,54,9,297,195,93,9
95GG39S3,1042,367,118,153,96,313,144,67,102,127,80,39,8,235,154,78,3
95GG40S1,802,203,40,21,142,288,102,55,131,110,50,51,9,201,125,72,4
95GG40S2,1059,269,113,26,130,348,146,86,116,164,101,55,8,278,179,95,4
95GG41S1,789,35,11,9,15,293,40,76,177,162,23,123,16,299,119,180,0
95GG41S2,596,30,9,11,10,208,21,43,144,128,20,92,16,230,105,125,0
95GG41S3,788,92,31,30,31,345,80,75,190,144,47,86,11,207,99,107,1
95GG42S1,689,61,13,34,14,271,45,53,173,140,22,95,23,217,83,131,3
95GG42S2,209,44,13,27,4,61,14,12,35,35,8,19,8,69,37,32,0
95GG42S3,740,384,67,301,16,202,72,44,86,53,17,30,6,101,41,58,2
95GG42S4,968,280,67,172,41,354,102,78,174,129,44,70,15,205,96,108,1
95GG43S1,720,174,58,44,72,260,104,79,77,110,43,61,6,176,107,68,1
95GG43S2,734,161,41,61,59,292,89,80,123,106,22,78,6,175,72,102,1
95GG43S3,862,251,82,85,84,309,109,88,112,105,36,58,11,197,126,69,2
95GG44S1,1390,490,145,157,188,518,231,123,164,167,90,66,11,215,118,92,5
95GG44S2,1315,398,130,124,144,519,211,121,187,149,84,57,8,249,142,101,6
95GG45S1,694,62,24,21,17,216,25,55,136,130,34,73,23,286,93,191,2
95GG45S2,686,136,32,26,78,257,69,64,124,121,40,70,11,172,103,66,3
95GG45S3,749,158,58,51,49,271,81,55,135,103,43,50,10,217,110,105,2
95GG46S1,663,123,31,17,75,289,62,67,160,112,34,64,14,139,49,87,3
95GG46S2,646,119,9,7,103,265,48,50,167,124,25,80,19,138,45,86,7
95GG46S3,623,104,19,14,71,264,68,68,128,80,34,39,7,175,61,110,4
95GG47S1,1025,240,80,66,94,477,215,83,179,163,85,66,12,145,86,55,4
95GG47S2,801,175,52,36,87,321,116,62,143,110,61,38,11,195,120,73,2
95GG47S3,815,188,60,50,78,360,131,87,142,92,43,37,12,175,110,62,3
95GG48S1,620,139,23,23,93,265,64,57,144,80,19,50,11,136,52,82,2
95GG48S2,842,225,15,14,196,366,76,66,224,157,60,78,19,94,36,55,3
95GG48S3,589,114,16,16,82,257,47,48,162,125,44,69,12,93,26,64,3
95GG49S1,748,280,87,177,16,257,98,60,99,81,31,35,15,130,86,42,2
95GG49S2,948,585,112,435,38,208,95,53,60,37,17,19,1,118,75,43,0
95GG49S3,821,552,118,378,56,160,65,48,47,36,25,10,1,73,51,20,2
95GG49S4,834,490,101,361,28,187,80,62,45,47,27,19,1,110,66,43,1
95GG50S1,764,256,79,105,72,301,133,87,81,88,42,42,4,119,71,47,1
95GG50S2,972,288,68,96,124,394,137,93,164,106,57,41,8,184,122,60,2
95GG50S3,917,280,84,110,86,350,122,102,126,91,52,33,6,196,123,71,2
95GG51S1,683,170,59,28,83,240,98,48,94,92,36,51,5,181,98,80,3
95GG51S2,710,152,52,19,81,237,99,41,97,100,45,48,7,221,128,91,2
95GG51S3,688,147,53,18,76,248,96,51,101,108,62,45,1,185,117,66,2
95HH01W1,890,115,27,21,67,332,78,90,164,158,58,88,12,285,129,155,1
95HH02S1,522,66,3,19,44,220,33,52,135,99,17,76,6,137,57,77,3
95HH02S2,541,53,7,11,35,333,31,77,225,97,10,72,15,58,14,43,1
95HH03W1,726,55,7,15,33,212,43,56,113,167,34,119,14,292,123,167,2
95HH04S1,645,73,20,19,34,316,37,93,186,129,19,97,13,127,48,78,1
95HH04S2,515,32,7,6,19,227,14,76,137,121,15,91,15,135,54,78,3
95HH05W1,908,236,46,43,147,390,75,117,198,108,45,57,6,174,88,83,3
95HH06S1,762,91,18,21,52,453,53,109,291,127,24,88,15,91,38,53,0
95HH06S2,920,127,17,37,73,497,63,118,316,142,30,97,15,154,59,93,2
95HH07W1,733,176,64,30,82,274,106,72,96,86,39,43,4,197,104,92,1
95HH08W1,1083,190,53,75,62,440,107,104,229,181,47,115,19,272,103,165,4
95HH09W1,1423,278,110,80,88,501,228,113,160,203,101,97,5,441,292,148,1
95HH10W1,945,97,25,24,48,456,58,97,301,153,25,118,10,239,80,157,2
95HH11W1,655,147,32,26,89,218,69,58,91,98,38,54,6,192,113,78,1
95HH12W1,626,97,17,22,58,237,27,84,126,129,28,93,8,163,58,105,0
95HH13W1,614,190,41,31,118,243,71,68,104,75,28,43,4,106,48,54,4
95HH14W1,764,127,34,30,63,255,91,65,99,129,56,67,6,253,138,112,3
95HH15W1,1083,159,39,47,73,458,69,141,248,162,46,101,15,304,180,122,2
95HH16W1,917,81,25,25,31,363,73,82,208,165,42,95,28,308,146,158,4
95HH17W1,928,126,22,32,72,430,49,102,279,164,33,115,16,208,78,126,4
95II01S1,626,73,19,18,36,259,38,75,146,113,22,82,9,181,65,114,2
95II01S2,634,37,12,12,13,244,44,71,129,128,27,97,4,225,80,144,1
95II02S1,507,47,14,15,18,304,53,51,200,88,18,58,12,68,25,42,1
