GeographyCode,QS219NI0001,QS219NI0002,QS219NI0003,QS219NI0004,QS219NI0005,QS219NI0006,QS219NI0007,QS219NI0008,QS219NI0009
95OO06W1,941,473,138,120,14,62,6,44,84
95OO07W1,854,360,176,160,9,56,3,37,53
95OO08W1,887,445,156,150,16,38,6,29,47
95OO09W1,744,419,98,123,8,32,2,21,41
95OO10W1,1163,1005,16,19,0,10,5,22,86
95OO11W1,956,803,11,23,4,5,4,22,84
95OO12W1,999,621,81,150,7,32,3,26,79
95OO13W1,976,293,173,267,49,46,5,83,60
95OO14W1,866,537,101,112,2,24,7,35,48
95OO15W1,870,658,32,40,6,15,7,33,79
95OO16W1,853,186,118,331,54,62,6,44,52
95OO17W1,978,156,123,426,65,105,17,38,48
95OO18W1,1099,466,134,223,28,74,10,69,95
95OO19W1,1046,548,70,178,29,49,2,52,118
95OO20W1,854,176,187,280,33,65,4,61,48
95OO21W1,904,686,22,36,6,20,3,44,87
95OO22W1,956,849,13,13,0,3,1,18,59
95PP01W1,950,157,58,447,118,75,10,46,39
95PP02W1,933,729,8,74,6,17,7,57,35
95PP03W1,971,640,35,132,26,22,2,62,52
95PP04W1,1081,539,20,277,70,53,7,68,47
95PP05W1,822,310,42,256,94,51,4,37,28
95PP06S1,780,371,28,184,30,42,5,55,65
95PP06S2,774,289,52,202,52,47,4,59,69
95PP07W1,987,547,19,204,46,42,7,80,42
95PP08W1,960,741,7,120,4,6,6,33,43
95PP09W1,757,537,11,43,6,15,6,36,103
95PP10W1,798,592,8,123,20,10,4,18,23
95PP11W1,1040,660,35,113,30,37,8,65,92
95PP12W1,891,558,7,223,26,12,1,32,32
95PP13W1,1060,675,33,175,30,34,10,28,75
95PP14S1,556,261,15,197,24,14,4,17,24
95PP14S2,791,178,53,381,45,33,3,49,49
95PP15W1,1089,289,67,437,98,77,5,60,56
95PP16W1,705,183,46,310,39,45,4,43,35
95PP17W1,1028,691,21,169,26,19,3,43,56
95PP18W1,1093,400,47,417,84,50,6,51,38
95PP19W1,933,666,17,128,26,9,2,34,51
95PP20W1,1379,649,60,298,59,58,13,113,129
95PP21W1,783,618,7,86,11,11,2,10,38
95PP22W1,1010,467,30,258,49,37,7,64,98
95PP23W1,898,421,42,222,81,44,4,40,44
95QQ01W1,707,130,269,103,27,34,3,71,70
95QQ02W1,996,20,494,176,30,70,12,146,48
95QQ03W1,507,95,192,64,37,21,3,51,44
95QQ04W1,692,172,268,84,23,52,4,58,31
95QQ05W1,1127,251,410,126,65,72,4,129,70
95QQ06W1,754,543,70,50,9,7,2,30,43
95QQ07W1,919,219,315,108,37,62,9,91,78
95QQ08W1,698,166,248,92,45,34,3,60,50
95QQ09W1,838,256,267,101,31,42,0,84,57
95QQ10W1,688,240,226,58,1,39,6,62,56
95QQ11W1,776,39,386,117,28,68,5,92,41
95QQ12W1,758,120,305,99,30,52,2,95,55
95QQ13W1,1031,31,493,140,54,70,7,193,43
95QQ14S1,1366,256,495,162,70,114,8,180,81
95QQ14S2,679,30,375,69,31,70,5,61,38
95QQ15W1,761,209,239,92,25,45,4,74,73
95RR01S1,853,293,257,151,12,35,4,61,40
95RR01S2,649,234,208,100,7,29,1,39,31
95RR02W1,647,287,154,121,2,17,3,34,29
95RR03W1,617,358,103,90,3,4,2,31,26
95RR04W1,752,668,9,16,0,3,1,16,39
95RR05S1,475,170,150,78,8,23,0,31,15
95RR05S2,491,149,141,113,5,12,5,45,21
95RR06W1,708,570,32,35,0,5,1,19,46
95RR07W1,859,396,203,119,7,37,1,50,46
95RR08W1,713,412,161,68,2,14,1,26,29
95RR09S1,764,641,34,18,0,5,0,30,36
95RR09S2,617,289,106,87,8,19,8,55,45
95RR10W1,582,283,123,107,6,20,2,25,16
95RR11W1,652,336,152,70,2,19,7,32,34
95RR12W1,606,200,175,145,6,21,1,40,18
95RR13W1,657,221,181,141,8,34,5,39,28
95RR14W1,654,275,178,130,0,16,2,20,33
95RR15W1,802,639,46,45,1,6,1,10,54
95SS01S1,666,111,147,212,33,57,1,74,31
95SS01S2,1015,170,179,316,51,89,6,168,36
95SS02S1,866,79,264,226,64,60,8,119,46
95SS02S2,664,181,148,143,45,53,9,60,25
95SS03S1,547,23,242,111,11,66,6,60,28
95SS03S2,642,41,284,109,15,81,6,80,26
95SS04S1,845,103,152,254,68,68,6,138,56
95SS04S2,799,106,185,231,42,69,4,116,46
95SS04S3,1291,234,292,313,66,122,11,196,57
95SS05S1,736,74,213,168,38,70,13,102,58
95SS05S2,705,92,235,155,27,71,5,94,26
95SS06S1,498,411,6,5,0,5,0,11,60
95SS06S2,773,644,4,6,2,7,2,11,97
95SS06S3,664,567,2,2,1,2,4,16,70
95SS07S1,1181,998,8,1,2,9,5,41,117
95SS07S2,527,463,0,3,0,3,1,20,37
95SS07S3,1698,558,282,324,72,92,20,203,147
95SS08S1,680,47,237,144,19,95,3,103,32
95SS08S2,990,111,398,159,19,120,9,114,60
95SS09S1,714,131,172,177,23,42,8,126,35
95SS09S2,620,55,238,107,22,67,5,96,30
95SS10S1,945,532,87,88,12,38,11,117,60
95SS10S2,662,554,13,18,3,6,3,41,24
95SS11S1,947,640,46,94,21,25,3,70,48
95SS11S2,916,339,173,160,24,65,8,85,62
95SS12W1,1251,275,297,282,67,92,7,163,68
95SS13S1,711,159,130,177,44,45,3,92,61
95SS13S2,625,115,125,153,39,48,9,89,47
95SS14S1,658,35,201,158,42,71,6,85,60
95SS14S2,588,48,229,109,30,55,6,76,35
95SS15S1,759,59,265,221,31,55,5,97,26
95SS15S2,757,70,237,205,19,85,9,87,45
95SS16S1,496,425,3,1,0,5,2,26,34
95SS16S2,656,542,10,3,0,2,1,24,74
95SS17S1,1104,274,203,264,56,79,7,143,78
95SS17S2,645,70,162,166,48,59,6,83,51
95SS18S1,613,76,138,164,31,49,2,97,56
95SS18S2,729,121,156,214,32,56,12,73,65
95SS19S1,619,53,165,156,35,37,13,118,42
95SS19S2,617,17,178,187,39,50,11,83,52
95SS20W1,1096,119,278,321,68,116,12,123,59
95SS21S1,828,45,172,275,70,85,9,131,41
95SS21S2,828,114,185,245,57,96,6,88,37
95SS22S1,600,85,116,118,21,90,8,128,34
95SS22S2,654,204,135,134,37,34,5,74,31
95SS23S1,894,65,280,248,46,66,14,130,45
95SS23S2,638,36,178,210,42,52,5,84,31
95SS24S1,1025,140,227,321,38,95,12,141,51
95SS24S2,889,144,175,278,42,75,6,127,42
95SS25W1,1117,225,231,311,47,56,9,143,95
95SS26S1,708,601,7,2,0,8,0,25,65
95SS26S2,606,543,6,3,1,2,0,18,33
95SS27W1,1194,91,337,303,94,101,22,155,91
95SS28W1,1071,364,166,256,32,60,6,114,73
95SS29S1,459,372,4,3,0,3,0,24,53
95SS29S2,572,486,4,4,0,2,3,13,60
95SS30S1,266,47,83,63,8,17,1,35,12
95SS30S2,859,144,214,174,44,107,10,117,49
95TT01W1,838,591,77,71,4,31,3,22,39
95TT02W1,857,656,70,43,2,19,0,16,51
95TT03S1,601,242,135,106,5,39,5,32,37
95TT03S2,574,284,98,88,7,35,2,29,31
95TT04W1,1018,875,20,12,1,15,1,29,65
95TT05S1,611,341,66,56,11,38,13,38,48
95TT05S2,518,321,32,78,2,33,0,24,28
95TT06W1,886,532,165,106,1,17,2,23,40
95TT07W1,874,372,215,125,11,63,7,40,41
95TT08W1,851,339,196,138,4,90,5,46,33
95TT09S1,439,385,9,3,0,8,0,5,29
95TT09S2,435,380,18,4,0,9,1,9,14
95TT10W1,1056,751,101,83,2,17,3,43,56
95TT11S1,488,394,42,6,6,14,0,10,16
95TT11S2,457,386,17,12,0,17,1,6,18
95TT12W1,898,254,179,250,9,114,8,46,38
95TT13S1,552,232,93,99,7,51,7,32,31
95TT13S2,555,276,53,87,6,44,5,40,44
95TT14W1,830,389,111,139,5,65,8,53,60
95TT15W1,833,205,292,170,0,58,4,42,62
95TT16W1,866,545,122,89,2,25,0,37,46
95UU06W1,569,398,35,36,2,8,2,52,36
95UU09W1,594,507,12,10,0,1,2,22,40
95UU14W1,718,476,55,74,0,9,2,43,59
95UU99C1,744,200,237,186,4,26,0,51,40
95UU99C2,789,13,301,322,4,27,2,60,60
95UU99C3,736,496,51,52,1,8,5,57,66
95UU99C4,680,33,304,169,3,64,7,56,44
95UU99C5,881,737,6,15,0,8,2,27,86
95UU99C6,897,517,94,136,1,17,2,57,73
95VV01S1,563,271,128,62,3,30,2,28,39
95VV01S2,608,170,176,141,8,41,1,36,35
95VV02W1,985,776,19,4,3,9,14,49,111
95VV03W1,996,562,130,119,27,24,4,42,88
95VV04W1,1052,445,306,82,0,105,4,48,62
95VV05S1,611,489,19,11,1,6,3,23,59
95VV05S2,753,644,11,2,2,9,3,24,58
95VV06W1,1153,1002,13,3,1,5,1,31,97
95VV07S1,877,661,35,15,5,21,3,48,89
95VV07S2,780,625,18,21,2,28,3,33,50
95VV08W1,1006,841,18,8,0,1,1,23,114
95VV09W1,967,790,1,3,0,5,1,14,153
95VV10S1,560,463,4,2,0,4,3,25,59
95VV10S2,626,485,6,1,2,8,7,33,84
95VV11S1,678,556,20,12,2,6,0,25,57
95VV11S2,806,595,59,23,8,19,7,42,53
95VV12S1,584,485,5,16,0,6,4,18,50
95VV12S2,580,435,22,24,3,7,2,21,66
95VV13S1,630,296,197,27,9,36,6,21,38
95VV13S2,424,292,77,14,1,8,1,12,19
95VV14S1,718,560,8,1,0,20,5,33,91
95VV14S2,569,487,3,2,0,2,3,26,46
95VV15S1,555,423,6,10,4,14,2,32,64
95VV15S2,585,457,22,19,9,14,5,21,38
95VV16W1,1043,897,0,3,1,12,3,32,95
95VV17S1,719,585,3,2,0,4,0,36,89
95VV17S2,691,601,4,3,0,7,2,15,59
95VV18S1,705,81,338,120,2,65,5,53,41
95VV18S2,697,239,240,75,1,28,4,46,64
95VV19S1,524,136,231,81,3,18,2,18,35
95VV19S2,648,466,65,23,1,12,3,28,50
95VV20W1,925,543,210,27,0,43,0,38,64
95VV21S1,741,584,63,14,2,15,3,25,35
95VV21S2,512,411,51,5,1,19,0,8,17
95VV22W1,956,518,137,88,1,54,6,30,122
95VV23W1,1123,825,31,36,2,15,6,93,115
95VV24S1,591,424,18,29,2,15,2,39,62
95VV24S2,667,532,13,18,2,6,3,41,52
95VV25S1,614,515,2,1,0,0,2,29,65
95VV25S2,613,527,2,3,0,2,0,19,60
95VV26W1,1172,917,114,13,1,15,1,33,78
95VV27W1,912,767,11,8,2,12,5,41,66
95VV28S1,801,612,25,24,6,17,4,36,77
95VV28S2,542,454,6,4,1,7,1,26,43
95VV29W1,1071,600,235,106,10,43,4,25,48
95VV30S1,573,442,22,20,3,13,4,35,34
95VV30S2,525,264,98,56,13,12,8,44,30
95WW01S1,636,142,128,98,40,59,14,103,52
95WW01S2,621,57,165,82,54,72,10,123,58
95WW02S1,742,24,323,132,53,64,4,88,54
95WW02S2,791,20,322,152,71,71,5,108,42
95WW03S1,767,39,324,129,68,47,3,110,47
95WW03S2,816,41,315,132,62,83,5,138,40
95WW04S1,614,37,210,119,48,45,3,104,48
95WW04S2,484,57,176,78,34,31,2,78,28
95WW05S1,580,161,139,73,41,28,13,92,33
95WW05S2,577,117,168,93,55,38,4,70,32
95WW06S1,580,19,236,70,38,99,1,77,40
95WW06S2,618,11,310,85,50,61,4,80,17
95WW07S1,677,31,322,89,28,86,3,91,27
95WW07S2,925,27,390,150,75,108,4,139,32
95WW08S1,465,89,146,71,40,26,4,69,20
95WW08S2,572,72,224,71,54,43,1,83,24
95WW09S1,596,30,237,103,46,34,5,90,51
95WW09S2,515,75,205,76,52,33,6,43,25
95WW10S1,653,47,209,125,47,75,9,104,37
95WW10S2,523,15,199,116,41,49,4,77,22
95WW11S1,578,394,47,27,7,9,7,52,35
95WW11S2,528,345,60,25,10,16,3,40,29
95WW12W1,1100,21,330,259,131,90,13,161,95
95WW13S1,752,10,353,143,76,48,3,94,25
95WW13S2,681,13,334,133,33,54,1,91,22
95WW14W1,1043,15,349,247,99,90,7,150,86
95WW15S1,599,421,41,28,12,14,9,43,31
95WW15S2,630,281,117,53,39,25,10,80,25
95WW16S1,621,345,78,68,14,14,3,54,45
95WW16S2,639,84,175,111,72,31,7,108,51
95WW17W1,991,59,357,173,89,102,6,127,78
95WW18W1,1000,256,231,150,85,67,14,136,61
95WW19S1,754,20,284,145,68,97,7,94,39
95WW19S2,661,73,203,133,29,58,10,124,31
95WW19S3,789,117,200,187,35,54,11,149,36
95WW20S1,680,72,279,79,39,68,5,87,51
95WW20S2,1645,908,198,95,40,74,18,208,104
95WW20S3,649,157,155,89,41,61,14,97,35
95WW21S1,711,10,238,169,76,60,6,102,50
95WW21S2,770,90,195,142,62,81,14,135,51
95WW22S1,538,44,193,94,48,53,3,78,25
95WW22S2,690,20,262,127,66,57,9,106,43
95WW23S1,889,245,173,125,32,52,22,152,88
95WW23S2,566,90,149,126,20,36,16,96,33
95WW24S1,694,360,97,55,18,23,2,82,57
95WW24S2,884,317,194,116,48,29,9,99,72
95WW25W1,1137,36,282,243,173,100,13,175,115
95XX01S1,633,45,218,121,29,69,9,116,26
95XX01S2,608,46,226,101,40,56,7,110,22
95XX01S3,608,37,199,105,44,55,2,128,38
95XX02W1,1066,73,292,254,62,72,7,247,59
95XX03S1,498,35,165,99,29,46,7,85,32
95XX03S2,559,51,171,104,41,53,6,103,30
95XX04S1,663,52,221,115,50,76,8,113,28
95XX04S2,739,61,237,130,50,84,5,136,36
95XX05W1,1238,104,422,223,72,103,11,221,82
95XX06S1,755,48,261,127,58,53,6,140,62
95XX06S2,843,55,255,154,51,67,5,192,64
95XX07S1,633,52,209,142,50,39,6,106,29
95XX07S2,645,52,212,130,46,41,1,125,38
95XX08S1,591,167,124,101,23,39,7,98,32
95XX08S2,582,92,193,99,29,44,4,96,25
95XX09S1,629,43,233,111,38,66,6,90,42
95XX09S2,626,53,211,130,35,48,2,115,32
95XX10S1,676,42,219,124,25,54,6,154,52
95XX10S2,678,53,193,129,31,76,9,148,39
95XX10S3,488,27,165,97,18,42,3,98,38
95XX11S1,998,53,400,139,66,78,15,182,65
95XX11S2,905,64,306,126,35,98,8,211,57
95XX11S3,718,43,215,101,41,63,6,172,77
95XX12W1,1002,105,303,192,37,72,7,216,70
95XX13W1,1176,98,366,261,67,61,12,238,73
95XX14W1,955,146,241,216,47,46,12,193,54
95XX15W1,1192,67,435,217,73,77,10,214,99
95XX16W1,1392,74,485,307,86,109,10,239,82
95XX17S1,763,153,130,87,27,48,17,209,92
95XX17S2,662,72,158,101,25,46,7,198,55
95XX18W1,1348,304,253,259,50,80,13,293,96
95XX19W1,1106,197,254,228,58,55,11,232,71
95XX20S1,909,164,198,232,38,76,9,131,61
95XX20S2,454,75,62,58,20,96,11,108,24
95XX21W1,1176,130,374,216,68,77,15,216,80
95XX22W1,1010,99,333,181,46,90,8,183,70
95XX23W1,1451,174,445,232,71,97,16,308,108
95XX24S1,540,50,199,95,48,46,2,82,18
95XX24S2,644,65,225,116,52,43,9,95,39
95XX25W1,1096,90,372,180,45,79,12,220,98
95YY01W1,861,330,226,166,12,35,9,33,50
95YY02W1,883,416,141,169,18,31,13,59,36
95YY03W1,991,576,140,119,24,41,7,35,49
95YY04W1,1270,968,53,71,8,12,9,75,74
95YY05W1,745,410,120,79,12,12,5,42,65
95YY06W1,858,629,34,90,11,14,5,28,47
95YY07W1,912,674,44,80,23,13,1,26,51
95YY08W1,789,505,71,110,20,17,2,20,44
95YY09W1,1014,208,269,293,44,55,14,55,76
95YY10W1,705,283,210,115,12,31,0,23,31
95YY11W1,820,503,87,86,16,31,3,22,72
95YY12W1,932,467,174,152,5,37,4,37,56
95YY13S1,542,469,9,8,0,4,1,17,34
95YY13S2,576,451,20,20,4,6,1,27,47
95YY14S1,559,423,20,32,1,8,2,20,53
95YY14S2,588,493,13,13,1,1,4,28,35
95YY15S1,200,99,28,33,5,11,0,14,10
95YY15S2,689,475,33,43,4,11,1,29,93
95YY16W1,798,461,152,99,3,32,2,14,35
95YY17W1,746,630,7,33,0,2,1,15,58
95YY18W1,746,510,64,79,0,22,0,12,59
95YY19W1,707,455,60,68,6,12,3,29,74
95YY20W1,721,645,4,19,0,3,0,8,42
95YY21W1,791,483,18,155,31,33,8,17,46
95ZZ01W1,994,387,302,200,5,23,6,30,41
95ZZ02W1,751,649,6,3,2,6,1,10,74
95ZZ03W1,884,498,125,136,24,30,0,15,56
95ZZ04W1,911,212,318,219,77,27,4,19,35
95ZZ05W1,769,325,224,147,2,10,3,16,42
95ZZ06W1,786,677,4,7,1,2,1,14,80
95ZZ07W1,1010,668,126,90,19,15,0,22,70
95ZZ08W1,934,589,132,110,19,9,3,16,56
95ZZ09W1,881,361,226,192,5,16,2,22,57
95ZZ10W1,1262,994,57,46,4,15,4,37,105
95ZZ11W1,745,450,132,76,1,13,2,18,53
95ZZ12W1,868,456,151,156,4,20,2,23,56
95ZZ13W1,879,140,362,205,8,61,2,49,52
95ZZ14S1,617,528,11,7,1,4,2,19,45
95ZZ14S2,494,423,8,7,1,6,3,11,35
95ZZ15W1,804,356,240,97,17,23,2,24,45
95ZZ16S1,664,533,23,20,4,3,2,26,53
95ZZ16S2,564,479,10,18,1,1,2,12,41
