GeographyCode,QS213NI0001,QS213NI0002,QS213NI0003,QS213NI0004,QS213NI0005,QS213NI0006
95AA01S1,1003,46,6,9,3,47
95AA01S2,1764,117,10,18,4,119
95AA01S3,1435,151,35,35,18,155
95AA02W1,1683,175,55,52,35,183
95AA03W1,1736,195,58,61,41,206
95AA04W1,2922,281,60,69,26,295
95AA05W1,2586,223,49,57,23,230
95AA06S1,1860,76,13,16,8,77
95AA06S2,2561,77,13,17,9,79
95AA07W1,2070,363,82,68,24,373
95AA08W1,1616,126,22,27,15,132
95AA09W1,2105,214,50,61,26,225
95AA10W1,1884,155,50,49,23,160
95AA11S1,2685,190,35,35,20,197
95AA11S2,2424,178,41,42,23,187
95AA12W1,2690,497,123,117,47,515
95AA13S1,1660,110,26,30,18,114
95AA13S2,1487,105,18,24,16,107
95AA14W1,2275,421,116,114,51,435
95AA15S1,2474,159,35,39,20,162
95AA15S2,1432,78,28,26,14,80
95AA16W1,1722,184,52,51,38,189
95AA17W1,2044,134,36,34,18,152
95AA18W1,2369,313,57,91,20,334
95AA19W1,2555,125,32,39,18,133
95BB01S1,1521,158,35,34,13,174
95BB01S2,1964,159,24,30,9,163
95BB02W1,2280,301,69,69,32,308
95BB03S1,1942,369,122,109,59,395
95BB03S2,2116,470,121,113,46,477
95BB04S1,1396,168,43,51,19,174
95BB04S2,1563,213,38,44,15,222
95BB05S1,1454,284,92,81,31,302
95BB05S2,1847,366,94,115,44,380
95BB06W1,2778,312,88,92,34,320
95BB07S1,1592,162,35,33,16,167
95BB07S2,1258,125,16,24,7,127
95BB08S1,1275,89,27,28,15,95
95BB08S2,1233,107,27,30,16,111
95BB09S1,1282,161,23,38,13,164
95BB09S2,1568,156,32,32,10,164
95BB10S1,1651,230,49,59,24,239
95BB10S2,1591,211,36,49,8,214
95BB11S1,1356,169,45,54,24,176
95BB11S2,1512,203,43,52,23,208
95BB12S1,1370,166,37,42,18,170
95BB12S2,1281,179,34,42,12,185
95BB13S1,1350,132,26,27,8,139
95BB13S2,1413,207,54,62,27,213
95BB13S3,1508,176,45,56,22,183
95BB14S1,1479,190,38,34,13,195
95BB14S2,1557,215,54,56,21,222
95BB15S1,1924,227,75,53,22,235
95BB15S2,1434,154,51,34,16,168
95BB16S1,1497,191,38,51,20,202
95BB16S2,1555,211,37,47,12,212
95BB17S1,1707,116,40,35,18,121
95BB17S2,1699,241,58,64,17,247
95BB18S1,1619,197,55,62,19,204
95BB18S2,2475,278,54,74,20,285
95BB19S1,1548,170,38,47,24,183
95BB19S2,1711,117,21,28,13,123
95BB19S3,1344,111,16,19,10,113
95BB20S1,1820,136,37,29,16,138
95BB20S2,1477,103,39,38,9,110
95BB21S1,2280,695,294,222,123,724
95BB21S2,2234,400,139,119,58,416
95BB22S1,1498,123,28,30,9,125
95BB22S2,1413,119,36,32,30,125
95BB23S1,1499,203,32,42,18,206
95BB23S2,1442,161,35,45,17,167
95CC01W1,2462,61,13,10,7,63
95CC02W1,2613,118,27,40,19,131
95CC03W1,2649,39,16,10,7,49
95CC04W1,2348,93,20,30,10,99
95CC05W1,2655,79,23,32,15,89
95CC06S1,1397,79,22,31,17,86
95CC06S2,1251,66,13,12,8,69
95CC07W1,3309,99,41,33,15,102
95CC08W1,2446,41,11,11,8,43
95CC09S1,1439,136,13,37,6,141
95CC09S2,1781,154,22,45,14,166
95CC10W1,2505,220,33,49,19,226
95CC11W1,1732,46,16,20,12,46
95CC12W1,2650,173,36,49,19,179
95CC13W1,2365,125,25,32,20,126
95CC14W1,2892,213,52,70,33,228
95CC15W1,2781,161,35,42,18,170
95CC16W1,2715,208,49,58,19,222
95CC17W1,2609,100,18,35,12,104
95CC18W1,2270,121,31,54,29,134
95CC19W1,2599,169,32,39,17,173
95CC20S1,1239,103,23,23,10,106
95CC20S2,1618,122,28,31,19,123
95CC21W1,2791,276,74,87,43,300
95CC22W1,1676,133,34,44,26,138
95DD01W1,2053,462,104,112,54,475
95DD02S1,1398,313,71,91,34,320
95DD02S2,2322,471,133,122,46,488
95DD03W1,3354,614,141,176,57,643
95DD04W1,1836,301,86,79,40,316
95DD05W1,1665,273,91,77,42,281
