GeographyCode,QS115NI0001,QS115NI0002,QS115NI0003,QS115NI0004,QS115NI0005,QS115NI0006,QS115NI0007,QS115NI0008,QS115NI0009,QS115NI0010,QS115NI0011,QS115NI0012
95AA01S1,282,88,49,11,9,56,25,3,34,7,0,370
95AA01S2,498,246,24,16,47,25,42,31,32,30,5,507
95AA01S3,435,238,38,17,35,31,34,10,16,15,1,341
95AA02W1,480,302,34,19,36,23,28,11,12,14,1,304
95AA03W1,511,266,46,21,51,39,33,14,24,15,2,427
95AA04W1,835,446,44,22,79,50,66,36,42,38,12,755
95AA05W1,724,371,46,27,64,50,47,28,53,33,5,696
95AA06S1,527,221,40,23,48,50,40,28,34,40,3,601
95AA06S2,688,243,47,26,72,60,73,45,64,54,4,906
95AA07W1,619,357,35,21,44,37,49,24,28,23,1,484
95AA08W1,472,249,45,26,37,36,25,12,21,18,3,393
95AA09W1,624,327,70,28,53,38,35,17,27,25,4,510
95AA10W1,589,332,44,20,45,38,43,23,19,22,3,467
95AA11S1,768,396,67,51,49,59,64,28,29,19,6,640
95AA11S2,700,307,77,30,53,70,73,29,39,19,3,700
95AA12W1,790,394,38,27,85,47,69,44,29,45,12,736
95AA13S1,463,216,33,17,43,42,30,24,32,22,4,479
95AA13S2,435,208,36,29,37,26,33,20,29,17,0,413
95AA14W1,654,374,25,23,54,37,29,30,36,39,7,576
95AA15S1,772,372,92,38,55,76,52,23,38,22,4,694
95AA15S2,412,166,52,28,36,43,22,15,35,14,1,446
95AA16W1,493,263,49,25,36,37,33,16,20,12,2,394
95AA17W1,612,311,46,33,62,47,39,22,30,17,5,537
95AA18W1,736,493,23,23,38,44,35,32,20,20,8,464
95AA19W1,669,286,49,25,72,45,48,32,70,36,6,797
95BB01S1,451,242,22,19,42,30,38,17,19,20,2,386
95BB01S2,597,307,47,20,62,32,43,32,17,30,7,519
95BB02W1,670,425,38,31,69,25,34,15,22,11,0,393
95BB03S1,601,332,45,37,41,46,39,22,22,12,5,460
95BB03S2,677,419,37,24,50,39,38,27,22,18,3,460
95BB04S1,432,288,26,16,42,17,14,14,7,8,0,221
95BB04S2,508,346,20,6,35,28,26,21,9,15,2,295
95BB05S1,455,278,19,16,30,24,35,24,6,21,2,324
95BB05S2,573,349,20,25,48,36,36,17,26,14,2,409
95BB06W1,786,492,70,34,73,34,24,24,20,13,2,454
95BB07S1,465,266,52,20,49,24,24,8,11,8,3,302
95BB07S2,404,246,16,14,40,20,33,12,11,12,0,285
95BB08S1,384,226,29,15,32,24,18,10,16,12,2,278
95BB08S2,391,214,34,13,25,31,29,23,10,12,0,310
95BB09S1,414,277,14,17,36,27,17,10,7,8,1,228
95BB09S2,490,307,32,19,41,30,23,25,5,7,1,291
95BB10S1,458,301,31,26,28,24,16,11,12,9,0,255
95BB10S2,519,330,18,15,52,21,26,24,14,12,7,339
95BB11S1,408,213,29,29,42,20,22,20,20,9,4,332
95BB11S2,441,296,22,15,35,21,19,17,11,3,2,237
95BB12S1,419,222,48,19,36,18,17,10,27,20,2,364
95BB12S2,407,224,30,22,34,15,26,24,20,9,3,323
95BB13S1,412,176,28,19,51,30,43,27,14,20,4,419
95BB13S2,453,275,26,20,39,22,19,17,21,8,6,317
95BB13S3,477,238,31,16,49,41,34,24,20,20,4,439
95BB14S1,457,285,14,13,34,20,30,23,17,14,7,326
95BB14S2,455,262,20,16,33,34,24,33,13,19,1,361
95BB15S1,566,301,36,24,45,41,30,14,38,35,2,526
95BB15S2,405,200,21,18,53,25,26,17,18,22,5,381
95BB16S1,461,288,12,14,37,24,28,29,11,15,3,314
95BB16S2,484,283,21,16,39,31,37,23,13,19,2,366
95BB17S1,535,251,54,32,49,44,44,21,22,16,2,486
95BB17S2,526,281,28,30,33,33,55,27,24,13,2,447
95BB18S1,502,281,43,25,33,40,26,13,30,11,0,399
95BB18S2,746,385,46,28,49,78,74,22,33,29,2,677
95BB19S1,479,280,33,24,37,36,33,13,13,10,0,335
95BB19S2,531,244,37,20,55,49,55,29,21,19,2,512
95BB19S3,415,200,23,16,44,28,40,32,19,11,2,389
95BB20S1,501,264,24,19,47,34,28,29,25,25,6,455
95BB20S2,407,219,27,17,35,28,23,15,16,19,8,354
95BB21S1,693,370,41,26,73,58,41,22,34,22,6,590
95BB21S2,675,352,38,33,64,46,48,26,35,29,4,600
95BB22S1,446,201,41,27,35,39,42,12,29,17,3,452
95BB22S2,415,177,35,36,34,38,41,11,27,15,1,432
95BB23S1,487,334,17,14,32,30,24,16,8,10,2,274
95BB23S2,437,255,17,11,51,27,24,25,15,11,1,315
95CC01W1,649,305,46,47,84,53,32,25,33,21,3,593
95CC02W1,699,358,43,12,67,45,29,44,49,43,9,715
95CC03W1,741,311,81,57,64,70,46,33,53,21,5,763
95CC04W1,604,297,40,12,51,36,31,32,47,44,14,663
95CC05W1,715,352,48,21,54,56,28,34,58,51,13,782
95CC06S1,428,239,36,15,27,24,28,21,22,11,5,347
95CC06S2,363,183,32,12,33,23,27,14,15,22,2,334
95CC07W1,868,364,55,31,82,62,66,46,87,64,11,1068
95CC08W1,688,307,78,52,73,43,35,16,45,34,5,667
95CC09S1,412,217,14,7,35,31,31,29,25,18,5,392
95CC09S2,525,291,43,19,27,36,32,27,26,22,2,444
95CC10W1,703,415,34,22,54,29,42,30,41,26,10,566
95CC11W1,480,278,37,22,46,28,14,13,21,18,3,365
95CC12W1,713,341,40,14,62,54,42,42,58,48,12,788
95CC13W1,647,345,23,16,55,42,44,29,52,32,9,649
95CC14W1,878,470,47,28,71,90,43,38,53,35,3,780
95CC15W1,788,385,46,25,80,57,47,45,46,48,9,801
95CC16W1,752,358,50,33,85,48,46,24,49,51,8,765
95CC17W1,712,344,55,25,63,47,32,40,54,43,9,732
95CC18W1,639,352,43,36,56,35,27,25,30,27,8,522
95CC19W1,726,360,46,31,51,59,48,34,40,46,11,755
95CC20S1,372,186,37,11,29,20,33,17,20,16,3,353
95CC20S2,473,248,39,10,44,34,33,22,20,20,3,414
95CC21W1,845,473,53,29,69,62,57,19,42,35,6,703
95CC22W1,452,270,37,24,41,17,18,7,18,18,2,318
95DD01W1,629,420,19,20,42,22,26,29,22,24,5,398
95DD02S1,425,238,34,18,37,21,29,17,15,12,4,322
95DD02S2,706,343,54,44,53,69,58,30,30,23,2,644
95DD03W1,1054,586,84,50,91,71,60,31,38,42,1,818
95DD04W1,545,277,40,46,48,36,27,19,31,18,3,469
95DD05W1,505,246,39,31,52,32,35,20,33,11,6,462
95DD06W1,756,499,16,21,73,32,46,30,18,19,2,455
95DD07S1,491,305,41,27,33,28,18,11,14,10,4,307
95DD07S2,506,272,24,20,39,51,39,23,20,13,5,430
95DD08W1,525,327,51,30,26,24,30,13,9,11,4,322
95DD09W1,748,438,23,22,59,47,56,27,36,35,5,617
95DD10W1,803,463,60,43,75,46,39,21,27,26,3,571
95DD11W1,640,268,67,38,55,53,54,20,55,26,4,712
95DD12W1,734,406,47,24,61,38,43,32,38,33,12,646
95DD13W1,457,241,39,25,38,29,29,13,29,13,1,390
95DD14S1,468,238,34,23,49,32,34,16,22,17,3,407
95DD14S2,500,292,13,16,46,23,41,26,16,21,6,392
95DD15W1,928,458,58,42,67,65,67,29,67,61,14,971
95DD16W1,818,462,42,26,64,47,63,28,37,43,6,695
95DD17W1,949,489,51,27,82,63,59,47,66,53,12,943
95DD18W1,543,370,41,23,31,21,19,14,11,11,2,281
95DD19S1,536,255,52,16,56,47,46,18,28,15,3,496
95DD19S2,441,270,17,18,33,19,27,20,18,15,4,321
95DD20W1,486,289,36,33,38,21,25,11,23,9,1,338
95DD21W1,632,357,51,28,64,40,33,17,21,18,3,463
