GeographyCode,QS117NI0001,QS117NI0002,QS117NI0003,QS117NI0004,QS117NI0005,QS117NI0006
95AA01S1,282,88,69,84,32,9
95AA01S2,498,246,87,98,47,20
95AA01S3,435,238,90,75,27,5
95AA02W1,480,302,89,62,21,6
95AA03W1,511,266,118,86,29,12
95AA04W1,835,446,145,152,66,26
95AA05W1,724,371,137,125,65,26
95AA06S1,527,221,111,118,58,19
95AA06S2,688,243,145,178,93,29
95AA07W1,619,357,100,110,46,6
95AA08W1,472,249,108,73,33,9
95AA09W1,624,327,151,90,47,9
95AA10W1,589,332,109,104,30,14
95AA11S1,768,396,167,151,45,9
95AA11S2,700,307,160,172,49,12
95AA12W1,790,394,150,160,78,8
95AA13S1,463,216,93,96,44,14
95AA13S2,435,208,102,79,36,10
95AA14W1,654,374,102,96,58,24
95AA15S1,772,372,185,151,51,13
95AA15S2,412,166,116,80,36,14
95AA16W1,493,263,110,86,26,8
95AA17W1,612,311,141,108,32,20
95AA18W1,736,493,84,111,36,12
95AA19W1,669,286,146,125,69,43
95BB01S1,451,242,83,85,32,9
95BB01S2,597,307,129,107,47,7
95BB02W1,670,425,138,74,25,8
95BB03S1,601,332,123,107,33,6
95BB03S2,677,419,111,104,31,12
95BB04S1,432,288,84,45,13,2
95BB04S2,508,346,61,75,21,5
95BB05S1,455,278,65,83,23,6
95BB05S2,573,349,93,89,32,10
95BB06W1,786,492,177,82,28,7
95BB07S1,465,266,121,56,20,2
95BB07S2,404,246,70,65,11,12
95BB08S1,384,226,76,52,22,8
95BB08S2,391,214,72,83,18,4
95BB09S1,414,277,67,54,12,4
95BB09S2,490,307,92,78,9,4
95BB10S1,458,301,85,51,18,3
95BB10S2,519,330,85,71,23,10
95BB11S1,408,213,100,62,26,7
95BB11S2,441,296,72,57,13,3
95BB12S1,419,222,103,45,31,18
95BB12S2,407,224,86,65,22,10
95BB13S1,412,176,98,100,31,7
95BB13S2,453,275,85,58,27,8
95BB13S3,477,238,96,99,34,10
95BB14S1,457,285,61,73,33,5
95BB14S2,455,262,69,91,26,7
95BB15S1,566,301,105,85,55,20
95BB15S2,405,200,92,68,29,16
95BB16S1,461,288,63,81,27,2
95BB16S2,484,283,76,91,28,6
95BB17S1,535,251,135,109,31,9
95BB17S2,526,281,91,115,32,7
95BB18S1,502,281,101,79,28,13
95BB18S2,746,385,123,174,50,14
95BB19S1,479,280,94,82,15,8
95BB19S2,531,244,112,133,35,7
95BB19S3,415,200,83,100,22,10
95BB20S1,501,264,90,91,44,12
95BB20S2,407,219,79,66,32,11
95BB21S1,693,370,140,121,44,18
95BB21S2,675,352,135,120,49,19
95BB22S1,446,201,103,93,37,12
95BB22S2,415,177,105,90,31,12
95BB23S1,487,334,63,70,13,7
95BB23S2,437,255,79,76,24,3
95CC01W1,649,305,177,110,40,17
95CC02W1,699,358,122,118,61,40
95CC03W1,741,311,202,149,54,25
95CC04W1,604,297,103,99,65,40
95CC05W1,715,352,123,118,80,42
95CC06S1,428,239,78,73,30,8
95CC06S2,363,183,77,64,30,9
95CC07W1,868,364,168,174,109,53
95CC08W1,688,307,203,94,61,23
95CC09S1,412,217,56,91,42,6
95CC09S2,525,291,89,95,39,11
95CC10W1,703,415,110,101,60,17
95CC11W1,480,278,105,55,24,18
95CC12W1,713,341,116,138,81,37
95CC13W1,647,345,94,115,57,36
95CC14W1,878,470,146,171,72,19
95CC15W1,788,385,151,149,72,31
95CC16W1,752,358,168,118,77,31
95CC17W1,712,344,143,119,78,28
95CC18W1,639,352,135,87,53,12
95CC19W1,726,360,128,141,59,38
95CC20S1,372,186,77,70,25,14
95CC20S2,473,248,93,89,30,13
95CC21W1,845,473,151,138,62,21
95CC22W1,452,270,102,42,23,15
95DD01W1,629,420,81,77,41,10
95DD02S1,425,238,89,67,25,6
95DD02S2,706,343,151,157,43,12
95DD03W1,1054,586,225,162,63,18
95DD04W1,545,277,134,82,40,12
95DD05W1,505,246,122,87,38,12
95DD06W1,756,499,110,108,31,8
95DD07S1,491,305,101,57,22,6
95DD07S2,506,272,83,113,31,7
95DD08W1,525,327,107,67,16,8
95DD09W1,748,438,104,130,58,18
95DD10W1,803,463,178,106,45,11
95DD11W1,640,268,160,127,61,24
95DD12W1,734,406,132,113,53,30
95DD13W1,457,241,102,71,33,10
95DD14S1,468,238,106,82,32,10
95DD14S2,500,292,75,90,35,8
95DD15W1,928,458,167,161,99,43
95DD16W1,818,462,132,138,60,26
95DD17W1,949,489,160,169,95,36
95DD18W1,543,370,95,54,19,5
95DD19S1,536,255,124,111,38,8
95DD19S2,441,270,68,66,29,8
95DD20W1,486,289,107,57,20,13
95DD21W1,632,357,143,90,32,10
95DD22S1,419,238,72,69,28,12
95DD22S2,434,223,94,76,26,15
95DD23W1,716,403,113,147,44,9
95DD24W1,779,416,157,137,50,19
95EE01W1,497,237,84,93,56,27
95EE02W1,596,329,97,116,38,16
95EE03W1,567,303,121,94,44,5
95EE04W1,560,320,93,91,38,18
95EE05W1,438,271,67,65,19,16
95EE06W1,566,227,127,124,55,33
95EE07W1,521,272,106,103,32,8
95EE08W1,479,308,76,66,21,8
95EE09W1,506,265,87,93,49,12
95EE10W1,475,246,85,82,45,17
95EE11W1,471,279,69,67,30,26
95EE12W1,716,344,181,144,37,10
95EE13W1,398,247,58,60,22,11
95EE14W1,791,409,161,155,48,18
95EE15W1,471,254,81,84,37,15
95EE16W1,571,287,95,117,50,22
95FF01S1,611,315,110,140,39,7
95FF01S2,772,340,184,179,50,19
95FF02W1,723,350,113,140,81,39
95FF03W1,880,413,231,153,65,18
95FF04W1,727,392,116,116,77,26
95FF05W1,730,393,159,126,35,17
95FF06S1,579,297,122,121,32,7
95FF06S2,575,241,119,140,58,17
95FF07W1,781,356,191,159,57,18
95FF08W1,627,333,131,115,37,11
95FF09W1,679,334,137,130,51,27
95FF10W1,985,492,200,177,72,44
95FF11W1,716,390,117,117,69,23
95FF12W1,768,424,139,127,56,22
95FF13W1,753,413,115,116,86,23
95FF14W1,697,406,82,131,60,18
95FF15W1,724,370,146,123,62,23
95FF16W1,663,365,125,118,42,13
95FF17W1,454,267,88,68,25,6
95GG01S1,511,329,95,56,21,10
95GG01S2,391,231,77,55,21,7
95GG01S3,423,231,97,60,27,8
95GG02S1,481,192,155,77,39,18
95GG02S2,548,204,170,108,47,19
95GG02S3,582,198,196,120,50,18
95GG03S1,536,288,111,94,35,8
95GG03S2,494,282,81,102,20,9
95GG03S3,541,322,109,83,24,3
95GG04S1,449,193,147,71,27,11
95GG04S2,409,154,114,78,47,16
95GG04S3,421,217,125,54,17,8
95GG05S1,408,214,92,69,27,6
95GG05S2,436,232,114,67,18,5
95GG05S3,432,227,108,75,15,7
95GG06S1,563,287,162,76,23,15
95GG06S2,512,276,145,64,21,6
95GG06S3,537,242,150,97,33,15
