GeographyCode,QS301NI0001,QS301NI0002,QS301NI0003,QS301NI0004,QS301NI0005
95AA01S1,1113,1084,14,4,11
95AA01S2,1829,1597,160,33,39
95AA01S3,1502,1352,95,24,31
95AA02W1,1734,1521,117,35,61
95AA03W1,1822,1600,100,46,76
95AA04W1,3013,2601,274,65,73
95AA05W1,2701,2390,211,38,62
95AA06S1,1953,1715,129,36,73
95AA06S2,2694,2372,181,56,85
95AA07W1,2140,1866,181,41,52
95AA08W1,1698,1488,82,46,82
95AA09W1,2220,2019,116,26,59
95AA10W1,1953,1700,124,45,84
95AA11S1,2800,2526,166,51,57
95AA11S2,2564,2322,139,32,71
95AA12W1,2775,2395,270,51,59
95AA13S1,1745,1569,116,12,48
95AA13S2,1562,1397,88,33,44
95AA14W1,2349,2046,193,52,58
95AA15S1,2641,2407,124,46,64
95AA15S2,1545,1399,85,22,39
95AA16W1,1807,1614,104,32,57
95AA17W1,2142,1943,113,32,54
95AA18W1,2439,2105,243,34,57
95AA19W1,2687,2411,151,45,80
95BB01S1,1574,1340,152,37,45
95BB01S2,2035,1754,174,45,62
95BB02W1,2347,2009,166,59,113
95BB03S1,2026,1745,136,57,88
95BB03S2,2193,1893,150,49,101
95BB04S1,1438,1209,149,28,52
95BB04S2,1610,1362,161,22,65
95BB05S1,1490,1276,140,30,44
95BB05S2,1911,1629,164,47,71
95BB06W1,2870,2532,187,44,107
95BB07S1,1658,1474,109,24,51
95BB07S2,1295,1104,112,29,50
95BB08S1,1331,1150,87,30,64
95BB08S2,1294,1124,108,26,36
95BB09S1,1325,1125,139,32,29
95BB09S2,1618,1374,180,26,38
95BB10S1,1690,1461,139,38,52
95BB10S2,1637,1383,180,33,41
95BB11S1,1408,1237,90,29,52
95BB11S2,1547,1300,136,40,71
95BB12S1,1440,1274,96,27,43
95BB12S2,1336,1147,138,22,29
95BB13S1,1392,1197,139,26,30
95BB13S2,1472,1281,79,41,71
95BB13S3,1580,1392,128,26,34
95BB14S1,1510,1278,156,28,48
95BB14S2,1606,1417,141,15,33
95BB15S1,2005,1753,139,40,73
95BB15S2,1484,1320,84,29,51
95BB16S1,1533,1298,161,29,45
95BB16S2,1603,1371,164,18,50
95BB17S1,1793,1553,143,31,66
95BB17S2,1763,1503,143,41,76
95BB18S1,1688,1457,107,42,82
95BB18S2,2591,2258,206,50,77
95BB19S1,1613,1408,147,30,28
95BB19S2,1784,1571,131,23,59
95BB19S3,1391,1218,106,37,30
95BB20S1,1889,1674,134,26,55
95BB20S2,1524,1323,106,42,53
95BB21S1,2387,2047,173,55,112
95BB21S2,2332,2022,152,56,102
95BB22S1,1557,1362,111,34,50
95BB22S2,1483,1324,81,27,51
95BB23S1,1540,1327,136,26,51
95BB23S2,1485,1240,160,44,41
95CC01W1,2558,2286,143,51,78
95CC02W1,2725,2413,177,58,77
95CC03W1,2817,2569,121,42,85
95CC04W1,2440,2183,163,35,59
95CC05W1,2774,2451,185,58,80
95CC06S1,1468,1288,124,23,33
95CC06S2,1308,1136,99,38,35
95CC07W1,3475,3102,207,70,96
95CC08W1,2565,2285,145,46,89
95CC09S1,1496,1313,124,29,30
95CC09S2,1858,1648,147,32,31
95CC10W1,2577,2244,207,52,74
95CC11W1,1795,1643,73,31,48
95CC12W1,2785,2506,177,49,53
95CC13W1,2474,2231,148,31,64
95CC14W1,3035,2667,240,57,71
95CC15W1,2903,2579,194,34,96
95CC16W1,2820,2495,173,58,94
95CC17W1,2730,2449,170,48,63
95CC18W1,2342,2062,182,38,60
95CC19W1,2720,2398,195,54,73
95CC20S1,1308,1129,126,30,23
95CC20S2,1702,1521,109,27,45
95CC21W1,2925,2580,198,65,82
95CC22W1,1740,1558,93,44,45
95DD01W1,2099,1849,165,32,53
95DD02S1,1453,1305,92,21,35
95DD02S2,2435,2169,171,33,62
95DD03W1,3503,3128,243,58,74
95DD04W1,1926,1713,82,46,85
95DD05W1,1739,1550,97,47,45
95DD06W1,2588,2253,211,46,78
95DD07S1,1596,1403,104,32,57
95DD07S2,1767,1589,117,26,35
95DD08W1,2126,1908,115,40,63
95DD09W1,2590,2291,176,40,83
95DD10W1,2805,2505,179,43,78
95DD11W1,2363,2173,107,36,47
95DD12W1,2610,2312,166,52,80
95DD13W1,1784,1636,63,30,55
95DD14S1,1603,1434,110,19,40
95DD14S2,1674,1468,150,19,37
95DD15W1,3451,3078,223,55,95
95DD16W1,2981,2604,259,52,66
95DD17W1,3461,3099,237,43,82
95DD18W1,1885,1655,117,41,72
95DD19S1,1904,1690,126,28,60
95DD19S2,1460,1256,124,23,57
95DD20W1,1746,1548,85,40,73
95DD21W1,2139,1893,157,30,59
95DD22S1,1555,1399,91,26,39
95DD22S2,1581,1427,81,32,41
95DD23W1,2509,2166,215,48,80
95DD24W1,2711,2403,186,51,71
95EE01W1,1895,1682,110,41,62
95EE02W1,2095,1850,138,32,75
95EE03W1,1999,1770,124,34,71
