GeographyCode,QS412NI0001,QS412NI0002,QS412NI0003,QS412NI0004
95AA01S1,131,130,0,1
95AA01S2,15,13,2,0
95AA01S3,8,1,3,4
95AA02W1,0,0,0,0
95AA03W1,0,0,0,0
95AA04W1,11,3,2,6
95AA05W1,47,46,0,1
95AA06S1,0,0,0,0
95AA06S2,43,43,0,0
95AA07W1,21,21,0,0
95AA08W1,22,21,0,1
95AA09W1,77,77,0,0
95AA10W1,0,0,0,0
95AA11S1,102,102,0,0
95AA11S2,133,127,5,1
95AA12W1,0,0,0,0
95AA13S1,38,38,0,0
95AA13S2,1,1,0,0
95AA14W1,47,47,0,0
95AA15S1,11,11,0,0
95AA15S2,73,67,6,0
95AA16W1,0,0,0,0
95AA17W1,0,0,0,0
95AA18W1,66,64,2,0
95AA19W1,42,42,0,0
95BB01S1,0,0,0,0
95BB01S2,0,0,0,0
95BB02W1,13,8,1,4
95BB03S1,0,0,0,0
95BB03S2,2,0,2,0
95BB04S1,39,33,0,6
95BB04S2,0,0,0,0
95BB05S1,0,0,0,0
95BB05S2,0,0,0,0
95BB06W1,0,0,0,0
95BB07S1,57,48,0,9
95BB07S2,0,0,0,0
95BB08S1,0,0,0,0
95BB08S2,0,0,0,0
95BB09S1,34,30,0,4
95BB09S2,0,0,0,0
95BB10S1,27,24,1,2
95BB10S2,22,19,0,3
95BB11S1,0,0,0,0
95BB11S2,52,42,0,10
95BB12S1,0,0,0,0
95BB12S2,0,0,0,0
95BB13S1,0,0,0,0
95BB13S2,6,6,0,0
95BB13S3,0,0,0,0
95BB14S1,0,0,0,0
95BB14S2,28,21,0,7
95BB15S1,0,0,0,0
95BB15S2,0,0,0,0
95BB16S1,0,0,0,0
95BB16S2,3,3,0,0
95BB17S1,0,0,0,0
95BB17S2,21,21,0,0
95BB18S1,0,0,0,0
95BB18S2,67,60,0,7
95BB19S1,56,47,0,9
95BB19S2,7,7,0,0
95BB19S3,0,0,0,0
95BB20S1,45,45,0,0
95BB20S2,0,0,0,0
95BB21S1,8,7,0,1
95BB21S2,12,12,0,0
95BB22S1,32,26,0,6
95BB22S2,15,14,0,1
95BB23S1,0,0,0,0
95BB23S2,49,43,0,6
95CC01W1,182,182,0,0
95CC02W1,32,32,0,0
95CC03W1,26,25,1,0
95CC04W1,56,47,2,7
95CC05W1,25,25,0,0
95CC06S1,10,10,0,0
95CC06S2,16,16,0,0
95CC07W1,0,0,0,0
95CC08W1,54,52,0,2
95CC09S1,11,11,0,0
95CC09S2,20,20,0,0
95CC10W1,82,82,0,0
95CC11W1,8,8,0,0
95CC12W1,34,30,4,0
95CC13W1,0,0,0,0
95CC14W1,18,14,0,4
95CC15W1,10,10,0,0
95CC16W1,19,19,0,0
95CC17W1,6,6,0,0
95CC18W1,33,31,0,2
95CC19W1,0,0,0,0
95CC20S1,0,0,0,0
95CC20S2,44,44,0,0
95CC21W1,0,0,0,0
95CC22W1,16,15,1,0
95DD01W1,68,49,1,18
95DD02S1,0,0,0,0
95DD02S2,16,16,0,0
95DD03W1,29,28,0,1
95DD04W1,0,0,0,0
95DD05W1,0,0,0,0
95DD06W1,161,148,0,13
95DD07S1,0,0,0,0
95DD07S2,0,0,0,0
95DD08W1,43,43,0,0
95DD09W1,18,12,0,6
95DD10W1,0,0,0,0
95DD11W1,0,0,0,0
95DD12W1,28,25,0,3
95DD13W1,41,38,0,3
95DD14S1,2,2,0,0
95DD14S2,7,6,1,0
95DD15W1,0,0,0,0
95DD16W1,38,34,0,4
95DD17W1,0,0,0,0
95DD18W1,72,67,0,5
95DD19S1,49,47,0,2
95DD19S2,0,0,0,0
95DD20W1,4,4,0,0
95DD21W1,9,8,0,1
95DD22S1,18,18,0,0
95DD22S2,0,0,0,0
95DD23W1,19,18,0,1
95DD24W1,19,18,0,1
95EE01W1,0,0,0,0
95EE02W1,0,0,0,0
95EE03W1,16,16,0,0
95EE04W1,3,3,0,0
95EE05W1,12,12,0,0
95EE06W1,0,0,0,0
95EE07W1,0,0,0,0
95EE08W1,86,82,0,4
95EE09W1,31,28,0,3
95EE10W1,0,0,0,0
95EE11W1,0,0,0,0
95EE12W1,7,7,0,0
95EE13W1,0,0,0,0
95EE14W1,0,0,0,0
95EE15W1,0,0,0,0
95EE16W1,15,12,0,3
95FF01S1,31,28,0,3
95FF01S2,12,10,0,2
95FF02W1,0,0,0,0
95FF03W1,0,0,0,0
95FF04W1,0,0,0,0
95FF05W1,0,0,0,0
95FF06S1,62,60,0,2
95FF06S2,0,0,0,0
95FF07W1,6,6,0,0
95FF08W1,36,25,2,9
95FF09W1,1,1,0,0
95FF10W1,0,0,0,0
95FF11W1,0,0,0,0
95FF12W1,3,3,0,0
95FF13W1,0,0,0,0
95FF14W1,19,17,0,2
95FF15W1,60,60,0,0
95FF16W1,57,57,0,0
95FF17W1,7,7,0,0
95GG01S1,3,3,0,0
95GG01S2,59,50,0,9
95GG01S3,0,0,0,0
95GG02S1,0,0,0,0
95GG02S2,0,0,0,0
95GG02S3,0,0,0,0
95GG03S1,51,47,0,4
95GG03S2,0,0,0,0
95GG03S3,31,31,0,0
95GG04S1,0,0,0,0
95GG04S2,0,0,0,0
95GG04S3,0,0,0,0
95GG05S1,36,36,0,0
95GG05S2,0,0,0,0
95GG05S3,0,0,0,0
95GG06S1,59,59,0,0
95GG06S2,0,0,0,0
95GG06S3,0,0,0,0
95GG07S1,18,18,0,0
95GG07S2,0,0,0,0
95GG07S3,0,0,0,0
95GG08S1,0,0,0,0
95GG08S2,0,0,0,0
95GG08S3,0,0,0,0
95GG09S1,62,58,0,4
95GG09S2,40,28,0,12
95GG09S3,8,8,0,0
95GG10S1,0,0,0,0
95GG10S2,1,1,0,0
95GG11S1,0,0,0,0
95GG11S2,51,51,0,0
95GG11S3,13,11,0,2
95GG12S1,67,63,2,2
95GG12S2,0,0,0,0
95GG12S3,11,11,0,0
95GG12S4,77,72,1,4
95GG12S5,64,62,0,2
95GG13S1,4,4,0,0
95GG13S2,21,15,0,6
95GG13S3,0,0,0,0
95GG14S1,0,0,0,0
95GG14S2,0,0,0,0
95GG14S3,0,0,0,0
95GG15S1,154,153,0,1
95GG15S2,48,48,0,0
95GG15S3,28,28,0,0
95GG16S1,36,36,0,0
95GG16S2,50,48,0,2
95GG16S3,0,0,0,0
95GG17S1,0,0,0,0
95GG17S2,0,0,0,0
95GG17S3,0,0,0,0
95GG18S1,0,0,0,0
95GG18S2,0,0,0,0
95GG19S1,58,51,0,7
95GG19S2,0,0,0,0
95GG20S1,109,106,3,0
95GG20S2,0,0,0,0
95GG21S1,15,11,1,3
95GG21S2,53,50,0,3
95GG21S3,37,37,0,0
95GG22S1,0,0,0,0
95GG22S2,41,33,0,8
95GG22S3,12,9,1,2
95GG23S1,0,0,0,0
95GG23S2,56,37,0,19
95GG23S3,0,0,0,0
95GG24S1,102,96,0,6
95GG24S2,0,0,0,0
95GG24S3,95,91,0,4
95GG25S1,46,43,3,0
95GG25S2,0,0,0,0
95GG25S3,0,0,0,0
95GG26S1,47,36,0,11
95GG26S2,27,23,0,4
95GG27S1,48,18,26,4
95GG27S2,0,0,0,0
95GG27S3,0,0,0,0
95GG27S4,44,12,29,3
95GG28S1,0,0,0,0
95GG28S2,16,16,0,0
95GG28S3,0,0,0,0
95GG29S1,0,0,0,0
95GG29S2,10,9,0,1
95GG30S1,0,0,0,0
95GG30S2,0,0,0,0
95GG30S3,0,0,0,0
95GG31S1,0,0,0,0
95GG31S2,0,0,0,0
95GG31S3,0,0,0,0
95GG32S1,0,0,0,0
95GG32S2,0,0,0,0
95GG32S3,18,18,0,0
95GG33S1,6,5,0,1
95GG33S2,44,37,0,7
95GG33S3,53,44,9,0
95GG34S1,11,11,0,0
95GG34S2,0,0,0,0
95GG34S3,50,44,0,6
95GG35S1,81,74,1,6
95GG35S2,0,0,0,0
95GG35S3,0,0,0,0
95GG36S1,0,0,0,0
95GG36S2,0,0,0,0
95GG36S3,0,0,0,0
95GG37S1,110,97,0,13
95GG37S2,40,34,0,6
95GG37S3,0,0,0,0
95GG38S1,55,55,0,0
95GG38S2,128,96,2,30
95GG38S3,2,0,2,0
95GG39S1,8,8,0,0
95GG39S2,2,1,1,0
95GG39S3,32,32,0,0
95GG40S1,0,0,0,0
95GG40S2,111,94,6,11
95GG41S1,35,27,0,8
95GG41S2,0,0,0,0
95GG41S3,241,218,5,18
95GG42S1,0,0,0,0
95GG42S2,1268,1264,2,2
95GG42S3,258,254,4,0
95GG42S4,21,20,1,0
95GG43S1,56,55,1,0
95GG43S2,35,35,0,0
95GG43S3,0,0,0,0
95GG44S1,0,0,0,0
95GG44S2,0,0,0,0
95GG45S1,24,23,0,1
95GG45S2,0,0,0,0
95GG45S3,0,0,0,0
95GG46S1,0,0,0,0
95GG46S2,46,43,0,3
95GG46S3,0,0,0,0
95GG47S1,44,43,0,1
95GG47S2,21,21,0,0
95GG47S3,0,0,0,0
95GG48S1,3,3,0,0
95GG48S2,90,68,0,22
95GG48S3,0,0,0,0
95GG49S1,45,45,0,0
95GG49S2,56,54,2,0
95GG49S3,3,3,0,0
95GG49S4,1,1,0,0
95GG50S1,0,0,0,0
95GG50S2,0,0,0,0
95GG50S3,0,0,0,0
95GG51S1,0,0,0,0
95GG51S2,0,0,0,0
95GG51S3,15,15,0,0
95HH01W1,78,78,0,0
95HH02S1,0,0,0,0
95HH02S2,0,0,0,0
95HH03W1,0,0,0,0
95HH04S1,0,0,0,0
95HH04S2,0,0,0,0
95HH05W1,0,0,0,0
95HH06S1,0,0,0,0
95HH06S2,9,9,0,0
95HH07W1,0,0,0,0
95HH08W1,66,66,0,0
95HH09W1,77,77,0,0
95HH10W1,1,0,0,1
95HH11W1,51,51,0,0
95HH12W1,0,0,0,0
95HH13W1,0,0,0,0
95HH14W1,0,0,0,0
95HH15W1,45,45,0,0
95HH16W1,0,0,0,0
95HH17W1,2,0,2,0
95II01S1,18,13,0,5
95II01S2,0,0,0,0
95II02S1,296,281,1,14
95II02S2,0,0,0,0
95II02S3,65,48,0,17
95II03S1,0,0,0,0
95II03S2,0,0,0,0
95II04S1,59,32,0,27
95II04S2,13,8,5,0
95II05S1,48,48,0,0
95II05S2,86,79,1,6
95II06S1,0,0,0,0
95II06S2,0,0,0,0
95II07W1,13,9,0,4
95II08W1,0,0,0,0
95II09S1,16,12,4,0
95II09S2,0,0,0,0
95II10W1,0,0,0,0
95II11W1,12,9,0,3
95II12W1,31,28,3,0
95II13W1,1,0,0,1
95II14W1,40,35,0,5
95II15S1,0,0,0,0
95II15S2,0,0,0,0
95II16W1,0,0,0,0
95II17W1,0,0,0,0
95II18W1,0,0,0,0
95II19S1,0,0,0,0
95II19S2,5,2,3,0
95II20W1,37,32,0,5
95II21W1,0,0,0,0
95II22W1,0,0,0,0
95II23W1,0,0,0,0
95JJ01W1,4,0,0,4
95JJ02W1,7,6,1,0
95JJ03S1,0,0,0,0
95JJ03S2,0,0,0,0
95JJ04S1,0,0,0,0
95JJ04S2,0,0,0,0
95JJ05W1,60,53,0,7
95JJ06W1,40,40,0,0
95JJ07W1,69,66,0,3
95JJ08S1,0,0,0,0
95JJ08S2,179,168,2,9
95JJ09W1,4,0,2,2
95JJ10W1,0,0,0,0
95JJ11S1,0,0,0,0
95JJ11S2,6,0,3,3
95JJ12W1,15,15,0,0
95JJ13S1,0,0,0,0
95JJ13S2,0,0,0,0
95JJ14W1,0,0,0,0
95JJ15W1,117,93,3,21
95JJ16W1,44,34,4,6
95JJ17W1,12,8,2,2
95JJ18W1,95,84,7,4
95JJ19S1,45,30,12,3
95JJ19S2,1,1,0,0
95JJ20S1,0,0,0,0
95JJ20S2,0,0,0,0
95JJ21W1,581,580,1,0
95JJ22W1,27,26,0,1
95KK01W1,0,0,0,0
95KK02W1,29,29,0,0
95KK03W1,13,13,0,0
95KK04W1,0,0,0,0
95KK05W1,29,29,0,0
95KK06W1,0,0,0,0
95KK07W1,0,0,0,0
95KK08W1,34,25,0,9
95KK09W1,33,29,0,4
95KK10W1,0,0,0,0
95KK11W1,0,0,0,0
95KK12W1,0,0,0,0
95KK13W1,48,47,0,1
95KK14W1,0,0,0,0
95KK15W1,28,27,0,1
95KK16W1,88,86,0,2
95LL01S1,0,0,0,0
95LL01S2,0,0,0,0
95LL02S1,0,0,0,0
95LL02S2,19,19,0,0
95LL03W1,0,0,0,0
95LL04W1,47,47,0,0
95LL05S1,38,36,0,2
95LL05S2,0,0,0,0
95LL06S1,0,0,0,0
95LL06S2,44,37,0,7
95LL07W1,0,0,0,0
95LL08S1,0,0,0,0
95LL08S2,20,14,0,6
95LL09S1,19,16,3,0
95LL09S2,118,98,0,20
95LL10S1,0,0,0,0
95LL10S2,0,0,0,0
95LL11S1,0,0,0,0
95LL11S2,23,23,0,0
95LL12S1,0,0,0,0
