GeographyCode,QS404NI0001,QS404NI0002,QS404NI0003,QS404NI0004,QS404NI0005,QS404NI0006,QS404NI0007
95GG40S1,201,20,1,84,58,8,30
95GG40S2,278,45,0,143,47,5,38
95GG41S1,299,283,1,0,1,10,4
95GG41S2,230,196,0,2,20,5,7
95GG41S3,207,183,0,16,1,2,5
95GG42S1,217,206,0,1,0,7,3
95GG42S2,69,65,0,1,0,2,1
95GG42S3,101,86,0,1,1,12,1
95GG42S4,205,180,2,2,1,11,9
95GG43S1,176,72,0,46,40,10,8
95GG43S2,175,155,0,6,0,12,2
95GG43S3,197,99,0,15,64,10,9
95GG44S1,215,82,0,80,16,16,21
95GG44S2,249,81,0,43,81,23,21
95GG45S1,286,276,0,4,2,2,2
95GG45S2,172,65,0,86,9,2,10
95GG45S3,217,165,0,35,1,5,11
95GG46S1,139,102,0,32,1,1,3
95GG46S2,138,86,3,38,5,0,6
95GG46S3,175,90,0,54,19,4,8
95GG47S1,145,80,0,17,31,10,7
95GG47S2,195,74,0,40,56,14,11
95GG47S3,175,70,1,7,82,8,7
95GG48S1,136,86,1,35,1,8,5
95GG48S2,94,32,1,38,16,2,5
95GG48S3,93,49,0,37,0,1,6
95GG49S1,130,94,1,12,1,19,3
95GG49S2,118,79,0,0,18,13,8
95GG49S3,73,35,0,10,21,6,1
95GG49S4,110,60,0,9,24,11,6
95GG50S1,119,72,0,23,8,11,5
95GG50S2,184,64,0,74,21,8,17
95GG50S3,196,76,0,27,61,19,13
95GG51S1,181,106,0,11,20,36,8
95GG51S2,221,74,0,50,52,23,22
95GG51S3,185,51,0,51,60,4,19
95HH01W1,285,193,2,59,1,21,9
95HH02S1,137,131,0,0,0,1,5
95HH02S2,58,52,0,1,2,1,2
95HH03W1,292,241,0,2,39,4,6
95HH04S1,127,116,2,0,0,3,6
95HH04S2,135,101,0,2,26,2,4
95HH05W1,174,102,0,51,1,8,12
95HH06S1,91,74,1,8,0,4,4
95HH06S2,154,123,1,1,18,7,4
95HH07W1,197,110,0,38,26,10,13
95HH08W1,272,224,1,23,0,15,9
95HH09W1,441,227,0,47,93,48,26
95HH10W1,239,219,0,13,0,3,4
95HH11W1,192,89,0,59,28,9,7
95HH12W1,163,142,2,6,0,6,7
95HH13W1,106,60,0,21,9,11,5
95HH14W1,253,142,0,90,0,3,18
95HH15W1,304,181,0,55,43,11,14
95HH16W1,308,242,0,26,16,10,14
95HH17W1,208,186,3,9,0,2,8
95II01S1,181,162,0,13,0,4,2
95II01S2,225,216,0,0,1,1,7
95II02S1,68,61,1,0,2,1,3
95II02S2,148,117,0,17,7,1,6
95II02S3,220,113,0,85,9,2,11
95II03S1,58,56,0,0,0,1,1
95II03S2,179,169,1,0,0,5,4
95II04S1,126,108,0,9,0,1,8
95II04S2,179,133,0,36,1,2,7
95II05S1,149,145,0,0,0,1,3
95II05S2,243,165,2,26,28,11,11
95II06S1,111,106,0,1,0,2,2
95II06S2,168,159,2,0,0,6,1
95II07W1,306,134,2,94,46,8,22
95II08W1,326,244,0,47,18,10,7
95II09S1,258,172,1,3,60,14,8
95II09S2,139,114,0,1,7,14,3
95II10W1,325,169,1,125,0,6,24
95II11W1,310,286,1,3,8,8,4
95II12W1,354,339,1,1,0,6,7
95II13W1,397,241,1,92,31,7,25
95II14W1,371,365,1,0,0,2,3
95II15S1,90,68,3,0,14,2,3
95II15S2,267,256,2,1,1,3,4
95II16W1,310,238,0,27,30,7,8
95II17W1,391,265,1,68,25,11,21
95II18W1,387,206,0,124,28,8,21
95II19S1,166,148,0,9,0,2,7
95II19S2,224,186,1,19,0,5,13
95II20W1,336,288,2,13,13,12,8
95II21W1,242,151,2,64,0,3,22
95II22W1,323,271,2,35,0,3,12
95II23W1,285,242,1,22,1,8,11
95JJ01W1,248,204,1,16,0,13,14
95JJ02W1,315,257,0,35,0,13,10
95JJ03S1,71,23,1,40,0,0,7
95JJ03S2,62,40,2,11,1,6,2
95JJ04S1,172,132,1,21,0,12,6
95JJ04S2,204,163,0,14,0,16,11
95JJ05W1,305,142,2,45,63,33,20
95JJ06W1,223,103,4,70,3,16,27
95JJ07W1,222,88,1,90,15,7,21
95JJ08S1,190,145,0,23,1,7,14
95JJ08S2,128,113,3,0,0,8,4
95JJ09W1,336,295,0,20,0,8,13
95JJ10W1,329,215,1,44,16,27,26
95JJ11S1,203,161,2,29,1,6,4
95JJ11S2,232,204,2,0,0,18,8
95JJ12W1,254,170,0,44,9,15,16
95JJ13S1,105,83,1,11,0,6,4
95JJ13S2,164,141,3,0,0,14,6
95JJ14W1,237,185,0,28,1,12,11
95JJ15W1,266,238,2,1,0,19,6
95JJ16W1,313,185,3,55,25,29,16
95JJ17W1,237,204,1,10,1,8,13
95JJ18W1,301,181,0,28,39,35,18
95JJ19S1,224,201,1,0,0,15,7
95JJ19S2,142,92,1,5,36,4,4
95JJ20S1,164,145,0,5,0,9,5
95JJ20S2,211,164,1,27,1,8,10
95JJ21W1,283,171,0,58,0,31,23
95JJ22W1,339,288,2,4,22,16,7
95KK01W1,204,185,0,3,3,8,5
95KK02W1,195,158,0,15,2,10,10
95KK03W1,174,162,0,0,0,5,7
95KK04W1,152,111,0,21,0,10,10
95KK05W1,186,160,2,4,0,8,12
95KK06W1,173,121,2,30,0,12,8
95KK07W1,210,192,0,3,3,4,8
95KK08W1,220,173,1,10,0,24,12
95KK09W1,257,166,1,17,32,32,9
95KK10W1,190,167,1,4,0,6,12
95KK11W1,238,162,3,46,0,16,11
95KK12W1,174,136,1,13,0,11,13
95KK13W1,200,165,0,9,1,9,16
95KK14W1,179,135,1,19,0,7,17
95KK15W1,186,156,1,5,0,10,14
95KK16W1,217,157,1,11,25,16,7
95LL01S1,182,157,0,9,0,5,11
95LL01S2,153,134,1,3,0,9,6
95LL02S1,130,106,0,0,2,17,5
95LL02S2,178,74,1,4,34,59,6
95LL03W1,275,153,0,65,21,14,22
95LL04W1,282,178,3,46,0,31,24
95LL05S1,166,150,0,1,0,10,5
95LL05S2,147,108,4,13,1,15,6
95LL06S1,158,135,1,9,1,6,6
95LL06S2,242,153,3,33,17,20,16
95LL07W1,356,214,0,89,5,22,26
95LL08S1,107,41,0,36,18,2,10
95LL08S2,117,49,0,29,13,15,11
95LL09S1,160,63,0,38,35,14,10
95LL09S2,245,95,1,76,31,23,19
95LL10S1,161,145,1,2,0,8,5
95LL10S2,150,132,0,2,0,8,8
95LL11S1,146,102,0,19,9,7,9
95LL11S2,136,118,0,5,0,6,7
95LL12S1,117,62,1,25,4,17,8
95LL12S2,75,42,0,28,2,0,3
95LL13S1,91,59,3,14,1,11,3
95LL13S2,117,74,0,31,1,6,5
95LL14S1,127,53,0,52,2,4,16
95LL14S2,144,130,0,5,0,4,5
95LL15S1,249,141,0,10,61,32,5
95LL15S2,171,146,0,10,0,9,6
95LL16S1,276,232,1,17,0,17,9
95LL16S2,136,103,1,17,1,7,7
95LL17W1,376,273,3,40,21,20,19
95LL18S1,270,240,0,2,1,11,16
95LL18S2,156,139,1,0,3,7,6
95LL19S1,211,154,2,35,0,8,12
95LL19S2,216,170,0,17,4,11,14
95LL20W1,234,156,1,53,3,6,15
95LL21W1,470,277,0,64,60,46,23
95LL22W1,247,193,0,27,0,17,10
95LL23W1,294,169,1,83,1,24,16
95LL24S1,133,110,0,2,0,7,14
95LL24S2,159,125,0,5,2,16,11
95LL25S1,235,187,1,26,1,9,11
95LL25S2,154,136,1,0,1,9,7
95LL26S1,126,90,3,8,7,14,4
95LL26S2,136,117,1,0,1,13,4
95MM01S1,127,70,1,48,2,3,3
95MM01S2,74,59,0,1,4,7,3
95MM01S3,124,102,0,14,0,3,5
95MM02S1,227,197,0,17,1,7,5
95MM02S2,114,104,0,0,0,7,3
95MM03W1,274,236,1,15,1,7,14
95MM04W1,285,188,2,42,35,8,10
95MM05W1,249,98,0,78,46,10,17
95MM06S1,126,92,0,22,1,5,6
95MM06S2,94,59,0,23,0,5,7
95MM07W1,351,203,2,96,19,14,17
95MM08S1,150,77,0,37,22,5,9
95MM08S2,225,132,0,5,73,7,8
95MM09S1,133,86,0,19,10,8,10
95MM09S2,146,124,0,5,0,3,14
95MM10S1,66,22,0,30,3,4,7
95MM10S2,72,48,1,16,3,1,3
95MM11W1,179,104,1,51,5,2,16
95MM12S1,96,60,0,13,6,8,9
95MM12S2,41,16,0,19,1,3,2
95MM12S3,57,24,0,13,12,4,4
95MM13S1,74,65,1,2,0,4,2
95MM13S2,64,21,1,34,0,1,7
95MM13S3,63,32,1,21,5,1,3
95MM13S4,145,23,0,15,4,103,0
95MM13S5,71,64,0,3,1,2,1
95MM14S1,148,71,0,32,34,8,3
95MM14S2,190,98,0,37,27,16,12
95MM15S1,181,123,0,20,21,13,4
95MM15S2,153,119,0,8,12,7,7
95MM16S1,137,77,0,47,0,9,4
95MM16S2,168,135,0,5,2,20,6
95MM17S1,89,77,1,0,0,7,4
95MM17S2,175,115,0,29,15,6,10
95MM18S1,155,127,0,10,0,13,5
95MM18S2,117,88,0,13,0,8,8
95MM19S1,172,159,4,0,0,8,1
95MM19S2,65,50,6,0,0,8,1
95MM20S1,244,153,0,60,9,5,17
95MM20S2,254,194,0,24,0,19,17
95MM21S1,119,84,1,24,0,5,5
95MM21S2,162,150,0,3,1,5,3
95MM22S1,168,154,0,1,0,7,6
95MM22S2,212,153,2,3,39,9,6
95MM23W1,230,153,1,32,14,22,8
95MM24W1,231,154,0,59,3,4,11
95MM25S1,51,20,0,24,1,1,5
95MM25S2,57,15,0,32,5,3,2
95MM25S3,37,13,0,14,3,5,2
95MM25S4,78,35,0,5,37,0,1
95MM26S1,71,43,1,16,0,8,3
95MM26S2,94,81,4,1,0,4,4
95MM27S1,184,79,0,31,51,17,6
95MM27S2,129,111,0,1,5,10,2
95MM28W1,216,95,1,55,32,19,14
95MM29W1,244,158,2,51,0,21,12
95MM30W1,263,160,1,48,39,6,9
95NN01S1,154,109,2,22,0,16,5
95NN01S2,151,127,0,7,0,11,6
95NN02W1,239,207,1,13,4,7,7
95NN03S1,164,95,2,12,34,10,11
95NN03S2,142,100,1,20,0,6,15
95NN04W1,232,145,0,44,1,19,23
95NN05W1,256,178,0,40,2,19,17
95NN06S1,122,87,0,14,0,13,8
95NN06S2,133,100,0,5,7,6,15
95NN07S1,70,45,3,7,3,9,3
95NN07S2,184,95,1,18,40,19,11
95NN08S1,146,122,0,8,1,8,7
95NN08S2,157,129,0,9,0,7,12
95NN09S1,127,114,1,3,0,5,4
95NN09S2,157,106,1,31,0,8,11
95NN10S1,264,153,0,10,67,23,11
95NN10S2,147,132,0,1,1,8,5
95NN11S1,135,103,1,18,0,5,8
95NN11S2,152,129,0,6,0,7,10
95NN12W1,281,202,1,31,0,26,21
95NN13W1,294,254,1,6,0,21,12
95NN14S1,168,121,0,14,2,23,8
95NN14S2,108,98,0,3,0,3,4
95NN15W1,336,204,0,61,6,44,21
95NN16S1,169,151,0,2,0,10,6
95NN16S2,154,129,3,4,0,8,10
95NN17W1,244,184,1,22,2,19,16
95NN18S1,138,102,0,19,0,12,5
95NN18S2,121,107,0,2,0,7,5
95NN19S1,195,147,0,22,0,11,15
95NN19S2,178,159,0,1,0,12,6
95NN20W1,291,230,0,16,7,14,24
95NN21W1,387,300,3,25,0,36,23
95NN22W1,295,238,1,16,0,25,15
95NN23S1,110,97,0,2,1,7,3
95NN23S2,163,137,0,9,0,14,3
95OO01W1,202,174,1,3,0,10,14
95OO02W1,186,162,0,8,0,5,11
95OO03W1,239,196,0,20,4,10,9
95OO04W1,230,180,0,23,0,17,10
95OO05W1,174,115,1,39,4,7,8
95OO06W1,217,190,1,7,0,12,7
95OO07W1,226,189,0,14,0,10,13
95OO08W1,233,197,1,9,1,14,11
95OO09W1,210,168,1,19,0,9,13
95OO10W1,229,166,0,25,1,22,15
95OO11W1,182,111,1,26,9,18,17
95OO12W1,213,176,0,10,5,15,7
95OO13W1,196,157,0,14,1,14,10
95OO14W1,215,172,1,13,1,14,14
95OO15W1,195,137,1,24,0,17,16
95OO16W1,261,170,1,30,14,25,21
95OO17W1,251,214,0,13,0,8,16
95OO18W1,260,180,0,20,26,14,20
95OO19W1,222,182,0,13,0,15,12
95OO20W1,246,181,1,29,7,9,19
95OO21W1,235,161,0,24,19,21,10
95OO22W1,205,183,0,2,0,10,10
95PP01W1,238,198,0,14,0,12,14
95PP02W1,299,239,1,22,1,18,18
95PP03W1,272,221,2,19,4,11,15
95PP04W1,284,247,0,3,0,17,17
95PP05W1,245,204,0,12,0,16,13
95PP06S1,94,65,2,13,6,6,2
95PP06S2,202,152,0,15,15,12,8
95PP07W1,250,200,1,18,0,20,11
95PP08W1,257,206,0,11,7,13,20
95PP09W1,233,164,2,37,0,10,20
95PP10W1,226,190,0,9,2,7,18
95PP11W1,272,209,1,37,2,10,13
95PP12W1,237,216,0,3,2,9,7
95PP13W1,282,172,2,28,36,17,27
95PP14S1,152,103,1,14,7,13,14
95PP14S2,214,166,2,16,0,20,10
95PP15W1,235,197,0,13,0,9,16
95PP16W1,218,197,0,1,0,14,6
95PP17W1,262,176,0,32,0,29,25
95PP18W1,277,237,0,9,0,14,17
95PP19W1,228,168,1,20,4,12,23
95PP20W1,332,199,1,22,52,30,28
95PP21W1,238,182,0,26,9,7,14
95PP22W1,287,215,1,22,25,12,12
95PP23W1,234,192,0,10,0,17,15
95QQ01W1,229,145,1,36,16,20,11
95QQ02W1,211,175,0,10,0,18,8
95QQ03W1,143,95,2,32,0,4,10
95QQ04W1,168,105,2,41,0,8,12
95QQ05W1,331,293,1,6,1,20,10
95QQ06W1,202,150,0,16,0,26,10
95QQ07W1,316,158,0,44,59,40,15
95QQ08W1,260,163,0,69,2,10,16
95QQ09W1,353,255,1,18,47,20,12
95QQ10W1,185,141,1,6,10,15,12
95QQ11W1,217,177,2,15,1,6,16
95QQ12W1,218,167,0,13,0,26,12
95QQ13W1,263,224,0,17,0,13,9
95QQ14S1,111,92,1,1,1,14,2
95QQ14S2,192,163,0,6,0,11,12
95QQ15W1,234,181,2,9,3,32,7
95RR01S1,107,82,0,3,6,11,5
95RR01S2,147,120,0,9,0,8,10
95RR02W1,167,116,0,32,6,7,6
95RR03W1,129,68,1,41,1,9,9
95RR04W1,188,136,1,15,13,16,7
95RR05S1,108,96,1,0,0,7,4
95RR05S2,93,38,0,44,5,2,4
95RR06W1,167,122,0,11,0,18,16
95RR07W1,190,146,2,11,0,17,14
95RR08W1,175,152,1,8,0,5,9
95RR09S1,158,115,0,22,0,10,11
95RR09S2,30,23,0,2,0,4,1
95RR10W1,151,91,1,36,0,10,13
95RR11W1,178,137,3,17,1,15,5
95RR12W1,198,160,1,19,0,9,9
95RR13W1,252,150,1,32,35,23,11
95RR14W1,150,126,0,10,0,4,10
95RR15W1,172,143,0,11,0,14,4
95SS01S1,196,178,0,5,0,10,3
95SS01S2,164,137,1,11,1,6,8
95SS02S1,263,239,0,8,1,3,12
95SS02S2,126,119,0,0,0,1,6
95SS03S1,175,153,0,1,0,10,11
95SS03S2,205,191,0,1,0,7,6
95SS04S1,137,37,0,40,48,3,9
95SS04S2,105,60,0,37,0,2,6
95SS04S3,167,123,2,10,11,14,7
95SS05S1,218,170,1,22,0,14,11
95SS05S2,210,187,0,5,0,9,9
95SS06S1,63,33,1,15,9,1,4
95SS06S2,41,10,0,22,4,1,4
95SS06S3,68,27,0,30,3,2,6
95SS07S1,38,27,0,3,7,1,0
95SS07S2,24,22,0,2,0,0,0
95SS07S3,417,275,2,106,3,14,17
95SS08S1,156,136,1,8,1,4,6
95SS08S2,258,220,0,8,0,12,18
95SS09S1,192,174,0,1,2,7,8
95SS09S2,194,172,0,12,0,5,5
95SS10S1,203,109,0,26,52,6,10
95SS10S2,100,95,0,0,0,2,3
95SS11S1,177,142,2,14,0,7,12
95SS11S2,189,172,0,4,0,4,9
95SS12W1,416,339,2,25,22,16,12
95SS13S1,172,105,1,38,10,7,11
95SS13S2,175,103,2,53,0,3,14
95SS14S1,190,97,0,72,1,6,14
95SS14S2,179,147,0,18,2,7,5
95SS15S1,243,193,0,34,0,6,10
95SS15S2,274,211,0,6,24,17,16
95SS16S1,61,54,0,0,5,0,2
95SS16S2,139,75,0,35,17,0,12
