GeographyCode,QS211NI0001,QS211NI0002,QS211NI0003,QS211NI0004,QS211NI0005,QS211NI0006
95AA01S1,1003,976,17,8,2,0
95AA01S2,1764,1742,8,7,5,2
95AA01S3,1435,1388,16,21,9,1
95AA02W1,1683,1619,24,25,14,1
95AA03W1,1736,1699,8,20,7,2
95AA04W1,2922,2906,12,1,3,0
95AA05W1,2586,2537,18,17,11,3
95AA06S1,1860,1824,27,7,1,1
95AA06S2,2561,2508,34,12,7,0
95AA07W1,2070,2027,12,16,14,1
95AA08W1,1616,1539,17,34,23,3
95AA09W1,2105,2017,20,41,26,1
95AA10W1,1884,1816,20,18,27,3
95AA11S1,2685,2481,57,83,55,9
95AA11S2,2424,2312,44,34,27,7
95AA12W1,2690,2689,1,0,0,0
95AA13S1,1660,1561,27,26,40,6
95AA13S2,1487,1421,15,22,21,8
95AA14W1,2275,2267,3,3,2,0
95AA15S1,2474,2215,86,121,45,7
95AA15S2,1432,1282,45,63,34,8
95AA16W1,1722,1585,19,56,51,11
95AA17W1,2044,1969,32,20,20,3
95AA18W1,2369,2336,15,12,6,0
95AA19W1,2555,2522,13,14,4,2
95BB01S1,1521,1512,3,5,0,1
95BB01S2,1964,1948,13,1,1,1
95BB02W1,2280,2229,14,22,12,3
95BB03S1,1942,1921,10,8,3,0
95BB03S2,2116,2103,10,1,2,0
95BB04S1,1396,1372,4,12,6,2
95BB04S2,1563,1553,3,4,2,1
95BB05S1,1454,1444,8,2,0,0
95BB05S2,1847,1838,1,3,4,1
95BB06W1,2778,2682,31,39,22,4
95BB07S1,1592,1548,14,16,12,2
95BB07S2,1258,1249,4,3,1,1
95BB08S1,1275,1262,4,7,2,0
95BB08S2,1233,1208,2,12,10,1
95BB09S1,1282,1257,8,11,4,2
95BB09S2,1568,1556,3,4,5,0
95BB10S1,1651,1591,33,22,3,2
95BB10S2,1591,1589,1,0,1,0
95BB11S1,1356,1345,6,5,0,0
95BB11S2,1512,1500,10,2,0,0
95BB12S1,1370,1331,16,11,8,4
95BB12S2,1281,1273,2,5,1,0
95BB13S1,1350,1335,8,1,5,1
95BB13S2,1413,1380,11,13,8,1
95BB13S3,1508,1493,8,3,4,0
95BB14S1,1479,1471,3,0,4,1
95BB14S2,1557,1526,7,14,9,1
95BB15S1,1924,1907,9,6,2,0
95BB15S2,1434,1408,11,8,6,1
95BB16S1,1497,1491,3,0,1,2
95BB16S2,1555,1546,3,2,4,0
95BB17S1,1707,1690,9,6,2,0
95BB17S2,1699,1678,12,5,4,0
95BB18S1,1619,1603,7,2,5,2
95BB18S2,2475,2467,7,1,0,0
95BB19S1,1548,1529,8,6,5,0
95BB19S2,1711,1684,10,4,8,5
95BB19S3,1344,1323,14,6,1,0
95BB20S1,1820,1802,4,6,5,3
95BB20S2,1477,1466,4,4,3,0
95BB21S1,2280,2242,9,14,13,2
95BB21S2,2234,2217,6,7,1,3
95BB22S1,1498,1485,7,2,3,1
95BB22S2,1413,1387,7,11,7,1
95BB23S1,1499,1461,10,12,13,3
95BB23S2,1442,1421,8,8,5,0
95CC01W1,2462,2281,42,75,52,12
95CC02W1,2613,2564,37,8,3,1
95CC03W1,2649,2278,97,146,110,18
95CC04W1,2348,2306,19,12,9,2
95CC05W1,2655,2548,28,42,35,2
95CC06S1,1397,1344,19,20,14,0
95CC06S2,1251,1197,20,16,16,2
95CC07W1,3309,3267,10,17,11,4
95CC08W1,2446,2319,37,54,30,6
95CC09S1,1439,1434,2,2,1,0
95CC09S2,1781,1724,7,19,21,10
95CC10W1,2505,2459,17,17,10,2
95CC11W1,1732,1634,26,32,32,8
95CC12W1,2650,2627,11,6,5,1
95CC13W1,2365,2334,9,10,11,1
95CC14W1,2892,2862,11,12,5,2
95CC15W1,2781,2706,19,26,24,6
