GeographyCode,QS408NI0001,QS408NI0002,QS408NI0003,QS408NI0004,QS408NI0005
95AA01S1,310,166,140,4,0
95AA01S2,624,453,162,7,2
95AA01S3,588,457,129,2,0
95AA02W1,839,623,208,6,2
95AA03W1,845,609,222,12,2
95AA04W1,1014,763,240,10,1
95AA05W1,920,633,269,12,6
95AA06S1,710,441,254,12,3
95AA06S2,860,485,357,15,3
95AA07W1,820,599,212,8,1
95AA08W1,699,464,224,10,1
95AA09W1,943,664,269,9,1
95AA10W1,792,566,217,9,0
95AA11S1,1123,807,308,7,1
95AA11S2,870,566,298,4,2
95AA12W1,971,777,186,6,2
95AA13S1,625,421,193,7,4
95AA13S2,614,413,190,10,1
95AA14W1,779,589,180,8,2
95AA15S1,1013,641,358,12,2
95AA15S2,582,371,192,15,4
95AA16W1,832,577,242,12,1
95AA17W1,855,559,279,15,2
95AA18W1,1004,839,156,8,1
95AA19W1,832,500,295,31,6
95BB01S1,548,384,160,3,1
95BB01S2,759,518,237,4,0
95BB02W1,1126,888,226,11,1
95BB03S1,877,647,223,4,3
95BB03S2,899,680,208,10,1
95BB04S1,638,517,120,1,0
95BB04S2,669,550,114,2,3
95BB05S1,564,431,130,2,1
95BB05S2,754,572,173,7,2
95BB06W1,1518,1156,348,10,4
95BB07S1,819,639,173,5,2
95BB07S2,496,359,131,6,0
95BB08S1,589,394,183,10,2
95BB08S2,479,294,183,2,0
95BB09S1,561,442,115,3,1
95BB09S2,692,520,164,5,3
95BB10S1,874,717,145,8,4
95BB10S2,635,548,80,5,2
95BB11S1,621,443,173,3,2
95BB11S2,717,589,124,3,1
95BB12S1,626,435,176,11,4
95BB12S2,504,398,101,4,1
95BB13S1,508,354,149,5,0
95BB13S2,603,416,174,9,4
95BB13S3,576,361,204,8,3
95BB14S1,551,436,114,1,0
95BB14S2,621,484,132,5,0
95BB15S1,706,496,198,9,3
95BB15S2,581,396,182,2,1
95BB16S1,562,439,120,3,0
95BB16S2,614,504,106,3,1
95BB17S1,727,452,262,9,4
95BB17S2,672,472,193,6,1
95BB18S1,726,519,195,10,2
95BB18S2,912,685,226,1,0
95BB19S1,641,465,171,4,1
95BB19S2,599,386,207,5,1
95BB19S3,484,298,181,3,2
95BB20S1,677,455,210,12,0
95BB20S2,613,379,220,12,2
95BB21S1,932,646,278,8,0
95BB21S2,889,640,238,10,1
95BB22S1,596,386,199,9,2
95BB22S2,598,372,214,9,3
95BB23S1,638,494,140,3,1
95BB23S2,523,374,144,4,1
95CC01W1,904,583,293,24,4
95CC02W1,875,563,288,20,4
95CC03W1,1127,700,380,32,15
95CC04W1,790,493,276,19,2
95CC05W1,954,650,280,19,5
95CC06S1,579,433,143,2,1
95CC06S2,517,381,126,9,1
95CC07W1,1108,691,397,16,4
95CC08W1,990,660,310,17,3
95CC09S1,494,361,129,4,0
95CC09S2,696,510,179,7,0
95CC10W1,901,687,208,5,1
95CC11W1,786,567,201,16,2
95CC12W1,890,588,285,14,3
95CC13W1,817,559,233,22,3
95CC14W1,1132,798,325,7,2
95CC15W1,1007,690,298,14,5
95CC16W1,1076,762,304,7,3
95CC17W1,897,592,296,4,5
95CC18W1,937,749,169,11,8
95CC19W1,981,694,275,10,2
95CC20S1,484,346,135,2,1
95CC20S2,643,432,199,12,0
95CC21W1,1167,853,304,8,2
95CC22W1,842,655,174,9,4
95DD01W1,836,683,151,0,2
95DD02S1,599,445,150,4,0
95DD02S2,891,642,246,2,1
95DD03W1,1389,1119,263,4,3
95DD04W1,859,603,240,12,4
95DD05W1,685,418,241,23,3
95DD06W1,944,726,207,9,2
95DD07S1,689,528,157,4,0
95DD07S2,723,569,149,2,3
95DD08W1,1041,775,239,22,5
95DD09W1,929,744,179,5,1
95DD10W1,1180,863,298,15,4
95DD11W1,955,618,310,19,8
95DD12W1,890,665,214,11,0
95DD13W1,741,529,193,16,3
95DD14S1,626,440,174,10,2
95DD14S2,607,492,112,3,0
95DD15W1,1174,807,350,13,4
95DD16W1,1019,764,246,7,2
95DD17W1,1148,822,316,7,3
95DD18W1,873,686,176,9,2
95DD19S1,732,501,225,4,2
95DD19S2,543,415,125,2,1
95DD20W1,826,607,205,12,2
95DD21W1,891,638,236,12,5
95DD22S1,559,424,128,6,1
95DD22S2,597,427,154,12,4
95DD23W1,881,684,191,3,3
95DD24W1,990,663,306,18,3
95EE01W1,592,345,230,12,5
95EE02W1,790,561,217,11,1
95EE03W1,808,580,218,8,2
95EE04W1,736,482,243,9,2
95EE05W1,577,431,138,6,2
95EE06W1,692,381,283,23,5
95EE07W1,740,534,198,7,1
95EE08W1,711,564,140,7,0
95EE09W1,605,377,214,10,4
95EE10W1,598,358,220,16,4
95EE11W1,551,367,175,6,3
95EE12W1,1059,742,298,14,5
95EE13W1,718,574,136,6,2
95EE14W1,1016,736,266,13,1
95EE15W1,606,413,181,11,1
95EE16W1,709,474,214,17,4
95FF01S1,781,566,210,4,1
95FF01S2,959,729,224,6,0
95FF02W1,923,600,306,16,1
95FF03W1,1169,769,377,18,5
95FF04W1,862,615,238,9,0
95FF05W1,1119,835,272,11,1
95FF06S1,820,591,224,3,2
95FF06S2,720,500,213,6,1
95FF07W1,1154,755,383,15,1
95FF08W1,993,735,255,3,0
95FF09W1,1000,696,286,15,3
95FF10W1,1216,859,340,12,5
95FF11W1,873,617,246,9,1
95FF12W1,1018,717,293,7,1
95FF13W1,977,706,256,12,3
95FF14W1,862,690,167,4,1
95FF15W1,1073,739,315,16,3
95FF16W1,927,721,199,5,2
95FF17W1,857,648,197,10,2
95GG01S1,739,518,205,13,3
95GG01S2,624,420,189,11,4
95GG01S3,641,429,200,8,4
95GG02S1,749,506,221,18,4
95GG02S2,859,523,312,23,1
95GG02S3,960,587,334,30,9
95GG03S1,895,718,170,5,2
95GG03S2,767,606,150,5,6
95GG03S3,1005,795,195,9,6
95GG04S1,801,529,254,15,3
95GG04S2,640,401,219,18,2
95GG04S3,856,638,201,12,5
95GG05S1,845,645,189,7,4
95GG05S2,948,697,232,15,4
95GG05S3,1007,727,255,20,5
95GG06S1,794,547,224,18,5
95GG06S2,833,614,205,13,1
95GG06S3,754,508,235,8,3
95GG07S1,796,489,264,24,19
95GG07S2,788,476,275,31,6
95GG07S3,685,405,258,20,2
95GG08S1,554,407,136,7,4
95GG08S2,810,574,217,16,3
95GG08S3,787,531,243,10,3
95GG09S1,844,652,187,3,2
95GG09S2,808,596,203,8,1
95GG09S3,952,648,279,22,3
95GG10S1,966,732,206,23,5
95GG10S2,1051,746,285,17,3
95GG11S1,987,761,205,16,5
95GG11S2,701,559,139,1,2
95GG11S3,998,776,201,11,10
95GG12S1,558,294,240,17,7
95GG12S2,727,400,304,17,6
95GG12S3,586,334,225,14,13
95GG12S4,719,390,284,24,21
95GG12S5,839,470,323,36,10
95GG13S1,664,479,174,8,3
95GG13S2,665,500,155,9,1
95GG13S3,787,579,200,6,2
95GG14S1,618,456,159,3,0
95GG14S2,582,439,139,3,1
95GG14S3,617,431,183,1,2
95GG15S1,736,600,133,3,0
95GG15S2,890,682,199,4,5
95GG15S3,918,726,185,4,3
95GG16S1,866,635,211,13,7
95GG16S2,777,568,203,5,1
95GG16S3,587,409,171,6,1
95GG17S1,770,481,271,11,7
95GG17S2,623,432,181,9,1
95GG17S3,744,513,216,13,2
95GG18S1,1073,679,354,35,5
95GG18S2,1070,656,367,41,6
95GG19S1,1061,809,239,11,2
95GG19S2,1178,790,363,22,3
95GG20S1,1393,929,420,28,16
95GG20S2,966,694,243,13,16
95GG21S1,639,403,217,16,3
95GG21S2,675,394,248,25,8
95GG21S3,948,631,281,28,8
95GG22S1,733,518,196,14,5
95GG22S2,814,563,241,9,1
95GG22S3,661,411,230,18,2
95GG23S1,566,432,124,9,1
95GG23S2,579,431,143,2,3
95GG23S3,676,503,166,7,0
95GG24S1,612,489,117,5,1
95GG24S2,712,513,178,15,6
95GG24S3,621,443,166,10,2
95GG25S1,868,553,291,18,6
95GG25S2,716,472,225,15,4
95GG25S3,610,369,218,17,6
95GG26S1,848,549,283,15,1
95GG26S2,806,585,210,9,2
95GG27S1,487,263,201,16,7
95GG27S2,607,347,238,17,5
95GG27S3,727,458,253,14,2
95GG27S4,646,391,230,18,7
95GG28S1,839,533,296,8,2
95GG28S2,712,497,207,7,1
95GG28S3,774,504,254,14,2
95GG29S1,1083,675,369,36,3
95GG29S2,1347,966,356,17,8
95GG30S1,763,596,160,6,1
95GG30S2,695,533,156,4,2
95GG30S3,625,438,182,4,1
95GG31S1,793,472,308,9,4
95GG31S2,800,532,260,8,0
95GG31S3,870,520,320,20,10
95GG32S1,1257,763,453,27,14
95GG32S2,698,481,205,11,1
95GG32S3,694,521,166,6,1
95GG33S1,737,568,160,7,2
95GG33S2,618,509,107,1,1
95GG33S3,840,683,147,6,4
95GG34S1,650,464,176,8,2
95GG34S2,553,365,187,1,0
95GG34S3,796,566,218,7,5
95GG35S1,867,569,276,20,2
95GG35S2,731,525,189,11,6
95GG35S3,646,410,212,20,4
95GG36S1,827,609,206,10,2
95GG36S2,836,618,213,5,0
95GG36S3,818,593,216,6,3
95GG37S1,779,580,193,5,1
95GG37S2,819,634,176,5,4
95GG37S3,1089,818,264,5,2
95GG38S1,1369,1027,326,11,5
95GG38S2,853,655,189,5,4
95GG38S3,693,530,159,4,0
95GG39S1,1172,720,395,43,14
95GG39S2,1402,957,401,31,13
95GG39S3,1042,734,272,22,14
95GG40S1,802,555,233,12,2
95GG40S2,1059,780,255,18,6
95GG41S1,789,685,101,3,0
95GG41S2,596,490,103,2,1
95GG41S3,788,621,164,1,2
95GG42S1,689,557,128,2,2
95GG42S2,209,153,51,4,1
95GG42S3,740,461,268,5,6
95GG42S4,968,726,231,6,5
95GG43S1,720,538,178,3,1
95GG43S2,734,524,205,5,0
95GG43S3,862,661,185,12,4
95GG44S1,1390,925,421,31,13
95GG44S2,1315,922,344,43,6
95GG45S1,694,586,103,4,1
95GG45S2,686,447,224,9,6
95GG45S3,749,563,175,11,0
95GG46S1,663,394,247,18,4
95GG46S2,646,331,283,24,8
95GG46S3,623,370,224,22,7
95GG47S1,1025,721,272,15,17
95GG47S2,801,553,230,15,3
95GG47S3,815,602,192,18,3
95GG48S1,620,338,250,28,4
95GG48S2,842,411,378,43,10
95GG48S3,589,307,240,33,9
95GG49S1,748,560,175,10,3
95GG49S2,948,563,346,24,15
