GeographyCode,QS114NI0001,QS114NI0002,QS114NI0003
95AA01S1,606,24,582
95AA01S2,1113,90,1023
95AA01S3,973,138,835
95AA02W1,1066,243,823
95AA03W1,1093,291,802
95AA04W1,1865,123,1742
95AA05W1,1631,154,1477
95AA06S1,1133,171,962
95AA06S2,1573,190,1383
95AA07W1,1308,180,1128
95AA08W1,1039,236,803
95AA09W1,1340,336,1004
95AA10W1,1195,218,977
95AA11S1,1713,288,1425
95AA11S2,1530,166,1364
95AA12W1,1707,116,1591
95AA13S1,1051,158,893
95AA13S2,940,147,793
95AA14W1,1398,73,1325
95AA15S1,1742,267,1475
95AA15S2,947,227,720
95AA16W1,1136,294,842
95AA17W1,1383,264,1119
95AA18W1,1394,175,1219
95AA19W1,1582,158,1424
95BB01S1,979,80,899
95BB01S2,1305,157,1148
95BB02W1,1386,315,1071
95BB03S1,1181,192,989
95BB03S2,1282,143,1139
95BB04S1,879,148,731
95BB04S2,923,76,847
95BB05S1,920,72,848
95BB05S2,1187,133,1054
95BB06W1,1803,517,1286
95BB07S1,960,265,695
95BB07S2,797,66,731
95BB08S1,786,134,652
95BB08S2,872,76,796
95BB09S1,776,88,688
95BB09S2,1121,158,963
95BB10S1,978,275,703
95BB10S2,947,73,874
95BB11S1,835,195,640
95BB11S2,842,148,694
95BB12S1,847,211,636
95BB12S2,779,74,705
95BB13S1,862,138,724
95BB13S2,865,137,728
95BB13S3,1015,101,914
95BB14S1,938,61,877
95BB14S2,948,112,836
95BB15S1,1196,93,1103
95BB15S2,927,166,761
95BB16S1,940,57,883
95BB16S2,958,86,872
95BB17S1,1153,212,941
95BB17S2,1052,158,894
95BB18S1,1008,200,808
95BB18S2,1517,125,1392
95BB19S1,995,133,862
95BB19S2,1162,79,1083
95BB19S3,915,76,839
95BB20S1,1143,133,1010
95BB20S2,929,153,776
95BB21S1,1420,198,1222
95BB21S2,1413,167,1246
95BB22S1,940,186,754
95BB22S2,896,238,658
95BB23S1,931,89,842
95BB23S2,971,85,886
95CC01W1,1523,244,1279
95CC02W1,1648,124,1524
95CC03W1,1699,397,1302
95CC04W1,1434,127,1307
95CC05W1,1597,159,1438
95CC06S1,918,131,787
95CC06S2,775,130,645
95CC07W1,2103,211,1892
95CC08W1,1530,289,1241
95CC09S1,889,50,839
95CC09S2,1193,139,1054
95CC10W1,1529,132,1397
95CC11W1,1105,256,849
95CC12W1,1633,137,1496
95CC13W1,1538,136,1402
95CC14W1,1838,204,1634
95CC15W1,1729,170,1559
95CC16W1,1615,228,1387
95CC17W1,1695,138,1557
95CC18W1,1393,206,1187
95CC19W1,1604,174,1430
95CC20S1,813,84,729
95CC20S2,1051,138,913
95CC21W1,1809,267,1542
95CC22W1,1067,265,802
95DD01W1,1142,109,1033
95DD02S1,897,125,772
95DD02S2,1540,161,1379
95DD03W1,2095,261,1834
95DD04W1,1158,297,861
95DD05W1,1119,229,890
95DD06W1,1476,100,1376
95DD07S1,906,129,777
95DD07S2,1020,147,873
95DD08W1,1337,334,1003
95DD09W1,1541,116,1425
95DD10W1,1716,247,1469
95DD11W1,1426,342,1084
95DD12W1,1534,108,1426
95DD13W1,1048,220,828
95DD14S1,952,134,818
95DD14S2,1030,83,947
95DD15W1,2103,209,1894
95DD16W1,1849,137,1712
95DD17W1,2077,146,1931
95DD18W1,1144,251,893
95DD19S1,1159,191,968
95DD19S2,900,72,828
95DD20W1,1082,306,776
95DD21W1,1318,218,1100
95DD22S1,954,96,858
95DD22S2,966,120,846
95DD23W1,1516,102,1414
95DD24W1,1701,178,1523
95EE01W1,1133,88,1045
95EE02W1,1352,152,1200
95EE03W1,1241,199,1042
95EE04W1,1230,129,1101
95EE05W1,948,87,861
95EE06W1,1353,84,1269
95EE07W1,1012,160,852
95EE08W1,1022,163,859
95EE09W1,1150,69,1081
95EE10W1,1114,86,1028
95EE11W1,1017,46,971
95EE12W1,1627,339,1288
95EE13W1,868,174,694
95EE14W1,1644,172,1472
95EE15W1,1059,81,978
95EE16W1,1273,107,1166
95FF01S1,1316,140,1176
95FF01S2,1670,213,1457
95FF02W1,1683,131,1552
95FF03W1,1933,316,1617
95FF04W1,1605,80,1525
95FF05W1,1523,314,1209
95FF06S1,1225,198,1027
95FF06S2,1260,131,1129
95FF07W1,1702,418,1284
95FF08W1,1388,225,1163
95FF09W1,1524,261,1263
95FF10W1,2162,214,1948
95FF11W1,1590,93,1497
95FF12W1,1719,203,1516
95FF13W1,1640,174,1466
95FF14W1,1461,96,1365
95FF15W1,1582,258,1324
95FF16W1,1417,206,1211
95FF17W1,1066,300,766
95GG01S1,1013,155,858
95GG01S2,871,153,718
95GG01S3,993,157,836
95GG02S1,1020,317,703
95GG02S2,1155,416,739
95GG02S3,1312,470,842
95GG03S1,1223,266,957
95GG03S2,1160,159,1001
95GG03S3,1370,322,1048
95GG04S1,1061,350,711
95GG04S2,913,282,631
95GG04S3,1066,378,688
95GG05S1,1281,315,966
95GG05S2,1548,336,1212
95GG05S3,1602,395,1207
95GG06S1,1146,258,888
95GG06S2,1154,273,881
95GG06S3,1202,200,1002
95GG07S1,1173,310,863
95GG07S2,1145,358,787
95GG07S3,1096,266,830
95GG08S1,795,109,686
95GG08S2,1076,342,734
95GG08S3,1135,295,840
95GG09S1,1210,145,1065
95GG09S2,1200,174,1026
95GG09S3,1349,353,996
95GG10S1,1292,431,861
95GG10S2,1530,422,1108
95GG11S1,1275,433,842
95GG11S2,1056,189,867
95GG11S3,1323,449,874
95GG12S1,1343,157,1186
95GG12S2,1777,211,1566
95GG12S3,1329,201,1128
95GG12S4,1528,297,1231
95GG12S5,1454,323,1131
95GG13S1,847,274,573
95GG13S2,997,139,858
95GG13S3,1017,255,762
95GG14S1,957,104,853
95GG14S2,953,102,851
95GG14S3,1000,102,898
95GG15S1,1022,91,931
95GG15S2,1248,197,1051
95GG15S3,1082,249,833
95GG16S1,1301,352,949
95GG16S2,1248,258,990
95GG16S3,920,152,768
95GG17S1,1196,319,877
95GG17S2,1008,119,889
95GG17S3,993,280,713
95GG18S1,1515,430,1085
95GG18S2,1617,479,1138
95GG19S1,1060,400,660
95GG19S2,1508,566,942
95GG20S1,1850,615,1235
95GG20S2,1232,381,851
95GG21S1,904,244,660
95GG21S2,1044,290,754
95GG21S3,1282,441,841
95GG22S1,1038,210,828
95GG22S2,1130,189,941
95GG22S3,1047,183,864
95GG23S1,845,85,760
95GG23S2,901,100,801
95GG23S3,982,138,844
95GG24S1,750,154,596
95GG24S2,957,233,724
95GG24S3,950,163,787
95GG25S1,1264,246,1018
95GG25S2,1172,202,970
95GG25S3,992,197,795
95GG26S1,1146,332,814
95GG26S2,989,283,706
95GG27S1,950,135,815
95GG27S2,989,232,757
95GG27S3,1118,289,829
95GG27S4,944,230,714
95GG28S1,1338,214,1124
95GG28S2,1040,160,880
95GG28S3,1070,336,734
95GG29S1,1422,464,958
95GG29S2,1854,541,1313
95GG30S1,950,219,731
95GG30S2,989,133,856
95GG30S3,914,101,813
95GG31S1,1413,182,1231
95GG31S2,1239,188,1051
95GG31S3,1335,351,984
95GG32S1,1930,498,1432
95GG32S2,927,222,705
95GG32S3,959,178,781
95GG33S1,1182,115,1067
95GG33S2,983,105,878
95GG33S3,1243,225,1018
95GG34S1,839,190,649
95GG34S2,1020,72,948
95GG34S3,1253,214,1039
95GG35S1,1153,353,800
95GG35S2,954,368,586
95GG35S3,918,314,604
95GG36S1,1178,221,957
95GG36S2,1188,160,1028
95GG36S3,1190,182,1008
95GG37S1,1338,176,1162
95GG37S2,1256,245,1011
95GG37S3,1597,372,1225
95GG38S1,2129,399,1730
95GG38S2,1204,295,909
95GG38S3,979,164,815
95GG39S1,1753,489,1264
95GG39S2,1910,569,1341
95GG39S3,1407,457,950
95GG40S1,985,360,625
95GG40S2,1208,506,702
95GG41S1,1084,93,991
95GG41S2,874,62,812
95GG41S3,1136,187,949
95GG42S1,1082,97,985
95GG42S2,331,36,295
95GG42S3,1648,166,1482
95GG42S4,1515,247,1268
95GG43S1,947,262,685
95GG43S2,1074,203,871
95GG43S3,1156,307,849
95GG44S1,1968,643,1325
95GG44S2,1784,575,1209
95GG45S1,883,116,767
95GG45S2,965,243,722
95GG45S3,986,228,758
95GG46S1,1090,233,857
95GG46S2,1106,217,889
95GG46S3,1023,202,821
95GG47S1,1525,514,1011
95GG47S2,1050,354,696
95GG47S3,1153,346,807
95GG48S1,969,219,750
95GG48S2,1351,430,921
95GG48S3,1057,229,828
95GG49S1,1200,243,957
95GG49S2,1893,246,1647
95GG49S3,1878,238,1640
95GG49S4,1781,227,1554
95GG50S1,1102,325,777
95GG50S2,1342,397,945
95GG50S3,1266,354,912
95GG51S1,802,304,498
95GG51S2,807,283,524
95GG51S3,800,299,501
95HH01W1,1166,224,942
95HH02S1,826,89,737
95HH02S2,1046,88,958
95HH03W1,919,116,803
95HH04S1,1113,123,990
95HH04S2,898,60,838
95HH05W1,1317,322,995
95HH06S1,1449,136,1313
95HH06S2,1593,185,1408
95HH07W1,923,288,635
95HH08W1,1627,273,1354
95HH09W1,1633,525,1108
95HH10W1,1474,176,1298
95HH11W1,826,223,603
95HH12W1,951,141,810
95HH13W1,862,252,610
95HH14W1,912,260,652
95HH15W1,1628,235,1393
95HH16W1,1250,195,1055
95HH17W1,1561,179,1382
95II01S1,940,109,831
95II01S2,934,94,840
95II02S1,932,93,839
95II02S2,1042,185,857
95II02S3,901,231,670
95II03S1,1132,95,1037
95II03S2,1129,168,961
95II04S1,1527,165,1362
95II04S2,1210,234,976
95II05S1,973,56,917
95II05S2,1084,161,923
95II06S1,944,80,864
95II06S2,1188,155,1033
95II07W1,1241,324,917
95II08W1,1477,264,1213
95II09S1,1198,193,1005
95II09S2,863,91,772
95II10W1,1583,341,1242
95II11W1,1556,192,1364
95II12W1,1399,152,1247
95II13W1,1593,351,1242
95II14W1,1448,143,1305
95II15S1,1190,120,1070
95II15S2,846,82,764
95II16W1,1262,163,1099
95II17W1,1478,335,1143
95II18W1,1286,331,955
95II19S1,1105,62,1043
95II19S2,1216,120,1096
95II20W1,1710,302,1408
95II21W1,1464,360,1104
95II22W1,1340,222,1118
95II23W1,1344,182,1162
95JJ01W1,1531,119,1412
95JJ02W1,1460,312,1148
95JJ03S1,890,273,617
95JJ03S2,669,155,514
95JJ04S1,933,116,817
95JJ04S2,930,173,757
95JJ05W1,1101,260,841
95JJ06W1,1525,397,1128
95JJ07W1,1594,395,1199
95JJ08S1,821,80,741
95JJ08S2,1111,145,966
95JJ09W1,1141,122,1019
95JJ10W1,1589,198,1391
95JJ11S1,1040,164,876
95JJ11S2,1131,209,922
95JJ12W1,1625,213,1412
95JJ13S1,1355,197,1158
95JJ13S2,1117,117,1000
95JJ14W1,1414,139,1275
95JJ15W1,1048,172,876
95JJ16W1,1077,293,784
95JJ17W1,1449,97,1352
95JJ18W1,1197,330,867
95JJ19S1,1051,108,943
95JJ19S2,900,72,828
95JJ20S1,1355,205,1150
95JJ20S2,1215,154,1061
95JJ21W1,1439,246,1193
95JJ22W1,1631,170,1461
95KK01W1,1601,146,1455
95KK02W1,1225,114,1111
95KK03W1,1421,90,1331
95KK04W1,1789,247,1542
95KK05W1,1650,124,1526
95KK06W1,1231,191,1040
95KK07W1,1218,88,1130
95KK08W1,1560,211,1349
95KK09W1,1357,269,1088
95KK10W1,1283,88,1195
95KK11W1,1485,273,1212
95KK12W1,1441,155,1286
95KK13W1,1058,104,954
95KK14W1,1279,150,1129
95KK15W1,1807,149,1658
95KK16W1,1364,181,1183
95LL01S1,1513,113,1400
95LL01S2,1501,110,1391
95LL02S1,1008,130,878
95LL02S2,944,296,648
95LL03W1,1459,369,1090
95LL04W1,1809,233,1576
95LL05S1,1466,131,1335
95LL05S2,1094,122,972
95LL06S1,986,166,820
95LL06S2,1018,194,824
95LL07W1,1196,324,872
95LL08S1,1027,197,830
95LL08S2,1121,296,825
95LL09S1,915,257,658
95LL09S2,917,257,660
95LL10S1,1927,155,1772
95LL10S2,1504,110,1394
95LL11S1,960,104,856
95LL11S2,1499,147,1352
95LL12S1,1813,330,1483
95LL12S2,763,145,618
95LL13S1,890,152,738
95LL13S2,827,198,629
95LL14S1,799,122,677
95LL14S2,859,98,761
95LL15S1,843,183,660
95LL15S2,975,138,837
95LL16S1,1663,204,1459
95LL16S2,2184,287,1897
95LL17W1,1507,240,1267
95LL18S1,1102,150,952
95LL18S2,853,74,779
95LL19S1,1376,138,1238
95LL19S2,1782,205,1577
95LL20W1,1491,244,1247
95LL21W1,2348,429,1919
95LL22W1,2351,453,1898
95LL23W1,1287,284,1003
95LL24S1,1283,114,1169
95LL24S2,1035,121,914
95LL25S1,1592,207,1385
95LL25S2,1240,125,1115
95LL26S1,1074,338,736
95LL26S2,1381,132,1249
95MM01S1,920,226,694
95MM01S2,1102,190,912
95MM01S3,1079,165,914
95MM02S1,935,99,836
95MM02S2,1102,64,1038
95MM03W1,2112,193,1919
95MM04W1,1368,257,1111
95MM05W1,1511,452,1059
95MM06S1,838,143,695
95MM06S2,722,178,544
95MM07W1,1552,427,1125
95MM08S1,787,225,562
95MM08S2,1002,132,870
95MM09S1,948,159,789
95MM09S2,1183,109,1074
95MM10S1,843,234,609
95MM10S2,861,189,672
95MM11W1,1378,341,1037
95MM12S1,1237,208,1029
95MM12S2,802,258,544
95MM12S3,1539,306,1233
95MM13S1,745,67,678
95MM13S2,770,247,523
95MM13S3,948,231,717
95MM13S4,1405,260,1145
95MM13S5,1366,144,1222
95MM14S1,416,101,315
95MM14S2,1041,340,701
95MM15S1,1038,122,916
95MM15S2,1585,213,1372
95MM16S1,1471,325,1146
95MM16S2,2044,277,1767
95MM17S1,1333,111,1222
95MM17S2,1172,260,912
95MM18S1,1411,171,1240
95MM18S2,1799,260,1539
95MM19S1,1039,142,897
95MM19S2,1013,256,757
95MM20S1,929,189,740
95MM20S2,1044,175,869
95MM21S1,1032,160,872
95MM21S2,1116,109,1007
95MM22S1,702,119,583
95MM22S2,752,71,681
95MM23W1,1707,375,1332
95MM24W1,1467,290,1177
95MM25S1,808,232,576
95MM25S2,863,245,618
95MM25S3,905,248,657
95MM25S4,1263,227,1036
95MM26S1,1154,194,960
95MM26S2,959,74,885
95MM27S1,1435,548,887
95MM27S2,890,197,693
95MM28W1,1542,502,1040
95MM29W1,2205,610,1595
95MM30W1,1298,314,984
95NN01S1,893,171,722
95NN01S2,1033,149,884
95NN02W1,1354,173,1181
95NN03S1,813,122,691
95NN03S2,872,133,739
95NN04W1,1710,453,1257
95NN05W1,1507,353,1154
95NN06S1,668,135,533
95NN06S2,1405,198,1207
95NN07S1,1084,181,903
95NN07S2,932,202,730
95NN08S1,959,93,866
95NN08S2,1069,110,959
95NN09S1,1044,81,963
95NN09S2,783,82,701
95NN10S1,826,157,669
