GeographyCode,QS212NI0001,QS212NI0002,QS212NI0003,QS212NI0004,QS212NI0005,QS212NI0006
95AA01S1,1003,40,18,11,12,45
95AA01S2,1764,196,155,124,111,222
95AA01S3,1435,58,32,27,23,62
95AA02W1,1683,90,57,44,40,99
95AA03W1,1736,53,30,25,22,60
95AA04W1,2922,170,112,96,84,187
95AA05W1,2586,362,247,203,180,423
95AA06S1,1860,324,227,166,148,365
95AA06S2,2561,414,290,233,201,470
95AA07W1,2070,51,23,22,14,59
95AA08W1,1616,92,46,39,31,104
95AA09W1,2105,69,34,22,22,76
95AA10W1,1884,82,50,41,37,93
95AA11S1,2685,116,63,51,46,134
95AA11S2,2424,150,83,72,61,167
95AA12W1,2690,38,17,15,10,41
95AA13S1,1660,200,117,100,90,221
95AA13S2,1487,190,126,104,97,217
95AA14W1,2275,186,107,84,71,209
95AA15S1,2474,132,72,55,44,146
95AA15S2,1432,72,49,42,27,88
95AA16W1,1722,49,21,17,11,54
95AA17W1,2044,100,52,47,39,117
95AA18W1,2369,67,38,34,28,78
95AA19W1,2555,459,277,231,197,546
95BB01S1,1521,47,24,23,15,54
95BB01S2,1964,53,28,18,14,58
95BB02W1,2280,80,24,17,14,83
95BB03S1,1942,31,20,19,16,34
95BB03S2,2116,53,22,23,16,56
95BB04S1,1396,22,12,10,8,27
95BB04S2,1563,31,8,4,3,32
95BB05S1,1454,25,12,10,8,28
95BB05S2,1847,36,14,9,7,37
95BB06W1,2778,88,41,35,24,95
95BB07S1,1592,38,12,9,6,43
95BB07S2,1258,16,5,3,3,16
95BB08S1,1275,43,20,18,15,45
95BB08S2,1233,17,11,12,12,24
95BB09S1,1282,16,8,10,7,19
95BB09S2,1568,15,6,7,5,16
95BB10S1,1651,51,30,25,23,58
95BB10S2,1591,39,24,20,15,44
95BB11S1,1356,19,2,5,4,20
95BB11S2,1512,29,23,22,19,35
95BB12S1,1370,31,10,10,8,33
95BB12S2,1281,28,15,12,10,31
95BB13S1,1350,24,9,8,8,28
95BB13S2,1413,21,12,9,10,27
95BB13S3,1508,13,4,4,2,15
95BB14S1,1479,22,17,12,12,26
95BB14S2,1557,31,18,17,17,37
95BB15S1,1924,147,91,78,72,174
95BB15S2,1434,122,63,56,48,133
95BB16S1,1497,19,11,12,10,22
95BB16S2,1555,30,14,13,6,35
95BB17S1,1707,33,19,18,18,36
95BB17S2,1699,41,20,16,15,43
95BB18S1,1619,20,12,8,8,23
95BB18S2,2475,40,24,25,19,47
95BB19S1,1548,22,12,9,9,23
95BB19S2,1711,11,5,5,3,14
95BB19S3,1344,27,9,7,4,31
95BB20S1,1820,224,129,114,97,261
95BB20S2,1477,134,88,74,72,166
95BB21S1,2280,37,24,21,18,42
95BB21S2,2234,103,61,58,56,122
95BB22S1,1498,26,16,19,16,30
95BB22S2,1413,36,26,26,26,39
95BB23S1,1499,38,18,17,14,40
95BB23S2,1442,19,17,11,12,26
95CC01W1,2462,478,323,284,254,549
95CC02W1,2613,501,354,302,266,581
95CC03W1,2649,500,327,293,254,577
95CC04W1,2348,444,269,241,201,500
95CC05W1,2655,420,275,230,202,476
95CC06S1,1397,244,148,140,114,276
95CC06S2,1251,159,91,86,73,173
95CC07W1,3309,606,388,323,284,698
95CC08W1,2446,522,363,301,266,623
95CC09S1,1439,57,31,28,22,62
95CC09S2,1781,27,14,13,12,27
95CC10W1,2505,148,100,84,75,170
95CC11W1,1732,296,163,126,111,344
95CC12W1,2650,325,207,181,161,368
95CC13W1,2365,341,194,175,150,379
95CC14W1,2892,100,69,58,49,125
95CC15W1,2781,266,186,150,120,305
95CC16W1,2715,93,39,35,33,102
95CC17W1,2609,464,294,261,228,527
95CC18W1,2270,286,176,164,136,330
95CC19W1,2599,212,144,131,111,240
95CC20S1,1239,20,12,14,12,24
95CC20S2,1618,34,25,23,23,39
95CC21W1,2791,91,58,55,48,111
95CC22W1,1676,95,66,63,57,110
95DD01W1,2053,57,27,19,20,64
95DD02S1,1398,15,4,4,4,15
95DD02S2,2322,51,27,23,18,58
95DD03W1,3354,120,63,57,44,142
95DD04W1,1836,34,14,13,11,36
95DD05W1,1665,51,15,17,18,61
95DD06W1,2537,91,47,41,29,101
95DD07S1,1519,39,12,13,6,45
95DD07S2,1695,23,13,11,6,26
95DD08W1,2051,163,90,70,54,178
95DD09W1,2506,42,27,21,16,50
95DD10W1,2710,45,26,23,20,49
95DD11W1,2215,160,82,65,56,183
95DD12W1,2506,103,63,49,43,111
95DD13W1,1709,133,91,77,55,157
95DD14S1,1541,32,19,18,17,34
95DD14S2,1636,31,16,12,9,36
95DD15W1,3295,390,238,192,159,446
95DD16W1,2892,93,38,29,26,99
95DD17W1,3317,281,162,124,107,330
95DD18W1,1822,38,18,15,11,43
95DD19S1,1791,26,12,9,9,28
95DD19S2,1422,34,21,18,13,40
95DD20W1,1688,47,23,15,15,51
95DD21W1,2055,123,82,59,48,148
95DD22S1,1507,113,71,53,46,135
95DD22S2,1505,129,63,56,44,139
95DD23W1,2438,61,27,33,25,70
95DD24W1,2616,342,196,161,142,386
95EE01W1,1821,283,188,132,122,337
95EE02W1,2004,58,37,27,23,60
95EE03W1,1924,55,21,17,12,61
95EE04W1,1923,127,89,71,63,158
95EE05W1,1454,36,20,22,13,40
95EE06W1,2178,359,241,186,178,427
95EE07W1,1723,59,39,34,31,68
95EE08W1,1678,44,28,22,22,51
95EE09W1,1818,177,125,103,87,205
95EE10W1,1706,243,191,134,123,287
95EE11W1,1615,131,85,67,62,157
95EE12W1,2376,89,39,23,15,104
95EE13W1,1472,68,43,35,30,78
95EE14W1,2565,89,35,28,25,96
95EE15W1,1651,42,18,16,15,50
95EE16W1,2029,131,91,75,69,147
95FF01S1,2026,112,72,59,52,118
95FF01S2,2540,194,122,108,88,219
95FF02W1,2659,269,157,115,104,307
95FF03W1,2850,158,90,78,69,178
95FF04W1,2512,205,122,112,87,239
95FF05W1,2442,83,45,42,30,93
95FF06S1,1939,56,28,21,16,62
95FF06S2,1979,43,19,19,15,47
95FF07W1,2616,213,133,120,107,246
95FF08W1,2277,103,73,69,57,120
95FF09W1,2421,130,81,72,65,155
95FF10W1,3297,89,67,58,56,97
95FF11W1,2466,120,82,76,65,139
95FF12W1,2614,258,145,125,118,301
95FF13W1,2583,166,106,94,80,191
95FF14W1,2362,64,32,28,21,66
95FF15W1,2593,215,133,105,92,229
95FF16W1,2279,107,59,58,46,125
95FF17W1,1657,81,52,39,34,95
95GG01S1,1717,354,310,209,199,441
95GG01S2,1487,361,247,193,173,406
95GG01S3,1567,387,290,205,185,451
95GG02S1,1658,324,244,177,173,388
95GG02S2,1896,308,265,184,166,396
95GG02S3,2115,423,315,245,233,489
95GG03S1,1917,69,31,33,27,75
95GG03S2,1777,76,44,52,42,85
95GG03S3,2020,89,60,43,37,104
95GG04S1,1629,255,183,143,126,304
95GG04S2,1475,259,188,141,128,287
95GG04S3,1558,69,35,28,24,74
95GG05S1,1747,351,219,202,172,385
95GG05S2,1922,303,198,185,162,335
95GG05S3,2023,269,173,147,131,302
95GG06S1,1830,36,21,13,10,43
95GG06S2,1714,64,37,28,30,70
95GG06S3,1847,48,29,22,21,52
95GG07S1,1776,330,245,174,157,388
95GG07S2,1805,354,272,221,201,416
95GG07S3,1642,402,329,257,237,482
95GG08S1,1332,217,141,107,93,250
95GG08S2,1641,184,150,113,93,216
95GG08S3,1682,194,138,103,91,228
95GG09S1,2064,42,31,32,31,52
95GG09S2,1833,48,23,20,16,52
95GG09S3,2007,37,17,16,12,42
95GG10S1,1773,66,38,35,23,72
95GG10S2,2084,55,33,27,25,65
95GG11S1,1808,67,37,31,20,74
95GG11S2,1630,43,28,32,25,47
95GG11S3,1786,89,57,54,44,103
95GG12S1,1536,262,165,164,138,300
95GG12S2,1927,424,282,262,231,482
95GG12S3,1459,325,229,207,189,353
95GG12S4,1680,341,237,225,204,389
95GG12S5,2133,407,319,257,240,475
95GG13S1,1276,69,42,34,28,77
95GG13S2,1682,288,194,151,140,327
95GG13S3,1569,93,54,53,44,106
95GG14S1,1564,183,125,100,94,210
95GG14S2,1543,313,215,185,169,353
95GG14S3,1546,188,126,108,97,216
95GG15S1,1898,82,50,40,33,86
95GG15S2,1965,53,26,22,22,66
95GG15S3,1852,29,17,23,11,43
95GG16S1,1899,377,288,226,196,459
95GG16S2,1892,405,272,232,215,460
95GG16S3,1419,235,159,128,113,270
95GG17S1,1913,418,312,247,223,478
95GG17S2,1553,315,215,178,170,353
95GG17S3,1619,147,87,74,64,166
95GG18S1,2419,486,345,269,247,556
95GG18S2,2301,474,339,271,241,533
95GG19S1,1952,65,30,31,28,71
95GG19S2,2434,96,55,47,44,106
95GG20S1,2678,201,111,102,88,220
95GG20S2,1981,127,89,72,62,138
95GG21S1,1451,234,160,128,119,259
95GG21S2,1653,212,158,111,96,262
95GG21S3,1849,297,205,156,139,347
95GG22S1,1614,458,367,276,256,523
95GG22S2,1874,462,295,222,211,506
95GG22S3,1659,429,278,203,186,482
95GG23S1,1366,115,69,62,48,126
95GG23S2,1523,303,199,163,147,329
95GG23S3,1524,128,89,77,63,142
95GG24S1,1349,170,115,90,76,196
95GG24S2,1489,46,33,31,25,57
95GG24S3,1545,221,136,121,106,235
95GG25S1,2070,491,344,276,251,557
95GG25S2,1783,434,312,289,256,490
95GG25S3,1513,456,379,315,287,513
95GG26S1,1900,50,36,35,33,66
95GG26S2,1687,132,89,64,63,148
95GG27S1,1484,388,282,221,200,440
95GG27S2,1543,289,221,183,162,337
95GG27S3,1639,375,266,203,186,419
95GG27S4,1564,320,240,183,170,367
95GG28S1,2042,40,27,25,21,43
95GG28S2,1677,72,46,34,33,86
95GG28S3,1676,52,41,33,29,63
95GG29S1,2140,89,50,45,38,99
95GG29S2,2599,90,58,43,41,101
95GG30S1,1535,40,26,22,20,48
95GG30S2,1622,65,39,35,28,75
95GG30S3,1497,21,16,14,13,25
95GG31S1,2138,486,322,273,240,538
95GG31S2,1970,327,257,174,164,382
95GG31S3,2189,463,331,253,230,537
95GG32S1,3017,436,335,271,251,499
95GG32S2,1488,72,43,38,35,83
95GG32S3,1567,139,102,77,69,165
95GG33S1,1913,255,161,147,129,292
95GG33S2,1602,203,136,121,101,247
95GG33S3,1902,252,158,144,109,305
95GG34S1,1390,50,32,29,24,58
95GG34S2,1554,430,335,277,253,495
95GG34S3,1797,287,184,167,132,329
95GG35S1,1894,265,196,161,144,302
95GG35S2,1423,256,174,123,109,303
95GG35S3,1412,228,142,107,93,263
95GG36S1,1712,82,58,43,39,90
95GG36S2,1834,62,30,30,22,74
95GG36S3,1824,50,29,29,24,57
95GG37S1,2019,259,174,164,134,298
95GG37S2,1753,150,84,82,65,168
95GG37S3,2052,235,157,139,119,271
95GG38S1,2976,504,337,319,272,554
95GG38S2,1808,276,157,146,121,306
95GG38S3,1517,209,138,123,104,245
95GG39S1,2300,313,197,157,137,359
95GG39S2,2631,214,141,128,118,241
95GG39S3,2021,136,75,74,64,154
95GG40S1,1625,49,33,28,27,52
95GG40S2,2029,42,29,26,27,52
95GG41S1,1878,43,30,30,26,47
95GG41S2,1482,44,23,15,9,51
95GG41S3,2022,64,41,40,35,81
95GG42S1,1782,205,137,132,110,238
95GG42S2,1765,328,230,219,193,363
95GG42S3,2209,319,226,212,188,350
95GG42S4,2175,331,190,168,142,367
95GG43S1,1418,44,30,28,30,51
95GG43S2,1606,41,21,18,14,45
95GG43S3,1635,52,37,32,25,56
95GG44S1,2740,85,51,36,33,95
95GG44S2,2598,128,66,57,46,139
95GG45S1,1625,169,103,99,85,185
95GG45S2,1484,53,39,34,26,60
95GG45S3,1549,100,58,58,44,123
95GG46S1,1657,379,283,228,207,449
95GG46S2,1777,344,258,202,191,407
95GG46S3,1615,271,208,168,159,327
95GG47S1,2222,374,307,242,225,463
95GG47S2,1647,272,189,162,153,307
95GG47S3,1719,321,217,173,152,369
95GG48S1,1535,271,193,146,136,318
95GG48S2,2297,430,327,258,239,486
95GG48S3,1600,305,260,198,189,366
95GG49S1,1633,251,155,152,120,269
95GG49S2,2227,333,210,204,180,370
95GG49S3,2087,236,140,130,109,260
95GG49S4,2027,241,144,135,116,264
95GG50S1,1433,82,43,42,30,94
95GG50S2,1964,87,41,37,34,96
95GG50S3,1822,121,72,65,59,127
95GG51S1,1288,18,16,15,12,25
95GG51S2,1335,27,20,21,16,31
95GG51S3,1275,28,20,13,12,31
95HH01W1,1983,50,25,28,19,63
95HH02S1,1314,14,10,9,5,21
95HH02S2,1547,8,2,1,1,9
95HH03W1,1625,51,31,28,22,54
95HH04S1,1661,29,16,12,10,32
95HH04S2,1328,19,15,16,14,21
95HH05W1,2051,41,27,24,21,50
95HH06S1,2149,23,14,11,11,25
95HH06S2,2453,44,18,15,14,47
95HH07W1,1438,27,14,13,8,28
95HH08W1,2530,85,44,50,38,99
95HH09W1,2541,71,42,35,32,78
95HH10W1,2407,46,26,21,16,52
95HH11W1,1358,22,11,5,5,24
95HH12W1,1503,26,12,11,10,26
95HH13W1,1340,33,6,5,5,33
95HH14W1,1481,26,13,13,11,29
95HH15W1,2551,38,22,25,19,42
95HH16W1,2093,65,28,24,20,73
95HH17W1,2386,26,21,16,10,35
95II01S1,1502,21,9,8,6,23
95II01S2,1505,24,10,9,8,26
95II02S1,1720,172,113,104,83,192
95II02S2,1642,98,60,53,45,109
95II02S3,1438,53,38,33,27,66
95II03S1,1676,164,87,83,74,184
95II03S2,1704,123,73,68,46,138
95II04S1,2264,40,24,21,22,44
95II04S2,1879,28,16,13,13,29
95II05S1,1598,201,147,121,115,236
95II05S2,1831,115,80,63,55,134
95II06S1,1459,114,71,59,47,133
95II06S2,1766,151,92,65,56,169
95II07W1,1999,57,34,31,27,66
95II08W1,2322,62,27,27,18,65
95II09S1,1885,34,22,16,16,39
95II09S2,1353,17,12,9,8,19
95II10W1,2501,58,28,22,19,65
95II11W1,2470,230,159,143,131,260
95II12W1,2435,46,36,33,26,55
95II13W1,2578,65,36,40,33,72
