GeographyCode,QS106NI0001,QS106NI0002,QS106NI0003
95AA01S1,6,1,5
95AA01S2,30,16,14
95AA01S3,23,9,14
95AA02W1,7,3,4
95AA03W1,7,2,5
95AA04W1,32,11,21
95AA05W1,36,17,19
95AA06S1,10,5,5
95AA06S2,14,4,10
95AA07W1,22,8,14
95AA08W1,9,2,7
95AA09W1,23,11,12
95AA10W1,15,4,11
95AA11S1,19,11,8
95AA11S2,9,5,4
95AA12W1,52,19,33
95AA13S1,28,15,13
95AA13S2,13,11,2
95AA14W1,25,8,17
95AA15S1,22,10,12
95AA15S2,6,2,4
95AA16W1,8,4,4
95AA17W1,9,6,3
95AA18W1,33,17,16
95AA19W1,46,21,25
95BB01S1,23,15,8
95BB01S2,13,5,8
95BB02W1,21,13,8
95BB03S1,11,6,5
95BB03S2,15,4,11
95BB04S1,23,11,12
95BB04S2,18,8,10
95BB05S1,17,8,9
95BB05S2,10,6,4
95BB06W1,7,3,4
95BB07S1,14,6,8
95BB07S2,10,4,6
95BB08S1,7,1,6
95BB08S2,3,2,1
95BB09S1,28,12,16
95BB09S2,22,12,10
95BB10S1,13,6,7
95BB10S2,31,11,20
95BB11S1,10,5,5
95BB11S2,16,10,6
95BB12S1,1,0,1
95BB12S2,18,8,10
95BB13S1,18,7,11
95BB13S2,4,0,4
95BB13S3,16,4,12
95BB14S1,19,8,11
95BB14S2,22,10,12
95BB15S1,32,19,13
95BB15S2,16,11,5
95BB16S1,22,11,11
95BB16S2,25,12,13
95BB17S1,12,7,5
95BB17S2,24,9,15
95BB18S1,6,3,3
95BB18S2,23,12,11
95BB19S1,10,5,5
95BB19S2,18,8,10
95BB19S3,15,8,7
95BB20S1,27,12,15
95BB20S2,13,4,9
95BB21S1,16,6,10
95BB21S2,18,6,12
95BB22S1,10,3,7
95BB22S2,6,2,4
95BB23S1,26,12,14
95BB23S2,21,13,8
95CC01W1,34,20,14
95CC02W1,54,24,30
95CC03W1,29,14,15
95CC04W1,56,22,34
95CC05W1,44,21,23
95CC06S1,40,20,20
95CC06S2,22,9,13
95CC07W1,60,23,37
95CC08W1,45,23,22
95CC09S1,33,12,21
95CC09S2,30,13,17
95CC10W1,38,24,14
95CC11W1,19,7,12
95CC12W1,37,14,23
95CC13W1,46,21,25
95CC14W1,33,21,12
95CC15W1,56,26,30
95CC16W1,22,7,15
95CC17W1,59,22,37
95CC18W1,51,22,29
95CC19W1,44,23,21
95CC20S1,28,11,17
95CC20S2,22,7,15
95CC21W1,21,11,10
95CC22W1,26,9,17
95DD01W1,50,28,22
95DD02S1,11,6,5
95DD02S2,13,4,9
95DD03W1,49,20,29
95DD04W1,1,0,1
95DD05W1,4,2,2
95DD06W1,45,22,23
95DD07S1,26,10,16
95DD07S2,16,8,8
95DD08W1,14,7,7
95DD09W1,47,21,26
95DD10W1,17,5,12
95DD11W1,13,6,7
95DD12W1,31,13,18
95DD13W1,17,9,8
95DD14S1,13,7,6
95DD14S2,48,26,22
95DD15W1,44,20,24
95DD16W1,48,22,26
95DD17W1,50,21,29
95DD18W1,7,4,3
95DD19S1,7,3,4
95DD19S2,21,10,11
95DD20W1,7,3,4
95DD21W1,20,13,7
95DD22S1,14,4,10
95DD22S2,12,7,5
95DD23W1,37,20,17
95DD24W1,38,20,18
95EE01W1,21,9,12
95EE02W1,18,4,14
95EE03W1,19,9,10
95EE04W1,12,5,7
95EE05W1,24,11,13
95EE06W1,25,12,13
95EE07W1,14,7,7
95EE08W1,31,11,20
95EE09W1,27,10,17
95EE10W1,11,4,7
95EE11W1,36,11,25
95EE12W1,13,4,9
95EE13W1,21,8,13
95EE14W1,37,15,22
95EE15W1,18,5,13
95EE16W1,47,27,20
95FF01S1,39,15,24
95FF01S2,42,29,13
95FF02W1,34,9,25
95FF03W1,28,12,16
95FF04W1,50,23,27
95FF05W1,27,9,18
95FF06S1,13,6,7
95FF06S2,39,24,15
95FF07W1,16,9,7
95FF08W1,29,18,11
95FF09W1,30,14,16
95FF10W1,47,19,28
95FF11W1,21,6,15
95FF12W1,35,11,24
95FF13W1,45,26,19
95FF14W1,46,18,28
95FF15W1,17,8,9
95FF16W1,40,18,22
95FF17W1,14,7,7
95GG01S1,8,4,4
95GG01S2,12,8,4
95GG01S3,7,3,4
95GG02S1,2,1,1
95GG02S2,2,1,1
95GG02S3,3,3,0
95GG03S1,37,14,23
95GG03S2,33,12,21
95GG03S3,10,4,6
95GG04S1,2,0,2
95GG04S2,3,1,2
95GG04S3,0,0,0
95GG05S1,8,4,4
95GG05S2,4,4,0
95GG05S3,2,2,0
95GG06S1,6,3,3
95GG06S2,3,3,0
95GG06S3,12,5,7
95GG07S1,6,4,2
95GG07S2,6,2,4
95GG07S3,9,5,4
95GG08S1,18,9,9
95GG08S2,4,1,3
95GG08S3,12,5,7
95GG09S1,44,21,23
95GG09S2,24,12,12
95GG09S3,9,6,3
95GG10S1,6,2,4
95GG10S2,7,2,5
95GG11S1,7,2,5
95GG11S2,20,9,11
95GG11S3,5,2,3
95GG12S1,20,9,11
95GG12S2,13,9,4
95GG12S3,23,7,16
95GG12S4,14,8,6
95GG12S5,7,2,5
95GG13S1,4,3,1
95GG13S2,28,13,15
95GG13S3,17,7,10
95GG14S1,17,9,8
95GG14S2,39,17,22
95GG14S3,18,10,8
95GG15S1,43,29,14
95GG15S2,31,15,16
95GG15S3,14,6,8
95GG16S1,9,3,6
95GG16S2,19,7,12
95GG16S3,14,8,6
95GG17S1,9,5,4
95GG17S2,13,6,7
95GG17S3,6,3,3
95GG18S1,9,7,2
95GG18S2,5,2,3
95GG19S1,2,0,2
95GG19S2,3,2,1
95GG20S1,2,1,1
95GG20S2,2,0,2
95GG21S1,1,0,1
95GG21S2,1,0,1
95GG21S3,0,0,0
95GG22S1,14,9,5
95GG22S2,12,4,8
95GG22S3,10,6,4
95GG23S1,21,10,11
95GG23S2,33,17,16
95GG23S3,15,7,8
95GG24S1,10,4,6
95GG24S2,7,4,3
95GG24S3,22,9,13
95GG25S1,15,3,12
95GG25S2,3,3,0
95GG25S3,2,1,1
95GG26S1,3,1,2
95GG26S2,5,3,2
95GG27S1,11,5,6
95GG27S2,6,3,3
95GG27S3,10,8,2
95GG27S4,3,2,1
95GG28S1,11,4,7
95GG28S2,8,4,4
95GG28S3,6,0,6
95GG29S1,3,3,0
95GG29S2,10,6,4
95GG30S1,13,7,6
95GG30S2,23,16,7
95GG30S3,10,1,9
95GG31S1,28,12,16
95GG31S2,13,6,7
95GG31S3,11,3,8
95GG32S1,14,7,7
95GG32S2,0,0,0
95GG32S3,9,4,5
95GG33S1,63,29,34
95GG33S2,62,32,30
95GG33S3,61,33,28
95GG34S1,13,8,5
95GG34S2,11,9,2
95GG34S3,19,10,9
95GG35S1,3,2,1
95GG35S2,2,0,2
95GG35S3,2,1,1
95GG36S1,7,5,2
95GG36S2,10,4,6
95GG36S3,14,8,6
95GG37S1,48,23,25
95GG37S2,10,3,7
95GG37S3,10,6,4
95GG38S1,45,22,23
95GG38S2,17,9,8
95GG38S3,26,12,14
95GG39S1,12,8,4
95GG39S2,10,7,3
95GG39S3,1,0,1
95GG40S1,2,1,1
95GG40S2,3,1,2
95GG41S1,47,25,22
95GG41S2,29,13,16
95GG41S3,34,22,12
95GG42S1,64,29,35
95GG42S2,34,16,18
95GG42S3,33,13,20
95GG42S4,41,24,17
95GG43S1,6,2,4
95GG43S2,1,1,0
95GG43S3,3,1,2
95GG44S1,4,1,3
95GG44S2,0,0,0
95GG45S1,61,33,28
95GG45S2,0,0,0
95GG45S3,11,4,7
95GG46S1,2,1,1
95GG46S2,1,0,1
95GG46S3,8,5,3
95GG47S1,9,5,4
95GG47S2,9,6,3
95GG47S3,4,4,0
95GG48S1,9,5,4
95GG48S2,6,4,2
95GG48S3,2,1,1
95GG49S1,23,14,9
95GG49S2,23,11,12
95GG49S3,12,7,5
95GG49S4,18,9,9
95GG50S1,4,1,3
95GG50S2,2,1,1
95GG50S3,5,3,2
95GG51S1,3,1,2
95GG51S2,5,3,2
95GG51S3,2,2,0
95HH01W1,23,9,14
95HH02S1,15,7,8
95HH02S2,12,4,8
95HH03W1,17,6,11
95HH04S1,25,12,13
95HH04S2,28,9,19
95HH05W1,1,0,1
95HH06S1,20,10,10
95HH06S2,21,11,10
95HH07W1,11,5,6
95HH08W1,26,8,18
95HH09W1,11,6,5
95HH10W1,37,15,22
