GeographyCode,QS101NI0001,QS101NI0002,QS101NI0003
95AA01S1,1113,982,131
95AA01S2,1829,1814,15
95AA01S3,1502,1494,8
95AA02W1,1734,1734,0
95AA03W1,1822,1822,0
95AA04W1,3013,3002,11
95AA05W1,2701,2654,47
95AA06S1,1953,1953,0
95AA06S2,2694,2651,43
95AA07W1,2140,2119,21
95AA08W1,1698,1676,22
95AA09W1,2220,2143,77
95AA10W1,1953,1953,0
95AA11S1,2800,2698,102
95AA11S2,2564,2431,133
95AA12W1,2775,2775,0
95AA13S1,1745,1707,38
95AA13S2,1562,1561,1
95AA14W1,2349,2302,47
95AA15S1,2641,2630,11
95AA15S2,1545,1472,73
95AA16W1,1807,1807,0
95AA17W1,2142,2142,0
95AA18W1,2439,2373,66
95AA19W1,2687,2645,42
95BB01S1,1574,1574,0
95BB01S2,2035,2035,0
95BB02W1,2347,2334,13
95BB03S1,2026,2026,0
95BB03S2,2193,2191,2
95BB04S1,1438,1399,39
95BB04S2,1610,1610,0
95BB05S1,1490,1490,0
95BB05S2,1911,1911,0
95BB06W1,2870,2870,0
95BB07S1,1658,1601,57
95BB07S2,1295,1295,0
95BB08S1,1331,1331,0
95BB08S2,1294,1294,0
95BB09S1,1325,1291,34
95BB09S2,1618,1618,0
95BB10S1,1690,1663,27
95BB10S2,1637,1615,22
95BB11S1,1408,1408,0
95BB11S2,1547,1495,52
95BB12S1,1440,1440,0
95BB12S2,1336,1336,0
95BB13S1,1392,1392,0
95BB13S2,1472,1466,6
95BB13S3,1580,1580,0
95BB14S1,1510,1510,0
95BB14S2,1606,1578,28
95BB15S1,2005,2005,0
95BB15S2,1484,1484,0
95BB16S1,1533,1533,0
95BB16S2,1603,1600,3
95BB17S1,1793,1793,0
95BB17S2,1763,1742,21
95BB18S1,1688,1688,0
95BB18S2,2591,2524,67
95BB19S1,1613,1557,56
95BB19S2,1784,1777,7
95BB19S3,1391,1391,0
95BB20S1,1889,1844,45
95BB20S2,1524,1524,0
95BB21S1,2387,2379,8
95BB21S2,2332,2320,12
95BB22S1,1557,1525,32
95BB22S2,1483,1468,15
95BB23S1,1540,1540,0
95BB23S2,1485,1436,49
95CC01W1,2558,2376,182
95CC02W1,2725,2693,32
95CC03W1,2817,2791,26
95CC04W1,2440,2384,56
95CC05W1,2774,2749,25
95CC06S1,1468,1458,10
95CC06S2,1308,1292,16
95CC07W1,3475,3475,0
95CC08W1,2565,2511,54
95CC09S1,1496,1485,11
95CC09S2,1858,1838,20
95CC10W1,2577,2495,82
95CC11W1,1795,1787,8
95CC12W1,2785,2751,34
95CC13W1,2474,2474,0
95CC14W1,3035,3017,18
95CC15W1,2903,2893,10
95CC16W1,2820,2801,19
95CC17W1,2730,2724,6
95CC18W1,2342,2309,33
95CC19W1,2720,2720,0
95CC20S1,1308,1308,0
95CC20S2,1702,1658,44
95CC21W1,2925,2925,0
95CC22W1,1740,1724,16
95DD01W1,2099,2031,68
95DD02S1,1453,1453,0
95DD02S2,2435,2419,16
95DD03W1,3503,3474,29
95DD04W1,1926,1926,0
