GeographyCode,QS220NI0001,QS220NI0002,QS220NI0003,QS220NI0004,QS220NI0005
95AA01S1,310,54,161,8,87
95AA01S2,624,302,299,4,19
95AA01S3,588,120,423,6,39
95AA02W1,839,259,546,4,30
95AA03W1,845,87,699,8,51
95AA04W1,1014,274,697,8,35
95AA05W1,920,532,357,5,26
95AA06S1,710,536,153,3,18
95AA06S2,860,645,198,0,17
95AA07W1,820,121,673,6,20
95AA08W1,699,305,336,5,53
95AA09W1,943,200,657,9,77
95AA10W1,792,335,406,9,42
95AA11S1,1123,401,622,13,87
95AA11S2,870,376,440,10,44
95AA12W1,971,62,873,8,28
95AA13S1,625,426,176,2,21
95AA13S2,614,382,211,3,18
95AA14W1,779,254,503,5,17
95AA15S1,1013,431,499,19,64
95AA15S2,582,263,264,13,42
95AA16W1,832,158,610,6,58
95AA17W1,855,319,466,12,58
95AA18W1,1004,124,821,18,41
95AA19W1,832,736,86,2,8
95BB01S1,548,89,432,7,20
95BB01S2,759,59,652,8,40
95BB02W1,1126,95,951,12,68
95BB03S1,877,25,800,8,44
95BB03S2,899,77,747,14,61
95BB04S1,638,55,528,11,44
95BB04S2,669,38,606,0,25
95BB05S1,564,25,508,8,23
95BB05S2,754,26,678,8,42
95BB06W1,1518,175,1204,32,107
95BB07S1,819,43,713,10,53
95BB07S2,496,12,455,6,23
95BB08S1,589,38,508,13,30
95BB08S2,479,30,422,2,25
95BB09S1,561,21,498,2,40
95BB09S2,692,35,599,3,55
95BB10S1,874,63,729,14,68
95BB10S2,635,37,561,5,32
95BB11S1,621,25,557,6,33
95BB11S2,717,44,629,8,36
95BB12S1,626,81,484,11,50
95BB12S2,504,35,436,7,26
95BB13S1,508,34,422,7,45
95BB13S2,603,52,511,11,29
95BB13S3,576,33,491,5,47
95BB14S1,551,29,481,7,34
95BB14S2,621,35,534,10,42
95BB15S1,706,340,332,6,28
95BB15S2,581,375,185,1,20
95BB16S1,562,28,504,4,26
95BB16S2,614,37,547,4,26
95BB17S1,727,51,612,3,61
95BB17S2,672,38,572,5,57
95BB18S1,726,25,644,10,47
95BB18S2,912,56,797,5,54
95BB19S1,641,55,544,4,38
95BB19S2,599,45,513,3,38
95BB19S3,484,36,416,7,25
95BB20S1,677,494,158,1,24
95BB20S2,613,496,92,4,21
95BB21S1,932,32,853,11,36
95BB21S2,889,171,652,7,59
95BB22S1,596,36,499,3,58
95BB22S2,598,44,507,1,46
95BB23S1,638,65,529,5,39
95BB23S2,523,39,449,10,25
95CC01W1,904,819,68,4,13
95CC02W1,875,606,258,2,9
95CC03W1,1127,953,125,11,38
95CC04W1,790,534,243,2,11
95CC05W1,954,617,317,5,15
95CC06S1,579,328,224,7,20
95CC06S2,517,251,256,1,9
95CC07W1,1108,902,194,3,9
95CC08W1,990,903,65,4,18
95CC09S1,494,57,418,2,17
95CC09S2,696,43,630,6,17
95CC10W1,901,165,708,7,21
95CC11W1,786,716,59,0,11
95CC12W1,890,395,477,5,13
95CC13W1,817,411,395,6,5
95CC14W1,1132,109,982,12,29
95CC15W1,1007,373,605,6,23
95CC16W1,1076,175,871,7,23
95CC17W1,897,598,280,7,12
95CC18W1,937,483,425,9,20
95CC19W1,981,334,620,3,24
95CC20S1,484,18,449,1,16
95CC20S2,643,43,565,7,28
95CC21W1,1167,153,961,5,48
95CC22W1,842,179,626,11,26
95DD01W1,836,123,685,7,21
95DD02S1,599,20,554,5,20
95DD02S2,891,62,803,7,19
95DD03W1,1389,207,1091,21,70
95DD04W1,859,62,749,12,36
95DD05W1,685,35,612,11,27
95DD06W1,944,175,736,7,26
95DD07S1,689,39,616,6,28
95DD07S2,723,35,663,2,23
95DD08W1,1041,382,594,9,56
95DD09W1,929,59,843,3,24
95DD10W1,1180,44,1084,15,37
95DD11W1,955,527,381,4,43
95DD12W1,890,116,739,6,29
95DD13W1,741,399,305,5,32
95DD14S1,626,23,574,7,22
95DD14S2,607,58,529,5,15
95DD15W1,1174,662,484,10,18
95DD16W1,1019,120,857,9,33
95DD17W1,1148,409,703,7,29
95DD18W1,873,70,749,13,41
95DD19S1,732,38,667,3,24
95DD19S2,543,30,491,4,18
95DD20W1,826,61,719,6,40
95DD21W1,891,281,564,9,37
95DD22S1,559,190,356,5,8
95DD22S2,597,190,390,5,12
95DD23W1,881,110,740,8,23
95DD24W1,990,625,326,2,37
95EE01W1,592,528,58,0,6
95EE02W1,790,48,713,3,26
95EE03W1,808,119,646,6,37
95EE04W1,736,257,459,3,17
95EE05W1,577,45,511,3,18
95EE06W1,692,555,131,2,4
95EE07W1,740,124,586,9,21
95EE08W1,711,102,576,8,25
95EE09W1,605,210,376,4,15
95EE10W1,598,338,250,5,5
95EE11W1,551,158,375,5,13
95EE12W1,1059,138,879,6,36
95EE13W1,718,167,516,12,23
95EE14W1,1016,136,838,7,35
95EE15W1,606,114,468,3,21
95EE16W1,709,173,514,8,14
95FF01S1,781,218,532,4,27
95FF01S2,959,312,594,9,44
95FF02W1,923,497,397,2,27
95FF03W1,1169,468,654,7,40
95FF04W1,862,315,520,8,19
95FF05W1,1119,209,853,14,43
95FF06S1,820,127,633,7,53
95FF06S2,720,99,594,7,20
95FF07W1,1154,511,586,7,50
95FF08W1,993,267,687,6,33
95FF09W1,1000,391,567,9,33
95FF10W1,1216,161,998,8,49
95FF11W1,873,249,596,7,21
95FF12W1,1018,524,461,13,20
95FF13W1,977,324,617,6,30
95FF14W1,862,122,706,9,25
95FF15W1,1073,391,647,11,24
95FF16W1,927,189,700,8,30
95FF17W1,857,299,505,10,43
95GG01S1,739,702,34,2,1
95GG01S2,624,597,21,0,6
95GG01S3,641,607,26,3,5
95GG02S1,749,700,41,1,7
95GG02S2,859,784,53,3,19
95GG02S3,960,910,33,2,15
95GG03S1,895,178,637,15,65
95GG03S2,767,125,580,14,48
95GG03S3,1005,130,754,15,106
95GG04S1,801,464,291,17,29
95GG04S2,640,463,162,2,13
95GG04S3,856,100,686,8,62
95GG05S1,845,562,206,20,57
95GG05S2,948,537,301,14,96
95GG05S3,1007,491,363,29,124
95GG06S1,794,40,700,7,47
95GG06S2,833,79,703,10,41
95GG06S3,754,63,643,9,39
95GG07S1,796,713,66,2,15
95GG07S2,788,712,50,6,20
95GG07S3,685,626,44,6,9
95GG08S1,554,409,125,5,15
95GG08S2,810,485,290,8,27
95GG08S3,787,406,326,9,46
95GG09S1,844,62,727,8,47
95GG09S2,808,68,680,5,55
95GG09S3,952,80,798,8,66
95GG10S1,966,126,726,15,99
95GG10S2,1051,117,796,27,111
95GG11S1,987,128,746,12,101
95GG11S2,701,100,548,8,45
95GG11S3,998,161,728,15,94
95GG12S1,558,271,161,31,95
95GG12S2,727,398,224,23,82
95GG12S3,586,353,147,16,70
95GG12S4,719,376,198,37,108
95GG12S5,839,666,101,23,49
95GG13S1,664,105,499,17,43
95GG13S2,665,385,251,13,16
95GG13S3,787,184,555,8,40
95GG14S1,618,286,307,7,18
95GG14S2,582,437,123,7,15
95GG14S3,617,247,345,9,16
95GG15S1,736,100,597,6,33
95GG15S2,890,134,682,10,64
95GG15S3,918,109,753,9,47
95GG16S1,866,680,128,13,45
95GG16S2,777,640,98,5,34
95GG16S3,587,323,211,15,38
95GG17S1,770,684,51,12,23
95GG17S2,623,461,145,2,15
95GG17S3,744,301,408,2,33
95GG18S1,1073,984,66,8,15
95GG18S2,1070,959,84,5,22
95GG19S1,1061,48,965,7,41
95GG19S2,1178,149,967,6,56
95GG20S1,1393,324,902,36,131
95GG20S2,966,152,750,13,51
95GG21S1,639,590,42,1,6
95GG21S2,675,612,54,3,6
95GG21S3,948,789,67,50,42
95GG22S1,733,685,30,8,10
95GG22S2,814,774,29,6,5
95GG22S3,661,635,21,1,4
95GG23S1,566,157,363,16,30
95GG23S2,579,402,154,4,19
95GG23S3,676,230,393,21,32
95GG24S1,612,356,228,12,16
95GG24S2,712,99,561,5,47
95GG24S3,621,310,267,8,36
95GG25S1,868,823,29,7,9
95GG25S2,716,689,20,2,5
95GG25S3,610,582,20,4,4
95GG26S1,848,58,746,6,38
