ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
"QS104NI0001","Count","PERSONS","All usual residents"
"QS104NI0002","Count","PERSONS","Age 0-4 years"
"QS104NI0003","Count","PERSONS","Age 5-9 years"
"QS104NI0004","Count","PERSONS","Age 10-14 years"
"QS104NI0005","Count","PERSONS","Age 15-19 years"
"QS104NI0006","Count","PERSONS","Age 20-24 years"
"QS104NI0007","Count","PERSONS","Age 25-29 years"
"QS104NI0008","Count","PERSONS","Age 30-34 years"
"QS104NI0009","Count","PERSONS","Age 35-39 years"
"QS104NI0010","Count","PERSONS","Age 40-44 years"
"QS104NI0011","Count","PERSONS","Age 45-49 years"
"QS104NI0012","Count","PERSONS","Age 50-54 years"
"QS104NI0013","Count","PERSONS","Age 55-59 years"
"QS104NI0014","Count","PERSONS","Age 60-64 years"
"QS104NI0015","Count","PERSONS","Age 65-69 years"
"QS104NI0016","Count","PERSONS","Age 70-74 years"
"QS104NI0017","Count","PERSONS","Age 75-79 years"
"QS104NI0018","Count","PERSONS","Age 80-84 years"
"QS104NI0019","Count","PERSONS","Age 85-89 years"
"QS104NI0020","Count","PERSONS","Age 90+ years"
