GeographyCode,QS208NI0001,QS208NI0002,QS208NI0003,QS208NI0004,QS208NI0005,QS208NI0006,QS208NI0007,QS208NI0008,QS208NI0009,QS208NI0010,QS208NI0011,QS208NI0012,QS208NI0013,QS208NI0014,QS208NI0015,QS208NI0016,QS208NI0017,QS208NI0018,QS208NI0019,QS208NI0020,QS208NI0021,QS208NI0022,QS208NI0023,QS208NI0024,QS208NI0025,QS208NI0026,QS208NI0027,QS208NI0028,QS208NI0029,QS208NI0030,QS208NI0031,QS208NI0032,QS208NI0033,QS208NI0034,QS208NI0035,QS208NI0036,QS208NI0037,QS208NI0038,QS208NI0039,QS208NI0040,QS208NI0041,QS208NI0042,QS208NI0043,QS208NI0044,QS208NI0045,QS208NI0046,QS208NI0047,QS208NI0048,QS208NI0049,QS208NI0050,QS208NI0051,QS208NI0052,QS208NI0053,QS208NI0054,QS208NI0055,QS208NI0056,QS208NI0057,QS208NI0058,QS208NI0059,QS208NI0060,QS208NI0061,QS208NI0062,QS208NI0063,QS208NI0064,QS208NI0065,QS208NI0066,QS208NI0067,QS208NI0068,QS208NI0069,QS208NI0070,QS208NI0071
95CC12W1,2785,2768,2681,36,15,2627,3,0,60,0,1,26,23,1,0,4,8,0,0,4,6,3,1,0,2,1,0,0,0,0,1,0,1,0,0,0,0,10,1,0,1,0,3,3,0,0,2,0,2,0,0,4,3,0,0,1,0,0,0,4,1,3,0,0,0,2,0,0,0,0,0
95CC13W1,2474,2462,2282,48,8,2225,1,0,139,0,1,40,35,2,7,4,4,0,0,0,18,5,0,0,5,2,0,0,0,0,2,2,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,6,1,5,0,0,0,0,1,1,0,0,0
95CC14W1,3035,3008,2924,108,23,2788,5,0,38,0,2,44,42,12,8,7,10,0,1,0,4,2,2,0,0,8,1,0,0,0,7,1,4,0,1,1,0,6,2,1,0,1,0,0,0,0,1,0,1,0,0,3,1,0,1,0,1,0,0,7,2,5,0,0,0,2,4,4,0,0,0
95CC15W1,2903,2887,2758,69,15,2674,0,0,35,0,1,93,90,1,8,42,18,2,2,1,16,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0,0,0,7,3,3,1,0,0,3,2,1,1,0,0
95CC16W1,2820,2798,2678,91,11,2571,5,0,42,0,5,73,73,7,12,12,35,2,0,0,5,0,0,0,0,7,2,2,0,2,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,6,4,2,0,0,0,3,3,0,3,0,0
95CC17W1,2730,2703,2549,62,9,2478,0,0,105,0,0,49,47,3,10,11,16,0,0,1,6,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,1,0,22,5,17,0,0,0,0,2,2,0,0,0
95CC18W1,2342,2294,2022,93,24,1890,14,1,92,0,0,180,168,6,13,86,47,0,1,2,13,12,1,0,11,6,1,0,0,0,5,1,1,0,2,1,0,30,0,0,0,0,9,2,7,0,15,0,14,1,0,6,2,0,4,0,0,0,0,8,4,4,0,0,0,3,1,1,0,0,0
95CC19W1,2720,2696,2597,72,13,2509,3,0,56,0,2,41,36,3,3,2,21,3,0,1,3,5,0,0,5,3,0,0,0,0,3,2,0,1,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,14,6,6,2,0,0,1,2,2,0,0,0
95CC20S1,1308,1297,1240,54,8,1170,8,0,22,0,1,34,32,2,0,11,6,0,4,1,8,2,0,0,2,2,0,0,0,0,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,4,0,3,1,0,0,0,3,2,1,0,0
95CC20S2,1702,1687,1564,59,17,1484,4,0,17,0,0,106,102,5,5,31,49,2,0,4,6,4,0,0,4,5,1,0,0,0,4,0,1,0,3,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4,2,2,0,0,0,1,2,2,0,0,0
95CC21W1,2925,2902,2789,137,34,2617,1,0,45,0,0,68,61,1,6,3,31,0,11,0,9,7,1,1,5,6,0,1,0,1,4,1,1,0,0,2,1,7,0,0,0,0,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,0,0,3,1,1,1,0
95CC22W1,1740,1697,1493,74,17,1400,2,0,46,0,0,158,152,10,21,64,33,1,0,0,23,6,3,0,3,4,2,0,0,0,1,0,0,0,1,0,1,29,0,0,0,0,16,7,9,0,0,0,0,0,0,12,9,0,2,0,1,0,1,5,2,3,0,0,0,3,2,1,1,0,0
95DD01W1,2099,2054,1934,70,20,1843,1,0,23,0,1,96,96,5,0,5,27,4,24,22,9,0,0,0,0,7,0,1,0,1,6,1,3,1,0,1,0,29,2,2,0,0,7,1,2,4,16,0,15,1,0,4,1,0,1,1,0,1,0,4,0,3,1,0,0,1,4,4,0,0,0
95DD02S1,1453,1429,1420,48,22,1350,0,0,2,0,0,7,4,0,0,0,1,0,0,0,3,3,2,1,0,3,0,0,0,0,3,0,3,0,0,0,0,14,0,0,0,0,4,0,4,0,2,0,0,0,2,8,6,0,1,0,1,0,0,3,1,2,0,0,0,0,4,4,0,0,0
95DD02S2,2435,2412,2379,74,18,2284,3,0,6,0,0,27,26,12,0,0,6,0,5,0,3,1,0,0,1,5,1,0,0,0,4,0,1,0,3,0,0,7,0,0,0,0,4,0,2,2,1,0,1,0,0,2,1,0,0,0,1,0,0,5,2,3,0,0,0,0,6,5,1,0,0
95DD03W1,3503,3433,3190,125,31,3028,6,0,33,0,4,206,204,10,0,9,72,2,18,70,23,2,1,1,0,17,4,0,0,0,13,1,10,0,1,1,0,39,1,0,0,1,11,1,4,6,18,0,9,9,0,9,5,0,0,4,0,0,0,5,2,3,0,0,1,2,6,1,5,0,0
95DD04W1,1926,1914,1879,62,28,1784,5,0,14,0,1,20,18,5,0,0,2,0,3,7,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,5,1,0,0,0,2,0,0,0,0,0
95DD05W1,1739,1717,1695,52,20,1621,2,0,7,0,0,15,15,8,0,0,1,2,0,2,2,0,0,0,0,10,6,0,0,0,4,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,4,1,3,0,0,2,1,3,2,1,0,0
95DD06W1,2588,2563,2416,87,24,2303,2,0,30,0,0,117,116,2,0,0,56,0,30,23,5,1,0,0,1,3,0,0,0,0,3,0,3,0,0,0,0,15,0,0,0,0,12,2,9,1,0,0,0,0,0,3,0,0,0,2,1,0,0,6,3,3,0,0,0,0,1,1,0,0,0
95DD07S1,1596,1572,1533,34,15,1483,1,0,17,0,0,22,20,5,0,0,1,4,1,0,9,2,0,1,1,7,0,0,0,0,7,0,5,0,2,0,0,7,0,0,0,0,3,1,2,0,2,0,2,0,0,2,2,0,0,0,0,0,0,5,3,2,0,0,0,1,4,2,2,0,0
95DD07S2,1767,1748,1727,67,15,1639,6,0,8,0,0,13,11,2,0,0,1,0,0,0,8,2,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,11,11,0,0,0,0,2,3,1,1,1,0
95DD08W1,2126,2065,1642,63,22,1557,0,0,31,0,1,391,389,6,6,3,171,5,79,90,29,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,52,1,1,0,0,13,3,7,3,20,0,15,0,5,18,12,0,6,0,0,0,0,6,4,2,0,0,1,0,2,1,1,0,0
95DD09W1,2590,2566,2525,57,13,2454,1,0,15,0,0,26,26,7,0,0,12,0,0,0,7,0,0,0,0,7,2,1,1,0,4,0,3,1,0,0,0,2,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,7,1,0,0,1,5,3,2,0,0
95DD10W1,2805,2788,2724,57,30,2632,5,0,7,0,0,57,54,4,8,1,17,0,4,10,10,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,1,0,5,0,5,0,0,2,1,0,1,0,0,0,0,5,3,2,0,0,0,0,4,1,3,0,0
95DD11W1,2363,2339,2013,73,19,1916,5,0,27,0,0,299,295,11,8,4,233,2,10,18,9,4,0,1,3,5,3,1,1,0,1,1,0,0,0,0,0,14,0,0,0,0,1,0,1,0,3,0,0,3,0,10,4,0,2,2,0,2,0,4,2,2,0,0,0,0,1,1,0,0,0
95DD12W1,2610,2591,2557,57,15,2484,1,0,26,0,0,8,8,2,0,0,1,0,3,2,0,0,0,0,0,5,1,0,0,0,4,1,2,0,0,1,0,3,1,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,2,0,0,0,0,4,4,0,0,0
95DD13W1,1784,1754,1524,46,14,1461,3,0,27,0,0,203,203,8,1,3,109,0,39,35,8,0,0,0,0,4,0,1,0,1,3,0,2,0,0,1,0,21,0,0,0,0,5,2,3,0,6,0,6,0,0,10,6,0,0,4,0,0,0,4,2,2,0,0,0,0,1,1,0,0,0
95DD14S1,1603,1575,1547,39,17,1489,2,0,5,0,0,23,22,11,0,0,3,1,0,2,5,1,0,0,1,5,0,1,0,1,3,0,2,1,0,0,1,8,0,0,0,0,0,0,0,0,5,0,5,0,0,3,3,0,0,0,0,0,0,12,7,4,1,0,0,0,3,3,0,0,0
95DD14S2,1674,1632,1602,46,34,1521,1,0,13,0,2,15,15,2,0,0,2,0,2,5,4,0,0,0,0,8,0,1,1,0,7,1,2,0,4,0,0,27,2,0,2,0,16,3,13,0,8,0,3,1,4,1,0,0,0,0,0,1,0,2,0,2,0,0,0,0,5,4,1,0,0
95DD15W1,3451,3430,3372,65,38,3267,2,0,36,0,1,21,19,1,0,0,17,0,0,0,1,2,1,1,0,6,2,0,0,0,4,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,11,7,4,0,0,0,1,2,2,0,0,0
95DD16W1,2981,2947,2896,82,22,2791,1,0,31,0,0,20,19,4,1,0,10,0,0,0,4,1,0,0,1,6,0,0,0,0,6,0,5,0,0,1,0,13,0,0,0,0,2,1,0,1,7,4,3,0,0,4,0,0,0,4,0,0,0,11,5,6,0,0,0,0,4,1,3,0,0
95DD17W1,3461,3439,3407,90,26,3288,3,0,24,0,0,8,5,0,1,0,0,1,0,0,3,3,0,1,2,3,1,0,0,0,2,0,2,0,0,0,0,3,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,7,2,0,0,0,6,4,2,0,0
95DD18W1,1885,1846,1757,39,16,1701,1,0,8,0,1,80,79,3,0,1,46,2,10,10,7,1,0,1,0,9,0,7,4,3,2,0,1,0,0,1,0,21,1,0,0,1,0,0,0,0,8,0,2,5,1,12,11,0,0,0,0,1,0,5,2,3,0,0,0,3,1,0,1,0,0
95DD19S1,1904,1892,1850,66,21,1759,4,0,8,0,1,33,32,8,0,0,22,0,1,0,1,1,0,1,0,4,0,1,1,0,3,1,1,1,0,0,0,7,0,0,0,0,2,0,2,0,0,0,0,0,0,5,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
95DD19S2,1460,1446,1427,39,11,1374,3,0,2,0,0,17,16,4,0,0,1,0,1,4,6,1,0,1,0,2,0,1,1,0,1,0,0,0,1,0,0,5,2,1,0,1,0,0,0,0,2,0,0,0,2,1,0,0,0,0,1,0,0,3,3,0,0,0,1,0,3,2,1,0,0
95DD20W1,1746,1741,1680,57,25,1596,2,0,10,0,1,50,46,9,3,0,14,0,4,4,12,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,1,0,0
95DD21W1,2139,2102,1824,83,15,1725,1,0,21,0,0,257,254,8,0,0,121,1,62,48,14,3,0,2,1,7,0,3,1,2,4,0,2,1,1,0,0,20,0,0,0,0,0,0,0,0,8,0,2,6,0,12,10,0,0,0,2,0,0,9,5,4,0,0,0,0,1,1,0,0,0
95DD22S1,1555,1538,1500,21,4,1473,2,0,11,0,0,27,27,0,0,0,16,1,0,8,2,0,0,0,0,2,0,0,0,0,2,1,1,0,0,0,0,7,0,0,0,0,4,4,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,7,4,3,0,0,1,0,0,0,0,0,0
95DD22S2,1581,1567,1536,42,17,1475,2,0,10,0,0,21,19,0,3,3,11,0,0,2,0,2,1,1,0,4,0,0,0,0,4,0,2,1,0,1,0,4,1,0,1,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,4,0,0,0
95DD23W1,2509,2487,2462,57,14,2387,4,0,9,0,0,16,16,1,0,0,0,2,5,2,6,0,0,0,0,9,0,2,1,1,7,1,3,0,1,2,0,4,0,0,0,0,1,1,0,0,2,0,2,0,0,1,0,0,0,0,1,0,0,2,1,1,0,0,0,3,4,2,2,0,0
95DD24W1,2711,2677,2449,92,33,2322,2,0,48,2,0,178,174,3,1,3,121,0,17,26,3,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,8,3,5,0,1,0,1,0,0,7,5,0,2,0,0,0,0,9,2,7,0,0,0,1,8,5,3,0,0
95EE01W1,1895,1892,1863,43,5,1815,0,0,22,0,0,7,7,1,0,0,4,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
95EE02W1,2095,2080,2068,67,21,1979,1,0,6,0,0,6,6,5,0,0,0,0,0,0,1,0,0,0,0,3,0,1,1,0,2,0,1,0,0,1,0,5,2,0,2,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,2,1,0,0,0,2,2,2,0,0,0
95EE03W1,1999,1987,1913,85,22,1804,2,0,12,0,0,62,59,5,9,0,41,2,0,0,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,1,1,0,0,0,0,0
95EE04W1,1993,1981,1950,45,16,1888,1,0,17,0,0,14,12,5,0,0,3,1,0,0,3,2,0,0,2,2,0,1,0,1,1,0,1,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,4,2,2,0,0,0,2,2,2,0,0,0
95EE05W1,1509,1501,1474,59,10,1392,13,0,12,0,0,15,15,1,6,0,1,0,1,0,6,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,1,0,1,0,0
95EE06W1,2278,2269,2178,24,8,2143,3,0,34,0,0,57,56,0,0,6,43,4,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,5,2,3,0,0,0,0,2,2,0,0,0
95EE07W1,1798,1792,1765,42,15,1707,1,0,17,0,1,9,9,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0
95EE08W1,1719,1698,1638,48,17,1572,1,0,19,0,2,39,37,3,0,0,19,0,3,4,8,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,5,2,3,0,8,0,8,0,0,2,0,2,0,0,0,0,0,3,3,0,0,0,0,1,1,1,0,0,0
95EE09W1,1890,1881,1844,40,19,1783,2,0,17,0,0,20,20,0,10,0,5,0,3,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,1,0,0,0,0,1,1,0,0,0
95EE10W1,1797,1784,1673,43,4,1626,0,0,21,0,2,88,81,0,2,0,72,3,0,3,1,7,0,0,7,2,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,6,1,0,1,0,2,2,0,0,0
95EE11W1,1677,1670,1654,44,19,1588,3,0,8,0,1,7,6,2,0,0,3,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,4,2,2,0,0
95EE12W1,2507,2498,2420,115,26,2272,7,0,13,0,2,63,63,6,7,0,47,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,1,4,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
95EE13W1,1529,1508,1463,72,16,1374,1,0,21,0,0,24,23,0,0,0,17,1,4,0,1,1,1,0,0,5,0,1,1,0,4,0,2,0,2,0,0,9,0,0,0,0,6,4,2,0,3,0,3,0,0,0,0,0,0,0,0,0,0,5,0,4,1,0,0,0,2,2,0,0,0
95EE14W1,2684,2666,2613,124,29,2457,3,0,26,0,3,24,20,5,0,0,14,0,0,0,1,4,3,0,1,5,1,1,1,0,3,1,2,0,0,0,0,8,0,0,0,0,2,0,2,0,3,0,3,0,0,3,0,0,2,0,1,0,0,4,2,2,0,0,0,0,1,1,0,0,0
95EE15W1,1728,1720,1704,61,11,1629,3,0,7,0,0,9,8,5,0,0,1,0,0,0,2,1,0,0,1,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,2,2,0,0,0
95EE16W1,2126,2115,2087,79,23,1983,2,0,16,0,2,10,10,0,3,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,3,2,0,0,0,0,5,5,0,0,0
95FF01S1,2129,2085,2022,101,17,1903,1,0,35,0,3,25,24,3,0,3,12,0,1,1,4,1,0,0,1,15,0,0,0,0,15,2,7,1,4,1,0,21,1,1,0,0,8,4,3,1,0,0,0,0,0,12,2,0,0,5,0,5,0,6,2,3,1,0,1,0,1,1,0,0,0
95FF01S2,2667,2618,2488,123,19,2340,6,0,53,0,0,77,69,4,0,6,46,0,0,0,13,8,0,3,5,22,0,0,0,0,22,0,12,2,8,0,0,10,2,1,0,1,1,0,1,0,1,0,0,1,0,5,3,0,0,1,1,0,1,10,4,6,0,0,1,0,6,1,5,0,0
95FF02W1,2817,2801,2731,52,18,2660,1,0,26,0,0,44,42,4,0,1,34,0,0,0,3,2,2,0,0,5,1,0,0,0,4,0,3,0,1,0,0,5,2,0,0,2,1,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,4,0,4,0,0,0,0,2,1,1,0,0
95FF03W1,3006,2972,2871,123,21,2720,7,0,31,0,2,68,65,8,0,2,38,0,7,0,10,3,0,1,2,10,2,0,0,0,8,1,5,0,2,0,0,13,0,0,0,0,2,1,1,0,0,0,0,0,0,11,1,0,0,7,1,2,0,8,4,4,0,0,0,1,2,2,0,0,0
95FF04W1,2629,2610,2567,67,17,2478,5,0,33,0,2,8,7,1,0,4,1,0,0,0,1,1,0,0,1,3,0,2,0,2,1,0,1,0,0,0,0,8,1,0,0,1,0,0,0,0,3,0,3,0,0,4,2,0,0,1,0,1,0,7,3,4,0,0,0,1,0,0,0,0,0
95FF05W1,2563,2523,2408,89,21,2294,4,0,36,0,1,78,77,5,0,33,28,0,5,0,6,1,0,0,1,5,0,0,0,0,5,1,1,1,1,1,0,22,1,0,0,1,3,0,1,2,4,0,4,0,0,14,7,0,3,4,0,0,0,5,2,3,0,0,2,2,4,4,0,0,0
95FF06S1,2036,2009,1918,48,31,1833,6,0,22,0,0,69,66,7,3,22,29,0,0,0,5,3,2,0,1,5,1,0,0,0,4,0,3,0,0,1,0,15,0,0,0,0,3,0,0,3,1,0,1,0,0,11,9,0,0,1,1,0,0,3,1,2,0,0,0,3,1,1,0,0,0
95FF06S2,2080,2051,2010,88,14,1903,4,1,22,0,0,19,17,7,0,2,1,0,1,0,6,2,0,1,1,7,0,0,0,0,7,1,6,0,0,0,0,8,0,0,0,0,3,0,0,3,2,0,2,0,0,3,0,0,0,2,1,0,0,8,5,2,1,0,2,2,2,2,0,0,0
95FF07W1,2769,2725,2631,104,15,2509,3,0,49,0,1,44,43,10,0,0,25,1,3,0,4,1,0,0,1,10,1,0,0,0,9,0,8,0,1,0,0,11,0,0,0,0,9,9,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,11,4,5,2,0,0,0,12,5,7,0,0
95FF08W1,2364,2337,2276,88,20,2163,4,1,32,0,2,27,26,7,0,1,10,0,2,0,6,1,0,0,1,8,0,0,0,0,8,0,6,1,1,0,0,12,1,0,0,1,4,3,0,1,2,1,1,0,0,5,4,0,0,1,0,0,0,2,0,2,0,0,0,0,5,4,1,0,0
95FF09W1,2522,2496,2417,96,25,2292,2,2,36,0,0,43,41,7,10,6,3,0,0,5,10,2,0,0,2,5,1,0,0,0,3,0,2,0,0,1,1,12,0,0,0,0,1,1,0,0,8,3,3,2,0,3,0,0,0,3,0,0,0,5,3,2,0,0,0,0,4,3,1,0,0
95FF10W1,3473,3436,3383,109,12,3260,2,0,22,0,2,29,23,12,0,2,2,2,0,1,4,6,1,1,4,10,2,0,0,0,8,0,5,0,0,3,0,11,1,0,0,1,7,1,5,1,2,0,2,0,0,1,0,0,0,1,0,0,0,9,3,6,0,0,2,0,5,4,1,0,0
95FF11W1,2582,2555,2514,73,20,2416,5,0,25,0,1,15,14,3,0,0,6,1,0,1,3,1,0,0,1,5,4,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,1,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,14,3,11,0,0,0,1,4,3,1,0,0
95FF12W1,2724,2692,2643,88,19,2532,4,0,37,0,0,12,11,0,0,2,2,0,0,0,7,1,1,0,0,2,0,0,0,0,2,0,2,0,0,0,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,4,1,0,1,1,0,1,0,17,8,8,1,0,0,4,4,3,1,0,0
95FF13W1,2708,2684,2614,81,16,2517,0,0,43,0,0,27,26,7,5,0,9,1,0,0,4,1,0,0,1,7,0,0,0,0,7,0,5,0,2,0,0,6,2,1,0,1,1,0,1,0,3,0,0,2,1,0,0,0,0,0,0,0,0,11,6,4,1,0,0,0,0,0,0,0,0
95FF14W1,2432,2419,2375,55,20,2296,4,0,30,0,1,13,12,4,2,3,0,0,0,0,3,1,0,1,0,2,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,5,3,1,1,0,0,0,4,2,2,0,0
95FF15W1,2740,2718,2595,77,21,2493,4,0,31,0,1,91,85,2,3,7,67,1,0,0,5,6,2,0,4,2,0,0,0,0,2,0,2,0,0,0,0,11,0,0,0,0,9,5,2,2,1,0,1,0,0,1,0,0,0,0,0,1,0,8,3,5,0,0,0,1,0,0,0,0,0
95FF16W1,2374,2350,2300,91,30,2170,9,0,32,0,1,17,16,3,0,3,3,0,2,0,5,1,0,0,1,3,0,1,1,0,2,0,0,0,1,1,0,6,1,0,1,0,1,0,1,0,1,0,1,0,0,3,0,0,1,0,0,2,0,11,2,9,0,0,1,1,2,1,1,0,0
95FF17W1,1724,1700,1634,77,13,1543,1,0,25,0,2,39,38,3,3,6,21,0,5,0,0,1,0,0,1,7,0,0,0,0,7,0,5,1,1,0,0,12,0,0,0,0,4,4,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,1,1,0,0,0
95GG01S1,1768,1760,1729,13,5,1710,1,0,26,0,1,4,4,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0
95GG01S2,1523,1500,1454,19,7,1427,1,0,35,0,1,10,8,1,0,0,5,0,0,1,1,2,0,1,1,4,0,0,0,0,3,0,1,0,0,2,1,13,4,0,4,0,0,0,0,0,7,0,7,0,0,2,1,0,0,0,1,0,0,6,1,4,0,1,0,0,0,0,0,0,0
95GG01S3,1616,1605,1557,25,3,1528,1,0,41,0,0,7,7,0,0,0,3,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,4,0,2,0,0,0,0,0,0,0,0,3,0,2,0,1,0,1,1,0,1,0,0
95GG02S1,1745,1727,1711,31,6,1673,1,0,15,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,2,1,1,0,0,2,2,0,0,0,0,0,0,9,1,6,0,2,0,1,3,3,0,0,0
95GG02S2,2018,2002,1972,28,9,1935,0,0,14,0,2,14,11,3,1,0,4,0,0,0,3,3,0,1,2,3,0,0,0,0,3,0,3,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,1,0,3,2,2,0,0,0
95GG02S3,2224,2214,2160,42,7,2109,2,0,33,0,2,19,16,0,3,0,8,2,0,0,3,3,3,0,0,7,0,1,0,1,6,0,0,0,0,6,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
95GG03S1,2003,1902,1827,92,30,1700,5,0,37,0,1,37,33,5,0,0,10,0,0,3,15,4,0,2,2,20,3,1,1,0,16,1,7,3,3,2,0,60,2,0,2,0,3,0,3,0,23,0,19,4,0,32,26,0,1,2,2,1,0,13,6,5,1,1,0,2,6,4,2,0,0
95GG03S2,1833,1738,1665,85,22,1555,3,0,42,0,0,31,30,5,0,2,10,0,0,0,13,1,1,0,0,18,1,4,4,0,13,0,4,0,6,3,0,47,0,0,0,0,14,3,10,1,15,5,8,2,0,18,14,0,0,1,1,2,0,18,7,10,1,0,0,2,10,9,1,0,0
95GG03S3,2103,1996,1899,97,16,1781,4,1,32,0,2,63,60,8,2,0,31,0,0,6,13,3,1,1,1,18,1,0,0,0,17,0,13,1,1,2,0,64,5,0,0,5,22,18,4,0,3,1,1,0,1,34,33,0,0,0,0,1,0,15,5,7,3,0,0,3,7,5,2,0,0
95GG04S1,1708,1639,1574,35,8,1526,5,0,42,0,0,23,22,5,0,3,7,1,0,0,6,1,0,1,0,7,1,5,1,4,1,0,1,0,0,0,0,52,0,0,0,0,7,3,4,0,42,1,38,0,3,3,2,0,1,0,0,0,0,7,2,4,1,0,0,0,3,3,0,0,0
95GG04S2,1564,1554,1522,21,6,1494,1,0,15,0,0,17,17,2,0,0,6,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,2,0,0,3,3,0,0,0,0,0,0,3,1,1,1,0,1,0,1,1,0,0,0
