GeographyCode,QS112NI0001,QS112NI0002,QS112NI0003,QS112NI0004,QS112NI0005,QS112NI0006,QS112NI0007,QS112NI0008,QS112NI0009,QS112NI0010,QS112NI0011,QS112NI0012
95AA01S1,982,21,2,19,961,11,180,2,503,170,64,31
95AA01S2,1814,120,47,73,1694,34,200,160,356,244,333,367
95AA01S3,1494,155,45,110,1339,71,214,112,347,108,158,329
95AA02W1,1734,346,155,191,1388,116,262,196,258,60,155,341
95AA03W1,1822,323,123,200,1499,220,248,188,310,101,176,256
95AA04W1,3002,171,73,98,2831,49,338,240,520,307,609,768
95AA05W1,2654,192,88,104,2462,112,232,204,479,332,429,674
95AA06S1,1953,187,90,97,1766,143,166,142,401,225,349,340
95AA06S2,2651,169,69,100,2482,202,228,98,536,368,581,469
95AA07W1,2119,201,73,128,1918,97,262,220,400,169,298,472
95AA08W1,1676,215,67,148,1461,189,192,146,262,80,233,359
95AA09W1,2143,307,87,220,1836,270,290,206,340,113,227,390
95AA10W1,1953,199,64,135,1754,156,246,232,373,114,234,399
95AA11S1,2698,330,115,215,2368,154,420,222,670,159,318,425
95AA11S2,2431,157,44,113,2274,114,318,150,758,243,317,374
95AA12W1,2775,180,92,88,2595,64,322,228,598,252,538,593
95AA13S1,1707,151,47,104,1556,123,184,126,337,155,283,348
95AA13S2,1561,175,78,97,1386,103,194,116,308,168,215,282
95AA14W1,2302,130,80,50,2172,70,270,222,366,250,411,583
95AA15S1,2630,223,50,173,2407,184,434,134,686,189,338,442
95AA15S2,1472,172,28,144,1300,202,180,54,330,164,145,225
95AA16W1,1807,318,91,227,1489,149,248,190,375,84,125,318
95AA17W1,2142,237,71,166,1905,189,278,154,427,163,219,475
95AA18W1,2373,257,121,136,2116,61,394,402,415,107,292,445
95AA19W1,2645,157,66,91,2488,136,166,164,398,373,591,660
95BB01S1,1574,105,51,54,1469,40,162,124,336,137,256,414
95BB01S2,2035,165,56,109,1870,72,266,154,507,153,261,457
95BB02W1,2334,438,202,236,1896,161,320,364,312,80,165,494
95BB03S1,2026,263,134,129,1763,128,268,256,482,125,174,330
95BB03S2,2191,214,117,97,1977,106,346,324,448,137,189,427
95BB04S1,1399,192,80,112,1207,80,244,240,173,26,146,298
95BB04S2,1610,157,96,61,1453,35,212,296,299,87,141,383
95BB05S1,1490,107,54,53,1383,35,214,192,294,100,228,320
95BB05S2,1911,175,80,95,1736,71,298,216,366,162,189,434
95BB06W1,2870,680,296,384,2190,258,552,348,332,74,170,456
95BB07S1,1601,343,163,180,1258,170,292,186,258,61,87,204
95BB07S2,1295,88,47,41,1207,66,194,178,262,70,115,322
95BB08S1,1331,199,105,94,1132,87,170,170,241,79,130,255
95BB08S2,1294,80,25,55,1214,40,206,100,359,81,166,262
95BB09S1,1291,141,74,67,1150,37,238,210,253,45,110,257
95BB09S2,1618,199,67,132,1419,40,292,148,350,42,144,403
95BB10S1,1663,401,183,218,1262,107,260,244,223,75,88,265
95BB10S2,1615,114,64,50,1501,36,244,284,294,108,186,349
95BB11S1,1408,206,80,126,1202,151,178,162,234,77,157,243
95BB11S2,1495,271,155,116,1224,66,198,272,207,56,100,325
95BB12S1,1440,200,73,127,1240,204,204,152,199,110,137,234
95BB12S2,1336,91,52,39,1245,73,154,176,259,117,161,305
95BB13S1,1392,88,21,67,1304,145,180,100,284,113,201,281
95BB13S2,1466,142,58,84,1324,124,196,224,225,83,168,304
95BB13S3,1580,93,31,62,1487,90,268,110,403,144,162,310
95BB14S1,1510,97,50,47,1413,22,186,196,275,124,230,380
95BB14S2,1578,162,81,81,1416,59,188,186,334,91,187,371
95BB15S1,2005,134,69,65,1871,69,244,194,368,275,307,414
95BB15S2,1484,167,59,108,1317,119,168,114,244,135,190,347
95BB16S1,1533,98,54,44,1435,21,178,208,264,97,231,436
95BB16S2,1600,127,57,70,1473,40,220,214,374,113,184,328
95BB17S1,1793,188,56,132,1605,168,304,108,475,130,197,223
95BB17S2,1742,147,59,88,1595,146,226,172,402,124,206,319
95BB18S1,1688,216,82,134,1472,158,272,200,317,129,132,264
95BB18S2,2524,156,64,92,2368,77,298,276,766,181,316,454
95BB19S1,1557,161,73,88,1396,98,252,158,337,73,146,332
95BB19S2,1777,65,17,48,1712,62,272,80,555,147,228,368
95BB19S3,1391,75,26,49,1316,56,186,72,349,110,226,317
95BB20S1,1844,170,70,100,1674,92,202,158,327,189,252,454
95BB20S2,1524,199,88,111,1325,99,142,158,224,94,233,375
95BB21S1,2379,231,101,130,2148,142,300,256,496,238,255,461
95BB21S2,2320,209,96,113,2111,84,354,216,499,217,337,404
95BB22S1,1525,143,27,116,1382,159,230,102,406,132,152,201
95BB22S2,1468,177,41,136,1291,224,156,92,289,89,197,244
95BB23S1,1540,150,79,71,1390,39,234,262,268,67,170,350
95BB23S2,1436,86,27,59,1350,37,194,136,262,102,199,420
95CC01W1,2376,234,92,142,2142,192,266,158,445,176,311,594
95CC02W1,2693,171,83,88,2522,55,212,198,400,342,519,796
95CC03W1,2791,367,145,222,2424,380,284,164,484,166,413,533
95CC04W1,2384,177,94,83,2207,96,178,168,287,330,514,634
95CC05W1,2749,227,114,113,2522,92,250,236,425,410,483,626
95CC06S1,1458,150,58,92,1308,66,200,154,312,98,198,280
95CC06S2,1292,151,65,86,1141,95,140,130,244,115,192,225
95CC07W1,3475,227,99,128,3248,203,262,176,518,526,773,790
95CC08W1,2511,286,120,166,2225,248,248,188,426,221,365,529
95CC09S1,1485,78,44,34,1407,25,132,156,269,170,286,369
95CC09S2,1838,157,51,106,1681,67,266,156,399,175,236,382
95CC10W1,2495,186,80,106,2309,47,240,302,382,258,393,687
