GeographyCode,QS610NI0001,QS610NI0002,QS610NI0003,QS610NI0004,QS610NI0005,QS610NI0006,QS610NI0007,QS610NI0008,QS610NI0009,QS610NI0010,QS610NI0011,QS610NI0012
95AA01S1,754,591,163,16,46,9,17,11,9,22,8,25
95AA01S2,1313,939,374,14,30,25,18,11,21,63,101,91
95AA01S3,1110,813,297,14,32,21,18,15,8,43,84,62
95AA02W1,1319,826,493,11,38,46,28,26,28,67,178,71
95AA03W1,1317,775,542,18,47,36,33,20,25,115,167,81
95AA04W1,2227,1570,657,28,85,55,33,31,23,81,168,153
95AA05W1,1924,1276,648,21,73,57,34,33,28,86,178,138
95AA06S1,1322,892,430,14,42,38,19,13,17,59,123,105
95AA06S2,1811,1201,610,23,62,40,30,31,20,72,144,188
95AA07W1,1592,1046,546,21,69,38,28,25,8,88,157,112
95AA08W1,1262,700,562,28,46,33,35,21,24,83,181,111
95AA09W1,1595,915,680,21,75,42,42,32,22,116,195,135
95AA10W1,1461,807,654,19,68,46,52,22,29,104,175,139
95AA11S1,1995,1405,590,19,70,52,33,26,24,89,168,109
95AA11S2,1839,1395,444,30,52,21,34,22,21,54,113,97
95AA12W1,2037,1459,578,18,53,31,27,24,26,81,165,153
95AA13S1,1230,823,407,22,42,25,22,20,12,62,115,87
95AA13S2,1109,750,359,17,33,18,16,18,8,59,120,70
95AA14W1,1678,1151,527,19,49,30,24,24,19,90,142,130
95AA15S1,1930,1428,502,29,68,32,26,26,23,77,116,105
95AA15S2,1098,687,411,13,36,24,30,18,17,54,108,111
95AA16W1,1351,828,523,25,49,49,39,18,21,87,149,86
95AA17W1,1614,1009,605,24,75,44,34,28,24,76,178,122
95AA18W1,1821,1123,698,18,67,49,45,43,26,107,221,122
95AA19W1,1888,1186,702,13,63,43,32,22,18,65,191,255
95BB01S1,1143,823,320,15,38,25,17,15,7,58,75,70
95BB01S2,1507,1055,452,22,43,39,24,21,18,72,115,98
95BB02W1,1711,929,782,16,65,64,49,20,30,135,288,115
95BB03S1,1460,799,661,14,58,58,44,33,30,98,208,118
95BB03S2,1620,911,709,16,61,51,35,34,32,137,247,96
95BB04S1,1110,610,500,13,55,36,26,17,14,101,159,79
95BB04S2,1177,716,461,15,54,33,36,22,20,93,135,53
95BB05S1,1121,756,365,11,36,27,27,16,11,67,110,60
95BB05S2,1438,940,498,10,52,25,25,23,21,97,162,83
95BB06W1,2163,1194,969,32,96,82,54,39,30,152,325,159
95BB07S1,1150,689,461,13,45,41,28,22,20,75,156,61
95BB07S2,986,613,373,7,52,26,26,16,12,68,106,60
95BB08S1,952,541,411,11,34,28,14,19,15,52,165,73
95BB08S2,986,691,295,15,37,18,29,19,11,39,75,52
95BB09S1,1001,641,360,7,27,28,18,18,15,90,113,44
95BB09S2,1292,893,399,22,42,30,33,20,17,61,112,62
95BB10S1,1247,741,506,16,39,41,26,20,24,95,181,64
95BB10S2,1218,752,466,12,54,33,31,24,23,80,137,72
95BB11S1,1023,573,450,12,44,34,29,28,15,82,129,77
95BB11S2,1129,645,484,10,46,27,19,23,21,83,180,75
95BB12S1,1043,542,501,15,44,48,30,21,21,79,150,93
95BB12S2,982,596,386,9,41,29,21,23,14,64,123,62
95BB13S1,1015,649,366,4,40,26,24,16,17,59,93,87
95BB13S2,1107,610,497,4,41,41,21,26,23,90,168,83
95BB13S3,1155,844,311,11,35,23,15,14,11,52,84,66
95BB14S1,1127,763,364,18,40,30,23,14,17,60,81,81
95BB14S2,1156,783,373,14,40,26,21,21,10,54,115,72
95BB15S1,1430,898,532,12,44,43,36,22,26,92,164,93
95BB15S2,1097,648,449,20,49,32,25,13,15,60,137,98
95BB16S1,1171,778,393,14,43,25,28,22,22,64,105,70
95BB16S2,1157,780,377,8,41,25,16,19,15,75,111,67
95BB17S1,1286,916,370,15,51,33,15,12,14,68,97,65
95BB17S2,1246,787,459,26,45,33,26,15,19,68,146,81
95BB18S1,1223,695,528,10,34,34,33,24,32,108,176,77
95BB18S2,1792,1243,549,23,54,46,32,25,26,98,152,93
95BB19S1,1174,777,397,19,42,28,19,24,14,72,101,78
95BB19S2,1289,961,328,14,45,18,27,16,18,46,68,76
95BB19S3,1028,759,269,9,32,24,14,6,9,43,67,65
95BB20S1,1363,819,544,21,64,44,24,22,22,67,172,108
95BB20S2,1132,536,596,15,64,38,25,17,22,70,217,128
95BB21S1,1728,991,737,23,64,58,38,31,16,129,245,133
95BB21S2,1692,1066,626,23,53,41,29,19,25,117,204,115
95BB22S1,1115,689,426,14,38,36,23,20,10,63,129,93
95BB22S2,1031,569,462,11,46,24,27,23,19,78,132,102
95BB23S1,1181,743,438,13,40,37,33,16,17,91,142,49
95BB23S2,1136,789,347,10,39,38,21,15,14,56,86,68
95CC01W1,1864,994,870,24,101,62,35,19,14,87,222,306
95CC02W1,1971,1287,684,24,65,41,40,21,24,88,180,201
95CC03W1,1989,995,994,26,87,71,85,43,33,82,261,306
95CC04W1,1699,1074,625,21,57,39,36,25,14,69,185,179
95CC05W1,1935,1212,723,21,59,52,26,17,24,91,228,205
95CC06S1,1081,701,380,13,42,36,20,18,20,56,99,76
95CC06S2,922,563,359,11,46,39,13,11,9,47,96,87
95CC07W1,2417,1474,943,32,84,62,33,26,31,114,225,336
95CC08W1,1783,944,839,25,81,69,37,18,28,95,243,243
95CC09S1,1091,735,356,16,38,19,22,21,19,46,88,87
95CC09S2,1399,987,412,14,47,22,21,23,16,59,111,99
95CC10W1,1889,1243,646,22,71,38,36,31,30,93,186,139
95CC11W1,1334,670,664,20,43,39,34,25,18,80,216,189
95CC12W1,1965,1282,683,26,61,58,36,24,20,83,185,190
95CC13W1,1784,1186,598,15,58,37,34,23,16,70,171,174
95CC14W1,2160,1449,711,20,63,46,35,27,30,133,230,127
95CC15W1,2065,1318,747,32,80,51,40,19,27,81,228,189
95CC16W1,1964,1217,747,18,62,52,30,22,34,114,230,185
95CC17W1,2001,1337,664,20,68,53,31,23,28,86,170,185
95CC18W1,1712,1049,663,20,66,43,23,30,27,96,210,148
95CC19W1,1910,1283,627,20,58,32,30,29,20,74,201,163
95CC20S1,934,640,294,7,28,26,20,13,11,53,75,61
95CC20S2,1264,815,449,20,43,20,22,18,13,67,114,132
95CC21W1,2120,1384,736,14,64,60,43,37,19,118,242,139
95CC22W1,1291,747,544,25,50,36,26,24,23,84,174,102
95DD01W1,1527,897,630,23,56,41,40,28,28,114,198,102
95DD02S1,1086,690,396,11,36,34,18,14,9,65,132,77
95DD02S2,1745,1270,475,23,47,42,29,18,24,64,131,97
95DD03W1,2537,1747,790,33,86,47,56,43,41,141,226,117
95DD04W1,1377,704,673,25,53,43,36,23,19,110,200,164
95DD05W1,1286,674,612,13,68,30,35,31,15,93,169,158
95DD06W1,1870,1167,703,35,72,43,36,28,33,127,209,120
95DD07S1,1141,692,449,11,39,29,28,19,22,68,157,76
95DD07S2,1238,813,425,13,36,29,17,21,19,88,130,72
95DD08W1,1596,943,653,28,70,42,40,21,20,75,206,151
95DD09W1,1863,1276,587,27,57,38,25,25,23,93,176,123
95DD10W1,2073,1277,796,25,88,47,46,26,37,135,243,149
95DD11W1,1628,918,710,21,80,46,40,30,22,88,184,199
95DD12W1,1857,1268,589,20,46,32,38,28,28,101,166,130
95DD13W1,1262,727,535,14,52,45,29,23,16,89,143,124
95DD14S1,1134,762,372,6,40,35,19,10,17,63,115,67
95DD14S2,1235,887,348,9,31,33,15,12,10,58,102,78
95DD15W1,2459,1694,765,30,85,48,46,49,28,127,178,174
95DD16W1,2166,1548,618,22,64,62,35,41,17,87,173,117
95DD17W1,2469,1720,749,31,86,54,37,27,18,105,206,185
95DD18W1,1403,820,583,11,51,35,36,21,27,104,187,111
95DD19S1,1344,887,457,16,58,36,23,17,26,72,123,86
95DD19S2,1085,732,353,8,42,18,25,20,12,55,112,61
95DD20W1,1296,666,630,18,47,56,42,35,25,88,195,124
95DD21W1,1579,1050,529,17,54,42,38,20,24,90,132,112
95DD22S1,1144,763,381,10,29,28,17,12,17,61,105,102
95DD22S2,1130,703,427,15,45,25,20,16,10,61,132,103
95DD23W1,1810,1311,499,16,52,34,25,18,19,71,144,120
95DD24W1,1997,1314,683,18,70,46,48,32,37,99,165,168
95EE01W1,1339,785,554,15,46,38,29,18,15,61,169,163
95EE02W1,1539,936,603,16,68,55,40,18,19,71,190,126
95EE03W1,1488,815,673,16,52,48,36,25,33,97,193,173
95EE04W1,1463,904,559,20,50,45,42,19,18,69,154,142
95EE05W1,1136,699,437,13,41,23,26,19,17,62,136,100
95EE06W1,1587,974,613,20,62,38,29,25,26,60,161,192
95EE07W1,1258,702,556,14,48,39,20,17,17,95,192,114
95EE08W1,1242,720,522,15,43,35,26,21,28,86,153,115
95EE09W1,1358,855,503,26,56,31,22,21,11,68,124,144
95EE10W1,1292,803,489,13,55,32,22,18,20,58,127,144
95EE11W1,1232,776,456,15,42,30,23,12,15,70,133,116
95EE12W1,1862,1024,838,38,68,65,46,39,26,121,220,215
95EE13W1,1102,539,563,16,51,28,37,26,17,80,189,119
95EE14W1,1922,1167,755,25,80,46,31,25,30,115,232,171
95EE15W1,1256,782,474,16,41,33,26,22,10,66,146,114
95EE16W1,1482,945,537,10,49,50,23,17,20,64,163,141
95FF01S1,1551,1084,467,16,53,38,24,20,19,83,128,86
95FF01S2,1881,1346,535,30,60,49,29,24,33,80,113,117
95FF02W1,1957,1309,648,21,73,50,31,25,23,80,182,163
95FF03W1,2182,1458,724,25,65,66,29,30,29,111,219,150
95FF04W1,1866,1290,576,24,50,55,31,14,25,82,149,146
95FF05W1,1835,1139,696,22,62,66,36,35,27,109,212,127
95FF06S1,1416,1004,412,14,53,35,24,25,14,72,100,75
95FF06S2,1439,1054,385,20,54,22,13,17,13,65,98,83
95FF07W1,1953,1086,867,27,96,63,62,32,29,133,255,170
95FF08W1,1697,978,719,17,74,42,35,23,22,125,232,149
95FF09W1,1795,1049,746,12,59,52,35,30,23,139,247,149
95FF10W1,2491,1744,747,36,76,57,40,31,30,108,188,181
