GeographyCode,QS203NI0001,QS203NI0002,QS203NI0003,QS203NI0004,QS203NI0005,QS203NI0006,QS203NI0007,QS203NI0008,QS203NI0009,QS203NI0010,QS203NI0011,QS203NI0012,QS203NI0013
95LL04W1,1090,1081,0,0,3,0,0,1,1,2,0,2,0
95LL05S1,826,807,7,0,1,0,2,8,0,0,0,1,0
95LL05S2,628,611,0,1,0,9,0,1,0,1,0,0,5
95LL06S1,654,645,2,0,1,0,0,1,0,2,0,1,2
95LL06S2,754,749,1,0,1,0,0,1,0,1,1,0,0
95LL07W1,1001,985,4,0,2,5,1,3,0,0,0,1,0
95LL08S1,605,587,1,1,4,0,0,4,0,5,1,2,0
95LL08S2,721,671,0,0,2,0,0,10,0,14,8,8,8
95LL09S1,657,653,0,0,2,0,0,0,1,0,0,0,1
95LL09S2,738,731,0,1,0,2,0,0,1,1,1,0,1
95LL10S1,974,970,1,0,0,0,0,2,0,1,0,0,0
95LL10S2,767,765,0,0,0,0,0,1,0,1,0,0,0
95LL11S1,585,575,3,0,0,0,0,6,0,0,1,0,0
95LL11S2,839,829,3,0,5,0,0,1,0,1,0,0,0
95LL12S1,1043,1019,9,0,0,6,0,1,0,1,2,4,1
95LL12S2,449,443,0,1,0,0,2,2,0,0,0,1,0
95LL13S1,539,519,8,1,1,0,1,2,1,0,1,5,0
95LL13S2,558,552,0,0,1,0,0,0,0,0,0,2,3
95LL14S1,475,469,1,0,0,1,0,0,0,2,0,2,0
95LL14S2,495,493,0,0,0,0,0,0,0,2,0,0,0
95LL15S1,690,672,5,0,3,1,0,1,1,2,1,3,1
95LL15S2,640,625,3,0,5,1,0,2,0,3,0,0,1
95LL16S1,1067,1031,9,1,8,2,0,11,0,3,0,1,1
95LL16S2,1215,1159,13,0,6,2,0,16,0,6,6,3,4
95LL17W1,1106,1071,5,0,17,0,0,8,0,1,0,3,1
95LL18S1,795,787,1,0,0,5,0,1,0,0,0,0,1
95LL18S2,536,535,0,0,0,0,0,0,0,0,0,0,1
95LL19S1,855,845,2,0,1,2,0,1,1,1,0,2,0
95LL19S2,1049,1040,3,0,0,0,0,1,0,0,0,1,4
95LL20W1,942,939,1,0,1,0,0,0,0,0,0,1,0
95LL21W1,1662,1636,7,0,3,1,1,1,0,1,0,7,5
95LL22W1,1424,1401,1,7,0,0,0,5,0,2,0,2,6
95LL23W1,973,962,1,0,1,0,0,2,0,7,0,0,0
95LL24S1,704,700,0,0,0,0,0,0,0,3,1,0,0
95LL24S2,608,602,1,0,1,0,0,3,0,1,0,0,0
95LL25S1,1007,998,0,0,1,2,0,1,2,1,0,1,1
95LL25S2,732,724,3,0,0,1,0,1,0,0,0,2,1
95LL26S1,761,747,1,1,0,1,0,0,0,2,0,4,5
95LL26S2,729,724,1,0,0,0,0,0,0,0,2,0,2
95MM01S1,603,599,2,0,0,1,0,0,0,0,0,0,1
95MM01S2,651,618,5,0,20,0,0,0,1,6,0,1,0
95MM01S3,643,632,3,0,3,0,0,1,2,0,1,1,0
95MM02S1,598,593,0,0,3,0,0,0,0,0,0,1,1
95MM02S2,546,540,1,0,3,0,0,0,0,0,0,1,1
95MM03W1,1155,1148,2,0,0,0,0,2,0,1,0,2,0
95MM04W1,890,884,2,1,1,0,0,0,0,0,0,1,1
95MM05W1,1062,1055,0,0,0,0,0,0,0,1,1,4,1
95MM06S1,489,485,0,1,0,1,0,0,0,0,0,2,0
95MM06S2,460,455,1,0,2,0,0,0,0,0,0,1,1
95MM07W1,1201,1191,4,0,1,1,0,2,1,0,0,0,1
95MM08S1,562,558,1,2,0,0,0,0,0,0,0,0,1
95MM08S2,676,669,0,1,4,0,0,0,0,0,0,1,1
95MM09S1,584,579,0,1,1,1,0,0,0,0,0,1,1
95MM09S2,636,632,1,0,2,0,0,0,0,1,0,0,0
95MM10S1,495,493,0,0,0,0,0,2,0,0,0,0,0
95MM10S2,492,490,0,0,1,0,0,0,0,0,0,0,1
95MM11W1,855,852,0,0,0,0,0,0,1,0,2,0,0
95MM12S1,662,656,1,1,0,0,0,1,1,0,0,1,1
95MM12S2,499,492,0,4,1,0,0,0,0,0,0,2,0
95MM12S3,815,807,0,1,3,0,0,1,0,0,0,2,1
95MM13S1,401,398,0,0,0,0,0,1,0,1,0,0,1
95MM13S2,493,488,0,0,0,0,0,1,1,2,1,0,0
95MM13S3,551,548,0,0,0,0,0,0,0,1,0,2,0
95MM13S4,849,839,1,4,2,0,0,2,0,0,0,1,0
95MM13S5,696,684,2,2,3,0,0,3,1,0,0,0,1
95MM14S1,371,363,1,1,1,2,0,0,0,1,0,0,2
95MM14S2,805,763,4,0,21,1,0,8,0,4,1,1,2
95MM15S1,656,652,1,0,1,0,0,0,0,0,0,1,1
95MM15S2,914,900,5,1,4,1,0,2,0,0,0,1,0
95MM16S1,913,900,3,0,2,0,1,1,1,2,0,3,0
95MM16S2,1166,1117,12,1,23,2,0,5,1,0,0,2,3
95MM17S1,610,606,0,0,1,1,0,0,1,0,0,0,1
95MM17S2,737,733,0,0,1,1,0,0,1,0,0,0,1
95MM18S1,784,780,0,0,0,0,0,0,1,1,0,2,0
95MM18S2,982,962,6,1,5,0,0,0,1,2,0,3,2
95MM19S1,634,624,1,0,5,1,0,1,0,0,0,1,1
95MM19S2,635,621,1,0,7,0,1,2,0,0,0,2,1
95MM20S1,716,711,3,0,0,1,0,0,0,0,0,0,1
95MM20S2,753,730,1,0,12,0,0,9,0,0,0,1,0
95MM21S1,611,608,2,0,0,0,0,1,0,0,0,0,0
95MM21S2,643,635,1,0,7,0,0,0,0,0,0,0,0
95MM22S1,477,467,2,0,4,0,0,0,0,0,0,3,1
95MM22S2,496,491,0,0,3,0,0,0,0,1,1,0,0
95MM23W1,1074,1047,3,0,1,0,0,5,3,4,2,4,5
95MM24W1,892,887,0,1,0,0,0,1,0,0,1,2,0
95MM25S1,474,470,1,1,0,0,0,0,0,0,0,1,1
95MM25S2,504,501,0,1,0,0,0,1,0,0,1,0,0
95MM25S3,528,523,0,0,1,0,0,1,0,3,0,0,0
95MM25S4,682,673,1,0,3,1,0,0,1,0,1,0,2
95MM26S1,597,595,0,0,1,0,0,0,0,0,0,1,0
95MM26S2,459,455,1,0,1,0,0,0,0,0,0,2,0
95MM27S1,1045,1004,7,1,13,1,1,3,1,2,2,5,5
95MM27S2,569,545,4,0,9,0,0,0,2,3,2,3,1
95MM28W1,1095,1086,1,1,3,0,0,0,0,1,1,2,0
95MM29W1,1490,1459,8,0,19,0,0,1,0,1,0,2,0
95MM30W1,903,899,1,1,0,0,0,1,0,0,1,0,0
95NN01S1,584,581,0,2,0,0,0,0,0,0,0,0,1
95NN01S2,617,613,2,0,0,0,0,1,0,1,0,0,0
95NN02W1,836,831,4,0,0,0,0,0,0,0,1,0,0
95NN03S1,566,555,4,0,4,0,0,0,1,0,1,0,1
95NN03S2,567,564,2,0,0,0,0,0,0,0,1,0,0
95NN04W1,1175,1159,3,1,3,1,0,3,0,0,1,3,1
95NN05W1,1075,1062,2,2,5,0,0,0,0,1,2,0,1
95NN06S1,450,443,0,0,0,1,0,1,0,1,1,1,2
95NN06S2,787,780,0,0,0,0,1,2,0,0,0,0,4
95NN07S1,595,586,0,0,1,0,0,0,0,2,1,3,2
95NN07S2,651,641,0,1,4,0,2,0,0,0,0,3,0
95NN08S1,566,562,0,0,0,0,0,0,0,0,0,3,1
95NN08S2,630,628,0,0,1,0,0,0,0,1,0,0,0
95NN09S1,587,584,0,0,1,0,0,0,0,1,0,0,1
95NN09S2,505,502,1,0,0,0,0,2,0,0,0,0,0
95NN10S1,669,666,0,0,0,0,0,1,0,1,1,0,0
95NN10S2,621,611,0,0,1,0,0,0,0,2,0,5,2
95NN11S1,637,636,0,0,0,0,0,0,0,1,0,0,0
95NN11S2,660,659,0,0,0,0,0,0,0,0,0,1,0
95NN12W1,1128,1122,1,0,0,0,0,0,0,1,0,1,3
95NN13W1,1064,1057,5,0,1,0,0,0,0,0,0,0,1
95NN14S1,652,649,0,0,2,0,0,0,0,0,1,0,0
95NN14S2,553,534,0,0,0,0,0,1,2,8,5,1,2
95NN15W1,1230,1219,2,1,0,0,0,1,0,2,2,2,1
95NN16S1,547,543,0,0,2,0,0,0,0,1,0,0,1
95NN16S2,581,579,1,0,0,0,0,0,0,0,0,0,1
95NN17W1,928,925,0,0,1,0,0,0,0,0,0,1,1
95NN18S1,534,528,0,0,3,0,0,2,0,0,0,1,0
95NN18S2,489,482,4,0,1,0,0,0,1,0,1,0,0
95NN19S1,686,676,3,1,4,0,0,1,1,0,0,0,0
95NN19S2,650,647,1,0,0,0,0,1,0,0,0,0,1
95NN20W1,1073,1072,0,0,0,0,0,0,0,0,0,1,0
95NN21W1,1151,1138,3,0,0,0,2,4,0,1,2,0,1
95NN22W1,1003,1001,0,0,0,0,0,0,0,0,0,1,1
95NN23S1,513,507,1,1,0,0,0,1,1,1,0,0,1
95NN23S2,646,642,2,0,0,0,0,0,0,0,0,1,1
95OO01W1,809,804,1,0,0,1,0,0,0,1,0,1,1
95OO02W1,703,699,1,0,0,0,1,0,0,2,0,0,0
95OO03W1,914,904,1,1,0,0,0,1,0,0,1,1,5
95OO04W1,877,875,0,0,0,0,0,1,0,0,0,1,0
95OO05W1,1021,960,1,15,1,0,0,2,0,12,10,7,13
95OO06W1,941,935,0,1,1,0,0,1,0,1,0,2,0
95OO07W1,854,849,1,1,1,0,0,0,0,0,0,0,2
95OO08W1,887,880,0,2,3,0,0,1,0,0,0,1,0
95OO09W1,744,737,1,0,1,0,0,3,0,0,0,2,0
95OO10W1,1163,1132,0,26,1,0,0,0,0,1,1,0,2
95OO11W1,956,940,1,6,0,0,0,0,1,3,1,3,1
95OO12W1,999,986,1,7,0,0,0,0,1,2,1,0,1
95OO13W1,976,947,0,0,2,0,0,5,0,3,10,5,4
95OO14W1,866,859,0,1,0,0,0,3,0,1,0,0,2
95OO15W1,870,834,1,6,0,0,0,6,0,7,7,4,5
95OO16W1,853,848,2,0,1,0,0,0,0,0,1,0,1
95OO17W1,978,974,0,0,3,0,0,0,0,0,0,0,1
95OO18W1,1099,1054,2,2,5,2,0,4,2,8,7,4,9
95OO19W1,1046,1039,0,0,2,0,0,0,0,3,1,1,0
95OO20W1,854,835,4,0,3,0,0,1,0,1,6,0,4
95OO21W1,904,850,4,0,4,0,1,8,0,4,14,7,12
95OO22W1,956,953,0,1,0,0,0,1,0,0,0,0,1
95PP01W1,950,945,1,0,0,2,0,0,1,0,0,1,0
95PP02W1,933,932,0,1,0,0,0,0,0,0,0,0,0
95PP03W1,971,964,0,1,2,0,0,0,0,0,0,2,2
95PP04W1,1081,1077,1,1,1,0,0,1,0,0,0,0,0
95PP05W1,822,818,0,0,0,1,0,0,0,0,0,1,2
95PP06S1,780,772,2,1,3,0,0,0,0,0,0,0,2
95PP06S2,774,766,1,1,5,0,0,1,0,0,0,0,0
95PP07W1,987,979,1,0,0,0,0,1,1,2,0,2,1
95PP08W1,960,953,0,3,0,0,0,1,0,0,0,1,2
95PP09W1,757,740,2,1,6,0,0,4,0,0,1,3,0
95PP10W1,798,794,0,0,1,3,0,0,0,0,0,0,0
95PP11W1,1040,1027,0,1,3,1,0,5,0,1,0,0,2
95PP12W1,891,887,2,0,0,0,0,0,0,0,0,1,1
95PP13W1,1060,1045,5,2,0,1,0,0,1,0,1,4,1
95PP14S1,556,552,0,0,2,0,0,0,0,0,1,0,1
95PP14S2,791,786,0,0,1,0,0,1,0,0,0,2,1
95PP15W1,1089,1085,0,0,0,1,0,1,0,0,0,1,1
95PP16W1,705,702,2,0,0,0,0,0,0,0,0,1,0
95PP17W1,1028,1018,0,1,4,0,0,3,0,1,1,0,0
95PP18W1,1093,1088,2,1,0,2,0,0,0,0,0,0,0
95PP19W1,933,931,0,1,0,0,0,0,0,0,1,0,0
95PP20W1,1379,1356,4,0,8,4,0,3,1,0,0,0,3
95PP21W1,783,781,0,0,1,0,0,1,0,0,0,0,0
95PP22W1,1010,1002,2,0,3,0,0,0,0,0,0,0,3
95PP23W1,898,895,0,1,0,1,0,1,0,0,0,0,0
95QQ01W1,707,703,2,0,0,0,0,0,0,0,1,0,1
95QQ02W1,996,989,2,1,0,1,0,0,0,1,0,2,0
95QQ03W1,507,501,3,0,1,0,0,0,0,0,0,2,0
95QQ04W1,692,691,0,0,0,0,0,1,0,0,0,0,0
95QQ05W1,1127,1123,1,0,1,0,0,0,0,0,0,2,0
95QQ06W1,754,752,0,0,1,0,0,0,0,0,0,0,1
95QQ07W1,919,914,1,0,1,0,1,0,1,0,0,1,0
95QQ08W1,698,697,0,0,1,0,0,0,0,0,0,0,0
95QQ09W1,838,833,2,0,0,0,0,0,0,0,0,3,0
95QQ10W1,688,687,0,1,0,0,0,0,0,0,0,0,0
95QQ11W1,776,776,0,0,0,0,0,0,0,0,0,0,0
95QQ12W1,758,752,1,1,2,0,0,0,0,1,0,1,0
95QQ13W1,1031,1027,0,0,0,0,0,0,0,0,0,3,1
95QQ14S1,1366,1363,1,0,0,0,0,1,0,1,0,0,0
95QQ14S2,679,678,0,1,0,0,0,0,0,0,0,0,0
95QQ15W1,761,751,5,0,4,1,0,0,0,0,0,0,0
95RR01S1,853,846,4,0,0,0,0,0,0,0,2,1,0
95RR01S2,649,645,0,1,0,0,0,0,0,1,0,0,2
95RR02W1,647,644,1,0,1,0,0,0,0,0,0,1,0
95RR03W1,617,612,1,0,1,0,0,2,0,1,0,0,0
95RR04W1,752,748,1,0,1,0,0,1,0,0,0,0,1
95RR05S1,475,470,2,1,1,0,0,0,0,0,0,0,1
95RR05S2,491,490,0,0,0,0,0,1,0,0,0,0,0
95RR06W1,708,706,0,0,0,0,0,0,0,1,0,1,0
95RR07W1,859,856,2,0,0,0,0,0,0,0,0,1,0
95RR08W1,713,709,0,0,1,0,0,1,0,0,0,2,0
95RR09S1,764,762,0,0,0,0,0,0,0,1,0,1,0
95RR09S2,617,601,1,0,3,0,0,5,0,1,0,6,0
95RR10W1,582,576,1,0,0,0,0,4,0,0,0,1,0
95RR11W1,652,649,0,0,0,3,0,0,0,0,0,0,0
95RR12W1,606,604,0,0,1,0,0,0,0,0,0,0,1
95RR13W1,657,653,2,0,0,0,0,2,0,0,0,0,0
95RR14W1,654,652,0,0,0,0,0,0,0,0,0,1,1
95RR15W1,802,800,1,0,0,0,0,0,0,0,0,1,0
95SS01S1,666,665,0,0,1,0,0,0,0,0,0,0,0
95SS01S2,1015,1011,0,0,0,0,0,0,1,1,0,2,0
95SS02S1,866,862,0,0,0,1,0,0,0,1,1,0,1
95SS02S2,664,655,4,0,4,1,0,0,0,0,0,0,0
95SS03S1,547,544,3,0,0,0,0,0,0,0,0,0,0
95SS03S2,642,637,1,0,2,1,0,0,0,0,0,1,0
95SS04S1,845,836,4,0,2,0,0,2,0,0,0,1,0
95SS04S2,799,778,11,0,9,0,0,0,0,0,0,1,0
95SS04S3,1291,1274,8,0,5,0,1,0,0,1,0,1,1
95SS05S1,736,730,0,0,2,1,0,1,0,1,0,1,0
95SS05S2,705,693,5,0,2,0,0,1,0,0,0,3,1
95SS06S1,498,491,0,5,1,0,0,0,0,1,0,0,0
95SS06S2,773,769,0,2,0,0,0,0,0,1,0,1,0
95SS06S3,664,655,0,6,1,0,0,0,0,1,0,0,1
95SS07S1,1181,1170,1,2,2,0,0,1,0,1,0,3,1
95SS07S2,527,522,0,1,0,1,0,2,0,1,0,0,0
95SS07S3,1698,1659,11,2,9,0,1,4,0,5,0,5,2
95SS08S1,680,680,0,0,0,0,0,0,0,0,0,0,0
95SS08S2,990,986,0,0,1,0,0,0,0,1,0,2,0
95SS09S1,714,700,6,0,4,0,0,1,0,1,0,0,2
95SS09S2,620,618,2,0,0,0,0,0,0,0,0,0,0
95SS10S1,945,929,0,1,6,0,0,1,0,1,1,5,1
95SS10S2,662,662,0,0,0,0,0,0,0,0,0,0,0
95SS11S1,947,943,2,0,1,0,0,0,0,0,0,0,1
95SS11S2,916,909,1,0,0,2,0,0,0,1,0,2,1
95SS12W1,1251,1235,5,0,2,0,0,1,0,2,0,4,2
95SS13S1,711,692,1,1,5,0,0,7,0,0,0,5,0
95SS13S2,625,613,0,0,1,0,0,7,0,0,1,3,0
95SS14S1,658,652,2,0,0,0,0,1,0,1,0,1,1
95SS14S2,588,578,2,0,2,1,0,3,0,0,1,1,0
95SS15S1,759,754,1,0,3,0,0,0,0,0,1,0,0
95SS15S2,757,755,0,0,0,0,0,2,0,0,0,0,0
95SS16S1,496,487,0,2,4,0,0,2,0,1,0,0,0
95SS16S2,656,656,0,0,0,0,0,0,0,0,0,0,0
95SS17S1,1104,1084,5,1,8,0,0,4,0,0,1,0,1
95SS17S2,645,641,1,0,0,1,0,0,0,1,0,0,1
95SS18S1,613,601,0,0,3,0,0,6,0,1,0,2,0
95SS18S2,729,704,1,0,9,0,0,8,0,2,0,3,2
95SS19S1,619,615,1,0,0,0,0,1,0,1,1,0,0
95SS19S2,617,609,2,0,2,1,0,0,0,0,0,2,1
95SS20W1,1096,1085,4,0,2,0,0,2,0,0,0,3,0
95SS21S1,828,826,0,0,0,1,0,0,0,0,0,0,1
95SS21S2,828,827,0,0,0,0,0,1,0,0,0,0,0
95SS22S1,600,575,7,0,0,1,0,0,1,5,5,3,3
95SS22S2,654,646,1,0,0,0,0,1,0,4,1,0,1
95SS23S1,894,888,0,0,2,1,0,1,0,0,0,1,1
95SS23S2,638,634,0,0,2,0,0,1,1,0,0,0,0
95SS24S1,1025,1012,1,1,2,0,0,1,1,3,0,0,4
95SS24S2,889,872,1,0,8,2,0,1,0,2,1,2,0
95SS25W1,1117,1104,2,2,4,0,0,2,0,1,0,1,1
95SS26S1,708,702,3,0,0,1,0,1,0,0,0,1,0
95SS26S2,606,601,0,2,0,0,0,1,0,0,0,0,2
95SS27W1,1194,1164,0,0,16,3,0,1,1,1,0,6,2
95SS28W1,1071,1043,4,0,13,0,0,7,1,0,1,0,2
95SS29S1,459,458,0,0,0,0,0,1,0,0,0,0,0
95SS29S2,572,567,1,0,0,0,0,1,0,0,1,1,1
95SS30S1,266,264,0,0,0,0,0,0,0,1,0,0,1
95SS30S2,859,844,0,0,2,0,0,6,0,1,1,3,2
95TT01W1,838,833,1,2,0,0,0,0,0,0,0,2,0
95TT02W1,857,854,0,2,0,0,0,0,0,0,0,1,0
95TT03S1,601,597,0,0,2,1,0,0,0,0,0,0,1
95TT03S2,574,566,3,0,1,0,0,3,0,0,0,0,1
95TT04W1,1018,1009,1,1,2,0,0,1,1,0,1,1,1
95TT05S1,611,592,2,1,10,0,0,4,0,0,0,2,0
95TT05S2,518,517,1,0,0,0,0,0,0,0,0,0,0
95TT06W1,886,883,0,0,1,0,0,0,0,0,0,1,1
95TT07W1,874,871,1,0,0,0,0,1,0,0,0,0,1
95TT08W1,851,848,2,0,0,0,0,0,0,0,0,1,0
95TT09S1,439,437,0,0,1,0,0,1,0,0,0,0,0
95TT09S2,435,433,2,0,0,0,0,0,0,0,0,0,0
95TT10W1,1056,1049,0,1,4,0,0,0,0,0,0,1,1
95TT11S1,488,488,0,0,0,0,0,0,0,0,0,0,0
95TT11S2,457,455,0,0,1,0,0,0,1,0,0,0,0
95TT12W1,898,892,2,0,1,0,1,0,0,0,0,0,2
95TT13S1,552,548,2,0,2,0,0,0,0,0,0,0,0
95TT13S2,555,549,2,0,1,0,0,0,0,2,0,0,1
95TT14W1,830,818,4,0,6,0,0,0,0,0,0,1,1
95TT15W1,833,830,2,0,0,0,0,1,0,0,0,0,0
95TT16W1,866,863,1,0,0,0,0,1,0,0,0,1,0
95UU06W1,569,564,1,0,3,0,0,0,0,0,0,1,0
95UU09W1,594,589,4,0,1,0,0,0,0,0,0,0,0
95UU14W1,718,715,0,0,2,0,0,1,0,0,0,0,0
95UU99C1,744,737,1,0,3,0,0,0,1,1,0,0,1
95UU99C2,789,787,0,0,0,0,0,0,0,0,0,0,2
95UU99C3,736,729,2,0,4,0,0,0,0,0,0,1,0
95UU99C4,680,678,1,0,0,0,0,1,0,0,0,0,0
95UU99C5,881,876,3,0,0,0,0,0,0,0,0,1,1
95UU99C6,897,895,0,0,2,0,0,0,0,0,0,0,0
95VV01S1,563,561,0,0,0,0,0,0,0,0,0,0,2
95VV01S2,608,607,0,0,1,0,0,0,0,0,0,0,0
95VV02W1,985,959,3,4,14,1,0,1,0,2,0,1,0
95VV03W1,996,988,0,2,0,1,0,3,0,0,1,0,1
95VV04W1,1052,1049,0,1,0,0,0,1,0,0,0,0,1
95VV05S1,611,606,0,1,0,0,1,0,1,1,0,1,0
95VV05S2,753,750,0,1,1,0,0,1,0,0,0,0,0
95VV06W1,1153,1145,1,0,0,0,0,0,0,1,0,3,3
95VV07S1,877,871,2,2,1,0,0,0,0,1,0,0,0
95VV07S2,780,773,1,3,0,0,0,1,0,0,0,1,1
95VV08W1,1006,999,1,5,0,0,0,1,0,0,0,0,0
95VV09W1,967,959,1,7,0,0,0,0,0,0,0,0,0
95VV10S1,560,547,1,8,2,0,0,0,0,0,0,1,1
95VV10S2,626,610,6,2,5,1,0,0,0,0,0,1,1
95VV11S1,678,675,0,0,0,0,0,0,0,0,0,0,3
95VV11S2,806,796,5,0,3,1,0,0,0,0,0,0,1
95VV12S1,584,577,1,3,0,1,0,0,0,2,0,0,0
95VV12S2,580,576,0,3,0,0,0,0,0,0,0,0,1
95VV13S1,630,626,2,0,1,0,0,0,0,0,0,1,0
95VV13S2,424,424,0,0,0,0,0,0,0,0,0,0,0
95VV14S1,718,709,2,2,0,1,0,0,0,3,0,0,1
95VV14S2,569,565,0,1,2,1,0,0,0,0,0,0,0
95VV15S1,555,547,5,1,0,0,0,1,0,0,0,1,0
95VV15S2,585,575,0,0,8,0,0,2,0,0,0,0,0
95VV16W1,1043,1036,0,1,0,0,0,0,1,0,1,0,4
95VV17S1,719,709,0,4,1,0,1,1,0,1,0,1,1
95VV17S2,691,686,0,2,1,0,0,0,0,1,1,0,0
95VV18S1,705,697,5,0,0,0,1,0,0,0,0,2,0
95VV18S2,697,692,3,0,0,1,0,0,0,0,0,1,0
95VV19S1,524,520,0,0,1,0,0,1,0,0,1,0,1
95VV19S2,648,645,1,1,0,0,0,0,0,0,0,1,0
95VV20W1,925,918,3,1,0,0,0,0,0,0,0,2,1
95VV21S1,741,737,1,1,0,1,0,0,0,0,1,0,0
95VV21S2,512,509,0,0,1,0,0,0,0,0,0,0,2
95VV22W1,956,948,1,2,1,0,0,0,0,0,2,1,1
95VV23W1,1123,1113,0,1,1,1,2,1,0,0,0,0,4
95VV24S1,591,589,1,0,0,0,0,0,0,0,0,0,1
95VV24S2,667,659,5,0,2,0,0,0,0,0,0,0,1
95VV25S1,614,614,0,0,0,0,0,0,0,0,0,0,0
95VV25S2,613,611,2,0,0,0,0,0,0,0,0,0,0
95VV26W1,1172,1171,0,0,0,0,0,1,0,0,0,0,0
95VV27W1,912,903,4,0,2,0,0,0,0,2,0,1,0
95VV28S1,801,789,3,3,1,1,0,2,0,0,0,0,2
95VV28S2,542,537,2,0,0,1,0,0,0,1,0,1,0
95VV29W1,1071,1069,1,0,0,0,0,1,0,0,0,0,0
95VV30S1,573,568,1,0,0,1,0,1,0,0,1,1,0
95VV30S2,525,521,0,0,2,1,0,0,0,0,0,1,0
95WW01S1,636,622,4,0,9,0,0,0,0,0,0,0,1
95WW01S2,621,589,3,0,16,2,0,11,0,0,0,0,0
95WW02S1,742,740,0,0,0,1,0,0,0,0,0,1,0
95WW02S2,791,788,1,0,0,0,0,2,0,0,0,0,0
95WW03S1,767,762,1,0,0,1,0,1,0,0,0,1,1
95WW03S2,816,809,0,0,1,0,0,1,0,3,0,0,2
95WW04S1,614,609,3,0,1,0,0,0,1,0,0,0,0
95WW04S2,484,479,1,0,0,0,0,1,0,1,0,1,1
95WW05S1,580,567,2,0,9,0,0,0,0,2,0,0,0
95WW05S2,577,571,0,0,1,0,0,2,0,1,1,0,1
95WW06S1,580,577,1,0,1,0,0,0,0,0,0,1,0
95WW06S2,618,615,0,0,2,0,0,0,0,0,0,0,1
95WW07S1,677,672,0,0,2,2,0,1,0,0,0,0,0
95WW07S2,925,918,5,0,0,1,0,1,0,0,0,0,0
95WW08S1,465,459,2,0,0,3,0,0,0,0,0,0,1
95WW08S2,572,571,1,0,0,0,0,0,0,0,0,0,0
95WW09S1,596,591,0,0,1,2,0,1,0,0,0,1,0
95WW09S2,515,511,1,0,0,1,0,2,0,0,0,0,0
95WW10S1,653,648,0,0,4,0,0,0,0,0,0,1,0
95WW10S2,523,516,0,0,4,0,0,0,0,1,0,0,2
95WW11S1,578,573,3,0,0,0,0,1,0,0,0,1,0
95WW11S2,528,521,2,0,3,0,0,0,0,0,0,1,1
95WW12W1,1100,1090,2,0,3,1,0,2,0,1,0,0,1
95WW13S1,752,748,1,0,2,0,0,0,0,0,1,0,0
95WW13S2,681,675,0,0,2,1,0,0,0,1,0,1,1
95WW14W1,1043,1040,3,0,0,0,0,0,0,0,0,0,0
95WW15S1,599,581,5,0,7,0,0,4,0,2,0,0,0
95WW15S2,630,617,2,0,2,3,0,3,0,2,0,1,0
95WW16S1,621,615,0,0,0,1,0,3,0,0,0,2,0
95WW16S2,639,631,1,0,3,0,0,2,0,0,0,0,2
95WW17W1,991,989,0,0,0,1,0,0,0,0,0,0,1
95WW18W1,1000,990,2,0,5,0,0,0,0,2,0,0,1
95WW19S1,754,751,2,0,0,0,0,1,0,0,0,0,0
95WW19S2,661,646,11,0,2,0,0,0,1,0,0,0,1
95WW19S3,789,763,15,0,6,1,0,2,0,0,0,2,0
95WW20S1,680,677,0,0,1,0,0,0,0,0,0,1,1
95WW20S2,1645,1624,9,0,2,3,1,3,0,0,0,2,1
95WW20S3,649,627,5,0,11,1,0,2,0,0,0,1,2
95WW21S1,711,703,2,0,0,1,0,3,0,1,0,1,0
95WW21S2,770,738,9,0,8,1,1,9,0,1,0,0,3
95WW22S1,538,534,2,0,0,0,0,0,0,1,0,0,1
95WW22S2,690,685,1,0,1,0,0,1,0,0,0,1,1
95WW23S1,889,849,10,0,9,0,1,8,0,3,0,5,4
95WW23S2,566,540,9,0,6,3,0,2,0,0,0,4,2
95WW24S1,694,685,5,0,0,0,0,2,0,1,0,1,0
95WW24S2,884,874,4,1,0,1,0,0,1,0,0,2,1
95WW25W1,1137,1128,2,0,5,1,0,0,0,1,0,0,0
95XX01S1,633,626,3,0,1,0,0,2,0,0,0,1,0
95XX01S2,608,600,6,0,0,0,0,0,0,0,0,1,1
95XX01S3,608,605,2,0,0,0,0,0,0,0,0,1,0
95XX02W1,1066,1060,1,0,0,0,0,0,0,0,1,1,3
95XX03S1,498,496,0,0,1,0,0,0,0,0,0,1,0
95XX03S2,559,553,1,0,0,1,1,0,0,0,0,2,1
95XX04S1,663,654,2,0,3,0,1,0,0,0,0,2,1
95XX04S2,739,737,0,0,1,0,0,0,0,0,0,1,0
95XX05W1,1238,1225,5,0,3,1,0,1,1,2,0,0,0
95XX06S1,755,752,1,0,0,0,0,1,0,0,0,1,0
95XX06S2,843,828,6,0,0,1,1,0,1,0,3,3,0
95XX07S1,633,625,1,0,1,1,0,1,1,0,2,1,0
95XX07S2,645,641,0,1,0,0,0,0,1,1,0,0,1
95XX08S1,591,588,1,0,0,0,0,2,0,0,0,0,0
95XX08S2,582,576,0,0,2,0,0,4,0,0,0,0,0
95XX09S1,629,626,0,0,0,0,0,0,0,1,0,1,1
95XX09S2,626,623,2,0,0,0,0,1,0,0,0,0,0
95XX10S1,676,672,0,0,1,0,0,1,0,1,1,0,0
95XX10S2,678,661,8,0,1,0,0,0,1,1,0,3,3
95XX10S3,488,486,0,0,0,1,0,1,0,0,0,0,0
95XX11S1,998,990,5,0,0,0,0,1,0,0,0,2,0
