GeographyCode,QS604NI0001,QS604NI0002,QS604NI0003,QS604NI0004,QS604NI0005,QS604NI0006,QS604NI0007,QS604NI0008,QS604NI0009,QS604NI0010,QS604NI0011,QS604NI0012,QS604NI0013,QS604NI0014,QS604NI0015,QS604NI0016,QS604NI0017,QS604NI0018,QS604NI0019,QS604NI0020,QS604NI0021,QS604NI0022,QS604NI0023,QS604NI0024,QS604NI0025,QS604NI0026,QS604NI0027,QS604NI0028
95GG18S2,857,2,0,40,3,2,0,4,3,24,4,4,6,46,141,44,63,18,30,10,40,42,65,50,192,62,2,0
95GG19S1,468,0,0,35,3,0,0,3,2,16,11,1,8,34,93,27,19,8,9,7,16,36,30,35,90,19,1,0
95GG19S2,729,0,0,55,5,1,0,10,8,21,10,5,6,35,159,39,51,23,10,6,31,55,47,52,112,41,1,1
95GG20S1,1171,0,3,72,8,4,2,10,5,28,15,6,10,49,229,55,91,80,73,13,67,80,80,69,131,61,0,2
95GG20S2,664,1,0,44,9,3,0,2,5,13,12,3,5,34,109,39,54,19,26,8,21,53,36,44,117,51,0,0
95GG21S1,382,0,1,14,1,1,0,0,1,10,1,0,2,12,72,14,39,10,6,4,12,26,27,19,103,21,0,0
95GG21S2,428,0,0,13,4,0,0,0,0,6,3,0,1,23,83,24,39,6,12,1,14,24,39,36,86,27,0,0
95GG21S3,661,1,0,27,1,2,0,0,3,15,6,3,7,32,106,24,68,56,34,10,19,40,48,38,120,28,0,0
95GG22S1,721,0,0,40,8,2,0,3,6,14,7,0,4,37,121,31,34,26,32,5,34,21,77,95,125,39,0,0
95GG22S2,732,0,0,40,7,1,0,7,4,13,8,1,7,40,136,40,35,12,19,6,31,22,78,86,136,43,0,0
95GG22S3,645,0,0,32,4,3,0,3,1,11,10,2,3,51,96,40,45,28,29,14,12,24,51,68,120,30,0,0
95GG23S1,693,0,0,42,6,1,2,7,7,9,10,4,4,26,144,17,31,28,34,8,52,21,50,79,127,26,0,0
95GG23S2,688,0,0,28,3,0,0,4,4,9,8,5,5,25,92,22,28,28,35,12,49,7,80,117,123,32,0,0
95GG23S3,801,0,1,47,4,0,1,5,3,24,10,5,8,14,148,29,43,25,37,8,50,29,73,103,151,30,0,0
95GG24S1,566,2,1,31,3,0,1,2,4,16,5,2,4,28,99,21,24,26,29,3,32,19,63,65,78,38,1,0
95GG24S2,701,0,2,62,9,1,2,2,8,25,15,4,8,50,151,37,39,19,26,6,25,34,49,50,99,39,1,0
95GG24S3,761,2,0,37,3,3,1,4,4,15,7,2,3,37,115,27,35,25,34,8,87,34,62,106,110,35,1,1
95GG25S1,790,0,0,46,8,3,0,6,5,15,9,1,3,47,133,27,44,25,47,18,31,37,61,95,127,44,4,0
95GG25S2,779,0,1,34,5,1,0,3,3,18,4,3,4,51,127,46,72,16,20,5,26,26,83,73,150,41,1,0
95GG25S3,633,1,0,19,4,0,0,1,6,5,3,3,3,33,144,35,52,12,29,4,27,23,70,53,89,36,0,0
95GG26S1,671,1,0,51,6,4,0,3,3,25,10,0,13,37,117,48,43,13,26,6,16,58,35,40,139,28,0,0
95GG26S2,621,0,0,57,4,4,2,4,6,25,12,3,4,24,122,58,34,12,21,11,16,51,50,38,96,24,0,0
95GG27S1,689,4,0,38,2,2,0,2,4,15,13,0,11,45,126,42,44,27,27,8,28,19,73,68,103,26,0,0
95GG27S2,575,0,0,26,5,1,0,1,4,7,8,2,7,36,116,45,26,13,19,6,20,29,55,48,98,28,1,0
95GG27S3,655,0,2,38,6,1,2,7,3,13,6,0,6,38,115,40,47,20,29,3,16,26,58,72,104,41,0,0
95GG27S4,497,0,0,18,3,1,0,2,1,8,3,0,4,28,109,39,39,11,31,6,19,11,28,36,95,23,0,0
95GG28S1,1036,0,0,112,12,4,1,10,11,46,28,5,11,80,218,56,39,19,51,10,32,54,90,64,148,46,1,0
95GG28S2,698,0,2,73,4,2,2,5,14,35,11,4,9,31,122,49,31,17,26,12,26,44,59,45,108,40,0,0
95GG28S3,635,0,1,66,5,1,1,4,4,33,18,2,11,35,112,28,39,12,19,6,19,57,36,43,111,38,0,0
95GG29S1,854,1,2,64,16,4,0,5,3,26,10,3,12,35,130,29,62,85,67,7,48,53,71,50,87,48,0,0
95GG29S2,1408,5,1,106,15,5,1,10,4,42,29,6,10,35,224,56,110,50,79,26,71,96,161,110,191,70,0,1
95GG30S1,686,1,0,44,6,4,1,1,8,15,9,3,2,44,126,25,49,16,27,4,42,53,76,49,83,42,0,0
95GG30S2,846,0,1,52,7,3,0,3,2,23,14,5,10,30,115,23,30,42,36,14,77,27,117,84,140,43,0,0
95GG30S3,769,0,0,84,12,0,2,3,10,34,23,4,5,46,151,28,37,17,39,4,32,28,83,58,121,31,1,0
95GG31S1,1087,0,1,50,7,2,1,2,6,27,5,5,8,50,204,54,55,45,44,22,48,21,130,111,179,59,0,1
95GG31S2,797,0,0,49,5,3,0,4,6,23,8,2,6,43,157,51,42,18,20,12,29,33,71,80,140,44,0,0
95GG31S3,692,1,0,29,3,0,0,3,4,11,8,2,6,41,148,36,46,17,26,4,29,25,64,58,128,32,0,0
95GG32S1,1207,2,0,64,5,0,2,10,7,31,9,2,13,51,216,83,71,43,55,17,50,60,81,105,248,46,0,0
95GG32S2,590,0,0,51,4,3,0,2,6,23,13,1,10,29,108,46,24,15,26,9,27,24,38,47,102,33,0,0
95GG32S3,677,0,0,38,4,2,0,1,5,17,9,3,4,33,134,29,36,21,19,14,32,47,64,53,107,43,0,0
95GG33S1,940,0,1,24,2,1,0,6,4,8,3,2,6,41,98,12,43,60,60,22,146,22,56,113,199,34,0,1
95GG33S2,744,1,0,28,6,2,0,5,3,7,5,5,1,28,83,18,33,41,36,21,109,22,59,90,135,34,0,0
95GG33S3,1049,1,2,41,7,2,0,4,6,17,5,5,4,23,108,15,65,52,57,23,133,31,84,140,220,43,0,2
95GG34S1,585,1,0,36,2,4,0,5,4,16,5,3,3,27,84,25,35,20,21,8,26,28,38,60,139,30,1,0
95GG34S2,779,0,1,42,5,1,0,4,1,17,14,6,3,40,131,39,23,33,32,8,54,19,78,125,125,20,0,0
95GG34S3,1030,0,1,46,1,2,1,6,7,16,13,8,1,32,142,31,41,64,56,18,85,32,92,125,201,54,0,1
95GG35S1,548,1,1,14,0,0,1,2,2,5,4,1,4,29,108,38,49,23,24,3,18,26,40,45,88,36,0,0
95GG35S2,402,0,0,24,3,2,0,1,5,9,4,1,2,20,79,21,27,8,15,5,14,30,31,42,55,28,0,0
95GG35S3,490,0,0,25,3,2,0,3,5,9,3,1,4,22,105,34,49,9,17,5,17,35,27,45,74,21,0,0
95GG36S1,966,0,1,91,15,3,1,12,5,36,19,1,6,52,151,50,56,61,38,6,64,41,100,85,108,55,0,0
95GG36S2,968,2,0,70,8,1,0,6,5,36,14,5,9,46,134,42,39,45,56,13,52,30,115,99,135,76,0,0
95GG36S3,973,2,1,79,10,4,2,12,10,27,14,9,2,63,175,36,48,24,45,9,51,51,108,97,113,55,2,3
95GG37S1,1099,2,0,59,14,1,0,6,6,22,10,13,3,27,92,10,57,90,48,17,125,22,102,166,207,59,0,0
95GG37S2,1006,0,0,64,13,1,3,7,1,20,19,7,7,30,141,40,61,60,63,11,66,32,98,143,129,54,0,0
95GG37S3,1353,0,0,77,11,2,1,13,5,30,15,6,8,44,169,40,81,122,85,22,120,58,141,146,189,45,0,0
95GG38S1,1801,2,0,87,15,2,0,12,10,31,17,8,12,47,161,31,78,119,105,35,231,62,166,240,342,71,1,3
95GG38S2,977,1,0,42,9,3,0,6,3,10,11,7,1,30,107,17,46,67,56,7,97,37,106,113,198,45,0,0
95GG38S3,807,2,0,32,6,1,1,7,0,10,7,5,3,36,80,17,26,56,39,13,71,14,100,147,141,25,0,0
95GG39S1,1118,2,0,46,6,0,0,5,4,24,7,9,4,28,137,33,94,191,112,14,79,47,80,76,119,45,0,2
95GG39S2,1181,3,0,59,7,4,0,6,8,18,16,2,9,41,173,27,167,88,73,10,66,72,83,89,169,50,0,0
95GG39S3,778,1,0,35,2,2,4,5,1,13,8,3,10,22,130,20,74,46,42,2,52,52,31,82,135,40,1,0
95GG40S1,492,0,0,42,5,4,0,2,9,17,5,0,4,26,94,27,28,10,19,0,9,40,33,39,90,30,1,0
95GG40S2,565,1,0,63,5,1,0,5,10,20,22,2,3,18,95,13,55,18,13,5,30,49,46,39,85,29,0,1
95GG41S1,885,4,0,70,9,2,1,9,5,29,15,5,1,35,99,17,26,40,68,15,93,29,106,114,120,43,0,0
95GG41S2,650,1,0,31,6,2,0,1,1,8,13,2,1,28,82,17,19,26,32,12,83,25,76,90,98,27,0,0
95GG41S3,936,2,2,46,8,1,0,9,5,16,7,7,4,39,106,27,41,53,52,22,103,33,102,112,130,55,0,0
95GG42S1,886,0,1,38,5,1,0,4,8,13,7,5,3,20,103,10,58,37,45,17,106,21,80,123,186,33,0,0
95GG42S2,710,3,0,16,3,2,0,0,4,3,4,0,0,6,286,2,115,21,15,2,41,9,30,52,57,54,0,1
95GG42S3,1230,6,0,43,3,2,0,5,4,19,10,6,4,30,295,23,172,66,44,10,118,42,56,118,130,64,1,2
95GG42S4,1291,2,0,59,10,0,3,6,5,24,11,4,1,35,123,18,74,93,68,11,180,35,107,205,204,70,0,2
95GG43S1,629,1,0,49,10,1,0,3,3,25,7,4,6,26,118,37,42,26,31,2,25,40,62,51,82,27,0,0
95GG43S2,847,2,0,79,7,3,2,7,6,45,9,1,4,34,153,34,46,38,32,11,58,57,93,63,105,36,0,1
95GG43S3,907,0,0,83,15,4,2,2,5,30,25,5,7,43,159,33,60,44,48,8,59,48,78,67,117,48,0,0
95GG44S1,1186,3,0,95,27,5,0,14,4,25,20,4,6,42,190,53,136,51,36,11,63,131,96,68,130,71,0,0
95GG44S2,1119,3,0,98,14,4,3,10,9,30,28,3,25,32,224,40,115,47,30,7,67,81,75,65,145,62,0,0
95GG45S1,713,1,1,37,5,1,2,8,5,9,7,3,2,26,110,14,34,29,39,15,85,21,43,95,131,26,1,0
95GG45S2,548,0,0,46,2,2,1,5,6,18,12,4,4,27,86,21,45,6,21,5,18,33,34,60,95,43,0,0
95GG45S3,739,0,1,45,7,0,1,5,4,17,11,5,5,35,111,23,24,36,27,16,57,31,64,102,111,46,0,0
95GG46S1,544,0,1,23,2,1,0,1,3,10,6,0,4,40,99,32,43,18,11,8,16,33,28,63,103,22,0,0
95GG46S2,535,0,0,25,2,2,0,0,2,11,8,1,5,28,105,28,36,12,17,5,13,30,38,55,104,33,0,0
95GG46S3,453,0,0,24,4,0,3,2,3,8,4,2,2,23,98,24,32,10,4,6,13,35,21,47,81,31,0,0
95GG47S1,748,1,2,33,4,1,1,0,6,16,5,5,11,38,141,39,62,33,32,7,37,40,56,53,132,25,1,0
95GG47S2,534,0,0,26,2,1,0,2,2,9,10,4,5,26,115,35,34,17,19,7,13,32,39,40,80,42,0,0
95GG47S3,655,0,1,38,4,0,0,1,4,19,10,4,8,29,121,40,44,34,18,4,34,32,54,55,108,31,0,0
95GG48S1,493,0,0,31,4,5,1,4,2,8,7,1,0,24,89,21,28,13,16,4,21,31,32,48,110,23,1,0
95GG48S2,504,0,0,23,3,3,0,2,4,7,4,0,7,20,94,21,47,11,16,6,15,23,29,34,131,27,0,0
95GG48S3,481,3,0,23,4,1,0,0,2,9,7,0,5,19,89,20,38,6,7,2,18,41,25,44,101,40,0,0
95GG49S1,899,1,4,29,5,0,0,7,2,9,6,4,3,28,138,15,74,55,40,16,110,31,88,112,125,25,0,1
95GG49S2,1301,5,0,50,4,4,2,9,4,16,11,5,7,30,285,14,166,71,54,17,103,50,71,146,164,61,2,0
95GG49S3,1046,4,0,39,6,0,1,13,7,10,2,7,5,22,275,12,132,59,41,9,68,38,41,108,141,45,0,0
95GG49S4,1075,5,0,28,3,2,0,7,4,3,9,1,2,25,322,13,135,46,56,7,87,46,55,87,119,41,0,0
95GG50S1,750,1,1,53,4,2,0,5,10,19,13,4,9,24,114,28,91,41,32,3,51,44,75,56,83,40,0,0
95GG50S2,803,2,0,59,16,3,0,2,5,14,19,2,4,45,126,24,96,36,44,5,32,64,64,59,101,40,0,0
95GG50S3,862,1,0,53,14,1,0,7,2,19,10,3,14,38,111,33,94,43,46,11,55,60,78,43,110,69,0,0
95GG51S1,429,0,1,45,9,6,1,3,4,17,5,2,4,16,83,26,29,7,17,5,11,35,30,34,57,25,2,0
95GG51S2,449,0,0,39,1,7,0,3,4,18,6,1,5,18,96,31,29,9,8,4,8,37,24,32,76,32,0,0
95GG51S3,408,0,0,32,6,3,0,4,2,13,4,1,7,31,84,35,21,5,6,5,5,37,16,20,79,22,2,0
95HH01W1,848,1,4,83,4,0,0,10,18,39,12,23,8,60,119,41,44,34,33,9,42,38,85,71,117,36,0,0
95HH02S1,668,3,1,58,3,2,3,7,4,36,3,11,2,37,106,39,38,12,34,13,24,31,65,64,99,31,0,0
95HH02S2,855,1,2,77,4,2,1,11,8,33,18,8,7,43,127,47,41,28,49,11,44,37,97,71,125,40,0,0
95HH03W1,676,2,3,59,5,1,2,3,8,30,10,6,4,45,106,35,26,26,27,10,34,28,62,78,95,30,0,0
95HH04S1,897,1,1,113,8,3,1,10,17,54,20,14,5,48,150,66,34,26,40,13,27,34,81,91,117,36,0,0
95HH04S2,696,0,0,71,3,0,0,3,8,41,16,9,3,45,137,38,32,9,36,8,35,29,67,74,73,27,0,3
95HH05W1,882,0,2,104,13,4,3,5,16,52,11,5,6,58,184,68,67,11,31,3,31,53,55,46,107,51,0,0
95HH06S1,1232,9,3,136,11,3,2,12,19,69,20,12,8,88,243,71,48,34,74,17,44,43,94,102,146,60,0,0
95HH06S2,1262,4,5,134,8,1,3,13,21,58,30,17,7,79,212,85,69,29,59,17,42,68,133,123,135,44,0,0
95HH07W1,635,3,1,66,10,2,1,1,9,31,12,6,8,39,117,43,25,24,19,7,23,37,36,64,77,38,0,2
95HH08W1,1311,3,1,135,14,5,6,12,12,54,32,14,10,55,200,73,53,49,74,13,59,58,140,151,153,69,1,0
95HH09W1,1091,4,2,104,10,3,0,13,16,46,16,8,4,68,167,82,87,24,50,11,63,49,109,70,144,44,0,1
95HH10W1,1221,0,0,91,7,2,1,11,6,44,20,6,7,56,206,54,40,41,59,15,80,49,127,158,172,58,1,1
95HH11W1,548,1,2,55,3,0,3,4,9,30,6,2,4,34,141,41,30,7,19,7,16,38,26,28,79,17,1,0
95HH12W1,705,4,3,65,8,3,1,2,11,25,15,8,4,53,131,45,32,21,23,3,26,33,67,53,99,35,0,0
95HH13W1,536,0,0,67,9,1,0,6,13,26,12,6,8,31,106,53,32,11,22,3,11,38,32,22,62,32,0,0
95HH14W1,556,3,1,73,7,2,1,16,9,28,10,6,7,38,94,43,36,9,24,2,10,28,47,38,62,35,0,0
95HH15W1,1273,3,0,108,12,2,0,9,17,49,19,15,6,74,229,73,82,44,52,11,52,48,115,128,180,53,0,0
95HH16W1,958,7,10,75,9,0,2,4,18,23,19,12,6,67,127,44,25,34,35,13,61,43,91,110,141,57,0,0
95HH17W1,1254,29,5,136,17,4,1,21,18,55,20,13,10,90,227,64,50,24,71,13,58,57,105,122,122,57,1,0
95II01S1,758,1,0,52,11,4,1,3,4,21,8,7,5,43,125,29,40,26,26,11,39,41,107,63,92,51,0,0
95II01S2,760,16,0,45,5,3,0,7,6,16,8,3,2,43,112,28,30,22,38,12,64,39,99,72,102,33,0,0
95II02S1,787,0,1,47,8,1,1,4,3,21,9,7,3,19,100,18,34,48,41,15,66,17,83,113,141,34,0,0
95II02S2,791,4,0,47,8,1,1,4,8,16,9,8,1,30,125,21,21,34,50,9,59,33,84,77,151,37,0,0
95II02S3,650,1,0,52,2,2,1,6,7,22,12,12,4,29,101,15,28,27,34,4,30,26,57,83,110,37,0,0
95II03S1,952,1,0,64,6,1,1,5,7,24,20,6,1,35,115,18,52,55,55,11,65,23,131,114,166,37,0,3
95II03S2,984,0,0,51,6,3,0,5,1,20,16,4,4,42,180,27,58,56,62,13,71,25,121,103,141,26,0,0
95II04S1,1267,7,2,111,10,2,0,9,5,59,26,7,3,58,193,37,69,40,73,8,59,59,188,86,204,63,0,0
95II04S2,895,6,1,81,7,4,1,5,2,46,16,1,4,65,142,33,43,23,41,9,33,49,90,62,170,42,0,0
95II05S1,788,2,1,37,5,1,1,4,5,11,10,2,4,47,128,17,49,33,39,6,32,11,90,115,138,37,0,0
95II05S2,885,4,1,54,3,4,0,5,7,22,13,1,3,52,116,23,56,29,58,15,42,38,88,89,177,38,0,1
95II06S1,779,4,1,39,1,1,1,2,5,21,8,4,3,37,105,21,40,36,50,14,52,22,113,97,112,29,0,0
95II06S2,972,3,1,69,7,2,3,6,4,27,20,8,6,62,137,32,46,44,50,6,73,32,108,81,163,49,1,1
95II07W1,822,1,1,81,13,4,4,9,11,24,16,3,11,36,149,49,52,24,34,10,27,49,66,47,136,46,0,0
95II08W1,1176,2,1,102,13,2,3,14,10,43,17,7,8,65,213,54,64,38,40,25,50,49,119,123,161,55,0,0
95II09S1,993,4,1,70,18,0,1,5,6,33,7,2,8,35,141,33,43,43,41,8,47,38,143,67,221,48,0,0
95II09S2,734,0,0,67,9,1,0,2,7,40,8,5,5,36,127,25,21,21,39,15,26,31,93,58,118,47,0,0
95II10W1,1119,1,0,93,8,2,0,13,8,43,19,2,8,48,225,51,53,26,62,7,35,73,86,82,211,56,0,0
95II11W1,1310,1,0,71,6,1,0,11,6,34,13,11,6,47,165,36,40,80,58,22,93,24,164,198,235,58,0,1
95II12W1,1148,1,0,81,7,3,0,7,7,41,16,8,5,59,132,34,36,49,59,8,75,36,178,149,163,72,1,2
95II13W1,1200,2,1,96,16,1,0,10,3,40,26,7,6,62,219,44,59,33,47,5,47,68,114,79,247,63,0,1
95II14W1,1223,3,1,69,4,2,0,1,7,35,20,9,6,46,190,28,51,70,75,15,95,44,146,152,159,62,2,0
95II15S1,1010,0,0,57,6,3,2,6,7,23,10,2,4,32,114,25,56,61,57,16,68,28,124,153,166,47,0,0
95II15S2,665,1,0,40,4,2,3,3,4,16,8,10,1,25,80,9,19,29,34,13,45,15,78,107,132,27,0,0
95II16W1,926,1,6,96,13,4,1,15,9,31,23,6,10,49,182,30,57,27,43,9,35,34,96,64,126,54,0,1
95II17W1,1132,2,0,94,13,0,4,10,8,40,19,5,5,66,207,48,52,40,51,10,60,53,124,106,143,64,1,1
95II18W1,943,1,0,64,12,4,1,4,4,23,16,0,6,51,183,35,51,21,26,12,55,48,81,70,189,48,0,2
95II19S1,925,31,3,86,18,0,4,12,11,20,21,4,2,85,129,16,32,27,36,9,49,29,109,105,144,27,2,0
95II19S2,992,21,2,81,11,0,0,11,11,33,15,6,5,82,147,39,47,26,39,22,54,34,130,79,127,50,0,1
95II20W1,1406,0,1,77,11,3,0,7,11,26,19,10,8,49,239,34,59,70,56,21,115,48,168,140,259,52,0,0
95II21W1,1016,0,1,65,9,1,1,7,1,27,19,6,11,64,175,52,58,19,38,12,39,81,78,77,176,64,0,0
95II22W1,1049,4,0,95,9,3,2,9,11,43,18,8,9,58,187,55,47,51,47,9,51,46,104,76,136,63,3,0
95II23W1,1059,2,0,70,8,2,1,16,5,27,11,5,9,36,149,33,48,61,37,15,105,28,119,130,160,50,1,1
95JJ01W1,1210,90,2,134,38,4,5,5,24,36,22,3,7,117,186,29,57,18,28,12,48,49,76,130,169,53,0,2
95JJ02W1,964,9,1,68,16,2,1,5,13,15,16,2,1,42,153,20,96,16,20,14,47,43,72,165,137,54,4,0
95JJ03S1,472,4,3,46,19,2,0,4,7,7,7,2,3,30,95,24,42,2,8,5,3,32,37,58,46,32,0,0
95JJ03S2,445,5,1,34,14,1,0,4,6,7,2,2,0,26,120,21,44,7,3,6,15,12,22,38,57,32,0,0
95JJ04S1,651,18,0,69,16,3,4,4,9,12,21,4,4,67,121,26,35,8,11,7,36,33,57,62,65,28,0,0
95JJ04S2,665,8,0,59,11,3,3,2,10,8,22,0,2,48,110,17,33,13,19,8,18,39,73,77,101,39,0,1
95JJ05W1,678,1,0,103,47,3,2,8,20,9,14,2,6,31,147,35,68,11,10,8,18,35,41,56,77,29,0,0
95JJ06W1,910,7,1,104,42,5,7,7,14,18,11,1,8,44,226,36,91,15,16,8,19,52,59,65,113,45,0,0
95JJ07W1,1013,13,2,133,49,0,9,9,27,27,12,2,2,47,232,42,106,12,18,6,22,51,53,85,133,54,0,0
95JJ08S1,614,48,1,64,26,2,6,1,10,9,10,1,1,53,107,24,33,10,11,3,34,21,42,53,74,34,0,0
95JJ08S2,884,10,2,48,19,2,2,8,3,8,6,1,5,31,211,22,93,13,21,12,45,18,61,141,103,46,1,0
95JJ09W1,886,68,1,77,27,3,3,15,13,2,14,0,4,58,141,22,91,16,19,5,50,29,49,105,109,41,0,1
95JJ10W1,1147,59,7,136,26,4,2,9,44,32,19,6,3,175,204,43,55,13,30,10,43,24,56,101,128,53,1,0
95JJ11S1,743,7,3,48,12,1,4,2,11,11,7,3,5,25,140,18,60,12,10,16,38,36,66,110,88,58,0,0
95JJ11S2,833,4,0,48,16,1,1,6,8,6,10,4,5,39,146,21,82,17,17,14,45,25,69,126,107,61,3,0
95JJ12W1,1142,33,3,155,51,6,6,8,33,21,30,4,16,186,187,31,61,15,29,9,41,27,54,102,127,58,3,1
95JJ13S1,1050,9,5,100,22,5,9,9,22,18,15,4,4,55,220,34,66,18,29,14,46,53,93,113,138,47,1,1
95JJ13S2,867,9,3,60,20,1,0,2,9,16,12,1,2,57,152,22,41,18,21,16,40,37,91,139,115,41,1,1
95JJ14W1,1073,91,3,80,33,1,1,6,12,15,12,5,7,84,202,29,74,16,25,2,55,44,84,113,116,42,0,1
95JJ15W1,778,7,1,60,31,1,1,3,6,11,7,1,1,35,137,19,59,12,23,5,40,28,63,113,123,51,0,0
95JJ16W1,712,10,0,34,11,1,1,2,7,8,4,4,1,32,159,17,100,10,15,8,34,28,46,83,97,34,0,0
95JJ17W1,1091,109,11,93,33,3,1,4,22,13,17,5,4,152,165,31,48,8,28,7,46,36,57,111,149,31,0,0
95JJ18W1,833,9,1,67,25,0,2,4,18,12,6,5,4,40,134,24,120,14,15,9,40,32,65,102,95,56,1,0
95JJ19S1,724,4,2,36,10,0,11,0,4,7,4,1,4,29,159,21,61,8,15,12,37,18,46,151,83,37,0,0
95JJ19S2,622,17,1,18,11,0,1,0,0,2,4,0,1,22,200,6,89,7,12,6,31,16,29,71,62,33,0,1
95JJ20S1,1037,6,1,64,21,0,2,4,13,13,11,7,3,50,206,27,69,24,23,20,38,57,120,142,138,41,0,1
95JJ20S2,878,6,2,62,17,1,1,7,12,14,10,3,6,43,200,57,62,11,22,3,37,42,88,93,111,30,0,0
95JJ21W1,1127,10,2,84,38,2,3,2,14,18,7,4,6,42,321,44,126,13,20,12,41,36,63,126,121,56,0,0
95JJ22W1,1223,8,1,88,33,0,4,12,16,15,8,3,3,57,223,28,72,23,40,18,77,51,125,187,159,59,0,1
95KK01W1,987,51,3,123,24,2,3,5,34,20,35,2,16,174,140,29,44,12,16,9,36,16,56,78,143,39,0,0
95KK02W1,913,45,2,125,44,5,2,3,17,19,35,2,9,116,155,38,44,15,19,5,53,22,53,61,122,27,0,0
95KK03W1,991,78,13,128,21,3,7,4,36,30,27,5,5,194,174,35,33,3,12,4,22,22,45,96,94,28,0,0
95KK04W1,1183,13,6,249,96,3,6,7,46,37,54,1,7,113,236,29,84,16,14,6,49,40,50,88,131,49,2,0
95KK05W1,1104,79,7,156,27,5,7,10,45,30,32,3,7,182,185,29,35,4,20,7,39,25,47,111,123,44,0,1
95KK06W1,794,12,3,181,70,5,6,3,30,25,42,3,3,66,172,22,47,8,16,5,27,19,24,57,82,47,0,0
95KK07W1,950,78,9,121,25,2,5,6,30,16,37,3,7,130,183,35,25,13,19,3,40,28,51,77,95,33,0,0
95KK08W1,1161,38,3,168,50,3,2,6,38,30,39,3,9,150,204,57,43,18,20,4,44,36,55,112,136,60,1,0
95KK09W1,958,15,2,235,122,4,4,11,39,21,34,2,10,69,199,28,58,10,23,5,39,27,38,73,77,47,1,0
95KK10W1,1033,94,9,143,37,3,1,4,46,15,37,4,9,129,210,39,49,12,16,4,49,29,30,70,105,32,0,0
95KK11W1,994,10,1,186,88,4,3,6,39,22,24,1,3,84,241,28,45,12,33,6,43,37,47,66,110,40,0,1
95KK12W1,976,65,3,159,48,5,4,1,42,29,30,0,3,153,158,27,42,15,13,1,19,29,51,76,134,27,1,0
95KK13W1,806,74,1,105,27,4,4,2,22,17,29,3,2,83,168,33,34,10,14,2,31,29,30,71,72,43,0,1
95KK14W1,854,72,1,140,30,10,3,10,36,25,26,3,2,96,148,28,29,10,11,3,36,18,32,88,102,33,2,0
95KK15W1,1344,85,3,178,30,8,8,15,45,23,49,1,9,195,205,34,38,20,35,9,55,43,71,145,172,46,0,0
95KK16W1,948,10,4,178,76,6,4,9,23,25,35,4,5,81,202,22,57,16,21,2,43,18,33,96,101,55,0,0
95LL01S1,1162,42,3,128,23,5,10,16,18,28,28,5,12,122,216,40,51,18,26,11,67,30,108,90,154,38,1,0
95LL01S2,1183,22,3,148,41,14,12,11,21,17,32,4,9,131,200,53,50,19,24,13,53,37,86,134,151,46,0,0
95LL02S1,803,5,2,131,38,10,1,22,10,16,34,1,5,58,142,42,36,20,22,10,32,34,41,80,99,43,0,0
95LL02S2,599,6,1,186,96,10,2,16,6,18,38,1,5,29,105,20,47,14,5,5,17,30,27,20,56,25,0,0
95LL03W1,969,20,1,182,68,22,4,35,10,21,22,5,3,80,202,51,44,21,7,9,49,43,45,51,124,32,0,0
95LL04W1,1228,21,1,193,78,9,2,27,17,22,38,3,6,85,231,61,82,19,32,11,43,53,62,116,161,47,1,0
95LL05S1,1220,14,2,177,39,27,7,29,19,38,18,8,4,90,238,24,38,41,34,14,57,41,85,128,171,54,0,0
95LL05S2,810,19,0,105,30,13,2,10,19,15,16,7,5,98,160,33,32,11,15,3,29,26,54,74,115,22,2,0
95LL06S1,739,14,0,136,40,19,4,23,8,17,25,3,3,47,127,24,46,11,8,9,24,49,43,59,110,26,0,0
95LL06S2,738,8,1,129,40,13,1,32,10,21,12,1,11,49,177,37,29,8,7,5,29,29,43,32,107,36,0,0
95LL07W1,756,4,0,189,65,11,8,19,24,28,34,1,12,45,145,33,45,11,11,5,32,46,34,27,91,25,0,0
95LL08S1,638,2,1,142,61,7,1,20,6,10,37,0,6,36,99,34,54,11,6,6,17,33,30,53,89,16,2,1
95LL08S2,701,14,0,187,62,4,1,43,5,22,50,1,6,33,122,21,66,3,10,6,15,45,29,39,80,21,1,2
95LL09S1,509,3,0,108,43,1,6,13,15,13,17,0,4,35,128,19,42,3,4,2,7,15,20,33,68,18,0,0
95LL09S2,532,5,0,99,42,6,10,13,12,8,8,2,7,41,85,19,31,13,13,5,20,21,32,36,77,24,1,1
95LL10S1,1485,11,1,228,71,18,17,27,22,38,35,7,21,102,266,52,73,39,39,18,63,37,111,162,192,63,0,0
95LL10S2,1155,30,2,157,41,9,10,18,20,26,33,8,10,124,214,36,51,24,33,10,42,40,76,92,162,43,1,0
95LL11S1,761,22,1,95,18,5,3,19,21,16,13,2,9,59,141,23,34,25,12,4,29,41,55,68,104,35,1,1
95LL11S2,1229,35,2,126,34,8,3,24,15,27,15,4,5,113,243,55,29,30,36,7,62,73,91,104,166,47,0,1
95LL12S1,1170,11,1,173,58,10,11,24,9,36,25,0,13,81,262,60,93,18,31,5,38,40,63,95,136,49,0,1
95LL12S2,351,4,1,74,34,6,4,8,6,4,12,1,7,15,74,16,25,3,2,2,10,22,14,22,48,11,0,0
95LL13S1,588,4,3,114,38,3,5,21,13,8,26,4,7,31,121,21,45,6,9,2,15,28,32,45,86,15,0,0
