GeographyCode,QS406NI0001,QS406NI0002,QS406NI0003,QS406NI0004,QS406NI0005,QS406NI0006,QS406NI0007,QS406NI0008,QS406NI0009,QS406NI0010
95AA01S1,310,0,0,12,6,52,152,60,20,8
95AA01S2,624,1,1,20,38,92,118,96,96,162
95AA01S3,588,0,8,24,76,117,89,108,58,108
95AA02W1,839,3,28,96,157,345,132,40,21,17
95AA03W1,845,3,17,66,164,411,131,22,15,16
95AA04W1,1014,1,1,20,43,155,167,153,180,294
95AA05W1,920,3,5,32,57,220,187,163,118,135
95AA06S1,710,7,13,39,80,226,163,70,56,56
95AA06S2,860,2,6,40,77,269,162,136,118,50
95AA07W1,820,0,7,25,107,237,122,92,94,136
95AA08W1,699,0,3,63,25,361,163,45,21,18
95AA09W1,943,1,5,64,92,495,101,56,71,58
95AA10W1,792,0,3,58,54,321,196,65,46,49
95AA11S1,1123,4,21,66,160,338,231,114,113,76
95AA11S2,870,0,5,23,29,288,226,155,72,72
95AA12W1,971,3,1,16,55,127,152,136,174,307
95AA13S1,625,2,25,41,62,158,109,81,68,79
95AA13S2,614,2,23,56,55,214,101,68,44,51
95AA14W1,779,0,6,14,49,91,146,130,127,216
95AA15S1,1013,0,6,50,158,353,226,141,59,20
95AA15S2,582,2,7,66,34,234,141,62,23,13
95AA16W1,832,2,2,77,102,488,105,32,12,12
95AA17W1,855,1,10,37,57,445,188,67,31,19
95AA18W1,1004,0,6,45,89,176,173,175,119,221
95AA19W1,832,0,16,40,71,194,146,129,111,125
95BB01S1,548,0,3,19,30,120,117,83,77,99
95BB01S2,759,1,5,27,64,196,204,103,69,90
95BB02W1,1126,2,62,115,218,296,246,80,43,64
95BB03S1,877,2,13,50,157,328,174,60,52,41
95BB03S2,899,0,9,24,131,299,180,92,77,87
95BB04S1,638,1,12,43,152,168,50,39,64,109
95BB04S2,669,2,2,11,45,162,161,100,80,106
95BB05S1,564,0,4,21,62,113,99,69,67,129
95BB05S2,754,1,6,23,92,212,130,101,76,113
95BB06W1,1518,8,81,270,484,420,176,41,24,14
95BB07S1,819,3,44,108,267,232,61,34,36,34
95BB07S2,496,0,1,7,19,192,136,61,39,41
95BB08S1,589,1,16,23,184,243,81,25,10,6
95BB08S2,479,2,8,12,14,223,135,45,24,16
95BB09S1,561,1,0,17,64,187,127,72,43,50
95BB09S2,692,2,8,60,136,167,114,87,65,53
95BB10S1,874,5,42,120,238,186,103,65,47,68
95BB10S2,635,0,4,8,45,75,80,105,104,214
95BB11S1,621,3,9,32,150,257,99,32,25,14
95BB11S2,717,2,7,39,134,202,187,74,48,24
95BB12S1,626,4,17,52,143,221,127,35,17,10
95BB12S2,504,0,1,2,28,97,86,89,89,112
95BB13S1,508,0,5,15,117,115,60,48,68,80
95BB13S2,603,3,5,25,63,280,126,41,35,25
95BB13S3,576,0,1,31,40,219,138,75,41,31
95BB14S1,551,1,4,5,28,73,103,104,84,149
95BB14S2,621,0,12,10,58,116,111,87,92,135
95BB15S1,706,0,2,11,63,180,146,104,80,120
95BB15S2,581,1,7,24,76,236,94,60,32,51
95BB16S1,562,1,0,9,42,92,95,70,87,166
95BB16S2,614,0,5,6,43,111,107,79,90,173
95BB17S1,727,1,4,54,120,337,136,47,18,10
95BB17S2,672,0,2,17,45,274,115,81,54,84
95BB18S1,726,2,5,66,99,278,161,61,28,26
95BB18S2,912,0,3,10,52,176,183,166,165,157
95BB19S1,641,0,2,19,70,223,196,87,29,15
95BB19S2,599,0,2,6,8,154,172,108,85,64
95BB19S3,484,0,2,10,9,175,135,82,48,23
95BB20S1,677,0,9,33,47,209,123,111,64,81
95BB20S2,613,6,16,51,109,255,90,42,17,27
95BB21S1,932,0,6,26,123,347,186,113,76,55
95BB21S2,889,0,6,28,106,279,125,142,101,102
95BB22S1,596,2,5,23,86,245,138,48,23,26
95BB22S2,598,1,9,57,116,281,65,34,24,11
95BB23S1,638,0,1,9,24,220,155,123,59,47
95BB23S2,523,1,0,2,9,125,123,127,85,51
95CC01W1,904,5,12,49,90,379,171,89,57,52
95CC02W1,875,2,8,18,51,187,175,152,117,165
95CC03W1,1127,7,48,114,149,477,168,98,39,27
95CC04W1,790,1,3,31,45,206,171,138,95,100
95CC05W1,954,3,13,19,76,260,195,119,121,148
95CC06S1,579,0,2,11,53,168,142,93,56,54
95CC06S2,517,0,1,8,46,160,150,75,50,27
95CC07W1,1108,4,3,37,73,215,249,186,150,191
95CC08W1,990,5,24,36,153,411,175,79,61,46
95CC09S1,494,0,0,5,21,86,93,80,92,117
95CC09S2,696,0,1,14,18,230,151,99,82,101
95CC10W1,901,0,1,10,50,197,171,129,156,187
95CC11W1,786,4,19,43,135,296,150,70,30,39
