GeographyCode,QS601NI0001,QS601NI0002,QS601NI0003,QS601NI0004,QS601NI0005,QS601NI0006,QS601NI0007,QS601NI0008,QS601NI0009,QS601NI0010,QS601NI0011,QS601NI0012,QS601NI0013,QS601NI0014,QS601NI0015,QS601NI0016
95BB10S1,1247,798,163,449,6,23,27,55,55,20,449,280,39,34,74,22
95BB10S2,1218,785,148,367,9,62,35,103,31,30,433,269,67,41,33,23
95BB11S1,1023,644,161,329,1,11,11,40,64,27,379,176,41,39,86,37
95BB11S2,1129,686,157,378,4,14,23,40,36,34,443,286,51,33,60,13
95BB12S1,1043,626,166,318,4,3,12,22,75,26,417,180,46,66,98,27
95BB12S2,982,629,151,317,5,31,28,38,31,28,353,208,53,40,30,22
95BB13S1,1015,698,167,361,7,25,17,30,36,55,317,123,68,51,61,14
95BB13S2,1107,665,162,357,4,17,14,34,50,27,442,250,43,37,88,24
95BB13S3,1155,900,180,534,8,22,29,45,41,41,255,128,52,28,33,14
95BB14S1,1127,790,137,384,8,57,43,104,25,32,337,194,67,31,22,23
95BB14S2,1156,813,163,437,8,33,39,78,24,31,343,185,71,29,34,24
95BB15S1,1430,963,163,448,5,53,46,154,54,40,467,222,62,66,83,34
95BB15S2,1097,722,127,374,2,24,24,65,60,46,375,149,66,54,79,27
95BB16S1,1171,804,148,420,12,60,32,69,23,40,367,213,68,36,29,21
95BB16S2,1157,799,153,434,9,62,29,74,16,22,358,200,60,42,32,24
95BB17S1,1286,977,216,568,0,16,27,65,53,32,309,131,54,42,59,23
95BB17S2,1246,846,184,423,8,36,31,76,55,33,400,193,58,56,72,21
95BB18S1,1223,751,143,439,1,13,23,57,51,24,472,229,44,56,109,34
95BB18S2,1792,1291,241,715,8,59,47,135,43,43,501,254,77,62,81,27
95BB19S1,1174,829,190,492,0,13,20,37,43,34,345,177,45,38,59,26
95BB19S2,1289,1003,227,583,2,28,28,50,31,54,286,137,63,42,29,15
95BB19S3,1028,795,179,459,3,21,17,39,28,49,233,104,53,34,29,13
95BB20S1,1363,899,156,409,9,37,31,146,78,33,464,200,72,40,103,49
95BB20S2,1132,638,126,302,2,15,14,56,96,27,494,193,75,54,132,40
95BB21S1,1728,1074,241,524,10,35,24,119,78,43,654,307,71,83,143,50
95BB21S2,1692,1135,221,599,7,34,42,126,59,47,557,273,78,78,96,32
95BB22S1,1115,769,176,426,2,24,13,35,69,24,346,109,48,58,93,38
95BB22S2,1031,663,154,337,4,11,14,26,90,27,368,114,46,66,97,45
95BB23S1,1181,781,172,443,8,23,17,50,32,36,400,288,47,29,22,14
95BB23S2,1136,823,189,463,5,25,30,43,28,40,313,170,66,32,27,18
95CC01W1,1864,1145,225,582,6,34,28,71,137,62,719,222,116,78,213,90
95CC02W1,1971,1400,241,657,11,89,59,168,98,77,571,216,137,68,110,40
95CC03W1,1989,1199,276,575,1,27,24,52,196,48,790,201,128,127,227,107
95CC04W1,1699,1164,228,532,7,70,47,138,84,58,535,177,129,88,84,57
95CC05W1,1935,1314,240,677,4,57,51,142,79,64,621,238,128,80,111,64
95CC06S1,1081,771,136,447,4,42,18,37,59,28,310,160,58,34,34,24
95CC06S2,922,620,121,358,2,16,16,31,50,26,302,139,45,30,71,17
95CC07W1,2417,1623,313,759,14,74,52,210,135,66,794,211,198,153,147,85
95CC08W1,1783,1110,222,568,4,38,24,57,152,45,673,222,133,104,134,80
95CC09S1,1091,776,129,391,8,51,30,101,38,28,315,150,73,39,26,27
95CC09S2,1399,1033,187,602,5,42,36,90,41,30,366,162,67,43,65,29
95CC10W1,1889,1326,216,700,15,73,51,136,76,59,563,299,114,48,68,34
95CC11W1,1334,794,160,394,1,29,11,59,118,22,540,194,78,78,125,65
95CC12W1,1965,1367,249,674,3,66,42,189,74,70,598,236,140,68,100,54
95CC13W1,1784,1275,259,605,5,68,36,157,82,63,509,161,118,73,109,48
95CC14W1,2160,1526,318,849,11,56,49,120,66,57,634,294,97,79,133,31
95CC15W1,2065,1411,274,759,5,58,43,135,81,56,654,249,143,91,128,43
95CC16W1,1964,1300,268,691,6,49,31,109,78,68,664,262,112,85,165,40
95CC17W1,2001,1451,275,696,10,89,44,171,98,68,550,214,135,67,90,44
95CC18W1,1712,1125,219,647,9,44,41,59,70,36,587,273,111,57,100,46
95CC19W1,1910,1345,264,676,6,63,47,180,57,52,565,218,115,73,115,44
95CC20S1,934,678,138,398,7,20,18,40,35,22,256,118,55,34,33,16
95CC20S2,1264,863,174,526,0,21,19,56,45,22,401,148,67,48,99,39
95CC21W1,2120,1470,283,870,9,41,41,87,82,57,650,297,90,84,130,49
95CC22W1,1291,825,181,482,0,11,14,32,71,34,466,206,66,41,99,54
95DD01W1,1527,939,195,553,5,49,23,41,41,32,588,363,72,52,69,32
95DD02S1,1086,726,156,459,1,3,12,32,33,30,360,178,56,39,61,26
95DD02S2,1745,1350,237,830,7,47,31,84,67,47,395,175,71,51,64,34
95DD03W1,2537,1819,324,1142,8,59,41,123,53,69,718,410,105,80,71,52
95DD04W1,1377,824,207,422,6,6,11,25,99,48,553,204,54,95,143,57
95DD05W1,1286,774,199,389,1,6,16,31,93,39,512,163,60,102,127,60
95DD06W1,1870,1235,231,745,4,47,35,59,61,53,635,395,95,44,60,41
95DD07S1,1141,727,167,439,1,27,11,31,32,19,414,238,47,43,54,32
95DD07S2,1238,860,170,499,9,23,25,57,39,38,378,198,60,49,49,22
95DD08W1,1596,1049,207,644,4,16,11,37,94,36,547,194,58,48,179,68
95DD09W1,1863,1329,258,674,6,73,57,170,43,48,534,270,106,55,67,36
95DD10W1,2073,1400,283,816,8,29,32,59,113,60,673,327,80,78,124,64
95DD11W1,1628,1055,216,599,3,17,14,36,133,37,573,157,89,117,144,66
95DD12W1,1857,1324,249,660,7,78,38,188,41,63,533,233,108,84,74,34
95DD13W1,1262,813,165,471,3,12,20,40,81,21,449,195,54,70,95,35
95DD14S1,1134,806,154,488,5,22,29,40,36,32,328,172,51,43,48,14
95DD14S2,1235,917,179,537,13,63,22,40,22,41,318,177,77,27,27,10
95DD15W1,2459,1802,322,976,8,83,50,203,99,61,657,263,139,108,102,45
95DD16W1,2166,1615,316,824,14,90,41,207,56,67,551,272,100,58,81,40
95DD17W1,2469,1815,332,905,11,93,62,249,78,85,654,277,158,82,87,50
95DD18W1,1403,899,197,496,3,28,24,46,76,29,504,256,38,46,116,48
95DD19S1,1344,944,188,561,2,19,23,60,47,44,400,155,64,61,90,30
95DD19S2,1085,770,162,408,6,31,21,80,37,25,315,174,55,30,42,14
95DD20W1,1296,773,192,415,4,1,18,17,98,28,523,208,43,65,151,56
95DD21W1,1579,1138,229,672,6,31,22,50,77,51,441,230,64,57,46,44
95DD22S1,1144,795,165,404,8,28,23,102,30,35,349,135,79,42,66,27
95DD22S2,1130,746,116,410,5,37,18,100,39,21,384,140,66,59,91,28
95DD23W1,1810,1354,257,636,10,84,46,223,42,56,456,211,98,57,59,31
95DD24W1,1997,1422,281,834,5,38,29,74,87,74,575,271,96,69,95,44
95EE01W1,1339,872,131,418,3,38,40,142,74,26,467,151,115,83,81,37
95EE02W1,1539,1035,193,515,3,49,36,106,89,44,504,172,67,93,118,54
95EE03W1,1488,912,180,514,4,28,22,43,89,32,576,190,83,90,163,50
95EE04W1,1463,986,169,552,4,48,19,84,74,36,477,185,99,80,71,42
95EE05W1,1136,755,151,361,11,51,30,80,50,21,381,172,71,48,64,26
95EE06W1,1587,1071,184,550,4,42,31,135,84,41,516,150,159,82,78,47
95EE07W1,1258,780,180,421,3,14,24,45,75,18,478,221,74,69,85,29
95EE08W1,1242,792,145,456,5,43,17,40,66,20,450,220,73,39,79,39
95EE09W1,1358,915,181,438,8,41,28,130,59,30,443,133,115,67,88,40
95EE10W1,1292,878,145,466,2,39,17,110,71,28,414,145,72,73,82,42
95EE11W1,1232,820,124,400,5,59,28,135,42,27,412,156,90,68,64,34
95EE12W1,1862,1197,239,628,4,24,33,59,155,55,665,203,108,106,183,65
95EE13W1,1102,602,123,316,4,31,22,29,58,19,500,221,61,49,118,51
95EE14W1,1922,1278,253,682,7,51,50,93,101,41,644,244,118,97,136,49
95EE15W1,1256,851,164,390,9,53,23,125,67,20,405,165,89,49,65,37
95EE16W1,1482,996,198,497,11,60,35,116,47,32,486,173,99,76,97,41
95FF01S1,1551,1144,228,681,2,37,24,65,53,54,407,213,85,44,46,19
95FF01S2,1881,1418,260,847,6,66,29,87,65,58,463,183,104,71,71,34
95FF02W1,1957,1410,252,623,6,66,51,249,95,68,547,196,106,88,101,56
95FF03W1,2182,1571,334,914,2,26,40,80,99,76,611,213,98,93,155,52
95FF04W1,1866,1370,255,632,10,87,56,205,70,55,496,179,120,67,94,36
95FF05W1,1835,1236,226,749,5,32,28,77,91,28,599,290,92,66,123,28
95FF06S1,1416,1049,204,664,8,27,26,58,38,24,367,168,54,40,66,39
95FF06S2,1439,1109,222,635,3,38,28,94,49,40,330,129,85,51,49,16
95FF07W1,1953,1257,296,640,3,24,28,65,157,44,696,220,102,91,215,68
95FF08W1,1697,1080,205,593,8,29,32,59,95,59,617,281,103,59,134,40
95FF09W1,1795,1144,205,639,5,52,22,87,89,45,651,233,97,91,179,51
95FF10W1,2491,1844,318,978,8,86,62,244,86,62,647,236,134,101,120,56
95FF11W1,1852,1353,227,700,9,52,57,209,52,47,499,178,98,95,88,40
95FF12W1,2046,1425,246,817,9,72,39,99,67,76,621,265,102,76,143,35
95FF13W1,1935,1356,239,697,10,90,48,152,59,61,579,250,96,81,107,45
95FF14W1,1754,1243,205,665,13,87,44,140,40,49,511,282,73,64,63,29
95FF15W1,1896,1238,262,684,2,37,28,101,82,42,658,272,103,91,131,61
95FF16W1,1711,1150,224,676,3,40,29,78,53,47,561,274,85,53,113,36
95FF17W1,1298,790,152,469,2,18,15,49,61,24,508,214,56,48,146,44
95GG01S1,1305,712,157,365,2,18,14,45,57,54,593,270,65,66,155,37
95GG01S2,1087,617,156,309,0,9,11,30,60,42,470,172,66,42,147,43
95GG01S3,1174,708,174,355,2,13,11,27,79,47,466,151,85,50,144,36
95GG02S1,1248,630,171,264,1,1,10,14,122,47,618,163,85,102,211,57
95GG02S2,1376,694,220,251,2,2,14,10,143,52,682,176,86,128,217,75
95GG02S3,1553,720,221,260,0,9,10,8,153,59,833,162,127,134,321,89
95GG03S1,1431,1051,170,696,5,43,27,53,37,20,380,205,69,41,49,16
95GG03S2,1364,992,198,556,2,40,46,63,28,59,372,207,81,33,39,12
95GG03S3,1614,1177,208,743,2,32,28,58,59,47,437,192,61,38,109,37
95GG04S1,1246,693,174,331,1,1,9,18,114,45,553,130,70,96,194,63
95GG04S2,1089,548,160,242,3,6,11,9,82,35,541,132,80,97,174,58
95GG04S3,1249,707,142,418,1,4,9,14,94,25,542,153,45,82,208,54
95GG05S1,1414,1121,154,745,4,25,31,53,62,47,293,104,39,34,71,45
95GG05S2,1651,1362,186,897,3,14,27,72,78,85,289,90,73,30,50,46
95GG05S3,1728,1303,222,784,6,13,28,42,129,79,425,99,91,57,118,60
95GG06S1,1382,840,209,443,5,2,16,16,104,45,542,173,67,72,169,61
95GG06S2,1328,890,199,519,0,5,13,29,77,48,438,159,68,57,117,37
95GG06S3,1371,964,212,569,4,20,13,38,52,56,407,127,95,52,103,30
95GG07S1,1374,857,194,475,2,7,9,20,92,58,517,156,68,71,166,56
95GG07S2,1305,701,189,324,1,2,9,17,105,54,604,129,78,125,195,77
95GG07S3,1289,735,226,332,0,5,16,16,70,70,554,137,90,74,190,63
95GG08S1,996,646,135,360,5,18,22,32,43,31,350,179,66,37,49,19
95GG08S2,1254,790,206,388,1,12,16,32,117,18,464,147,72,67,128,50
95GG08S3,1298,907,196,509,3,15,17,39,75,53,391,131,63,62,95,40
95GG09S1,1463,1011,197,588,4,50,26,66,35,45,452,262,93,44,29,24
95GG09S2,1458,1005,186,639,2,16,30,30,45,57,453,224,72,42,91,24
95GG09S3,1542,1058,222,639,3,21,19,38,85,31,484,171,49,78,146,40
95GG10S1,1460,995,195,571,4,2,10,21,120,72,465,154,65,60,133,53
95GG10S2,1711,1130,216,628,0,3,17,21,142,103,581,138,127,86,186,44
95GG11S1,1444,971,174,609,0,6,13,31,106,32,473,161,40,74,144,54
95GG11S2,1248,890,154,510,1,35,27,64,63,36,358,148,62,44,83,21
95GG11S3,1493,1072,188,706,2,10,19,28,93,26,421,168,52,43,97,61
95GG12S1,1444,953,87,345,3,8,16,21,56,417,491,26,414,15,20,16
95GG12S2,1821,1169,83,330,5,0,8,19,68,656,652,35,517,17,61,22
95GG12S3,1381,964,82,339,3,8,19,25,47,441,417,40,279,20,53,25
95GG12S4,1631,1131,85,433,7,3,17,23,103,460,500,20,366,12,69,33
95GG12S5,1668,1019,205,490,0,3,12,20,136,153,649,105,146,101,214,83
95GG13S1,978,637,132,344,2,2,12,16,94,35,341,115,47,48,80,51
95GG13S2,1199,851,168,470,5,43,22,52,42,49,348,166,73,40,53,16
95GG13S3,1206,771,164,432,1,23,16,31,69,35,435,188,43,44,111,49
95GG14S1,1140,826,187,479,3,13,22,38,34,50,314,156,73,25,38,22
95GG14S2,1191,816,153,432,10,63,27,43,36,52,375,186,114,23,33,19
95GG14S3,1163,857,161,513,4,20,26,36,42,55,306,135,73,34,40,24
95GG15S1,1263,884,150,521,7,50,40,57,27,32,379,236,65,33,26,19
95GG15S2,1465,1126,188,719,9,39,36,57,47,31,339,181,80,34,24,20
95GG15S3,1343,890,174,546,5,10,20,41,55,39,453,234,61,46,87,25
95GG16S1,1518,962,213,535,0,13,10,41,110,40,556,150,100,57,182,67
95GG16S2,1418,972,207,512,2,26,23,51,91,60,446,127,99,62,122,36
95GG16S3,1055,758,149,462,0,8,16,27,54,42,297,114,56,50,61,16
95GG17S1,1381,806,198,384,3,13,13,33,113,49,575,152,112,100,144,67
95GG17S2,1217,797,172,433,1,17,20,33,63,58,420,197,65,43,91,24
95GG17S3,1159,667,166,336,4,16,9,21,89,26,492,140,73,80,148,51
95GG18S1,1741,903,237,429,2,3,15,15,136,66,838,167,121,157,299,94
95GG18S2,1833,1029,240,539,1,5,10,25,158,51,804,158,95,114,322,115
95GG19S1,1385,582,147,262,4,5,8,23,99,34,803,276,48,104,292,83
95GG19S2,1782,872,248,411,5,8,4,12,130,54,910,228,100,163,327,92
95GG20S1,2205,1364,266,753,1,16,13,59,172,84,841,220,100,112,301,108
95GG20S2,1461,772,206,369,4,5,20,24,99,45,689,188,77,97,247,80
95GG21S1,1103,496,141,189,1,6,10,9,110,30,607,133,75,97,240,62
95GG21S2,1216,540,177,206,0,6,1,4,103,43,676,116,98,126,259,77
95GG21S3,1502,808,152,441,2,5,6,18,134,50,694,166,74,86,291,77
95GG22S1,1210,807,186,422,2,12,19,38,71,57,403,153,69,50,94,37
95GG22S2,1396,815,198,415,0,18,18,36,68,62,581,245,90,47,164,35
95GG22S3,1251,740,198,352,2,14,13,28,77,56,511,179,65,76,148,43
95GG23S1,1066,722,159,415,7,26,11,41,27,36,344,222,54,26,29,13
95GG23S2,1081,747,159,398,0,32,10,37,37,74,334,179,73,24,43,15
95GG23S3,1191,843,149,520,8,33,14,38,32,49,348,216,53,22,43,14
95GG24S1,966,597,127,349,0,18,12,32,29,30,369,174,57,34,81,23
95GG24S2,1152,761,193,417,2,10,16,23,55,45,391,176,44,47,92,32
95GG24S3,1137,809,160,470,3,35,23,37,40,41,328,150,48,42,61,27
95GG25S1,1526,886,211,467,3,13,7,30,82,73,640,208,106,84,192,50
95GG25S2,1350,873,239,424,2,10,14,30,73,81,477,129,94,61,147,46
95GG25S3,1132,724,204,333,3,8,11,29,73,63,408,102,84,66,128,28
95GG26S1,1405,780,205,393,1,2,12,27,103,37,625,212,71,94,183,65
95GG26S2,1240,716,172,388,1,5,8,20,82,40,524,226,56,60,128,54
95GG27S1,1086,762,199,356,8,16,10,41,69,63,324,75,88,52,80,29
95GG27S2,1159,677,166,316,2,5,14,29,85,60,482,121,92,74,150,45
95GG27S3,1322,800,184,387,2,4,14,26,129,54,522,153,74,50,192,53
95GG27S4,1167,601,155,266,1,8,14,18,88,51,566,186,73,57,198,52
95GG28S1,1534,1094,266,643,5,22,13,53,49,43,440,174,65,64,108,29
95GG28S2,1251,770,166,442,1,14,20,27,70,30,481,186,73,51,127,44
95GG28S3,1254,746,211,373,1,4,1,13,101,42,508,142,59,78,166,63
95GG29S1,1624,964,185,591,1,6,12,29,110,30,660,189,72,112,220,67
95GG29S2,2080,1525,250,1024,1,13,22,55,103,57,555,203,65,81,149,57
95GG30S1,1123,741,161,417,4,25,18,32,49,35,382,162,50,46,99,25
95GG30S2,1202,879,171,507,1,41,35,51,32,41,323,178,72,35,28,10
95GG30S3,1142,788,181,494,2,4,14,32,16,45,354,208,56,30,43,17
95GG31S1,1687,1161,251,643,4,28,27,49,58,101,526,217,125,55,98,31
95GG31S2,1546,914,205,474,1,10,25,43,92,64,632,273,97,82,142,38
95GG31S3,1587,843,219,364,9,9,21,21,135,65,744,196,122,114,228,84
95GG32S1,2192,1378,313,740,4,15,19,59,157,71,814,201,148,158,230,77
95GG32S2,1126,658,161,364,3,3,11,22,63,31,468,184,50,69,118,47
95GG32S3,1195,738,150,427,3,9,18,32,54,45,457,181,74,48,113,41
95GG33S1,1451,981,123,528,8,112,38,85,33,54,470,249,120,46,19,36
95GG33S2,1158,782,122,384,5,90,37,73,35,36,376,172,117,38,26,23
95GG33S3,1457,1105,152,651,4,66,51,66,54,61,352,153,122,30,31,16
95GG34S1,991,636,141,374,3,12,9,21,43,33,355,125,54,43,105,28
95GG34S2,1241,844,175,479,1,11,28,31,52,67,397,203,91,26,54,23
95GG34S3,1412,1098,163,690,0,37,36,57,51,64,314,156,72,26,38,22
95GG35S1,1424,699,171,302,2,4,6,19,134,61,725,219,57,99,261,89
95GG35S2,1129,498,122,236,0,8,7,3,93,29,631,142,55,77,260,97
95GG35S3,1060,574,176,257,3,6,17,3,74,38,486,98,56,88,181,63
95GG36S1,1333,1013,188,637,6,32,25,51,39,35,320,141,48,44,63,24
95GG36S2,1365,1005,207,611,4,32,30,52,33,36,360,192,64,37,53,14
95GG36S3,1382,1023,216,618,10,24,23,43,43,46,359,181,55,47,58,18
95GG37S1,1529,1168,175,706,3,46,42,80,51,65,361,153,95,33,45,35
95GG37S2,1415,1076,148,731,3,15,28,45,69,37,339,155,63,34,57,30
95GG37S3,1742,1420,152,1054,2,19,27,64,63,39,322,143,49,37,71,22
95GG38S1,2409,1890,241,1241,2,73,49,114,78,92,519,241,131,39,73,35
95GG38S2,1400,1036,156,654,2,32,26,69,56,41,364,144,75,26,81,38
95GG38S3,1108,853,130,531,1,32,29,52,43,35,255,115,66,34,29,11
95GG39S1,1944,1240,154,813,1,14,13,64,115,66,704,154,85,122,261,82
95GG39S2,2158,1317,210,790,4,15,18,42,115,123,841,207,146,105,293,90
95GG39S3,1623,917,145,455,2,6,18,20,108,163,706,182,156,87,200,81
95GG40S1,1185,592,171,262,1,6,3,21,86,42,593,164,63,108,198,60
95GG40S2,1487,715,181,327,3,6,4,20,141,33,772,240,66,126,269,71
95GG41S1,1360,910,188,522,5,51,27,54,20,43,450,302,78,35,26,9
95GG41S2,1074,678,137,365,9,56,23,38,26,24,396,204,96,43,30,23
95GG41S3,1399,979,160,581,2,49,34,76,36,41,420,179,114,51,55,21
95GG42S1,1313,917,150,514,13,67,43,52,30,48,396,201,120,43,19,13
95GG42S2,1655,887,36,128,3,14,12,19,3,672,768,43,682,16,19,8
95GG42S3,1996,1336,122,486,4,40,15,46,38,585,660,78,529,25,12,16
95GG42S4,1713,1336,166,851,8,68,35,75,32,101,377,167,122,49,21,18
95GG43S1,1122,715,130,438,2,6,9,21,83,26,407,187,42,36,112,30
95GG43S2,1259,884,187,548,0,12,28,34,36,39,375,187,53,29,78,28
95GG43S3,1308,971,187,617,4,14,21,31,63,34,337,136,39,42,87,33
95GG44S1,2216,1365,263,811,0,13,15,35,164,64,851,212,82,149,299,109
95GG44S2,2020,1262,261,733,0,4,16,37,129,82,758,221,88,121,244,84
95GG45S1,1133,741,122,406,3,82,18,60,24,26,392,212,81,43,26,30
95GG45S2,1104,624,159,327,0,3,10,16,63,46,480,139,69,76,159,37
95GG45S3,1155,785,130,518,1,19,4,37,35,41,370,151,71,43,77,28
95GG46S1,1271,662,195,273,4,7,25,13,96,49,609,133,87,88,222,79
95GG46S2,1312,677,185,272,2,2,11,12,119,74,635,154,90,104,231,56
95GG46S3,1210,587,159,227,2,4,10,11,120,54,623,116,94,103,236,74
95GG47S1,1740,949,178,469,1,8,16,25,180,72,791,157,120,118,306,90
95GG47S2,1255,654,149,295,1,3,11,35,103,57,601,146,79,86,209,81
95GG47S3,1315,805,144,421,3,1,24,32,143,37,510,125,77,93,147,68
95GG48S1,1136,614,188,255,2,3,11,9,111,35,522,121,88,69,171,73
95GG48S2,1531,650,204,239,2,2,0,13,129,61,881,98,138,170,368,107
95GG48S3,1196,578,194,230,2,2,8,10,83,49,618,92,98,100,252,76
95GG49S1,1314,960,110,557,4,50,22,45,47,125,354,104,154,33,39,24
95GG49S2,2037,1407,126,728,1,22,22,31,47,430,630,77,461,20,41,31
95GG49S3,1928,1178,119,561,3,2,20,16,85,372,750,42,591,37,46,34
95GG49S4,1854,1189,120,520,1,20,13,23,66,426,665,61,481,24,72,27
95GG50S1,1209,863,123,561,1,9,15,21,108,25,346,100,37,56,116,37
95GG50S2,1507,926,167,547,1,13,14,28,116,40,581,145,65,121,182,68
95GG50S3,1451,980,181,574,3,11,17,34,104,56,471,153,61,76,132,49
95GG51S1,965,501,141,254,0,3,2,15,70,16,464,138,45,65,166,50
95GG51S2,987,547,157,240,1,4,6,13,91,35,440,157,37,63,146,37
95GG51S3,967,489,140,237,2,2,4,6,76,22,478,134,36,78,176,54
95HH01W1,1461,921,191,544,1,11,26,49,68,31,540,310,79,50,73,28
95HH02S1,1008,705,162,430,2,13,10,20,28,40,303,176,57,38,25,7
95HH02S2,1182,896,184,521,6,21,22,50,28,64,286,119,79,33,42,13
95HH03W1,1194,728,142,417,1,24,26,45,43,30,466,328,46,34,40,18
95HH04S1,1308,950,195,589,3,10,18,41,40,54,358,181,66,28,69,14
95HH04S2,1073,740,146,440,4,14,16,31,35,54,333,184,69,34,34,12
95HH05W1,1544,1009,231,558,0,14,9,37,114,46,535,197,79,76,140,43
95HH06S1,1606,1299,270,761,2,42,34,72,53,65,307,127,81,33,44,22
95HH06S2,1865,1345,274,810,6,22,31,62,63,77,520,203,127,72,92,26
95HH07W1,1095,721,157,409,3,9,12,27,79,25,374,146,52,43,99,34
95HH08W1,1947,1379,225,836,17,47,36,78,55,85,568,302,102,58,79,27
95HH09W1,1973,1216,227,735,2,19,28,46,121,38,757,333,67,65,226,66
95HH10W1,1769,1285,247,773,5,45,39,56,54,66,484,255,94,48,63,24
95HH11W1,998,637,149,343,2,5,9,20,87,22,361,150,26,51,96,38
95HH12W1,1183,769,158,471,0,8,23,32,58,19,414,226,39,57,67,25
95HH13W1,991,620,164,323,2,2,11,21,76,21,371,100,36,78,116,41
95HH14W1,1128,654,146,359,0,7,10,15,86,31,474,216,40,56,128,34
95HH15W1,1917,1358,283,796,3,12,32,58,69,105,559,241,108,67,115,28
95HH16W1,1556,1026,186,598,2,33,35,72,59,41,530,279,96,51,64,40
95HH17W1,1859,1338,248,761,12,34,44,97,59,83,521,260,110,58,60,33
95II01S1,1161,792,173,460,5,30,19,33,33,39,369,212,64,39,36,18
95II01S2,1166,780,158,439,9,43,31,47,17,36,386,252,67,25,25,17
95II02S1,1242,817,145,492,6,44,22,39,21,48,425,115,81,26,95,108
95II02S2,1209,845,164,511,2,15,24,43,42,44,364,153,73,40,80,18
95II02S3,1091,698,139,426,3,15,12,26,47,30,393,182,52,37,89,33
95II03S1,1256,989,175,630,1,31,22,39,28,63,267,91,98,34,25,19
95II03S2,1370,1004,176,649,2,26,13,70,20,48,366,240,74,18,22,12
95II04S1,1726,1327,260,810,7,41,31,54,47,77,399,197,71,45,61,25
95II04S2,1450,977,221,575,2,7,17,38,69,48,473,200,54,63,117,39
95II05S1,1207,826,161,457,7,30,18,45,28,80,381,177,104,25,57,18
