Geography,GeographyCode,PopulationDensity
Antrim_J1,N20000060,59.79861227179726
Antrim_H2,N20000061,29.771697661666007
Antrim_H3,N20000062,47.5510574387821
Antrim_G3,N20000063,8.969408231290872
Antrim_J2,N20000064,43.463872535167354
Antrim_J3,N20000065,30.84574028809294
Antrim_K1,N20000066,40.50982088976761
Antrim_K2,N20000067,33.6301138624847
Antrim_G4,N20000068,43.98948315734622
Antrim_L1,N20000069,42.0832113406763
Antrim_J4,N20000070,44.999291415488756
Antrim_G5,N20000071,38.37346721037662
Antrim_L2,N20000072,21.041042188679235
Antrim_F4,N20000073,57.67995398263419
Antrim_K3,N20000074,41.274076846544624
Antrim_L3,N20000075,64.11275809293804
Antrim_N1,N20000076,35.6315635088545
Antrim_N2,N20000077,41.509813653640464
Antrim_F5,N20000078,43.03993475694677
Antrim_K4,N20000079,47.280182592998194
Antrim_J5,N20000080,19.280548129202355
Antrim_N3,N20000081,54.809099377239235
Antrim_K5,N20000082,50.03328379911937
Antrim_N4,N20000083,58.07336748561986
Antrim_N5,N20000084,1.6565977388285709
Antrim_L4,N20000085,7.245659106555126
Ballyclare_F1,N20000086,10.863399464488174
Ballyclare_A1,N20000087,0.6455063704060034
Ballyclare_F2,N20000088,3.413772808916397
Ballyclare_F3,N20000089,0.9125313124140996
Ballyclare_B1,N20000090,48.71524823006417
Ballyclare_A2,N20000091,60.136694551446894
Ballyclare_B2,N20000092,15.314836321556724
Ballyclare_B3,N20000093,33.87841822834662
Ballyclare_B4,N20000094,10.318605329028353
Ballyclare_C1,N20000095,72.80148250753099
Ballyclare_A3,N20000096,37.89857461586778
Ballyclare_B5,N20000097,22.23714084848847
Ballyclare_D1,N20000098,30.663762539345726
Ballyclare_A4,N20000099,0.7484202464157623
Ballyclare_F4,N20000100,0.6157691018743388
Ballyclare_D2,N20000101,44.1970316938896
Ballyclare_D3,N20000102,33.9955760200108
Ballyclare_C2,N20000103,31.617433577389093
Ballyclare_C3,N20000104,42.412971270904
Ballyclare_C4,N20000105,31.679805091795604
Ballyclare_D4,N20000106,39.610597310819195
Ballyclare_D5,N20000107,35.52443564343868
Ballyclare_C5,N20000108,11.365021508678332
Ballyclare_E1,N20000109,34.732869742100895
Ballyclare_E2,N20000110,7.847883568236281
Ballyclare_E3,N20000111,52.099067168800744
Ballyclare_C6,N20000112,42.3114768734103
Ballyclare_D6,N20000113,8.724299697534995
Ballyclare_E4,N20000114,45.818318523322354
Ballyclare_E5,N20000115,13.563651519056897
Ballyclare_G1,N20000116,15.789878023892808
Ballyclare_G2,N20000117,31.703989389845376
Ballyclare_G3,N20000118,38.284158526010614
Ballyclare_G4,N20000119,14.965668610562565
Ballyclare_H1,N20000120,0.5084672494304839
Ballyclare_F5,N20000121,0.36790841909709443
Ballyclare_H2,N20000122,0.6873145425060396
Ballyclare_H3,N20000123,26.89374274661966
Three_Mile_Water_A1,N20000124,0.8363480807354623
Three_Mile_Water_B1,N20000125,0.8029185953188339
Three_Mile_Water_C1,N20000126,46.213904615089085
Three_Mile_Water_A2,N20000127,28.763620217199968
Three_Mile_Water_C2,N20000128,47.80342808903127
Three_Mile_Water_A3,N20000129,9.779993241728594
Three_Mile_Water_D1,N20000130,34.44875432876716
Three_Mile_Water_A4,N20000131,71.19308684277878
Three_Mile_Water_E1,N20000132,26.77363176995159
Three_Mile_Water_C3,N20000133,36.77663405051997
Three_Mile_Water_E2,N20000134,34.79493768644928
Three_Mile_Water_D2,N20000135,26.87812651750986
Three_Mile_Water_D3,N20000136,33.69120926821103
Three_Mile_Water_B2,N20000137,33.55396741121638
Three_Mile_Water_K1,N20000138,39.592133117783455
Three_Mile_Water_B3,N20000139,10.390268792513211
Three_Mile_Water_G1,N20000140,7.556742129283055
Three_Mile_Water_A5,N20000141,22.137232873262683
Three_Mile_Water_F1,N20000142,68.84244735541273
Three_Mile_Water_E3,N20000143,20.459486104723837
Three_Mile_Water_D4,N20000144,60.109952067835
Three_Mile_Water_F2,N20000145,50.04959762762373
Three_Mile_Water_J1,N20000146,78.8820674135023
Three_Mile_Water_F3,N20000147,55.55198469680379
Three_Mile_Water_H1,N20000148,43.01074791476972
Three_Mile_Water_E4,N20000149,29.112145542426767
Three_Mile_Water_J2,N20000150,75.6910639176611
Three_Mile_Water_H2,N20000151,64.37730823134092
Three_Mile_Water_G2,N20000152,13.656659341986455
Three_Mile_Water_K2,N20000153,19.391070628472274
Three_Mile_Water_F4,N20000154,50.586125240126755
Three_Mile_Water_J3,N20000155,22.839627423814655
Three_Mile_Water_H3,N20000156,56.08103686329291
Three_Mile_Water_H4,N20000157,59.78590632402398
Three_Mile_Water_G3,N20000158,31.32893169189942
Three_Mile_Water_J4,N20000159,26.396335958694557
Three_Mile_Water_G4,N20000160,36.27887776219209
Three_Mile_Water_K3,N20000161,9.358496607104017
Three_Mile_Water_G5,N20000162,15.620916966858664
Three_Mile_Water_K4,N20000163,85.21095934656246
Macedon_A1,N20000164,9.676814222555878
Macedon_A2,N20000165,4.05977240782061
Macedon_B1,N20000166,24.42284147164243
Macedon_B2,N20000167,18.73618152917348
Macedon_C1,N20000168,34.80007838138088
Macedon_B3,N20000169,34.23770142320892
Macedon_C2,N20000170,57.2428812612232
Macedon_C3,N20000171,48.91117899524011
Macedon_B4,N20000172,52.66475859683134
Macedon_A3,N20000173,9.249456416477944
Macedon_D1,N20000174,37.31392921406128
Macedon_C4,N20000175,80.45114383141613
Macedon_C5,N20000176,66.63638063595434
Macedon_B5,N20000177,41.417142283497036
Macedon_E1,N20000178,43.44170814852746
Macedon_E2,N20000179,19.52611616757312
Macedon_D2,N20000180,6.301117077630395
Macedon_F1,N20000181,54.11162089409009
Macedon_D3,N20000182,70.20381365503805
Macedon_F2,N20000183,30.819581179588187
Macedon_F3,N20000184,75.23649620022226
Macedon_E3,N20000185,18.41762909574949
Macedon_H1,N20000186,11.717590572101468
Macedon_F4,N20000187,79.80360650105766
Macedon_H2,N20000188,10.86782672650355
Macedon_J1,N20000189,29.208069368503175
Macedon_G1,N20000190,43.99255095718026
Macedon_E4,N20000191,37.79748936395522
Macedon_G2,N20000192,16.631393281111237
Macedon_G3,N20000193,37.91234510902226
Macedon_K1,N20000194,35.833022871682054
Macedon_G4,N20000195,62.87443679877043
Macedon_J2,N20000196,53.59023977300099
Macedon_K2,N20000197,64.22829553933019
Macedon_K3,N20000198,30.940521028301298
Macedon_G5,N20000199,64.20692604031079
Macedon_K4,N20000200,29.57529643988769
Macedon_J3,N20000201,5.715317061280968
Macedon_K5,N20000202,50.83376295769088
Macedon_J4,N20000203,34.52449456293808
Macedon_J5,N20000204,32.005933032926734
Macedon_H3,N20000205,30.035563161983024
Macedon_H4,N20000206,7.710181917795391
Macedon_L1,N20000207,51.714256993943835
Macedon_L2,N20000208,6.629563925478821
Macedon_L3,N20000209,70.29315902416478
Macedon_L4,N20000210,39.92430328227914
Glengormley_Urban_C1,N20000211,46.22296069590089
Glengormley_Urban_A1,N20000212,81.84873776649955
Glengormley_Urban_A2,N20000213,14.644091194912546
Glengormley_Urban_B1,N20000214,33.980349264737114
Glengormley_Urban_C2,N20000215,49.83185343190506
Glengormley_Urban_B2,N20000216,28.618234116467086
Glengormley_Urban_A3,N20000217,46.31914277449755
Glengormley_Urban_B3,N20000218,34.477485526646966
Glengormley_Urban_C3,N20000219,34.53598868438559
Glengormley_Urban_B4,N20000220,39.19912260502714
Glengormley_Urban_D1,N20000221,55.954601130322985
Glengormley_Urban_E1,N20000222,53.16161264231397
Glengormley_Urban_D2,N20000223,71.01423406521882
Glengormley_Urban_B5,N20000224,33.58151924691515
Glengormley_Urban_E2,N20000225,50.196778275325165
Glengormley_Urban_D3,N20000226,69.48680852171115
Glengormley_Urban_C4,N20000227,23.336741011629275
Glengormley_Urban_E3,N20000228,18.044431963683344
Glengormley_Urban_E4,N20000229,74.45815308125636
Glengormley_Urban_D4,N20000230,60.6417091801494
Glengormley_Urban_F1,N20000231,34.38821876269652
Glengormley_Urban_G1,N20000232,25.2166484634076
Glengormley_Urban_F2,N20000233,55.57622247759371
Glengormley_Urban_G2,N20000234,55.291766203850834
Glengormley_Urban_G3,N20000235,55.860192322872976
Glengormley_Urban_H1,N20000236,44.48443664788509
Glengormley_Urban_H2,N20000237,34.36008791669793
Glengormley_Urban_F3,N20000238,53.24467904002458
Glengormley_Urban_G4,N20000239,30.758886075169023
Glengormley_Urban_F4,N20000240,52.499140187411456
Glengormley_Urban_G5,N20000241,42.686295756342886
Glengormley_Urban_H3,N20000242,57.603726371050115
Glengormley_Urban_J1,N20000243,65.82860132619435
Glengormley_Urban_J2,N20000244,21.586511886176506
Glengormley_Urban_J3,N20000245,72.21834702170923
Glengormley_Urban_K1,N20000246,26.47734526882334
Glengormley_Urban_K2,N20000247,49.55233402367278
Glengormley_Urban_L1,N20000248,7.889692654493034
Glengormley_Urban_J4,N20000249,37.96919396621877
Glengormley_Urban_J5,N20000250,59.65271653230291
Glengormley_Urban_L2,N20000251,69.27146592213577
Glengormley_Urban_L3,N20000252,16.38658823095711
Glengormley_Urban_K3,N20000253,35.857903999228306
Glengormley_Urban_K4,N20000254,29.816029044089095
Glengormley_Urban_L4,N20000255,45.44996738888033
Glengormley_Urban_L5,N20000256,1.6177371884074647
Airport_A1,N20000257,16.383731587853852
Airport_B1,N20000258,0.6692090159022036
Airport_A2,N20000259,15.412410679340859
Airport_A3,N20000260,22.476525207039064
Airport_C1,N20000261,0.3898036553295387
Airport_C2,N20000262,0.7502714105078031
Airport_B2,N20000263,1.906563198074258
Airport_B3,N20000264,3.892893493078783
Airport_D1,N20000265,2.8486167927128516
Airport_C3,N20000266,1.0636461725891027
Airport_D2,N20000267,10.524804370307663
Airport_F1,N20000268,0.35874179898992226
Airport_D3,N20000269,38.66715807893685
Airport_E1,N20000270,7.173868463568266
Airport_D4,N20000271,6.598178188867552
Airport_E2,N20000272,72.40884540213945
Airport_E3,N20000273,55.29944952857965
Airport_G1,N20000274,0.4162825617894213
Airport_E4,N20000275,69.96140697078171
Airport_E5,N20000276,42.74942720964155
Airport_E6,N20000277,38.25879030692938
Airport_C4,N20000278,0.2264293175155477
Airport_F2,N20000279,0.8954540065764379
Airport_G2,N20000280,0.5766686198630563
Airport_G3,N20000281,0.49620474999886205
Airport_F3,N20000282,0.4040425183079977
Airport_H1,N20000283,32.81529900599063
Airport_H2,N20000284,34.770185633056634
Airport_G4,N20000285,0.2112734153999971
Airport_J1,N20000286,55.559055555243894
Airport_H3,N20000287,69.45955684843804
Airport_H4,N20000288,34.113018880068445
Airport_J2,N20000289,30.47576979251246
Airport_H5,N20000290,28.88254744570158
Airport_J3,N20000291,33.11419384368012
Airport_J4,N20000292,71.21968606896327
Airport_F4,N20000293,0.3371187009249241
Airport_J5,N20000294,39.643089972674524
Armagh_A1,N20000295,0.6900584660486352
Armagh_A2,N20000296,0.726121173599875
Armagh_A3,N20000297,3.379947228743083
Armagh_A4,N20000298,1.1051334443459653
Armagh_E1,N20000299,0.4600927464647995
Armagh_A5,N20000300,0.4985133746962734
Armagh_E2,N20000301,0.6361736019135324
Armagh_A6,N20000302,0.4715695884492787
Armagh_C1,N20000303,9.865332383118519
Armagh_C2,N20000304,5.226260738725084
Armagh_E3,N20000305,0.6110252452166431
Armagh_B1,N20000306,19.04013619012757
Armagh_B2,N20000307,6.136840181382846
Armagh_C3,N20000308,28.173116717016
Armagh_D1,N20000309,15.133266633124402
Armagh_J1,N20000310,0.4173660896159966
Armagh_B3,N20000311,30.69103687202925
Armagh_D2,N20000312,21.262358451262262
Armagh_F1,N20000313,33.71011114506277
Armagh_B4,N20000314,9.206135106600716
Armagh_C4,N20000315,9.380603701281228
Armagh_D3,N20000316,52.23332397313741
Armagh_D4,N20000317,15.32354569253567
Armagh_D5,N20000318,13.367002090401478
Armagh_F2,N20000319,13.184773962154567
Armagh_F3,N20000320,48.81893148599055
Armagh_F4,N20000321,40.584696226702164
Armagh_D6,N20000322,18.929025663381342
Armagh_F5,N20000323,26.581843900289233
Armagh_C5,N20000324,27.63406919283959
Armagh_G1,N20000325,31.44541902719305
Armagh_C6,N20000326,21.203029024101376
Armagh_F6,N20000327,44.68016607996513
Armagh_G2,N20000328,27.811773582413853
Armagh_G3,N20000329,22.91927481044976
Armagh_G4,N20000330,31.30961605095225
Armagh_G5,N20000331,3.306457119977787
Armagh_H1,N20000332,23.572355343922744
Armagh_H2,N20000333,10.073410051787075
Armagh_H3,N20000334,18.740029972035796
Armagh_G6,N20000335,67.65557377152874
Armagh_H4,N20000336,36.816576517152974
Armagh_H5,N20000337,54.42736315409794
Armagh_J2,N20000338,0.2850878400805006
Armagh_J3,N20000339,1.3503045084620602
Armagh_E4,N20000340,0.24159130730564446
Armagh_J4,N20000341,0.647389933462458
Armagh_E5,N20000342,1.363943858801495
Armagh_J5,N20000343,0.5158521041160287
Armagh_K1,N20000344,0.3206887558878848
Armagh_J6,N20000345,0.6404390657395389
Armagh_K2,N20000346,0.35687647859682003
Armagh_K3,N20000347,0.35193465339937324
Armagh_L1,N20000348,10.22617335203465
Armagh_L2,N20000349,26.768801477251735
Armagh_L3,N20000350,11.67118872905327
Armagh_L4,N20000351,19.02586193871672
Armagh_L5,N20000352,15.884544914622042
Armagh_K4,N20000353,0.4649588364672377
Armagh_K5,N20000354,0.3979641813189549
Armagh_K6,N20000355,0.40857825243050444
Portadown_A1,N20000356,0.9054344911163241
Portadown_A2,N20000357,0.46780640552956554
Portadown_B1,N20000358,0.6720715247338301
Portadown_A3,N20000359,12.293848477543587
Portadown_B2,N20000360,0.4301885953881228
Portadown_A4,N20000361,0.9541102959469818
Portadown_A5,N20000362,0.8753017182643031
Portadown_B3,N20000363,0.8602023628789306
Portadown_B4,N20000364,0.5516186462777859
Portadown_B5,N20000365,0.6412409105050758
Portadown_B6,N20000366,0.622283597869925
Portadown_J1,N20000367,0.6669467780625493
Portadown_R1,N20000368,28.70503676493466
Portadown_J2,N20000369,0.7049516962549152
Portadown_C1,N20000370,22.00230169616438
Portadown_D1,N20000371,67.04848939396354
Portadown_C2,N20000372,12.380240014833145
Portadown_D2,N20000373,17.45230483741052
Portadown_C3,N20000374,41.310633136451806
Portadown_D3,N20000375,39.61336476329797
Portadown_D4,N20000376,91.0596871949447
Portadown_F1,N20000377,8.635805406717758
Portadown_E1,N20000378,38.74872473695426
Portadown_D5,N20000379,32.679094240925124
Portadown_C4,N20000380,17.573923344412204
Portadown_E2,N20000381,54.006665364247176
Portadown_E3,N20000382,26.92936988422446
Portadown_R2,N20000383,0.5074146081069187
Portadown_H1,N20000384,16.135224630128874
Portadown_G1,N20000385,46.27030237223962
Portadown_E4,N20000386,16.500739568156195
Portadown_G2,N20000387,21.58941539833402
Portadown_G3,N20000388,56.219502964112635
Portadown_K1,N20000389,52.15265821329382
Portadown_G4,N20000390,59.45329563151541
Portadown_G5,N20000391,73.9202483469607
Portadown_H2,N20000392,53.964332391757274
Portadown_F2,N20000393,9.187340215377896
Portadown_G6,N20000394,65.16497183145671
Portadown_F3,N20000395,37.14499345246811
Portadown_K2,N20000396,87.48555729977708
Portadown_H3,N20000397,16.388193405618782
Portadown_L1,N20000398,43.450148021090634
Portadown_K3,N20000399,52.15484437171329
Portadown_L2,N20000400,110.59809778570799
Portadown_J3,N20000401,1.032174483204675
Portadown_K4,N20000402,16.960540981520346
Portadown_L3,N20000403,37.737685093429704
Portadown_N1,N20000404,31.6698146356261
Portadown_N2,N20000405,33.32600619913013
Portadown_P1,N20000406,30.870297545819138
Portadown_N3,N20000407,20.763906516473373
Portadown_J4,N20000408,2.002232694585386
Portadown_P2,N20000409,27.292043486819313
Portadown_P3,N20000410,57.85582620551937
Portadown_L4,N20000411,18.741170481614695
Portadown_P4,N20000412,42.19509713983266
Portadown_Q1,N20000413,10.822874912761797
Portadown_Q2,N20000414,17.425364406893635
Portadown_Q3,N20000415,18.011327661113842
Portadown_R3,N20000416,0.8770770300231172
Portadown_Q4,N20000417,16.819413476148227
Portadown_J5,N20000418,0.4323648106391569
Portadown_R4,N20000419,0.6777668436073067
Portadown_R5,N20000420,0.4084453943436973
Craigavon_A1,N20000421,0.9618079625194019
Craigavon_A2,N20000422,1.471205617287679
Craigavon_A3,N20000423,0.981735087586882
Craigavon_A4,N20000424,0.6166620721694457
Craigavon_B1,N20000425,1.2376739090643099
Craigavon_B2,N20000426,43.52897878100422
Craigavon_B3,N20000427,11.666930133737832
Craigavon_B4,N20000428,4.055333274272321
Craigavon_B5,N20000429,24.742906406115196
Craigavon_C1,N20000430,1.7908865853563498
Craigavon_E1,N20000431,50.24809323677518
Craigavon_E2,N20000432,59.657967659653124
Craigavon_C2,N20000433,8.836594186214281
Craigavon_D1,N20000434,24.31738268483135
Craigavon_D2,N20000435,10.196902051005049
Craigavon_F1,N20000436,9.289698799650841
Craigavon_D3,N20000437,26.051367475313352
Craigavon_F2,N20000438,61.35025931133646
Craigavon_E3,N20000439,3.1003835694955235
Craigavon_C3,N20000440,27.83586628783548
Craigavon_C4,N20000441,8.475620889665409
Craigavon_E4,N20000442,16.46666548378975
Craigavon_F3,N20000443,9.720129317472049
Craigavon_F4,N20000444,68.2409926584019
Craigavon_E5,N20000445,22.18294554676199
Craigavon_J1,N20000446,58.40664408598035
Craigavon_F5,N20000447,9.330402265023736
Craigavon_G1,N20000448,59.501885008905525
Craigavon_G2,N20000449,37.69411928288546
Craigavon_H1,N20000450,2.277727117045868
Craigavon_J2,N20000451,40.248092203538725
Craigavon_G3,N20000452,52.92185526195087
Craigavon_G4,N20000453,78.75494210255908
Craigavon_G5,N20000454,71.33417918645644
Craigavon_F6,N20000455,13.896512368964949
Craigavon_H2,N20000456,18.196083871198436
Craigavon_J3,N20000457,11.049471035772255
Craigavon_L1,N20000458,0.9284962693820582
Craigavon_H3,N20000459,36.75829742514489
Craigavon_H4,N20000460,19.52907688088893
Craigavon_J4,N20000461,61.157847879830555
Craigavon_N1,N20000462,29.26302806984919
Craigavon_K1,N20000463,32.2650322212356
Craigavon_N2,N20000464,19.05570908206593
Craigavon_L2,N20000465,16.170761594930383
Craigavon_K2,N20000466,78.74345416369725
Craigavon_L3,N20000467,40.141133854913605
Craigavon_K3,N20000468,47.21415334303144
Craigavon_P1,N20000469,1.8005378871353932
Craigavon_N3,N20000470,11.34501633654024
Craigavon_N4,N20000471,46.45886447408362
Craigavon_N5,N20000472,42.33211370822093
Craigavon_L4,N20000473,1.9471876444680767
Craigavon_P2,N20000474,1.230550312320835
Craigavon_P3,N20000475,2.2918154222118376
Lurgan_A1,N20000476,0.5075502324888288
Lurgan_B1,N20000477,1.2226324425369648
Lurgan_A2,N20000478,0.9006251798557126
Lurgan_A3,N20000479,53.2545102275054
Lurgan_A4,N20000480,28.437266340504948
Lurgan_B2,N20000481,0.7683669715164079
Lurgan_A5,N20000482,0.5415949714207458
Lurgan_C1,N20000483,5.515178423645389
Lurgan_C2,N20000484,11.308751165213634
Lurgan_D1,N20000485,13.320397910940219
Lurgan_D2,N20000486,9.977005813669946
Lurgan_C3,N20000487,36.94072064453838
Lurgan_B3,N20000488,0.8461720039847634
Lurgan_D3,N20000489,63.17474299962018
Lurgan_E1,N20000490,56.394245268889115
Lurgan_E2,N20000491,71.017565171686
Lurgan_E3,N20000492,60.45510665315008
Lurgan_C4,N20000493,29.106686355014
Lurgan_E4,N20000494,77.9117402833955
Lurgan_D4,N20000495,42.03538412728866
Lurgan_F1,N20000496,9.573361906674567
Lurgan_F2,N20000497,51.61977533237327
Lurgan_E5,N20000498,22.837940541527274
Lurgan_D5,N20000499,9.1447029292151
Lurgan_F3,N20000500,65.8100451933249
Lurgan_H1,N20000501,41.339427580391465
Lurgan_H2,N20000502,21.847019394983228
Lurgan_G1,N20000503,14.098183001188461
Lurgan_F4,N20000504,95.0630936094149
Lurgan_G2,N20000505,40.7188717155078
Lurgan_G3,N20000506,37.90425396198306
Lurgan_H3,N20000507,32.1855559447598
Lurgan_F5,N20000508,57.216420525614986
Lurgan_G4,N20000509,37.936839082416604
Lurgan_J1,N20000510,39.18684873719624
Lurgan_F6,N20000511,51.10509706551732
Lurgan_K1,N20000512,25.25277505197962
Lurgan_H4,N20000513,25.114914548078
Lurgan_P1,N20000514,27.770943188673574
Lurgan_K2,N20000515,13.779077967766506
Lurgan_L1,N20000516,33.992541634807765
Lurgan_J2,N20000517,44.762217570455554
Lurgan_J3,N20000518,16.376598170377004
Lurgan_K3,N20000519,15.524473625123639
Lurgan_J4,N20000520,31.42706594147067
Lurgan_B4,N20000521,0.8035456326431044
Lurgan_N1,N20000522,9.010758532541333
Lurgan_P2,N20000523,21.7991296641194
Lurgan_L2,N20000524,31.943900453112658
Lurgan_L3,N20000525,42.24973633369605
Lurgan_K4,N20000526,20.410385854518772
Lurgan_Q1,N20000527,57.20581175753099
Lurgan_R1,N20000528,86.95237450161297
Lurgan_P3,N20000529,49.28409069743519
Lurgan_N2,N20000530,51.51841072380738
Lurgan_P4,N20000531,8.287165985715655
Lurgan_R2,N20000532,44.20471390847043
Lurgan_P5,N20000533,39.34903679147716
Lurgan_Q2,N20000534,40.80175433036237
Lurgan_N3,N20000535,70.48697305797359
Lurgan_R3,N20000536,45.842577194787324
Lurgan_S1,N20000537,20.590616883509927
Lurgan_N4,N20000538,70.40299020121742
Lurgan_Q3,N20000539,65.52231543259522
Lurgan_Q4,N20000540,79.46715503710496
Lurgan_R4,N20000541,71.54208867805986
Lurgan_S2,N20000542,55.47450501101286
Lurgan_R5,N20000543,16.698126564195515
Lurgan_T1,N20000544,24.677670898119427
Lurgan_S3,N20000545,46.409139681601026
Lurgan_T2,N20000546,36.95769527929217
Lurgan_S4,N20000547,24.26978095957871
Lurgan_T3,N20000548,59.71077948472896
Lurgan_S5,N20000549,17.006637893100688
Lurgan_T4,N20000550,22.936784532566307
Lagan_River_C1,N20000551,1.005976236654332
Lagan_River_A1,N20000552,33.04846678156488
Lagan_River_G1,N20000553,2.9680712965261016
Lagan_River_A2,N20000554,35.70852191850713
Lagan_River_A3,N20000555,29.525159197509904
Lagan_River_A4,N20000556,38.273485790231845
Lagan_River_B1,N20000557,28.67916940161622
Lagan_River_B2,N20000558,20.252050820644953
Lagan_River_C2,N20000559,0.6579590160956202
Lagan_River_J1,N20000560,0.5424749081065597
Lagan_River_B3,N20000561,31.449991994461886
Lagan_River_C3,N20000562,0.5334996077880116
Lagan_River_K1,N20000563,0.6132609735626204
Lagan_River_E1,N20000564,28.061675704577944
Lagan_River_D1,N20000565,31.674967603110463
Lagan_River_F1,N20000566,36.02554757644088
Lagan_River_E2,N20000567,43.88834329362274
Lagan_River_D2,N20000568,23.00372407006476
Lagan_River_G2,N20000569,0.7732017218413005
Lagan_River_F2,N20000570,38.9975499743402
Lagan_River_D3,N20000571,26.453594191901164
Lagan_River_E3,N20000572,22.917329817598567
Lagan_River_F3,N20000573,19.539584845814222
Lagan_River_F4,N20000574,48.24487773835827
Lagan_River_F5,N20000575,37.42627344475711
Lagan_River_H1,N20000576,53.91414880126943
Lagan_River_H2,N20000577,40.84013134548312
Lagan_River_H3,N20000578,10.279850266375076
Lagan_River_J2,N20000579,0.5964005062453144
Lagan_River_G3,N20000580,0.5592045494373361
Lagan_River_G4,N20000581,31.021873392010505
Lagan_River_K2,N20000582,0.6037956946604986
Lagan_River_K3,N20000583,0.5162532365997142
Lagan_River_L1,N20000584,12.557468305856148
Lagan_River_J3,N20000585,0.5014867037966193
Lagan_River_J4,N20000586,0.5701604924978777
Lagan_River_L2,N20000587,1.3994663884724508
Lagan_River_K4,N20000588,0.4409146581494347
Lagan_River_N1,N20000589,0.9234097744122299
Lagan_River_N2,N20000590,0.4764717939376022
Lagan_River_N3,N20000591,0.4418944622328227
Lagan_River_N4,N20000592,0.4478169151483527
Lagan_River_N5,N20000593,0.588364226911091
Banbridge_A1,N20000594,1.1854346745062816
Banbridge_A2,N20000595,0.49487347658515307
Banbridge_A3,N20000596,27.24675544910682
Banbridge_A4,N20000597,21.582245473749325
Banbridge_B1,N20000598,12.308342603977769
Banbridge_A5,N20000599,3.1721216705781323
Banbridge_B2,N20000600,31.177621711868188
Banbridge_B3,N20000601,18.168344764870742
Banbridge_B4,N20000602,28.10103910378933
Banbridge_D1,N20000603,36.412609236022654
Banbridge_C1,N20000604,16.066223789766898
Banbridge_F1,N20000605,0.5238197794410593
Banbridge_F2,N20000606,0.5848455682634196
Banbridge_D2,N20000607,10.151570773179216
Banbridge_C2,N20000608,21.71009647100847
Banbridge_C3,N20000609,29.88023049902387
Banbridge_C4,N20000610,14.191848570422245
Banbridge_D3,N20000611,34.53240805842755
Banbridge_E1,N20000612,49.86523588114982
Banbridge_E2,N20000613,35.06549660541658
Banbridge_L1,N20000614,0.3941815781868411
Banbridge_D4,N20000615,27.730984891732312
Banbridge_D5,N20000616,36.00931810865453
Banbridge_E3,N20000617,55.139540585871416
Banbridge_E4,N20000618,32.205395861455216
Banbridge_D6,N20000619,83.79756490813877
Banbridge_E5,N20000620,14.85825373007918
Banbridge_H1,N20000621,27.30219538929722
