Geography,GeographyCode,PopulationDensity
Portadown_R,N21000093,0.7457000102003524
Craigavon_A,N21000094,0.9162911486548078
Craigavon_B,N21000095,4.920423977003866
Craigavon_C,N21000096,5.038341892161908
Craigavon_D,N21000097,15.572212801733855
Craigavon_E,N21000098,11.592645409791432
Craigavon_F,N21000099,13.499131398705906
Craigavon_G,N21000100,57.29932591661225
Craigavon_H,N21000101,8.927014280713994
Craigavon_J,N21000102,27.719452150439867
Craigavon_K,N21000103,47.55889357933631
Craigavon_L,N21000104,2.2753924417554674
Craigavon_N,N21000105,24.015987675709848
Craigavon_P,N21000106,1.6353633050251304
Lurgan_A,N21000107,0.8646941184548719
Lurgan_B,N21000108,0.872021392919518
Lurgan_C,N21000109,11.414192594173503
Lurgan_D,N21000110,15.168444000535203
Lurgan_E,N21000111,49.077729278485144
Lurgan_F,N21000112,26.511653166747216
Lurgan_G,N21000113,26.721277791888397
Lurgan_H,N21000114,29.323058971916115
Lurgan_J,N21000115,29.47306636734341
Lurgan_K,N21000116,17.749902337729537
Lurgan_L,N21000117,35.16253424114624
Lurgan_N,N21000118,26.479117378527576
Lurgan_P,N21000119,20.318625269224956
Lurgan_Q,N21000120,58.02210086862119
Lurgan_R,N21000121,37.945387399441515
Lurgan_S,N21000122,25.54631162606159
Lurgan_T,N21000123,30.483459889393483
Lagan_River_A,N21000124,33.36118593242818
Lagan_River_B,N21000125,25.63683693982336
Lagan_River_C,N21000126,0.7114673848523726
Lagan_River_D,N21000127,26.655219273697288
Lagan_River_E,N21000128,29.277795592169337
Lagan_River_F,N21000129,32.01602671635604
Lagan_River_G,N21000130,1.01944226278674
Lagan_River_H,N21000131,20.67809632921061
Lagan_River_J,N21000132,0.5544825110145128
Lagan_River_K,N21000133,0.5408234429869487
Lagan_River_L,N21000134,2.4339186929131853
Lagan_River_N,N21000135,0.5288245605354187
Banbridge_A,N21000136,1.299614588103816
Banbridge_B,N21000137,19.755216313510328
Banbridge_C,N21000138,19.48818978517404
Banbridge_D,N21000139,30.3671372250245
Banbridge_E,N21000140,29.246726593989422
Banbridge_F,N21000141,0.6639995005797714
Banbridge_G,N21000142,28.193252028590077
Banbridge_H,N21000143,35.40424462980942
Banbridge_J,N21000144,19.480958662045737
Banbridge_K,N21000145,12.503372115257466
Banbridge_L,N21000146,0.3869416040318999
Banbridge_N,N21000147,0.7876215762622175
Banbridge_P,N21000148,0.5046339257565822
Banbridge_Q,N21000149,28.776633937403535
Cusher_A,N21000150,15.527939187059129
Cusher_B,N21000151,26.495299152450468
Cusher_C,N21000152,38.18638695142004
Cusher_D,N21000153,0.527520917287526
Cusher_E,N21000154,0.5667758821054811
Cusher_F,N21000155,17.17215584581011
Cusher_G,N21000156,0.7409989840173823
Cusher_H,N21000157,0.4318437268599248
Cusher_J,N21000158,20.47696059615326
Cusher_K,N21000159,0.3790226573065694
Cusher_L,N21000160,0.6762416662838424
Oldpark_A,N21000161,3.4648173434314247
Oldpark_B,N21000162,62.12458955685607
Oldpark_C,N21000163,68.2853910887387
Oldpark_D,N21000164,34.357026306642396
Oldpark_E,N21000165,34.097661341939826
Oldpark_F,N21000166,50.23427886997607
Oldpark_G,N21000167,35.21707507706901
Oldpark_H,N21000168,84.4113934290929
Oldpark_J,N21000169,83.06080185351713
Oldpark_K,N21000170,61.90057409559585
Oldpark_L,N21000171,89.02158508455439
Oldpark_N,N21000172,82.35218882017593
Oldpark_P,N21000173,115.6010649900089
Oldpark_Q,N21000174,62.71141812809027
Oldpark_R,N21000175,53.796479128605036
Oldpark_S,N21000176,133.28316227576445
Oldpark_T,N21000177,55.50420207446406
Oldpark_U,N21000178,53.071665496370144
Castle_A,N21000179,13.181397486713252
Castle_B,N21000180,53.31196437928358
Castle_C,N21000181,21.662207866445158
Castle_D,N21000182,5.3943528504629645
Castle_E,N21000183,62.96045370764035
Castle_F,N21000184,37.271154241228714
Castle_G,N21000185,43.65656598113884
Castle_H,N21000186,44.346238130176
Castle_J,N21000187,30.142896604547495
Castle_K,N21000188,45.461079190737664
Castle_L,N21000189,60.77303029004417
Castle_N,N21000190,50.384706351782064
Castle_P,N21000191,72.52143562124608
Castle_Q,N21000192,2.4926698294186167
Castle_R,N21000193,87.41294368492495
Castle_S,N21000194,63.18575233973628
Castle_T,N21000195,35.7897442536505
Castle_U,N21000196,77.76112570020872
Titanic_A,N21000197,2.269853373204093
Titanic_B,N21000198,5.343502674110078
Titanic_C,N21000199,35.21345431937817
Titanic_D,N21000200,89.95472065633074
Titanic_E,N21000201,58.59036910081854
Titanic_F,N21000202,58.64204238699165
Titanic_G,N21000203,59.79124139658761
Titanic_H,N21000204,96.50305346915998
Titanic_J,N21000205,58.358565853230886
Titanic_K,N21000206,67.95590778149398
Titanic_L,N21000207,99.2696502907183
Titanic_N,N21000208,52.846893961479644
Titanic_P,N21000209,55.2187717621097
Titanic_Q,N21000210,137.3507544077717
Titanic_R,N21000211,60.571659942614524
Titanic_S,N21000212,105.18947667035947
Titanic_T,N21000213,105.30516619885938
Titanic_U,N21000214,123.54479042475792
Titanic_W,N21000215,105.2177947258065
Titanic_X,N21000216,38.40001161878318
Titanic_Y,N21000217,119.07815525235004
Titanic_Z,N21000218,132.76209771201746
Ormiston_A,N21000219,40.10151885452443
Ormiston_B,N21000220,22.46640540854626
Ormiston_C,N21000221,4.359441298170506
Ormiston_D,N21000222,45.49829139469029
Ormiston_E,N21000223,53.99927077059272
Ormiston_F,N21000224,17.73041124573021
Ormiston_G,N21000225,37.60470662741005
Ormiston_H,N21000226,44.339364318509794
Ormiston_J,N21000227,49.3286871814618
Ormiston_K,N21000228,69.18087678236026
Ormiston_L,N21000229,37.19754246402512
Ormiston_N,N21000230,41.51179967121419
Ormiston_P,N21000231,30.156273336998897
Ormiston_Q,N21000232,34.36451535846776
Ormiston_R,N21000233,18.799882210539575
Ormiston_S,N21000234,17.14036252237729
Ormiston_T,N21000235,19.009789880349196
Lisnasharragh_A,N21000236,61.707257221634315
Lisnasharragh_B,N21000237,23.270239518635343
Lisnasharragh_C,N21000238,74.34350990457028
Lisnasharragh_D,N21000239,109.63344117641935
Lisnasharragh_E,N21000240,24.36766383026893
Lisnasharragh_F,N21000241,29.428548450117667
Lisnasharragh_G,N21000242,43.224029692096536
Lisnasharragh_H,N21000243,60.30536246212723
Lisnasharragh_J,N21000244,58.456160111646085
Lisnasharragh_K,N21000245,46.73685145810826
Lisnasharragh_L,N21000246,74.4833189144268
Lisnasharragh_N,N21000247,15.365213311334387
Lisnasharragh_P,N21000248,46.22950723042157
Lisnasharragh_Q,N21000249,47.215203523782286
Lisnasharragh_R,N21000250,29.769443109308746
Botanic_A,N21000251,34.06839891293213
Botanic_B,N21000252,35.06782039036078
Botanic_C,N21000253,79.90914659176667
Botanic_D,N21000254,42.380123179049875
Botanic_E,N21000255,74.38588463225555
Botanic_F,N21000256,45.77424917894633
Botanic_G,N21000257,112.89396382027405
Botanic_H,N21000258,94.22698303613421
Botanic_J,N21000259,153.6492523472256
Botanic_K,N21000260,136.3776171465111
Botanic_L,N21000261,121.19264692328456
Botanic_N,N21000262,134.6662634070687
Botanic_P,N21000263,23.69152152545487
Botanic_Q,N21000264,48.74056019361345
Botanic_R,N21000265,82.66898552761896
Botanic_S,N21000266,85.50685492249089
Botanic_T,N21000267,66.03910216882637
Botanic_U,N21000268,8.409532469949943
Botanic_W,N21000269,116.53553772907053
Botanic_X,N21000270,54.103856483610656
Botanic_Y,N21000271,40.06972458220823
Botanic_Z,N21000272,14.722885863217389
Balmoral_A,N21000273,33.92465407368144
Balmoral_B,N21000274,12.582610802852475
Balmoral_C,N21000275,20.306110429071083
Balmoral_D,N21000276,41.84909864768045
Balmoral_E,N21000277,22.56764790220813
Balmoral_F,N21000278,6.483111659409888
Balmoral_G,N21000279,61.02986990682209
Balmoral_H,N21000280,43.82503338196327
Balmoral_J,N21000281,61.67315802811956
Balmoral_K,N21000282,48.89504839426074
Balmoral_L,N21000283,6.7739700935780744
Balmoral_N,N21000284,6.718990794530126
Balmoral_P,N21000285,10.902972072364921
Collin_A,N21000286,39.97152573013744
Collin_B,N21000287,11.822418251560116
Collin_C,N21000288,63.030755129889855
Collin_D,N21000289,59.41744512748419
Collin_E,N21000290,60.631002736073796
Collin_F,N21000291,36.20856121007569
Collin_G,N21000292,51.64402780251725
Collin_H,N21000293,25.701766035512357
Collin_J,N21000294,24.967596860184013
Collin_K,N21000295,39.09607337551506
Collin_L,N21000296,26.007063472473323
Collin_N,N21000297,39.75286353424376
Collin_P,N21000298,33.70559754891249
Collin_Q,N21000299,55.531249039703724
Collin_R,N21000300,30.233205752236127
Black_Mountain_A,N21000301,45.03652617904424
Black_Mountain_B,N21000302,59.04337153362296
Black_Mountain_C,N21000303,95.10867133771833
Black_Mountain_D,N21000304,2.57897876851463
Black_Mountain_E,N21000305,61.61133045147437
Black_Mountain_F,N21000306,24.74988466112695
Black_Mountain_G,N21000307,73.75387779801324
Black_Mountain_H,N21000308,24.426799227644146
Black_Mountain_J,N21000309,20.50359996792585
Black_Mountain_K,N21000310,25.050427324309
Black_Mountain_L,N21000311,54.738572814223964
Black_Mountain_N,N21000312,65.69939836110443
Black_Mountain_P,N21000313,50.480009440614076
Black_Mountain_Q,N21000314,61.59226694831577
Black_Mountain_R,N21000315,45.340751073826574
Court_A,N21000316,29.467637639073196
Court_B,N21000317,67.94204267396388
Court_C,N21000318,3.257079855768094
Court_D,N21000319,65.86312266084542
Court_E,N21000320,48.777033841919454
Court_F,N21000321,118.14110589751787
Court_G,N21000322,60.59428463804029
Court_H,N21000323,79.21831782989076
Court_J,N21000324,28.70367128028519
Court_K,N21000325,38.76017387070951
Court_L,N21000326,44.4408700524161
Court_N,N21000327,73.35374209986267
Court_P,N21000328,79.60459704052901
Court_Q,N21000329,46.32576701608532
Court_R,N21000330,58.329932966561636
Court_S,N21000331,59.40068066447168
Court_T,N21000332,36.49388091252258
Court_U,N21000333,92.7298278151548
Court_W,N21000334,64.86634651128685
Court_X,N21000335,53.25078953795395
Benbradagh_A,N21000336,14.143232779122359
Benbradagh_B,N21000337,0.6136337495804255
Benbradagh_C,N21000338,7.623869759133974
Benbradagh_D,N21000339,0.30140546278464236
Benbradagh_E,N21000340,0.6013698963658669
Benbradagh_F,N21000341,23.33561939280409
Benbradagh_G,N21000342,0.09200956392878704
Limavady_A,N21000343,0.27976156826507537
Limavady_B,N21000344,11.121906769535956
Limavady_C,N21000345,22.445385868667078
Limavady_D,N21000346,37.43501464548298
Limavady_E,N21000347,21.626146972388916
Limavady_F,N21000348,0.24204493712642136
Limavady_G,N21000349,33.79261949188917
Bann_A,N21000350,17.569959874957135
Bann_B,N21000351,0.6621575531961774
Bann_C,N21000352,0.4141311255322574
Bann_D,N21000353,0.29646142629530475
Bann_E,N21000354,0.3430179649549418
Bann_F,N21000355,14.089162472751584
Bann_G,N21000356,0.33551309560409104
Bann_H,N21000357,13.734997058438433
Coleraine_A,N21000358,29.723799180327966
Coleraine_B,N21000359,9.11752066211104
Coleraine_C,N21000360,24.00679328044107
Coleraine_D,N21000361,17.18324629129952
Coleraine_E,N21000362,15.959484574491448
Coleraine_F,N21000363,30.623713293886873
Coleraine_G,N21000364,31.713463457398767
Coleraine_H,N21000365,15.405204855835809
Coleraine_J,N21000366,19.953009588485703
Coleraine_K,N21000367,8.767332178700068
Causeway_A,N21000368,0.2402363224553554
Causeway_B,N21000369,10.51939218805965
Causeway_C,N21000370,12.511008742231619
Causeway_D,N21000371,30.1312812275858
Causeway_E,N21000372,26.422509247550213
Causeway_F,N21000373,17.799179536024617
Causeway_G,N21000374,29.42059067929925
Causeway_H,N21000375,21.008564349118952
Causeway_J,N21000376,0.29997555044306784
Causeway_K,N21000377,0.4073631249053992
Causeway_L,N21000378,0.564144647780323
The_Glens_A,N21000379,26.864073316017514
The_Glens_B,N21000380,1.6394142827643032
The_Glens_C,N21000381,0.1510968958639481
The_Glens_D,N21000382,0.7281556511074478
The_Glens_E,N21000383,0.1782873140992639
The_Glens_F,N21000384,0.22458624454725926
The_Glens_G,N21000385,0.35561691903018605
Ballymoney_A,N21000386,0.7538587218696668
Ballymoney_B,N21000387,30.777884153176736
Ballymoney_C,N21000388,15.11483081550708
Ballymoney_D,N21000389,22.2361250977371
Ballymoney_E,N21000390,18.278049494547993
Ballymoney_F,N21000391,26.859911085610513
Ballymoney_G,N21000392,0.3042847532452144
Ballymoney_H,N21000393,0.5958067196366909
Ballymoney_J,N21000394,27.12674108941798
Ballymoney_K,N21000395,0.4556055595343756
Ballymoney_L,N21000396,1.2466766952790236
The_Moor_A,N21000397,31.821526865360433
The_Moor_B,N21000398,54.48762212973183
The_Moor_C,N21000399,22.72845384407696
The_Moor_D,N21000400,51.09942059239108
The_Moor_E,N21000401,24.08797025284921
The_Moor_F,N21000402,34.98321361162469
The_Moor_G,N21000403,37.60665273628611
The_Moor_H,N21000404,0.9778694854413005
Foyleside_A,N21000405,5.492954419232679
Foyleside_B,N21000406,12.66436456036743
Foyleside_C,N21000407,59.11243155854187
Foyleside_D,N21000408,23.01900652155464
Foyleside_E,N21000409,39.034162796057394
Foyleside_F,N21000410,14.374548061019143
Foyleside_G,N21000411,41.55119930979493
Ballyarnett_A,N21000412,5.869110907716158
Ballyarnett_B,N21000413,29.317270733919038
Ballyarnett_C,N21000414,1.8417393073442072
Ballyarnett_D,N21000415,21.69454055550661
Ballyarnett_E,N21000416,58.58538838614374
Ballyarnett_F,N21000417,41.55195399264852
Ballyarnett_G,N21000418,41.502675546751824
Ballyarnett_H,N21000419,31.611826166153627
Ballyarnett_J,N21000420,11.877052859829888
Ballyarnett_K,N21000421,58.38404464694414
Ballyarnett_L,N21000422,38.37057618587717
Waterside_A,N21000423,8.196221256497855
Waterside_B,N21000424,36.457895499775205
Waterside_C,N21000425,32.84462084506594
Waterside_D,N21000426,34.22511444191884
Waterside_E,N21000427,49.30780720756511
Waterside_F,N21000428,37.50734339766105
Waterside_G,N21000429,41.10651481395249
Waterside_H,N21000430,17.977638953747
Waterside_J,N21000431,27.443343807397373
Waterside_K,N21000432,12.668805609629782
Waterside_L,N21000433,8.007363347481697
Waterside_N,N21000434,16.15625143432367
Waterside_P,N21000435,16.44926119251329
Faughan_A,N21000436,25.23259575119432
Faughan_B,N21000437,20.099720043689015
Faughan_C,N21000438,33.26521289805207
Faughan_D,N21000439,0.49258304271735676
Faughan_E,N21000440,0.3224130341370283
Faughan_F,N21000441,20.564228740189442
Faughan_G,N21000442,0.5198450308951296
Faughan_H,N21000443,12.840660857055774
Sperrin_A,N21000444,0.54264085221129
Sperrin_B,N21000445,0.3689226695219655
Sperrin_C,N21000446,0.5468262358846709
Sperrin_D,N21000447,15.959508427085
Sperrin_E,N21000448,23.608295156827573
Sperrin_F,N21000449,0.11267443842074616
Sperrin_G,N21000450,24.30594047633865
Sperrin_H,N21000451,29.34165673750169
Sperrin_J,N21000452,11.839573863657582
Sperrin_K,N21000453,0.2103542156813406
Derg_A,N21000454,24.835994001870194
Derg_B,N21000455,18.259677879300455
Derg_C,N21000456,0.8187148877281922
Derg_D,N21000457,0.5088670062990314
Derg_E,N21000458,10.96435302863039
Derg_F,N21000459,14.15984816066366
Derg_G,N21000460,0.19421899618173707
Derg_H,N21000461,0.13876670522832704
Erne_East_A,N21000462,0.2644538902201199
Erne_East_B,N21000463,0.19576079658376777
Erne_East_C,N21000464,0.6568303180766427
Erne_East_D,N21000465,9.480975964208096
Erne_East_E,N21000466,0.24478151838420553
Erne_East_F,N21000467,0.2754878145638571
Erne_West_A,N21000468,0.11457842727224726
Erne_West_B,N21000469,0.16041784344701474
Erne_West_C,N21000470,0.3020088321823204
Erne_West_D,N21000471,0.1544585601942834
Erne_West_E,N21000472,0.5941437258151517
Erne_West_F,N21000473,0.23240745578120384
Enniskillen_A,N21000474,0.3479507613167327
Enniskillen_B,N21000475,14.239569085311718
Enniskillen_C,N21000476,11.964065908938696
Enniskillen_D,N21000477,4.628766016825677
Enniskillen_E,N21000478,15.000804706458142
Enniskillen_F,N21000479,6.713395086324729
Enniskillen_G,N21000480,0.5244814646130713
Enniskillen_H,N21000481,6.231265525380622
Erne_North_A,N21000482,0.6157596713289847
Erne_North_B,N21000483,0.19928814390231311
Erne_North_C,N21000484,0.23493513153513562
Erne_North_D,N21000485,10.554788622063093
Erne_North_E,N21000486,10.037004895752272
Erne_North_F,N21000487,0.2766763749142533
Erne_North_G,N21000488,0.43975617397910816
West_Tyrone_A,N21000489,0.2426809334560578
West_Tyrone_B,N21000490,0.1803963411791492
West_Tyrone_C,N21000491,0.2702052102902706
West_Tyrone_D,N21000492,6.525459587304325
West_Tyrone_E,N21000493,0.28956324172062453
West_Tyrone_F,N21000494,0.3725540537245532
West_Tyrone_G,N21000495,0.4024704163011087
Omagh_A,N21000496,21.188665944827505
Omagh_B,N21000497,14.622805323597532
Omagh_C,N21000498,8.32126976333475
Omagh_D,N21000499,9.647879025812067
Omagh_E,N21000500,10.530506125713117
Omagh_F,N21000501,27.603024415647454
Omagh_G,N21000502,5.9757243780163
Omagh_H,N21000503,14.70007834161452
Mid_Tyrone_A,N21000504,0.149304035631917
Mid_Tyrone_B,N21000505,0.22882536057410044
Mid_Tyrone_C,N21000506,4.619826192982419
Mid_Tyrone_D,N21000507,0.44250270735035063
Mid_Tyrone_E,N21000508,0.38305178640156445
Mid_Tyrone_F,N21000509,0.3586967367387891
Mid_Tyrone_G,N21000510,0.4500600829479897
Downshire_West_A,N21000511,9.267877194090273
Downshire_West_B,N21000512,1.1658876703969296
Downshire_West_C,N21000513,25.97033598398183
Downshire_West_D,N21000514,29.9519202332302
Downshire_West_E,N21000515,15.063992846855612
Downshire_West_F,N21000516,22.95950040329166
Downshire_West_G,N21000517,0.4918049662772372
Killultagh_A,N21000518,15.164372629486401
Killultagh_B,N21000519,0.4560903347004677
Killultagh_C,N21000520,0.7255603726172865
Killultagh_D,N21000521,30.187364937990488
Killultagh_E,N21000522,47.94877394785667
Killultagh_F,N21000523,1.629828701711965
Killultagh_G,N21000524,0.6944782865840274
Killultagh_H,N21000525,33.73739670578907
Lisburn_South_A,N21000526,40.86581149624621
Lisburn_South_B,N21000527,53.78805479443038
Lisburn_South_C,N21000528,35.69679567018769
Lisburn_South_D,N21000529,40.17347289609374
Lisburn_South_E,N21000530,33.87435912406241
Lisburn_South_F,N21000531,35.7811223464462
Lisburn_South_G,N21000532,7.7635269733079415
Lisburn_South_H,N21000533,46.150833408738194
Lisburn_South_J,N21000534,26.191945685275176
Lisburn_South_K,N21000535,41.14500267218149
Lisburn_North_A,N21000536,40.794150796793915
Lisburn_North_B,N21000537,46.0623960005626
Lisburn_North_C,N21000538,19.222516583897686
Lisburn_North_D,N21000539,3.483373124148972
Lisburn_North_E,N21000540,30.394981421845454
Lisburn_North_F,N21000541,43.11636196680586
Lisburn_North_G,N21000542,24.624557955483645
Lisburn_North_H,N21000543,22.450081840995015
Lisburn_North_J,N21000544,34.11387523476787
Lisburn_North_K,N21000545,22.077724462127236
Downshire_East_A,N21000546,1.2788663409005772
Downshire_East_B,N21000547,56.76862558823293
Downshire_East_C,N21000548,31.15601930638722
Downshire_East_D,N21000549,0.5085847640752594
Downshire_East_E,N21000550,1.1593533921413954
Downshire_East_F,N21000551,0.7260552992971175
Downshire_East_G,N21000552,1.0681103062936192
Castlereagh_South_A,N21000553,25.56573696902447
Castlereagh_South_B,N21000554,51.456259269032884
Castlereagh_South_C,N21000555,38.7187188614539
Castlereagh_South_D,N21000556,25.896217764252476
Castlereagh_South_E,N21000557,11.283594587113583
Castlereagh_South_F,N21000558,2.812046125339664
Castlereagh_South_G,N21000559,35.74727541853947
Castlereagh_South_H,N21000560,56.374925926414086
Castlereagh_South_J,N21000561,2.385170060348287
Castlereagh_East_A,N21000562,4.366540459782212
Castlereagh_East_B,N21000563,34.488306655265795
Castlereagh_East_C,N21000564,38.836349432104456
Castlereagh_East_D,N21000565,29.726008752175886
Castlereagh_East_E,N21000566,41.50801794034045
Castlereagh_East_F,N21000567,62.73800652539336
Castlereagh_East_G,N21000568,22.3179648471462
Castlereagh_East_H,N21000569,28.539444947514472
Castlereagh_East_J,N21000570,0.5944940139465147
Castlereagh_East_K,N21000571,19.41973214371573
Bannside_A,N21000572,0.45713578662162335
Bannside_B,N21000573,14.342024493098204
Bannside_C,N21000574,0.5591499670933667
Bannside_D,N21000575,17.500326048881192
Bannside_E,N21000576,16.46874550067738
Bannside_F,N21000577,34.82739967855401
Bannside_G,N21000578,37.24907747454817
Bannside_H,N21000579,0.5587103625940476
Bannside_J,N21000580,0.6163750609835402
Ballymena_A,N21000581,35.04426542932336
Ballymena_B,N21000582,20.63053385639155
Ballymena_C,N21000583,39.612988957068204
Ballymena_D,N21000584,11.500733203087451
Ballymena_E,N21000585,32.089952978096136
Ballymena_F,N21000586,10.422526120520017
Ballymena_G,N21000587,32.49120848274337
Ballymena_H,N21000588,24.288799640138887
Ballymena_J,N21000589,43.336250563481784
Ballymena_K,N21000590,9.913691416737322
Braid_A,N21000591,0.42989891126653274
Braid_B,N21000592,0.18715869333278434
Braid_C,N21000593,0.5313393200017483
Braid_D,N21000594,24.11544948184135
Braid_E,N21000595,17.803432807354024
Braid_F,N21000596,0.1872695854047882
Braid_G,N21000597,14.436011051382945
Braid_H,N21000598,0.5582006498829148
Braid_J,N21000599,7.2930919093441995
Braid_K,N21000600,30.261775183024877
Coast_Road_A,N21000601,18.08513985084026
Coast_Road_B,N21000602,0.17470998813823607
Coast_Road_C,N21000603,0.26829745690410634
Coast_Road_D,N21000604,13.577519686332765
Coast_Road_E,N21000605,17.3680976374312
Coast_Road_F,N21000606,33.943818435149915
Coast_Road_G,N21000607,55.962474800103344
Coast_Road_H,N21000608,40.29489271124183
Coast_Road_J,N21000609,22.450062690071405
Larne_Lough_A,N21000610,19.12847774793779
Larne_Lough_B,N21000611,11.883084871208867
Larne_Lough_C,N21000612,17.775785520239776
Larne_Lough_D,N21000613,0.3089747176205351
Larne_Lough_E,N21000614,0.7606277133165728
Larne_Lough_F,N21000615,0.6991151505281676
Larne_Lough_G,N21000616,18.46934524435471
Larne_Lough_H,N21000617,38.1047163155203
Larne_Lough_J,N21000618,24.733096431387803
Carrick_Castle_A,N21000619,2.0571478479137535
Carrick_Castle_B,N21000620,2.9502510732459095
Carrick_Castle_C,N21000621,14.082293181948828
Carrick_Castle_D,N21000622,43.93226159332188
Carrick_Castle_E,N21000623,21.05893596112253
Carrick_Castle_F,N21000624,41.771727498604406
Carrick_Castle_G,N21000625,17.768710051866343
Carrick_Castle_H,N21000626,38.93424995172219
Carrick_Castle_J,N21000627,28.414335759231694
Knockagh_A,N21000628,0.29983940711781226
Knockagh_B,N21000629,18.712995568595144
Knockagh_C,N21000630,42.697914382409564
Knockagh_D,N21000631,67.07002424849894
Knockagh_E,N21000632,51.41784306155333
Knockagh_F,N21000633,12.052868132352863
Knockagh_G,N21000634,18.86321300631964
Knockagh_H,N21000635,43.9446203228995
Knockagh_J,N21000636,24.148754553839215
Carntogher_A,N21000637,0.6038259757932533
Carntogher_B,N21000638,0.746033886703011
Carntogher_C,N21000639,0.6580584174013834
Carntogher_D,N21000640,0.31044970886128254
Carntogher_E,N21000641,18.563302108831117
Carntogher_F,N21000642,13.17838233131762
Moyola_A,N21000643,1.7574307084546827
Moyola_B,N21000644,0.7092193588348864
Moyola_C,N21000645,0.7370220835786445
Moyola_D,N21000646,12.176430030814101
Moyola_E,N21000647,0.5009728516324101
Moyola_F,N21000648,25.353885373026433
Moyola_G,N21000649,0.32775819435793435
Moyola_H,N21000650,0.9444102816603954
Magherafelt_A,N21000651,19.509531709416812
Magherafelt_B,N21000652,24.176707159612246
Magherafelt_C,N21000653,20.26667184199267
