Geography,GeographyCode,AverageHouseholdSize
Armagh_B3,N20000311,2.717277486910995
Armagh_D2,N20000312,2.5954545454545452
Armagh_F1,N20000313,1.7459677419354838
Armagh_B4,N20000314,2.4806201550387597
Armagh_C4,N20000315,2.0422535211267605
Armagh_D3,N20000316,2.5538461538461537
Armagh_D4,N20000317,3.069264069264069
Armagh_D5,N20000318,2.628140703517588
Armagh_F2,N20000319,1.74496644295302
Armagh_F3,N20000320,1.9754098360655739
Armagh_F4,N20000321,2.0372670807453415
Armagh_D6,N20000322,2.6043956043956045
Armagh_F5,N20000323,1.8188976377952757
Armagh_C5,N20000324,1.8952879581151831
Armagh_G1,N20000325,2.3163841807909606
Armagh_C6,N20000326,2.0784313725490198
Armagh_F6,N20000327,2.292372881355932
Armagh_G2,N20000328,2.372262773722628
Armagh_G3,N20000329,2.748299319727891
Armagh_G4,N20000330,2.51
Armagh_G5,N20000331,3.293103448275862
Armagh_H1,N20000332,2.5589743589743588
Armagh_H2,N20000333,2.4744897959183674
Armagh_H3,N20000334,2.7804878048780486
Armagh_G6,N20000335,2.969465648854962
Armagh_H4,N20000336,2.569060773480663
Armagh_H5,N20000337,2.5585106382978724
Armagh_J2,N20000338,3.029850746268657
Armagh_J3,N20000339,2.488888888888889
Armagh_E4,N20000340,2.873015873015873
Armagh_J4,N20000341,3.188679245283019
Armagh_E5,N20000342,2.791946308724832
Armagh_J5,N20000343,3.135514018691589
Armagh_K1,N20000344,2.9744897959183674
Armagh_J6,N20000345,3.1373626373626373
Armagh_K2,N20000346,3.0416666666666665
Armagh_K3,N20000347,3.139393939393939
Armagh_L1,N20000348,2.8777777777777778
Armagh_L2,N20000349,2.1559633027522938
Armagh_L3,N20000350,2.841628959276018
Armagh_L4,N20000351,2.317204301075269
Armagh_L5,N20000352,2.013888888888889
Armagh_K4,N20000353,2.9941520467836256
Armagh_K5,N20000354,3.1587982832618025
Armagh_K6,N20000355,3.1
Portadown_A1,N20000356,2.7928286852589643
Portadown_A2,N20000357,2.596026490066225
Portadown_B1,N20000358,2.6971153846153846
Portadown_A3,N20000359,2.707317073170732
Portadown_B2,N20000360,3.0074626865671643
Portadown_A4,N20000361,2.921397379912664
Portadown_A5,N20000362,2.6129032258064515
Portadown_B3,N20000363,3.1012658227848102
Portadown_B4,N20000364,2.9576719576719577
Portadown_B5,N20000365,2.956043956043956
Portadown_B6,N20000366,2.930817610062893
Portadown_J1,N20000367,2.689189189189189
Portadown_R1,N20000368,2.9043478260869566
Portadown_J2,N20000369,2.990867579908676
Portadown_C1,N20000370,3.2936507936507935
Portadown_D1,N20000371,2.388235294117647
Portadown_C2,N20000372,3.0754716981132075
Portadown_D2,N20000373,2.3577235772357725
Portadown_C3,N20000374,2.152941176470588
Portadown_D3,N20000375,2.347826086956522
Portadown_D4,N20000376,2.522935779816514
Portadown_F1,N20000377,2.1210762331838566
Portadown_E1,N20000378,2.7086092715231787
Portadown_D5,N20000379,2.6175298804780875
Portadown_C4,N20000380,2.980769230769231
Portadown_E2,N20000381,3.2
Portadown_E3,N20000382,2.5256410256410255
Portadown_R2,N20000383,2.7637130801687766
Portadown_H1,N20000384,2.5587044534412957
Portadown_G1,N20000385,1.9657142857142857
Portadown_E4,N20000386,2.061320754716981
Portadown_G2,N20000387,1.950354609929078
Portadown_G3,N20000388,2.408805031446541
Portadown_K1,N20000389,2.442508710801394
Portadown_G4,N20000390,2.111111111111111
Portadown_G5,N20000391,2.1825396825396823
Portadown_H2,N20000392,2.0694980694980694
Portadown_F2,N20000393,1.8271604938271604
Portadown_G6,N20000394,2.108843537414966
Portadown_F3,N20000395,2.251063829787234
Portadown_K2,N20000396,2.299465240641711
Portadown_H3,N20000397,2.2658227848101267
Portadown_L1,N20000398,2.1455399061032865
Portadown_K3,N20000399,2.3141361256544504
Portadown_L2,N20000400,2.348717948717949
Portadown_J3,N20000401,2.7729257641921397
Portadown_K4,N20000402,2.713793103448276
Portadown_L3,N20000403,2.3711340206185567
Portadown_N1,N20000404,2.355805243445693
Portadown_N2,N20000405,2.520408163265306
Portadown_P1,N20000406,2.0347222222222223
Portadown_N3,N20000407,2.3430232558139537
Portadown_J4,N20000408,2.3093525179856114
Portadown_P2,N20000409,1.8307692307692307
Portadown_P3,N20000410,2.139393939393939
Portadown_L4,N20000411,2.200836820083682
Portadown_P4,N20000412,2.4329896907216493
Portadown_Q1,N20000413,2.688212927756654
Portadown_Q2,N20000414,2.9685534591194966
Portadown_Q3,N20000415,2.680722891566265
Portadown_R3,N20000416,2.7869565217391306
Portadown_Q4,N20000417,2.5848214285714284
Portadown_J5,N20000418,2.879032258064516
Portadown_R4,N20000419,2.4444444444444446
Portadown_R5,N20000420,2.6875
Craigavon_A1,N20000421,2.9790794979079496
Craigavon_A2,N20000422,3.026615969581749
Craigavon_A3,N20000423,2.9923076923076923
Craigavon_A4,N20000424,3.0775193798449614
Craigavon_B1,N20000425,2.672268907563025
Craigavon_B2,N20000426,3.1073446327683616
Craigavon_B3,N20000427,2.827751196172249
Craigavon_B4,N20000428,2.8245033112582782
Craigavon_B5,N20000429,2.4864864864864864
Craigavon_C1,N20000430,2.8375
Craigavon_E1,N20000431,2.694300518134715
Craigavon_E2,N20000432,2.691588785046729
Craigavon_C2,N20000433,2.819607843137255
Craigavon_D1,N20000434,2.773755656108597
Craigavon_D2,N20000435,2.67816091954023
Craigavon_F1,N20000436,2.7803468208092488
Craigavon_D3,N20000437,2.1028571428571428
Craigavon_F2,N20000438,2.42
Craigavon_E3,N20000439,2.443850267379679
Craigavon_C3,N20000440,2.36046511627907
Craigavon_C4,N20000441,2.345549738219895
Craigavon_E4,N20000442,2.545945945945946
Craigavon_F3,N20000443,2.7177914110429446
Craigavon_F4,N20000444,2.8531468531468533
Craigavon_E5,N20000445,2.4644549763033177
Craigavon_J1,N20000446,2.7224489795918365
Craigavon_F5,N20000447,2.6262626262626263
Craigavon_G1,N20000448,2.8669950738916254
Craigavon_G2,N20000449,2.6139240506329116
Craigavon_H1,N20000450,2.3533834586466167
Craigavon_J2,N20000451,2.8203125
Craigavon_G3,N20000452,2.63125
Craigavon_G4,N20000453,3.2311827956989245
Craigavon_G5,N20000454,2.3851851851851853
Craigavon_F6,N20000455,2.603896103896104
Craigavon_H2,N20000456,2.6049382716049383
Craigavon_J3,N20000457,2.3728813559322033
Craigavon_L1,N20000458,2.5093167701863353
Craigavon_H3,N20000459,2.154639175257732
Craigavon_H4,N20000460,2.6148148148148147
Craigavon_J4,N20000461,2.624
Craigavon_N1,N20000462,2.520618556701031
Craigavon_K1,N20000463,1.9704433497536946
Craigavon_N2,N20000464,2.7578947368421054
Craigavon_L2,N20000465,2.3173076923076925
Craigavon_K2,N20000466,2.25
Craigavon_L3,N20000467,2.6944444444444446
Craigavon_K3,N20000468,2.2549019607843137
Craigavon_P1,N20000469,2.3580246913580245
Craigavon_N3,N20000470,2.7411764705882353
Craigavon_N4,N20000471,3.170854271356784
Craigavon_N5,N20000472,2.5860465116279068
Craigavon_L4,N20000473,2.8588957055214723
Craigavon_P2,N20000474,2.6715867158671585
Craigavon_P3,N20000475,2.892857142857143
Lurgan_A1,N20000476,3.327485380116959
Lurgan_B1,N20000477,2.8442211055276383
Lurgan_A2,N20000478,2.8878504672897196
Lurgan_A3,N20000479,2.513157894736842
Lurgan_A4,N20000480,3.0838709677419356
Lurgan_B2,N20000481,2.8008474576271185
Lurgan_A5,N20000482,2.9431818181818183
Lurgan_C1,N20000483,2.9523809523809526
Lurgan_C2,N20000484,2.674757281553398
Lurgan_D1,N20000485,2.925925925925926
Lurgan_D2,N20000486,2.7548076923076925
Lurgan_C3,N20000487,2.7551020408163267
Lurgan_B3,N20000488,2.9086021505376345
Lurgan_D3,N20000489,2.701219512195122
Lurgan_E1,N20000490,2.585526315789474
Lurgan_E2,N20000491,2.3
Lurgan_E3,N20000492,2.769633507853403
Lurgan_C4,N20000493,2.4605809128630707
Lurgan_E4,N20000494,2.5518672199170123
Lurgan_D4,N20000495,3.4210526315789473
Lurgan_F1,N20000496,2.62109375
Lurgan_F2,N20000497,3.265734265734266
Lurgan_E5,N20000498,2.0205761316872426
Lurgan_D5,N20000499,3.0494505494505493
Lurgan_F3,N20000500,2.3411764705882354
Lurgan_H1,N20000501,2.712871287128713
Lurgan_H2,N20000502,2.427027027027027
Lurgan_G1,N20000503,2.0351758793969847
Lurgan_F4,N20000504,2.2111801242236027
Lurgan_G2,N20000505,1.6056338028169015
Lurgan_G3,N20000506,1.9609375
Lurgan_H3,N20000507,2.3741007194244603
Lurgan_F5,N20000508,2.3373493975903616
Lurgan_G4,N20000509,2.141025641025641
Lurgan_J1,N20000510,2.7882882882882885
Lurgan_F6,N20000511,2.4541284403669725
Lurgan_K1,N20000512,2.169491525423729
Lurgan_H4,N20000513,2.526315789473684
Lurgan_P1,N20000514,2.7055555555555557
Lurgan_K2,N20000515,2
Lurgan_L1,N20000516,1.9128630705394192
Lurgan_J2,N20000517,2.1021276595744682
Lurgan_J3,N20000518,2.632183908045977
Lurgan_K3,N20000519,1.920731707317073
Lurgan_J4,N20000520,2.7975206611570247
Lurgan_B4,N20000521,2.7346938775510203
Lurgan_N1,N20000522,2.564766839378238
Lurgan_P2,N20000523,2.1594202898550723
Lurgan_L2,N20000524,1.7765567765567765
Lurgan_L3,N20000525,1.729957805907173
Lurgan_K4,N20000526,1.9318181818181819
Lurgan_Q1,N20000527,2.1958333333333333
Lurgan_R1,N20000528,2.2063492063492065
Lurgan_P3,N20000529,2.365979381443299
Lurgan_N2,N20000530,2.932515337423313
Lurgan_P4,N20000531,2.5092024539877302
Lurgan_R2,N20000532,1.6149068322981366
Lurgan_P5,N20000533,1.9707602339181287
Lurgan_Q2,N20000534,2.1373626373626373
Lurgan_N3,N20000535,2.796511627906977
Lurgan_R3,N20000536,2.8786764705882355
Lurgan_S1,N20000537,2.248868778280543
Lurgan_N4,N20000538,3.0896860986547083
Lurgan_Q3,N20000539,2.238341968911917
Lurgan_Q4,N20000540,2.3471502590673574
Lurgan_R4,N20000541,2.25
Lurgan_S2,N20000542,2.4097560975609755
Lurgan_R5,N20000543,2.7074468085106385
Lurgan_T1,N20000544,2.3076923076923075
Lurgan_S3,N20000545,2.5714285714285716
Lurgan_T2,N20000546,2.152173913043478
Lurgan_S4,N20000547,2.3215859030837005
Lurgan_T3,N20000548,2.30188679245283
Lurgan_S5,N20000549,2.4444444444444446
Lurgan_T4,N20000550,2.912280701754386
Lagan_River_C1,N20000551,2.4186046511627906
Lagan_River_A1,N20000552,2.526315789473684
Lagan_River_G1,N20000553,2.4947368421052634
Lagan_River_A2,N20000554,2.6065573770491803
Lagan_River_A3,N20000555,2.3640552995391704
Lagan_River_A4,N20000556,2.168918918918919
Lagan_River_B1,N20000557,2.6666666666666665
Lagan_River_B2,N20000558,2.6481481481481484
Lagan_River_C2,N20000559,2.7664670658682633
Lagan_River_J1,N20000560,2.362962962962963
Lagan_River_B3,N20000561,2.630508474576271
Lagan_River_C3,N20000562,2.880794701986755
Lagan_River_K1,N20000563,2.8266129032258065
Lagan_River_E1,N20000564,2.5339366515837103
Lagan_River_D1,N20000565,2.3833333333333333
Lagan_River_F1,N20000566,2.4532019704433496
Lagan_River_E2,N20000567,2.4782608695652173
Lagan_River_D2,N20000568,2.5598086124401913
Lagan_River_G2,N20000569,2.6206896551724137
Lagan_River_F2,N20000570,1.920353982300885
Lagan_River_D3,N20000571,2.375478927203065
Lagan_River_E3,N20000572,2.6462093862815883
Lagan_River_F3,N20000573,2.3758169934640523
Lagan_River_F4,N20000574,2.096969696969697
Lagan_River_F5,N20000575,2.3951612903225805
Lagan_River_H1,N20000576,2.8701923076923075
Lagan_River_H2,N20000577,2.8045977011494254
Lagan_River_H3,N20000578,2.3192307692307694
Lagan_River_J2,N20000579,2.909090909090909
Lagan_River_G3,N20000580,2.9812734082397006
Lagan_River_G4,N20000581,2.567073170731707
Lagan_River_K2,N20000582,2.981651376146789
Lagan_River_K3,N20000583,2.611111111111111
Lagan_River_L1,N20000584,2.5239852398523985
Lagan_River_J3,N20000585,2.857142857142857
Lagan_River_J4,N20000586,2.650485436893204
Lagan_River_L2,N20000587,2.8692307692307693
Lagan_River_K4,N20000588,2.836734693877551
Lagan_River_N1,N20000589,2.803680981595092
Lagan_River_N2,N20000590,2.8375
Lagan_River_N3,N20000591,3.006666666666667
Lagan_River_N4,N20000592,3.0849056603773586
Lagan_River_N5,N20000593,2.8947368421052633
Banbridge_A1,N20000594,3.106060606060606
Banbridge_A2,N20000595,2.8036529680365296
Banbridge_A3,N20000596,2.3402061855670104
Banbridge_A4,N20000597,2.7540983606557377
Banbridge_B1,N20000598,1.9682539682539681
Banbridge_A5,N20000599,2.4673366834170856
Banbridge_B2,N20000600,2.7938144329896906
Banbridge_B3,N20000601,2.074418604651163
Banbridge_B4,N20000602,2.4764397905759163
Banbridge_D1,N20000603,2.398230088495575
Banbridge_C1,N20000604,2.2977099236641223
Banbridge_F1,N20000605,2.875
Banbridge_F2,N20000606,2.4242424242424243
Banbridge_D2,N20000607,1.8597560975609757
Banbridge_C2,N20000608,2.721212121212121
Banbridge_C3,N20000609,3.0980392156862746
Banbridge_C4,N20000610,2.3815789473684212
Banbridge_D3,N20000611,1.8681818181818182
Banbridge_E1,N20000612,1.9079497907949792
Banbridge_E2,N20000613,2.50381679389313
Banbridge_L1,N20000614,2.632996632996633
Banbridge_D4,N20000615,2.437869822485207
