GeographyCode,QS113NI0001,QS113NI0002,QS113NI0003,QS113NI0004,QS113NI0005,QS113NI0006,QS113NI0007,QS113NI0008,QS113NI0009,QS113NI0010,QS113NI0011,QS113NI0012
N06000001,40918,14342,5634,8708,26576,2449,7088,4738,4906,920,1840,4635
N06000002,44601,15823,6072,9751,28778,4497,6387,4526,4403,1023,2339,5603
N06000003,46630,15710,5114,10596,30920,2004,9104,4285,4837,1197,2093,7400
N06000004,36580,10445,3560,6885,26135,4621,4772,3244,3807,995,3075,5621
N06000005,36112,10210,4253,5957,25902,2255,5970,4449,4828,1080,2149,5171
N06000006,37981,10031,4139,5892,27950,2301,5928,4575,4793,1560,2712,6081
N06000007,37590,9952,4269,5683,27638,1796,5279,4132,4904,1969,3147,6411
N06000008,38404,10861,3444,7417,27543,3911,5413,3266,4313,1255,3287,6098
N06000009,39850,10435,4308,6127,29415,1896,6806,5159,5992,1524,2385,5653
N06000010,33690,7457,3232,4225,26233,1692,4512,3426,4588,2199,3397,6419
N06000011,40538,10225,4383,5842,30313,2598,5458,4209,5181,2276,3499,7092
N06000012,41458,10676,4721,5955,30782,2041,6463,5368,5551,1678,2915,6766
N06000013,37740,11356,4945,6411,26384,1769,6570,5481,5016,1064,1766,4718
N06000014,37715,9129,3587,5542,28586,2259,6358,4303,5927,1498,2698,5543
N06000015,39030,9606,4196,5410,29424,2203,5403,4249,5095,2277,3390,6807
N06000016,35412,9058,3971,5087,26354,1805,6062,4804,4957,1196,2227,5303
N06000017,45766,12225,4758,7467,33541,3055,7146,4891,6648,1852,3102,6847
N06000018,33260,8873,3515,5358,24387,1960,4263,3494,4210,1782,2814,5864
