GeographyCode,QS211NI0001,QS211NI0002,QS211NI0003,QS211NI0004,QS211NI0005,QS211NI0006
N06000001,88533,85273,1337,1253,559,111
N06000002,97995,94994,1390,1039,463,109
N06000003,107615,100813,3036,2425,1098,243
N06000004,89872,87357,1734,515,213,53
N06000005,86916,85585,567,523,203,38
N06000006,95890,93928,706,693,432,131
N06000007,98103,92142,1495,2397,1736,333
N06000008,96591,94702,906,566,324,93
N06000009,97364,95151,942,821,383,67
N06000010,94457,91225,1020,1151,874,187
N06000011,107388,102787,1410,1690,1196,305
N06000012,103991,101284,740,1030,733,204
N06000013,86272,84871,689,484,182,46
N06000014,94820,92439,817,866,583,115
N06000015,103964,101707,801,849,488,119
N06000016,86183,84965,448,434,278,58
N06000017,112428,106701,1561,2317,1496,353
N06000018,87329,85247,661,758,561,102
