GeographyCode,QS212NI0001,QS212NI0002,QS212NI0003,QS212NI0004,QS212NI0005,QS212NI0006
N06000001,88533,2919,1782,1538,1308,3316
N06000002,97995,10031,6942,5581,4994,11579
N06000003,107615,12308,7946,7195,6167,13902
N06000004,89872,16436,11937,9303,8509,18853
N06000005,86916,3475,1993,1726,1470,3941
N06000006,95890,6784,4233,3535,3011,7825
N06000007,98103,11804,7751,6564,5737,13639
N06000008,96591,11954,8190,6983,6114,13707
N06000009,97364,3256,1915,1664,1398,3716
N06000010,94457,15104,9806,7966,6980,17233
N06000011,107388,16155,10546,9093,7909,18517
N06000012,103991,6385,3878,3097,2708,7303
N06000013,86272,2336,1237,1121,901,2669
N06000014,94820,5707,3606,2929,2523,6460
N06000015,103964,13402,8453,7089,6074,15304
N06000016,86183,2689,1511,1309,1122,3078
N06000017,112428,9467,6133,5232,4524,10764
N06000018,87329,11450,7084,5946,5198,13092
