GeographyCode,QS608NI0001,QS608NI0002,QS608NI0003,QS608NI0004,QS608NI0005,QS608NI0006,QS608NI0007,QS608NI0008,QS608NI0009,QS608NI0010,QS608NI0011,QS608NI0012,QS608NI0013,QS608NI0014
N06000001,91207,11986,2168,9818,21070,12276,7119,7598,13866,12487,4090,2775,1315,715
N06000002,101489,7840,1486,6354,17630,12471,7041,8910,18454,18610,9465,7030,2435,1068
N06000003,108289,21841,2562,19279,26699,12565,7074,6947,11804,9632,4310,2959,1351,7417
N06000004,93176,4526,942,3584,14662,12191,6599,7189,17163,17820,11861,9378,2483,1165
N06000005,87942,9909,2303,7606,19343,11457,10080,9129,12433,11660,3329,1959,1370,602
N06000006,97681,8367,1622,6745,18049,10550,16962,7827,13203,14450,6478,4230,2248,1795
N06000007,101557,7399,1697,5702,16844,8436,21395,8435,15449,16818,6073,4481,1592,708
N06000008,99430,7923,1823,6100,19607,10507,10050,8103,15622,15782,10365,6877,3488,1471
N06000009,100083,14412,3105,11307,24040,12472,13617,8174,12094,11690,2997,1863,1134,587
N06000010,98502,7037,1920,5117,15945,7105,23073,8295,12090,18300,6059,4377,1682,598
N06000011,111333,7971,1939,6032,20346,9915,21484,9096,14386,19105,8170,5534,2636,860
N06000012,107293,9121,2202,6919,19480,9336,20416,9853,16855,16357,5298,3312,1986,577
N06000013,87868,13105,2855,10250,24033,12805,9804,6863,10599,7622,2570,1415,1155,467
N06000014,98171,10610,2689,7921,22633,12610,13508,9405,12453,13268,3160,2084,1076,524
N06000015,107832,9444,1960,7484,21632,9191,24845,7920,12771,15378,6001,3935,2066,650
N06000016,88672,9108,2059,7049,19302,11285,14740,7800,11821,11204,2921,1758,1163,491
N06000017,117347,10501,2641,7860,22627,12864,14763,11322,19162,19506,5727,3534,2193,875
N06000018,90467,5719,1266,4453,15183,7280,19414,6745,11807,15796,7968,5679,2289,555
