GeographyCode,QS112NI0001,QS112NI0002,QS112NI0003,QS112NI0004,QS112NI0005,QS112NI0006,QS112NI0007,QS112NI0008,QS112NI0009,QS112NI0010,QS112NI0011,QS112NI0012
N06000001,91207,14342,5634,8708,76865,6424,14176,9476,17223,4850,8782,15934
N06000002,101489,15823,6072,9751,85666,12043,12774,9052,15296,5488,11523,19490
N06000003,108289,15710,5114,10596,92579,5280,18208,8570,16890,6324,10347,26960
N06000004,93176,10445,3560,6885,82731,12647,9544,6488,13142,5307,15625,19978
N06000005,87942,10210,4253,5957,77732,5939,11940,8898,17080,5660,10333,17882
N06000006,97681,10031,4139,5892,87650,6053,11856,9150,16987,8291,13634,21679
N06000007,101557,9952,4269,5683,91605,4769,10558,8264,17450,10575,16332,23657
N06000008,99430,10861,3444,7417,88569,10511,10826,6532,15282,6616,16731,22071
N06000009,100083,10435,4308,6127,89648,5017,13612,10318,21238,8013,11698,19752
N06000010,98502,7457,3232,4225,91045,4530,9024,6852,16397,11822,18016,24404
N06000011,111333,10225,4383,5842,101108,6830,10916,8418,18329,12153,18376,26086
N06000012,107293,10676,4721,5955,96617,5441,12926,10736,19728,8890,14709,24187
N06000013,87868,11356,4945,6411,76512,4622,13140,10962,17739,5533,8327,16189
N06000014,98171,9129,3587,5542,89042,6118,12716,8606,21034,7870,13241,19457
N06000015,107832,9606,4196,5410,98226,5988,10806,8498,18291,12195,17493,24955
N06000016,88672,9058,3971,5087,79614,4783,12124,9608,17637,6267,10727,18468
N06000017,117347,12225,4758,7467,105122,8073,14292,9782,23561,9747,15402,24265
N06000018,90467,8873,3515,5358,81594,5196,8526,6988,15124,9577,14627,21556
