GeographyCode,QS114NI0001,QS114NI0002,QS114NI0003
N06000001,56775,11788,44987
N06000002,61901,15418,46483
N06000003,74082,13237,60845
N06000004,57161,12943,44218
N06000005,54121,8814,45307
N06000006,60125,8845,51280
N06000007,62532,7943,54589
N06000008,62245,12500,49745
N06000009,61135,8581,52554
N06000010,60584,6417,54167
N06000011,68185,9102,59083
N06000012,65427,8541,56886
N06000013,53472,8735,44737
N06000014,60658,8437,52221
N06000015,65485,8264,57221
N06000016,54474,7430,47044
N06000017,72557,11278,61279
N06000018,55309,7963,47346
