GeographyCode,QS402NI0001,QS402NI0002,QS402NI0003,QS402NI0004,QS402NI0005,QS402NI0006,QS402NI0007,QS402NI0008,QS402NI0009,QS402NI0010,QS402NI0011,QS402NI0012
N06000001,40918,40903,34267,6419,13833,14015,6635,6183,383,69,1,15
N06000002,44601,44565,37317,5874,15044,16399,7236,6501,648,87,12,36
N06000003,46630,46585,37061,8136,13098,15827,9520,7776,1615,129,4,45
N06000004,36580,36578,32062,3483,12278,16301,4509,4284,165,60,7,2
N06000005,36112,36107,32428,14114,9005,9309,3652,3406,171,75,27,5
N06000006,37981,37977,35484,18371,10179,6934,2461,2165,186,110,32,4
N06000007,37590,37588,35975,21581,9009,5385,1517,1229,176,112,96,2
N06000008,38404,38378,34328,9091,12732,12505,4042,3591,368,83,8,26
N06000009,39850,39843,36596,16738,10680,9178,3200,3028,119,53,47,7
N06000010,33690,33688,32682,19347,8215,5120,873,708,81,84,133,2
N06000011,40538,40538,38643,19252,11781,7610,1795,1508,182,105,100,0
N06000012,41458,41456,39104,20607,11576,6921,2290,2023,167,100,62,2
N06000013,37740,37719,33292,13676,11907,7709,4367,3936,343,88,60,21
N06000014,37715,37714,35248,15773,10409,9066,2410,2265,93,52,56,1
N06000015,39030,39029,36961,21263,9835,5863,1930,1591,218,121,138,1
N06000016,35412,35410,33166,15144,9862,8160,2181,1970,126,85,63,2
N06000017,45766,45764,43067,16879,13297,12891,2656,2359,199,98,41,2
N06000018,33260,33255,32099,18559,7837,5703,1112,934,100,78,44,5
