ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
"QS609NI0001","Count","PERSONS","All usual residents in households where HRP is aged under 65"
"QS609NI0002","Count","PERSONS","NS-SeC of HRP aged under 65 years: 1. Higher managerial, administrative and professional occupations"
"QS609NI0003","Count","PERSONS","NS-SeC of HRP aged under 65 years: 1.1 Large employers and higher managerial and administrative occupations"
"QS609NI0004","Count","PERSONS","NS-SeC of HRP aged under 65 years: 1.2 Higher professional occupations"
"QS609NI0005","Count","PERSONS","NS-SeC of HRP aged under 65 years: 2. Lower managerial, administrative and professional occupations"
"QS609NI0006","Count","PERSONS","NS-SeC of HRP aged under 65 years: 3. Intermediate occupations"
"QS609NI0007","Count","PERSONS","NS-SeC of HRP aged under 65 years: 4. Small employers and own account workers"
"QS609NI0008","Count","PERSONS","NS-SeC of HRP aged under 65 years: 5. Lower supervisory and technical occupations"
"QS609NI0009","Count","PERSONS","NS-SeC of HRP aged under 65 years: 6. Semi-routine occupations"
"QS609NI0010","Count","PERSONS","NS-SeC of HRP aged under 65 years: 7. Routine occupations"
"QS609NI0011","Count","PERSONS","NS-SeC of HRP aged under 65 years: 8. Never worked and long-term unemployed"
"QS609NI0012","Count","PERSONS","NS-SeC of HRP aged under 65 years: L14.1 Never worked"
"QS609NI0013","Count","PERSONS","NS-SeC of HRP aged under 65 years: L14.2 Long-term unemployed"
"QS609NI0014","Count","PERSONS","NS-SeC of HRP aged under 65 years: Not classified: L15 Full-time students"
