GeographyCode,QS405NI0001,QS405NI0002,QS405NI0003,QS405NI0004,QS405NI0005,QS405NI0006,QS405NI0007,QS405NI0008,QS405NI0009,QS405NI0010,QS405NI0011,QS405NI0012,QS405NI0013,QS405NI0014
N06000001,40918,25926,11676,13969,281,8152,5680,2472,5924,5425,34,368,97,916
N06000002,44601,24379,10767,13281,331,12523,8534,3989,6449,5940,18,341,150,1250
N06000003,46630,26401,12150,13998,253,7192,4873,2319,12133,11314,32,668,119,904
N06000004,36580,20005,7062,12673,270,11865,8668,3197,3717,3289,56,239,133,993
N06000005,36112,26378,11866,14289,223,4423,3638,785,4554,4091,23,391,49,757
N06000006,37981,25826,13423,12176,227,4980,4227,753,6152,5496,48,543,65,1023
N06000007,37590,26691,15340,11222,129,3694,2998,696,6010,5349,65,504,92,1195
N06000008,38404,21751,8919,12612,220,9083,6616,2467,6708,6113,20,436,139,862
N06000009,39850,29499,13534,15667,298,5283,4235,1048,4173,3505,268,273,127,895
N06000010,33690,24701,13035,11522,144,2889,2479,410,5114,4584,36,434,60,986
N06000011,40538,28586,14626,13830,130,4500,3712,788,6323,5674,41,495,113,1129
N06000012,41458,29346,15632,13507,207,4989,4378,611,5938,5342,26,499,71,1185
N06000013,37740,28432,13273,14751,408,3874,2888,986,4801,4190,139,341,131,633
N06000014,37715,28659,11921,16455,283,3850,3449,401,4402,3711,229,333,129,804
N06000015,39030,28516,14314,14033,169,3207,2556,651,6298,5512,84,584,118,1009
N06000016,35412,26254,12428,13575,251,4332,3689,643,3960,3515,30,365,50,866
N06000017,45766,30786,13497,16976,313,5898,4744,1154,7959,7331,41,490,97,1123
N06000018,33260,22615,12382,10126,107,4151,3526,625,5401,4834,26,480,61,1093
