GeographyCode,QS220NI0001,QS220NI0002,QS220NI0003,QS220NI0004,QS220NI0005
N06000001,40918,4745,32740,547,2886
N06000002,44601,19485,22632,484,2000
N06000003,46630,18926,23034,1192,3478
N06000004,36580,28508,7078,239,755
N06000005,36112,6862,26910,355,1985
N06000006,37981,14531,22035,282,1133
N06000007,37590,20848,15730,250,762
N06000008,38404,28110,9378,286,630
N06000009,39850,7065,30324,413,2048
N06000010,33690,21290,11708,175,517
N06000011,40538,26491,13052,234,761
N06000012,41458,10787,29066,320,1285
N06000013,37740,4558,29950,412,2820
N06000014,37715,10976,24566,323,1850
N06000015,39030,26533,11381,245,871
N06000016,35412,5733,27384,339,1956
N06000017,45766,19014,24659,409,1684
N06000018,33260,22115,10586,149,410
