ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
"QS112NI0001","Count","PERSONS","All usual residents in households"
"QS112NI0002","Count","PERSONS","One person household: Total"
"QS112NI0003","Count","PERSONS","One person household: Person aged 65+ years "
"QS112NI0004","Count","PERSONS","One person household: Person aged <65 years"
"QS112NI0005","Count","PERSONS","Other households: Total"
"QS112NI0006","Count","PERSONS","Other households: One adult and one or more children "
"QS112NI0007","Count","PERSONS","Other households: Two adults aged 16-64 years and no children "
"QS112NI0008","Count","PERSONS","Other households: Two adults, of whom at least one aged 65+ years, and no children "
"QS112NI0009","Count","PERSONS","Other households: Two adults and one or two children "
"QS112NI0010","Count","PERSONS","Other households: Two adults and three or more children"
"QS112NI0011","Count","PERSONS","Other households: Three or more adults and one or more children "
"QS112NI0012","Count","PERSONS","Other households: Three or more adults and no children "
