GeographyCode,QS302NI0001,QS302NI0002,QS302NI0003,QS302NI0004,QS302NI0005,QS302NI0006
N06000001,92221,41080,30361,14975,4597,1208
N06000002,102531,43402,31676,18169,7178,2106
N06000003,111402,57726,34529,14003,4041,1103
N06000004,93986,41706,26430,15887,7577,2386
N06000005,90067,41772,30421,13482,3525,867
N06000006,99673,47094,32858,14847,3941,933
N06000007,102553,50416,32894,14760,3556,927
N06000008,100807,48639,29642,15392,5562,1572
N06000009,101710,50280,33115,13834,3588,893
N06000010,99155,48604,30687,14637,4096,1131
N06000011,112401,56544,33933,15917,4774,1233
N06000012,108207,50740,36548,15974,3984,961
N06000013,89498,42248,30625,12669,3110,846
N06000014,99238,48918,32917,13171,3359,873
N06000015,108835,55143,33557,14970,4108,1057
N06000016,89370,41231,30362,13422,3461,894
N06000017,118010,55811,37616,17669,5498,1416
N06000018,91199,42833,27445,15154,4587,1180
