GeographyCode,QS610NI0001,QS610NI0002,QS610NI0003,QS610NI0004,QS610NI0005,QS610NI0006,QS610NI0007,QS610NI0008,QS610NI0009,QS610NI0010,QS610NI0011,QS610NI0012
N06000001,67039,42630,24409,772,2365,1668,1232,956,911,3750,7717,5038
N06000002,73558,40396,33162,920,2879,2084,1609,1074,1014,4256,10534,8792
N06000003,86086,55372,30714,1540,4492,2362,1554,1045,961,3417,7082,8261
N06000004,67002,33464,33538,838,2524,1877,1331,874,839,3238,10850,11167
N06000005,66012,41541,24471,840,2596,1892,1311,961,853,3775,7071,5172
N06000006,72822,41416,31406,981,3337,2312,1722,1211,1035,4227,8691,7890
N06000007,73713,46305,27408,860,2561,1744,1391,946,889,3562,7833,7622
N06000008,73474,37685,35789,943,3047,2164,1532,1016,932,3770,11724,10661
N06000009,73686,48661,25025,914,2547,1812,1446,1104,981,3965,7333,4923
N06000010,70671,42894,27777,882,2504,1762,1302,894,808,3146,8205,8274
N06000011,80362,47887,32475,1021,3032,2277,1594,1084,982,3808,9577,9100
N06000012,78306,48624,29682,960,2864,2041,1652,1219,1120,4401,8652,6773
N06000013,65480,41565,23915,793,2447,1872,1347,1182,1029,4078,7140,4027
N06000014,71856,48258,23598,863,2448,1725,1352,1060,911,3554,6622,5063
N06000015,77403,47692,29711,991,3112,2143,1568,1076,921,3867,8539,7494
N06000016,65507,41427,24080,751,2407,1829,1376,1033,921,3948,7298,4517
N06000017,85110,52770,32340,1029,2978,2360,1683,1214,1145,4564,10058,7309
N06000018,65333,36676,28657,753,2224,1745,1211,944,859,3451,8763,8707
