GeographyCode,QS301NI0001,QS301NI0002,QS301NI0003,QS301NI0004,QS301NI0005
N06000001,92221,80613,6901,1699,3008
N06000002,102531,89697,6378,2463,3993
N06000003,111402,98788,8190,1763,2661
N06000004,93986,81512,5491,2730,4253
N06000005,90067,78796,6832,1588,2851
N06000006,99673,89174,5883,1754,2862
N06000007,102553,91585,6257,1952,2759
N06000008,100807,89335,5941,2117,3414
N06000009,101710,89469,7587,1722,2932
N06000010,99155,88395,6039,1965,2756
N06000011,112401,99782,7007,2208,3404
N06000012,108207,96172,6987,1873,3175
N06000013,89498,77671,7616,1591,2620
N06000014,99238,87416,7270,1755,2797
N06000015,108835,95819,7351,2187,3478
N06000016,89370,77450,7243,1752,2925
N06000017,118010,104144,7828,2375,3663
N06000018,91199,81065,5500,1875,2759
