GeographyCode,QS213NI0001,QS213NI0002,QS213NI0003,QS213NI0004,QS213NI0005,QS213NI0006
N06000001,88533,6019,1335,1695,855,6356
N06000002,97995,4808,1353,1566,988,5067
N06000003,107615,6715,1408,1948,844,7073
N06000004,89872,2107,618,661,477,2255
N06000005,86916,10612,2835,2780,1337,11038
N06000006,95890,11475,3025,3052,1383,11956
N06000007,98103,4210,1071,1323,679,4488
N06000008,96591,4104,1014,1190,663,4276
N06000009,97364,7023,1418,1791,876,7315
N06000010,94457,5830,1455,1653,819,6078
N06000011,107388,4371,1060,1310,657,4600
N06000012,103991,24548,8706,7147,3216,25646
N06000013,86272,7104,1433,1892,803,7396
N06000014,94820,9295,2304,2446,1154,9645
N06000015,103964,5167,1233,1415,682,5378
N06000016,86183,10162,2562,2648,1133,10566
N06000017,112428,5749,1386,1692,925,6038
N06000018,87329,4858,1188,1292,696,5033
