ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
"QS606NI0001","Count","PERSONS","All usual residents: Aged 16-74 years"
"QS606NI0002","Count","PERSONS","NS-SeC: 1. Higher managerial, administrative and professional occupations: Aged 16-74 years"
"QS606NI0003","Count","PERSONS","NS-Sec: 1.1 Large employers and higher managerial and administrative occupations: Aged 16-74 years"
"QS606NI0004","Count","PERSONS","NS-SeC: 1.2 Higher professional occupations: Aged 16-74 years"
"QS606NI0005","Count","PERSONS","NS-SeC: L3.1 Traditional employees: Aged 16-74 years"
"QS606NI0006","Count","PERSONS","NS-SeC: L3.2 New employees: Aged 16-74 years"
"QS606NI0007","Count","PERSONS","NS-SeC: L3.3 Traditional self-employed: Aged 16-74 years"
"QS606NI0008","Count","PERSONS","NS-SeC: L3.4 New self-employed: Aged 16-74 years"
"QS606NI0009","Count","PERSONS","NS-SeC: 2. Lower managerial, administrative and professional occupations: Aged 16-74 years"
"QS606NI0010","Count","PERSONS","NS-SeC: L4: Lower professional and higher technical occupations: Aged 16-74 years"
"QS606NI0011","Count","PERSONS","NS-SeC: L4.1 Traditional employees: Aged 16-74 years"
"QS606NI0012","Count","PERSONS","NS-SeC: L4.2 New employees: Aged 16-74 years"
"QS606NI0013","Count","PERSONS","NS-SeC: L4.3 Traditional self-employed: Aged 16-74 years"
"QS606NI0014","Count","PERSONS","NS-SeC: L4.4 New self-employed: Aged 16-74 years"
"QS606NI0015","Count","PERSONS","NS-SeC: L5 Lower managerial and administrative occupations: Aged 16-74 years"
"QS606NI0016","Count","PERSONS","NS-SeC: L6 Higher supervisory occupations: Aged 16-74 years"
"QS606NI0017","Count","PERSONS","NS-SeC: 3. Intermediate occupations: Aged 16-74 years"
"QS606NI0018","Count","PERSONS","NS-SeC: L7.1 Intermediate clerical and administrative occupations: Aged 16-74 years"
"QS606NI0019","Count","PERSONS","NS-SeC: L7.2 Intermediate sales and service occupations: Aged 16-74 years"
"QS606NI0020","Count","PERSONS","NS-SeC: L7.3 Intermediate technical and auxiliary occupations: Aged 16-74 years"
"QS606NI0021","Count","PERSONS","NS-SeC: L7.4 Intermediate engineering occupations: Aged 16-74 years"
"QS606NI0022","Count","PERSONS","NS-SeC: 4. Small employers and own account workers: Aged 16-74 years"
"QS606NI0023","Count","PERSONS","NS-SeC: L8 Employers in small establishments: Aged 16-74 years"
"QS606NI0024","Count","PERSONS","NS-SeC: L8.1 Employers in small establishments in industry, commerce, services etc.: Aged 16-74 years"
"QS606NI0025","Count","PERSONS","NS-SeC: L8.2 Employers in small establishments in agriculture: Aged 16-74 years"
"QS606NI0026","Count","PERSONS","NS-SeC: L9 Own account workers: Aged 16-74 years"
"QS606NI0027","Count","PERSONS","NS-SeC: L9.1 Own account workers (non-professional): Aged 16-74 years"
"QS606NI0028","Count","PERSONS","NS-SeC: L9.2 Own account workers (agriculture): Aged 16-74 years"
"QS606NI0029","Count","PERSONS","NS-SeC: 5. Lower supervisory and technical occupations: Aged 16-74 years"
"QS606NI0030","Count","PERSONS","NS-SeC: L10 Lower supervisory occupations: Aged 16-74 years"
"QS606NI0031","Count","PERSONS","NS-SeC: L11 Lower technical occupations: Aged 16-74 years"
"QS606NI0032","Count","PERSONS","NS-SeC: L11.1 Lower technical craft occupations: Aged 16-74 years"
"QS606NI0033","Count","PERSONS","NS-SeC: L11.2 Lower technical process operative occupations: Aged 16-74 years"
"QS606NI0034","Count","PERSONS","NS-SeC: 6. Semi-routine occupations: Aged 16-74 years"
"QS606NI0035","Count","PERSONS","NS-SeC: L12.1 Semi-routine sales occupations: Aged 16-74 years"
"QS606NI0036","Count","PERSONS","NS-SeC: L12.2 Semi-routine service occupations: Aged 16-74 years"
"QS606NI0037","Count","PERSONS","NS-SeC: L12.3 Semi-routine technical occupations: Aged 16-74 years"
"QS606NI0038","Count","PERSONS","NS-SeC: L12.4 Semi-routine operative occupations: Aged 16-74 years"
"QS606NI0039","Count","PERSONS","NS-SeC: L12.5 Semi-routine agricultural occupations: Aged 16-74 years"
"QS606NI0040","Count","PERSONS","NS-SeC: L12.6 Semi-routine clerical occupations: Aged 16-74 years"
"QS606NI0041","Count","PERSONS","NS-SeC: L12.7 Semi-routine childcare occupations: Aged 16-74 years"
"QS606NI0042","Count","PERSONS","NS-SeC: 7. Routine occupations: Aged 16-74 years"
"QS606NI0043","Count","PERSONS","NS-SeC: L13.1 Routine sales and service occupations: Aged 16-74 years"
"QS606NI0044","Count","PERSONS","NS-SeC: L13.2  Routine production occupations: Aged 16-74 years"
"QS606NI0045","Count","PERSONS","NS-SeC: L13.3 Routine technical occupations: Aged 16-74 years"
"QS606NI0046","Count","PERSONS","NS-SeC: L13.4  Routine operative occupations: Aged 16-74 years"
"QS606NI0047","Count","PERSONS","NS-SeC: L13.5 Routine agricultural occupations: Aged 16-74 years"
"QS606NI0048","Count","PERSONS","NS-SeC: 8. Never worked and long-term unemployed: Aged 16-74 years"
"QS606NI0049","Count","PERSONS","NS-SeC: L14.1 Never worked: Aged 16-74 years"
"QS606NI0050","Count","PERSONS","NS-SeC: L14.2 Long-term unemployed: Aged 16-74 years"
"QS606NI0051","Count","PERSONS","NS-SeC: Not classified: L15 Full-time students: Aged 16-74 years"
