GeographyCode,LC6302NI0001,LC6302NI0002,LC6302NI0003,LC6302NI0004,LC6302NI0005,LC6302NI0006,LC6302NI0007,LC6302NI0008,LC6302NI0009
95AA01,3344,573,2771,461,43,418,2883,530,2353
95AA02,1468,164,1304,453,34,419,1015,130,885
95AA03,1436,133,1303,428,25,403,1008,108,900
95AA04,2373,453,1920,420,47,373,1953,406,1547
95AA05,2083,324,1759,457,42,415,1626,282,1344
95AA06,3346,432,2914,732,79,653,2614,353,2261
95AA07,1714,281,1433,389,39,350,1325,242,1083
95AA08,1347,148,1199,422,45,377,925,103,822
95AA09,1772,198,1574,490,31,459,1282,167,1115
95AA10,1551,208,1343,441,44,397,1110,164,946
95AA11,4152,526,3626,847,72,775,3305,454,2851
95AA12,2162,421,1741,354,52,302,1808,369,1439
95AA13,2528,352,2176,558,47,511,1970,305,1665
95AA14,1852,318,1534,379,41,338,1473,277,1196
95AA15,3150,320,2830,617,45,572,2533,275,2258
95AA16,1463,117,1346,420,24,396,1043,93,950
95AA17,1669,170,1499,389,41,348,1280,129,1151
95AA18,2063,403,1660,449,54,395,1614,349,1265
95AA19,2006,243,1763,414,28,386,1592,215,1377
95BB01,2837,445,2392,524,58,466,2313,387,1926
95BB02,2020,232,1788,690,49,641,1330,183,1147
95BB03,3402,437,2965,1005,71,934,2397,366,2031
95BB04,2614,426,2188,677,72,605,1937,354,1583
95BB05,2759,453,2306,637,58,579,2122,395,1727
95BB06,2484,251,2233,856,69,787,1628,182,1446
95BB07,2445,300,2145,710,42,668,1735,258,1477
95BB08,2102,237,1865,561,38,523,1541,199,1342
95BB09,2507,428,2079,480,55,425,2027,373,1654
95BB10,2828,508,2320,702,80,622,2126,428,1698
95BB11,2480,314,2166,805,60,745,1675,254,1421
95BB12,2177,331,1846,531,62,469,1646,269,1377
95BB13,3448,474,2974,753,69,684,2695,405,2290
95BB14,2533,482,2051,503,65,438,2030,417,1613
95BB15,2699,353,2346,660,50,610,2039,303,1736
95BB16,2571,483,2088,488,57,431,2083,426,1657
95BB17,2711,358,2353,640,68,572,2071,290,1781
95BB18,3308,505,2803,875,79,796,2433,426,2007
95BB19,3719,565,3154,700,90,610,3019,475,2544
95BB20,2729,428,2301,816,73,743,1913,355,1558
95BB21,3671,443,3228,1051,83,968,2620,360,2260
95BB22,2238,209,2029,558,27,531,1680,182,1498
95BB23,2531,413,2118,561,63,498,1970,350,1620
95CC01,2046,254,1792,637,43,594,1409,211,1198
95CC02,2140,388,1752,477,51,426,1663,337,1326
95CC03,2141,258,1883,594,46,548,1547,212,1335
95CC04,1879,278,1601,442,31,411,1437,247,1190
95CC05,2112,300,1812,536,44,492,1576,256,1320
95CC06,2186,382,1804,477,61,416,1709,321,1388
95CC07,2554,369,2185,510,50,460,2044,319,1725
95CC08,1988,252,1736,585,43,542,1403,209,1194
95CC09,2630,451,2179,451,45,406,2179,406,1773
95CC10,2101,385,1716,487,41,446,1614,344,1270
95CC11,1482,146,1336,437,33,404,1045,113,932
95CC12,2119,331,1788,455,41,414,1664,290,1374
95CC13,1923,312,1611,415,36,379,1508,276,1232
95CC14,2328,339,1989,548,50,498,1780,289,1491
95CC15,2228,357,1871,525,51,474,1703,306,1397
95CC16,2155,321,1834,593,57,536,1562,264,1298
95CC17,2117,357,1760,416,45,371,1701,312,1389
95CC18,1899,331,1568,456,51,405,1443,280,1163
95CC19,2070,344,1726,482,43,439,1588,301,1287
95CC20,2342,361,1981,500,64,436,1842,297,1545
95CC21,2289,353,1936,544,58,486,1745,295,1450
95CC22,1466,180,1286,393,32,361,1073,148,925
95DD01,1765,316,1449,405,52,353,1360,264,1096
95DD02,3041,437,2604,599,37,562,2442,400,2042
95DD03,2779,515,2264,522,62,460,2257,453,1804
95DD04,1512,135,1377,444,18,426,1068,117,951
95DD05,1330,114,1216,367,27,340,963,87,876
95DD06,2216,358,1858,565,61,504,1651,297,1354
95DD07,2710,481,2229,643,73,570,2067,408,1659
95DD08,1842,173,1669,577,46,531,1265,127,1138
95DD09,2059,364,1695,410,50,360,1649,314,1335
95DD10,2297,285,2012,549,32,517,1748,253,1495
95DD11,1718,167,1551,410,30,380,1308,137,1171
95DD12,2069,352,1717,445,40,405,1624,312,1312
95DD13,1435,158,1277,396,40,356,1039,118,921
95DD14,2600,515,2085,438,71,367,2162,444,1718
95DD15,2606,467,2139,450,47,403,2156,420,1736
95DD16,2368,382,1986,504,52,452,1864,330,1534
95DD17,2658,474,2184,493,53,440,2165,421,1744
95DD18,1635,220,1415,491,31,460,1144,189,955
95DD19,2661,344,2317,634,46,588,2027,298,1729
95DD20,1442,139,1303,475,40,435,967,99,868
95DD21,1744,222,1522,330,31,299,1414,191,1223
95DD22,2519,394,2125,621,50,571,1898,344,1554
95DD23,2027,335,1692,424,42,382,1603,293,1310
95DD24,2152,293,1859,432,38,394,1720,255,1465
95EE01,1421,196,1225,309,26,283,1112,170,942
95EE02,1644,235,1409,379,26,353,1265,209,1056
95EE03,1605,212,1393,438,40,398,1167,172,995
95EE04,1602,226,1376,351,32,319,1251,194,1057
95EE05,1243,174,1069,299,20,279,944,154,790
95EE06,1700,245,1455,338,20,318,1362,225,1137
95EE07,1407,155,1252,405,41,364,1002,114,888
95EE08,1457,231,1226,415,28,387,1042,203,839
95EE09,1500,265,1235,343,28,315,1157,237,920
95EE10,1388,159,1229,263,14,249,1125,145,980
95EE11,1339,214,1125,290,22,268,1049,192,857
95EE12,1968,206,1762,500,34,466,1468,172,1296
95EE13,1280,179,1101,437,43,394,843,136,707
95EE14,2083,288,1795,499,30,469,1584,258,1326
95EE15,1357,228,1129,315,35,280,1042,193,849
95EE16,1614,226,1388,399,35,364,1215,191,1024
95FF01,3660,595,3065,675,71,604,2985,524,2461
95FF02,2105,355,1750,435,47,388,1670,308,1362
95FF03,2304,287,2017,527,43,484,1777,244,1533
95FF04,2038,378,1660,448,42,406,1590,336,1254
95FF05,2045,265,1780,521,40,481,1524,225,1299
95FF06,3093,516,2577,598,64,534,2495,452,2043
95FF07,2091,218,1873,594,44,550,1497,174,1323
95FF08,1941,256,1685,549,39,510,1392,217,1175
95FF09,1935,230,1705,550,36,514,1385,194,1191
95FF10,2625,413,2212,480,60,420,2145,353,1792
95FF11,2014,323,1691,414,31,383,1600,292,1308
95FF12,2184,325,1859,528,41,487,1656,284,1372
95FF13,2087,366,1721,484,54,430,1603,312,1291
95FF14,1917,390,1527,396,44,352,1521,346,1175
95FF15,2144,265,1879,608,43,565,1536,222,1314
95FF16,1910,319,1591,467,42,425,1443,277,1166
95FF17,1434,135,1299,454,24,430,980,111,869
95GG01,4151,499,3652,1618,90,1528,2533,409,2124
95GG02,4454,379,4075,1703,55,1648,2751,324,2427
95GG03,4897,1077,3820,1061,134,927,3836,943,2893
95GG04,3862,340,3522,1392,78,1314,2470,262,2208
95GG05,5043,1003,4040,879,98,781,4164,905,3259
95GG06,4503,483,4020,1306,94,1212,3197,389,2808
95GG07,4242,384,3858,1360,68,1292,2882,316,2566
95GG08,3870,481,3389,1053,89,964,2817,392,2425
95GG09,5018,850,4168,1245,117,1128,3773,733,3040
95GG10,3388,454,2934,861,59,802,2527,395,2132
95GG11,4544,703,3841,1189,98,1091,3355,605,2750
95GG12,8071,1991,6080,1002,134,868,7069,1857,5212
95GG13,3820,556,3264,1070,94,976,2750,462,2288
95GG14,3890,825,3065,761,92,669,3129,733,2396
95GG15,4901,964,3937,1198,142,1056,3703,822,2881
95GG16,4343,716,3627,1120,118,1002,3223,598,2625
95GG17,4048,462,3586,1223,95,1128,2825,367,2458
95GG18,3841,351,3490,1362,79,1283,2479,272,2207
95GG19,3619,184,3435,1664,39,1625,1955,145,1810
95GG20,3992,405,3587,1370,81,1289,2622,324,2298
95GG21,4134,339,3795,1657,87,1570,2477,252,2225
95GG22,4400,538,3862,1474,95,1379,2926,443,2483
95GG23,3766,694,3072,834,107,727,2932,587,2345
95GG24,3756,570,3186,1089,87,1002,2667,483,2184
95GG25,4483,545,3938,1465,98,1367,3018,447,2571
95GG26,2990,261,2729,1108,59,1049,1882,202,1680
95GG27,5057,487,4570,1677,81,1596,3380,406,2974
95GG28,4393,400,3993,1311,74,1237,3082,326,2756
95GG29,3992,487,3505,1117,72,1045,2875,415,2460
95GG30,3947,658,3289,975,82,893,2972,576,2396
95GG31,5115,603,4512,1515,112,1403,3600,491,3109
95GG32,4915,544,4371,1441,105,1336,3474,439,3035
95GG33,4534,1157,3377,653,112,541,3881,1045,2836
95GG34,4057,669,3388,945,92,853,3112,577,2535
95GG35,3931,320,3611,1691,84,1607,2240,236,2004
95GG36,4625,791,3834,1108,118,990,3517,673,2844
95GG37,5118,1028,4090,943,106,837,4175,922,3253
95GG38,5511,1154,4357,1104,143,961,4407,1011,3396
95GG39,6134,833,5301,1858,119,1739,4276,714,3562
95GG40,3020,176,2844,1296,36,1260,1724,140,1584
95GG41,4523,1167,3356,962,135,827,3561,1032,2529
95GG42,7120,2189,4931,699,167,532,6421,2022,4399
95GG43,4087,513,3574,1134,78,1056,2953,435,2518
