GeographyCode,LC4404NI0001,LC4404NI0002,LC4404NI0003,LC4404NI0004,LC4404NI0005,LC4404NI0006,LC4404NI0007,LC4404NI0008,LC4404NI0009,LC4404NI0010,LC4404NI0011,LC4404NI0012,LC4404NI0013,LC4404NI0014,LC4404NI0015,LC4404NI0016,LC4404NI0017,LC4404NI0018,LC4404NI0019,LC4404NI0020,LC4404NI0021,LC4404NI0022,LC4404NI0023,LC4404NI0024,LC4404NI0025,LC4404NI0026,LC4404NI0027,LC4404NI0028,LC4404NI0029,LC4404NI0030,LC4404NI0031,LC4404NI0032,LC4404NI0033,LC4404NI0034,LC4404NI0035,LC4404NI0036,LC4404NI0037,LC4404NI0038,LC4404NI0039,LC4404NI0040,LC4404NI0041,LC4404NI0042,LC4404NI0043,LC4404NI0044,LC4404NI0045,LC4404NI0046,LC4404NI0047,LC4404NI0048,LC4404NI0049,LC4404NI0050,LC4404NI0051,LC4404NI0052,LC4404NI0053,LC4404NI0054,LC4404NI0055,LC4404NI0056,LC4404NI0057,LC4404NI0058,LC4404NI0059,LC4404NI0060
95AA01,1522,1436,86,1076,1012,64,431,409,22,13,13,0,2,2,0,1035,994,41,778,747,31,248,238,10,8,8,0,1,1,0,25,19,6,19,14,5,4,3,1,1,1,0,1,1,0,462,423,39,279,251,28,179,168,11,4,4,0,0,0,0
95AA02,839,654,185,623,467,156,208,180,28,6,6,0,2,1,1,503,460,43,359,322,37,141,135,6,3,3,0,0,0,0,148,76,72,123,58,65,24,17,7,0,0,0,1,1,0,188,118,70,141,87,54,43,28,15,3,3,0,1,0,1
95AA03,845,806,39,609,577,32,222,215,7,12,12,0,2,2,0,476,473,3,331,329,2,137,136,1,7,7,0,1,1,0,233,215,18,178,163,15,50,47,3,5,5,0,0,0,0,136,118,18,100,85,15,35,32,3,0,0,0,1,1,0
95AA04,1014,991,23,763,751,12,240,231,9,10,8,2,1,1,0,924,905,19,698,687,11,216,210,6,9,7,2,1,1,0,5,4,1,1,1,0,4,3,1,0,0,0,0,0,0,85,82,3,64,63,1,20,18,2,1,1,0,0,0,0
95AA05,920,908,12,633,627,6,269,264,5,12,12,0,6,5,1,730,726,4,492,490,2,223,221,2,11,11,0,4,4,0,68,65,3,51,48,3,17,17,0,0,0,0,0,0,0,122,117,5,90,89,1,29,26,3,1,1,0,2,1,1
95AA06,1570,1457,113,926,834,92,611,592,19,27,27,0,6,4,2,1231,1206,25,713,691,22,496,493,3,18,18,0,4,4,0,159,101,58,110,58,52,45,39,6,4,4,0,0,0,0,180,150,30,103,85,18,70,60,10,5,5,0,2,0,2
95AA07,820,803,17,599,588,11,212,207,5,8,7,1,1,1,0,618,614,4,459,457,2,153,151,2,6,6,0,0,0,0,70,61,9,46,38,8,22,21,1,1,1,0,1,1,0,132,128,4,94,93,1,37,35,2,1,0,1,0,0,0
95AA08,699,670,29,464,440,24,224,219,5,10,10,0,1,1,0,416,411,5,281,276,5,130,130,0,4,4,0,1,1,0,161,151,10,99,92,7,59,56,3,3,3,0,0,0,0,122,108,14,84,72,12,35,33,2,3,3,0,0,0,0
95AA09,943,819,124,664,558,106,269,251,18,9,9,0,1,1,0,516,503,13,383,373,10,129,126,3,4,4,0,0,0,0,276,187,89,190,111,79,81,71,10,4,4,0,1,1,0,151,129,22,91,74,17,59,54,5,1,1,0,0,0,0
95AA10,792,709,83,566,492,74,217,208,9,9,9,0,0,0,0,489,480,9,362,354,8,124,123,1,3,3,0,0,0,0,222,157,65,150,92,58,68,61,7,4,4,0,0,0,0,81,72,9,54,46,8,25,24,1,2,2,0,0,0,0
95AA11,1993,1877,116,1373,1292,81,606,574,32,11,8,3,3,3,0,1545,1522,23,1074,1058,16,464,458,6,4,3,1,3,3,0,100,67,33,78,50,28,20,16,4,2,1,1,0,0,0,348,288,60,221,184,37,122,100,22,5,4,1,0,0,0
95AA12,971,965,6,777,771,6,186,186,0,6,6,0,2,2,0,838,837,1,671,670,1,160,160,0,6,6,0,1,1,0,33,33,0,22,22,0,11,11,0,0,0,0,0,0,0,100,95,5,84,79,5,15,15,0,0,0,0,1,1,0
95AA13,1239,1146,93,834,762,72,383,367,16,17,14,3,5,3,2,850,840,10,570,563,7,270,268,2,8,7,1,2,2,0,116,78,38,92,56,36,24,22,2,0,0,0,0,0,0,273,228,45,172,143,29,89,77,12,9,7,2,3,1,2
95AA14,779,772,7,589,586,3,180,176,4,8,8,0,2,2,0,707,702,5,535,534,1,165,161,4,5,5,0,2,2,0,4,3,1,3,2,1,1,1,0,0,0,0,0,0,0,68,67,1,51,50,1,14,14,0,3,3,0,0,0,0
95AA15,1595,1428,167,1012,876,136,550,521,29,27,26,1,6,5,1,997,944,53,651,604,47,334,328,6,10,10,0,2,2,0,280,204,76,192,121,71,79,74,5,7,7,0,2,2,0,318,280,38,169,151,18,137,119,18,10,9,1,2,1,1
95AA16,832,687,145,577,453,124,242,221,21,12,12,0,1,1,0,453,429,24,316,293,23,128,127,1,8,8,0,1,1,0,207,117,90,161,81,80,44,34,10,2,2,0,0,0,0,172,141,31,100,79,21,70,60,10,2,2,0,0,0,0
95AA17,855,793,62,559,500,59,279,277,2,15,14,1,2,2,0,598,594,4,381,377,4,213,213,0,3,3,0,1,1,0,158,106,52,118,68,50,33,31,2,6,6,0,1,1,0,99,93,6,60,55,5,33,33,0,6,5,1,0,0,0
95AA18,1004,922,82,839,778,61,156,137,19,8,6,2,1,1,0,842,815,27,718,696,22,118,114,4,5,4,1,1,1,0,10,9,1,4,3,1,5,5,0,1,1,0,0,0,0,152,98,54,117,79,38,33,18,15,2,1,1,0,0,0
