GeographyCode,LC2606NI0001,LC2606NI0002,LC2606NI0003,LC2606NI0004,LC2606NI0005,LC2606NI0006,LC2606NI0007,LC2606NI0008,LC2606NI0009,LC2606NI0010,LC2606NI0011,LC2606NI0012,LC2606NI0013,LC2606NI0014,LC2606NI0015,LC2606NI0016,LC2606NI0017,LC2606NI0018,LC2606NI0019,LC2606NI0020,LC2606NI0021,LC2606NI0022,LC2606NI0023,LC2606NI0024,LC2606NI0025,LC2606NI0026,LC2606NI0027,LC2606NI0028
95AA01,3177,967,1447,763,2473,766,1095,612,443,146,212,85,1529,480,649,400,371,99,181,91,130,41,53,36,704,201,352,151
95AA02,1319,391,673,255,892,261,434,197,211,69,102,40,551,159,265,127,64,16,36,12,66,17,31,18,427,130,239,58
95AA03,1317,98,905,314,840,71,536,233,223,9,160,54,504,51,310,143,48,5,27,16,65,6,39,20,477,27,369,81
95AA04,2227,538,1319,370,1660,412,983,265,386,109,231,46,817,209,465,143,367,65,245,57,90,29,42,19,567,126,336,105
95AA05,1924,1131,544,249,1362,799,374,189,273,164,73,36,770,430,227,113,233,152,58,23,86,53,16,17,562,332,170,60
95AA06,3133,2317,431,385,2258,1710,283,265,610,472,75,63,1247,926,167,154,236,184,33,19,165,128,8,29,875,607,148,120
95AA07,1592,217,1151,224,1112,161,793,158,237,34,163,40,592,93,418,81,217,19,172,26,66,15,40,11,480,56,358,66
95AA08,1262,497,481,284,804,295,315,194,218,86,82,50,439,156,177,106,43,10,22,11,104,43,34,27,458,202,166,90
95AA09,1595,290,885,420,1015,184,526,305,267,48,140,79,578,108,294,176,70,11,32,27,100,17,60,23,580,106,359,115
95AA10,1461,544,612,305,900,318,368,214,230,83,100,47,496,171,206,119,81,19,38,24,93,45,24,24,561,226,244,91
95AA11,3834,1337,1637,860,2934,1052,1215,667,596,213,245,138,1949,714,809,426,255,81,115,59,134,44,46,44,900,285,422,193
95AA12,2037,94,1591,352,1495,71,1161,263,330,16,262,52,791,39,608,144,338,14,262,62,36,2,29,5,542,23,430,89
95AA13,2339,1497,520,322,1681,1106,333,242,332,224,67,41,1013,658,201,154,228,159,41,28,108,65,24,19,658,391,187,80
95AA14,1678,559,906,213,1215,419,640,156,283,97,152,34,636,226,320,90,232,74,138,20,64,22,30,12,463,140,266,57
95AA15,3028,1153,1138,737,2276,886,847,543,482,196,183,103,1461,574,531,356,172,52,79,41,161,64,54,43,752,267,291,194
