GeographyCode,LC3301NI0001,LC3301NI0002,LC3301NI0003,LC3301NI0004,LC3301NI0005,LC3301NI0006,LC3301NI0007,LC3301NI0008,LC3301NI0009,LC3301NI0010,LC3301NI0011,LC3301NI0012
95AA01,4290,3785,505,241,38,203,248,115,133,3801,3632,169
95AA02,1734,1241,493,261,14,247,204,68,136,1269,1159,110
95AA03,1822,1346,476,281,32,249,179,66,113,1362,1248,114
95AA04,3002,2577,425,216,39,177,216,87,129,2570,2451,119
95AA05,2654,2237,417,227,28,199,218,104,114,2209,2105,104
95AA06,4604,3860,744,444,73,371,334,138,196,3826,3649,177
95AA07,2119,1738,381,201,24,177,186,73,113,1732,1641,91
95AA08,1676,1272,404,252,32,220,180,72,108,1244,1168,76
95AA09,2143,1633,510,240,14,226,197,73,124,1706,1546,160
95AA10,1953,1505,448,252,32,220,213,81,132,1488,1392,96
95AA11,5129,4379,750,399,45,354,371,178,193,4359,4156,203
95AA12,2775,2439,336,167,22,145,204,108,96,2404,2309,95
95AA13,3268,2719,549,307,38,269,248,102,146,2713,2579,134
95AA14,2302,1932,370,175,22,153,173,78,95,1954,1832,122
95AA15,4102,3486,616,332,43,289,251,92,159,3519,3351,168
95AA16,1807,1368,439,268,31,237,177,73,104,1362,1264,98
95AA17,2142,1717,425,236,30,206,183,73,110,1723,1614,109
95AA18,2373,2020,353,195,34,161,203,88,115,1975,1898,77
95AA19,2645,2216,429,224,31,193,170,53,117,2251,2132,119
95BB01,3609,3048,561,296,38,258,272,110,162,3041,2900,141
95BB02,2334,1635,699,421,42,379,278,100,178,1635,1493,142
95BB03,4217,3203,1014,559,69,490,486,193,293,3172,2941,231
95BB04,3009,2401,608,325,48,277,351,156,195,2333,2197,136
95BB05,3401,2730,671,349,34,315,316,132,184,2736,2564,172
95BB06,2870,1997,873,510,68,442,368,124,244,1992,1805,187
95BB07,2896,2240,656,352,40,312,316,116,200,2228,2084,144
95BB08,2625,2008,617,302,26,276,281,89,192,2042,1893,149
95BB09,2909,2427,482,215,30,185,247,116,131,2447,2281,166
95BB10,3278,2658,620,343,53,290,351,156,195,2584,2449,135
95BB11,2903,2111,792,427,45,382,346,115,231,2130,1951,179
95BB12,2776,2228,548,272,36,236,275,109,166,2229,2083,146
95BB13,4438,3599,839,410,35,375,384,145,239,3644,3419,225
95BB14,3088,2649,439,201,38,163,297,140,157,2590,2471,119
95BB15,3489,2801,688,374,53,321,322,110,212,2793,2638,155
95BB16,3133,2636,497,246,36,210,266,118,148,2621,2482,139
95BB17,3535,2854,681,348,36,312,319,132,187,2868,2686,182
95BB18,4212,3376,836,494,54,440,368,181,187,3350,3141,209
95BB19,4725,4045,680,336,51,285,352,175,177,4037,3819,218
95BB20,3368,2572,796,477,52,425,333,120,213,2558,2400,158
95BB21,4699,3671,1028,626,72,554,450,194,256,3623,3405,218
95BB22,2993,2332,661,316,33,283,237,75,162,2440,2224,216
95BB23,2976,2488,488,245,29,216,290,137,153,2441,2322,119
95CC01,2376,1904,472,288,31,257,200,86,114,1888,1787,101
95CC02,2693,2262,431,254,32,222,216,96,120,2223,2134,89
95CC03,2791,2147,644,393,35,358,224,79,145,2174,2033,141
95CC04,2384,1980,404,239,34,205,167,61,106,1978,1885,93
95CC05,2749,2203,546,308,31,277,228,80,148,2213,2092,121
95CC06,2750,2298,452,258,38,220,234,106,128,2258,2154,104
95CC07,3475,2943,532,305,44,261,240,106,134,2930,2793,137
95CC08,2511,1997,514,349,45,304,206,99,107,1956,1853,103
95CC09,3323,2874,449,222,31,191,235,107,128,2866,2736,130
95CC10,2495,2082,413,204,24,180,218,86,132,2073,1972,101
95CC11,1787,1306,481,271,19,252,178,65,113,1338,1222,116
95CC12,2751,2299,452,242,31,211,206,88,118,2303,2180,123
95CC13,2474,2057,417,230,32,198,208,83,125,2036,1942,94
95CC14,3017,2479,538,269,37,232,296,110,186,2452,2332,120
95CC15,2893,2357,536,329,40,289,215,94,121,2349,2223,126
95CC16,2801,2224,577,331,45,286,279,115,164,2191,2064,127
95CC17,2724,2296,428,224,34,190,212,82,130,2288,2180,108
95CC18,2309,1878,431,230,34,196,221,86,135,1858,1758,100
95CC19,2720,2239,481,271,30,241,229,86,143,2220,2123,97
95CC20,2966,2496,470,258,33,225,235,123,112,2473,2340,133
95CC21,2925,2324,601,325,34,291,243,90,153,2357,2200,157
95CC22,1724,1300,424,235,32,203,169,52,117,1320,1216,104
95DD01,2031,1675,356,170,24,146,189,79,110,1672,1572,100
95DD02,3872,3276,596,329,29,300,282,128,154,3261,3119,142
95DD03,3474,3023,451,224,32,192,293,150,143,2957,2841,116
95DD04,1926,1376,550,290,25,265,183,53,130,1453,1298,155
95DD05,1739,1327,412,215,36,179,171,59,112,1353,1232,121
95DD06,2427,2032,395,209,25,184,209,91,118,2009,1916,93
95DD07,3363,2691,672,354,50,304,319,137,182,2690,2504,186
95DD08,2083,1514,569,313,32,281,247,96,151,1523,1386,137
95DD09,2572,2173,399,209,19,190,201,96,105,2162,2058,104
95DD10,2805,2225,580,311,49,262,270,99,171,2224,2077,147
95DD11,2363,1895,468,248,43,205,199,74,125,1916,1778,138
95DD12,2582,2149,433,229,36,193,212,88,124,2141,2025,116
95DD13,1743,1382,361,199,32,167,177,84,93,1367,1266,101
95DD14,3268,2833,435,203,30,173,246,111,135,2819,2692,127
95DD15,3451,2991,460,253,39,214,228,108,120,2970,2844,126
95DD16,2943,2469,474,231,29,202,259,105,154,2453,2335,118
95DD17,3461,2960,501,265,35,230,262,108,154,2934,2817,117
95DD18,1813,1321,492,256,24,232,183,62,121,1374,1235,139
95DD19,3315,2696,619,354,35,319,259,103,156,2702,2558,144
95DD20,1742,1244,498,284,37,247,208,68,140,1250,1139,111
95DD21,2130,1785,345,163,24,139,173,75,98,1794,1686,108
95DD22,3118,2512,606,351,54,297,289,119,170,2478,2339,139
95DD23,2490,2100,390,216,37,179,209,100,109,2065,1963,102
95DD24,2692,2248,444,217,30,187,220,87,133,2255,2131,124
95EE01,1895,1574,321,181,22,159,144,47,97,1570,1505,65
95EE02,2095,1689,406,229,31,198,163,53,110,1703,1605,98
95EE03,1983,1537,446,279,41,238,164,49,115,1540,1447,93
95EE04,1990,1615,375,216,36,180,145,57,88,1629,1522,107
95EE05,1497,1183,314,139,7,132,158,51,107,1200,1125,75
95EE06,2278,1907,371,199,27,172,163,56,107,1916,1824,92
95EE07,1798,1393,405,230,20,210,197,78,119,1371,1295,76
95EE08,1633,1309,324,197,27,170,149,71,78,1287,1211,76
95EE09,1859,1539,320,180,27,153,154,55,99,1525,1457,68
95EE10,1797,1536,261,150,30,120,122,55,67,1525,1451,74
95EE11,1677,1378,299,162,15,147,139,57,82,1376,1306,70
95EE12,2500,1936,564,307,30,277,217,82,135,1976,1824,152
95EE13,1529,1110,419,250,26,224,196,78,118,1083,1006,77
95EE14,2684,2185,499,318,44,274,214,92,122,2152,2049,103
95EE15,1728,1414,314,193,26,167,141,59,82,1394,1329,65
95EE16,2111,1730,381,209,30,179,199,82,117,1703,1618,85
95FF01,4753,4085,668,343,46,297,354,166,188,4056,3873,183
