GeographyCode,LC2115NI0001,LC2115NI0002,LC2115NI0003,LC2115NI0004,LC2115NI0005,LC2115NI0006,LC2115NI0007,LC2115NI0008,LC2115NI0009
95AA01,4202,329,3873,2146,173,1973,2056,156,1900
95AA02,1683,99,1584,830,52,778,853,47,806
95AA03,1736,60,1676,807,26,781,929,34,895
95AA04,2922,187,2735,1517,104,1413,1405,83,1322
95AA05,2586,423,2163,1290,197,1093,1296,226,1070
95AA06,4421,835,3586,2104,409,1695,2317,426,1891
95AA07,2070,59,2011,1030,24,1006,1040,35,1005
95AA08,1616,104,1512,776,47,729,840,57,783
95AA09,2105,76,2029,991,36,955,1114,40,1074
95AA10,1884,93,1791,913,44,869,971,49,922
95AA11,5109,301,4808,2547,143,2404,2562,158,2404
95AA12,2690,41,2649,1357,19,1338,1333,22,1311
95AA13,3147,438,2709,1533,216,1317,1614,222,1392
95AA14,2275,209,2066,1119,94,1025,1156,115,1041
95AA15,3906,234,3672,1912,107,1805,1994,127,1867
95AA16,1722,54,1668,838,26,812,884,28,856
95AA17,2044,117,1927,998,55,943,1046,62,984
95AA18,2369,78,2291,1143,35,1108,1226,43,1183
95AA19,2555,546,2009,1249,260,989,1306,286,1020
95BB01,3485,112,3373,1726,58,1668,1759,54,1705
95BB02,2280,83,2197,1105,39,1066,1175,44,1131
95BB03,4058,90,3968,1991,34,1957,2067,56,2011
95BB04,2959,59,2900,1452,27,1425,1507,32,1475
95BB05,3301,65,3236,1635,30,1605,1666,35,1631
95BB06,2778,95,2683,1328,40,1288,1450,55,1395
95BB07,2850,59,2791,1338,29,1309,1512,30,1482
95BB08,2508,69,2439,1163,30,1133,1345,39,1306
95BB09,2850,35,2815,1400,13,1387,1450,22,1428
95BB10,3242,102,3140,1564,42,1522,1678,60,1618
95BB11,2868,55,2813,1383,24,1359,1485,31,1454
95BB12,2651,64,2587,1262,24,1238,1389,40,1349
95BB13,4271,70,4201,2066,28,2038,2205,42,2163
95BB14,3036,63,2973,1500,30,1470,1536,33,1503
95BB15,3358,307,3051,1671,147,1524,1687,160,1527
95BB16,3052,57,2995,1542,24,1518,1510,33,1477
95BB17,3406,79,3327,1620,38,1582,1786,41,1745
95BB18,4094,70,4024,1953,21,1932,2141,49,2092
95BB19,4603,68,4535,2272,31,2241,2331,37,2294
95BB20,3297,427,2870,1679,213,1466,1618,214,1404
95BB21,4514,164,4350,2223,72,2151,2291,92,2199
95BB22,2911,69,2842,1359,26,1333,1552,43,1509
95BB23,2941,66,2875,1433,26,1407,1508,40,1468
95CC01,2462,549,1913,1193,279,914,1269,270,999
95CC02,2613,581,2032,1365,290,1075,1248,291,957
95CC03,2649,577,2072,1252,270,982,1397,307,1090
95CC04,2348,500,1848,1212,237,975,1136,263,873
95CC05,2655,476,2179,1333,227,1106,1322,249,1073
95CC06,2648,449,2199,1232,219,1013,1416,230,1186
95CC07,3309,698,2611,1678,297,1381,1631,401,1230
95CC08,2446,623,1823,1144,300,844,1302,323,979
95CC09,3220,89,3131,1595,43,1552,1625,46,1579
95CC10,2505,170,2335,1290,82,1208,1215,88,1127
95CC11,1732,344,1388,843,163,680,889,181,708
95CC12,2650,368,2282,1356,172,1184,1294,196,1098
95CC13,2365,379,1986,1232,182,1050,1133,197,936
95CC14,2892,125,2767,1447,56,1391,1445,69,1376
95CC15,2781,305,2476,1399,161,1238,1382,144,1238
95CC16,2715,102,2613,1310,45,1265,1405,57,1348
95CC17,2609,527,2082,1360,268,1092,1249,259,990
95CC18,2270,330,1940,1070,152,918,1200,178,1022
95CC19,2599,240,2359,1310,133,1177,1289,107,1182
95CC20,2857,63,2794,1408,30,1378,1449,33,1416
95CC21,2791,111,2680,1392,52,1340,1399,59,1340
95CC22,1676,110,1566,810,48,762,866,62,804
95DD01,2053,64,1989,992,32,960,1061,32,1029
95DD02,3720,73,3647,1826,33,1793,1894,40,1854
95DD03,3354,142,3212,1586,63,1523,1768,79,1689
95DD04,1836,36,1800,854,15,839,982,21,961
95DD05,1665,61,1604,779,28,751,886,33,853
95DD06,2537,101,2436,1183,44,1139,1354,57,1297
95DD07,3214,71,3143,1531,34,1497,1683,37,1646
95DD08,2051,178,1873,1009,97,912,1042,81,961
95DD09,2506,50,2456,1296,28,1268,1210,22,1188
95DD10,2710,49,2661,1301,21,1280,1409,28,1381
95DD11,2215,183,2032,1022,96,926,1193,87,1106
95DD12,2506,111,2395,1303,51,1252,1203,60,1143
95DD13,1709,157,1552,840,78,762,869,79,790
95DD14,3177,70,3107,1537,34,1503,1640,36,1604
95DD15,3295,446,2849,1651,194,1457,1644,252,1392
95DD16,2892,99,2793,1478,45,1433,1414,54,1360
95DD17,3317,330,2987,1642,153,1489,1675,177,1498
95DD18,1822,43,1779,894,22,872,928,21,907
95DD19,3213,68,3145,1570,37,1533,1643,31,1612
95DD20,1688,51,1637,824,22,802,864,29,835
95DD21,2055,148,1907,977,65,912,1078,83,995
95DD22,3012,274,2738,1516,138,1378,1496,136,1360
95DD23,2438,70,2368,1244,42,1202,1194,28,1166
95DD24,2616,386,2230,1274,181,1093,1342,205,1137
95EE01,1821,337,1484,921,149,772,900,188,712
95EE02,2004,60,1944,1017,32,985,987,28,959
95EE03,1924,61,1863,927,20,907,997,41,956
95EE04,1923,158,1765,946,70,876,977,88,889
95EE05,1454,40,1414,738,19,719,716,21,695
95EE06,2178,427,1751,1073,184,889,1105,243,862
95EE07,1723,68,1655,803,32,771,920,36,884
95EE08,1678,51,1627,777,23,754,901,28,873
95EE09,1818,205,1613,922,97,825,896,108,788
95EE10,1706,287,1419,860,124,736,846,163,683
95EE11,1615,157,1458,834,73,761,781,84,697
95EE12,2376,104,2272,1110,48,1062,1266,56,1210
95EE13,1472,78,1394,717,38,679,755,40,715
95EE14,2565,96,2469,1268,35,1233,1297,61,1236
95EE15,1651,50,1601,848,22,826,803,28,775
95EE16,2029,147,1882,1037,69,968,992,78,914
95FF01,4566,337,4229,2270,167,2103,2296,170,2126
95FF02,2659,307,2352,1392,145,1247,1267,162,1105
95FF03,2850,178,2672,1379,98,1281,1471,80,1391
95FF04,2512,239,2273,1265,104,1161,1247,135,1112
95FF05,2442,93,2349,1168,40,1128,1274,53,1221
95FF06,3918,109,3809,1906,56,1850,2012,53,1959
95FF07,2616,246,2370,1231,114,1117,1385,132,1253
95FF08,2277,120,2157,1096,51,1045,1181,69,1112
95FF09,2421,155,2266,1210,80,1130,1211,75,1136
95FF10,3297,97,3200,1669,48,1621,1628,49,1579
95FF11,2466,139,2327,1252,69,1183,1214,70,1144
95FF12,2614,301,2313,1303,138,1165,1311,163,1148
95FF13,2583,191,2392,1288,99,1189,1295,92,1203
95FF14,2362,66,2296,1223,30,1193,1139,36,1103
95FF15,2593,229,2364,1254,118,1136,1339,111,1228
95FF16,2279,125,2154,1169,64,1105,1110,61,1049
95FF17,1657,95,1562,787,52,735,870,43,827
95GG01,4771,1298,3473,2178,615,1563,2593,683,1910
95GG02,5669,1273,4396,2611,627,1984,3058,646,2412
95GG03,5714,264,5450,2701,113,2588,3013,151,2862
95GG04,4662,665,3997,2206,342,1864,2456,323,2133
95GG05,5692,1022,4670,2871,494,2377,2821,528,2293
95GG06,5391,165,5226,2530,83,2447,2861,82,2779
95GG07,5223,1286,3937,2403,614,1789,2820,672,2148
95GG08,4655,694,3961,2266,352,1914,2389,342,2047
95GG09,5904,146,5758,2790,67,2723,3114,79,3035
95GG10,3857,137,3720,1945,64,1881,1912,73,1839
95GG11,5224,224,5000,2553,98,2455,2671,126,2545
95GG12,8735,1999,6736,4499,955,3544,4236,1044,3192
95GG13,4527,510,4017,2126,257,1869,2401,253,2148
95GG14,4653,779,3874,2244,401,1843,2409,378,2031
95GG15,5715,195,5520,2569,83,2486,3146,112,3034
95GG16,5210,1189,4021,2612,622,1990,2598,567,2031
95GG17,5085,997,4088,2408,508,1900,2677,489,2188
95GG18,4720,1089,3631,2243,560,1683,2477,529,1948
95GG19,4386,177,4209,2036,75,1961,2350,102,2248
95GG20,4659,358,4301,2400,199,2201,2259,159,2100
95GG21,4953,868,4085,2368,470,1898,2585,398,2187
95GG22,5147,1511,3636,2361,726,1635,2786,785,2001
95GG23,4413,597,3816,2069,300,1769,2344,297,2047
95GG24,4383,488,3895,1992,206,1786,2391,282,2109
95GG25,5366,1560,3806,2589,789,1800,2777,771,2006
95GG26,3587,214,3373,1690,100,1590,1897,114,1783
95GG27,6230,1563,4667,3060,809,2251,3170,754,2416
95GG28,5395,192,5203,2562,99,2463,2833,93,2740
95GG29,4739,200,4539,2225,104,2121,2514,96,2418
95GG30,4654,148,4506,2217,67,2150,2437,81,2356
95GG31,6297,1457,4840,2978,720,2258,3319,737,2582
95GG32,6072,747,5325,2849,370,2479,3223,377,2846
95GG33,5417,844,4573,2615,423,2192,2802,421,2381
95GG34,4741,882,3859,2273,431,1842,2468,451,2017
95GG35,4729,868,3861,2286,465,1821,2443,403,2040
95GG36,5370,221,5149,2567,100,2467,2803,121,2682
95GG37,5824,737,5087,2793,352,2441,3031,385,2646
95GG38,6301,1105,5196,2935,502,2433,3366,603,2763
95GG39,6952,754,6198,3601,384,3217,3351,370,2981
95GG40,3654,104,3550,1696,43,1653,1958,61,1897
95GG41,5382,179,5203,2589,81,2508,2793,98,2695
95GG42,7931,1318,6613,3764,602,3162,4167,716,3451
95GG43,4659,152,4507,2223,69,2154,2436,83,2353
