GeographyCode,LC4403NI0001,LC4403NI0002,LC4403NI0003,LC4403NI0004,LC4403NI0005,LC4403NI0006,LC4403NI0007,LC4403NI0008,LC4403NI0009,LC4403NI0010,LC4403NI0011,LC4403NI0012,LC4403NI0013,LC4403NI0014,LC4403NI0015,LC4403NI0016,LC4403NI0017,LC4403NI0018,LC4403NI0019,LC4403NI0020
95AA01,1522,1035,25,462,10,1,1,8,176,96,12,68,620,339,11,270,716,599,1,116
95AA02,839,503,148,188,31,3,5,23,253,80,96,77,477,348,46,83,78,72,1,5
95AA03,845,476,233,136,20,5,10,5,230,65,125,40,542,362,94,86,53,44,4,5
95AA04,1014,924,5,85,2,2,0,0,63,52,1,10,322,264,4,54,627,606,0,21
95AA05,920,730,68,122,8,4,3,1,89,42,29,18,407,299,36,72,416,385,0,31
95AA06,1570,1231,159,180,28,7,10,11,236,103,90,43,820,667,55,98,486,454,4,28
95AA07,820,618,70,132,7,1,4,2,132,63,35,34,359,254,31,74,322,300,0,22
95AA08,699,416,161,122,3,1,1,1,88,29,29,30,524,325,120,79,84,61,11,12
95AA09,943,516,276,151,6,2,2,2,156,27,106,23,596,317,165,114,185,170,3,12
95AA10,792,489,222,81,3,2,1,0,112,19,82,11,517,315,133,69,160,153,6,1
95AA11,1993,1545,100,348,30,9,6,15,278,124,54,100,1083,851,38,194,602,561,2,39
95AA12,971,838,33,100,4,2,0,2,71,32,20,19,279,219,11,49,617,585,2,30
95AA13,1239,850,116,273,52,13,15,24,214,62,76,76,582,415,24,143,391,360,1,30
95AA14,779,707,4,68,6,4,0,2,63,45,2,16,237,209,2,26,473,449,0,24
95AA15,1595,997,280,318,15,1,9,5,308,101,119,88,954,620,139,195,318,275,13,30
95AA16,832,453,207,172,4,0,3,1,179,40,100,39,593,370,98,125,56,43,6,7
95AA17,855,598,158,99,11,1,10,0,94,24,52,18,633,469,90,74,117,104,6,7
95AA18,1004,842,10,152,6,2,0,4,134,65,8,61,349,293,2,54,515,482,0,33
95AA19,832,604,110,118,16,8,3,5,111,43,44,24,340,221,59,60,365,332,4,29
95BB01,1307,1148,70,89,9,6,1,2,140,76,39,25,637,565,29,43,521,501,1,19
95BB02,1126,600,345,181,64,6,48,10,333,74,181,78,542,350,112,80,187,170,4,13
95BB03,1776,1282,221,273,24,6,12,6,362,171,123,68,981,728,82,171,409,377,4,28
95BB04,1307,1027,117,163,17,7,6,4,251,102,83,66,541,449,27,65,498,469,1,28
