GeographyCode,LC4102NI0001,LC4102NI0002,LC4102NI0003,LC4102NI0004,LC4102NI0005,LC4102NI0006,LC4102NI0007,LC4102NI0008,LC4102NI0009,LC4102NI0010,LC4102NI0011,LC4102NI0012,LC4102NI0013,LC4102NI0014,LC4102NI0015,LC4102NI0016,LC4102NI0017,LC4102NI0018,LC4102NI0019,LC4102NI0020,LC4102NI0021,LC4102NI0022,LC4102NI0023,LC4102NI0024,LC4102NI0025,LC4102NI0026,LC4102NI0027,LC4102NI0028
95AA01,1522,1035,25,462,296,204,10,82,1135,770,15,350,875,576,11,288,115,84,3,28,145,110,1,34,91,61,0,30
95AA02,839,503,148,188,346,158,95,93,450,320,48,82,236,191,18,27,102,58,17,27,112,71,13,28,43,25,5,13
95AA03,845,476,233,136,323,136,129,58,479,315,99,65,209,172,21,16,158,65,64,29,112,78,14,20,43,25,5,13
95AA04,1014,924,5,85,171,138,1,32,752,705,3,44,557,533,1,23,71,57,1,13,124,115,1,8,91,81,1,9
95AA05,920,730,68,122,192,116,31,45,675,573,33,69,468,425,13,30,94,57,17,20,113,91,3,19,53,41,4,8
95AA06,1570,1231,159,180,356,217,81,58,1121,938,72,111,732,674,19,39,229,140,36,53,160,124,17,19,93,76,6,11
95AA07,820,618,70,132,201,119,33,49,569,462,34,73,356,323,8,25,93,44,19,30,120,95,7,18,50,37,3,10
95AA08,699,416,161,122,215,118,50,47,436,274,103,59,189,146,26,17,148,61,59,28,99,67,18,14,48,24,8,16
95AA09,943,516,276,151,307,125,128,54,581,361,134,86,279,222,29,28,176,61,80,35,126,78,25,23,55,30,14,11
95AA10,792,489,222,81,199,79,96,24,542,383,113,46,276,239,26,11,150,64,67,19,116,80,20,16,51,27,13,11
95AA11,1993,1545,100,348,487,323,56,108,1359,1142,38,179,896,816,8,72,189,121,15,53,274,205,15,54,147,80,6,61
95AA12,971,838,33,100,180,126,13,41,733,660,20,53,568,529,8,31,59,41,5,13,106,90,7,9,58,52,0,6
95AA13,1239,850,116,273,326,165,72,89,836,639,44,153,503,444,7,52,174,95,23,56,159,100,14,45,77,46,0,31
95AA14,779,707,4,68,130,115,1,14,596,547,2,47,454,429,2,23,65,49,0,16,77,69,0,8,53,45,1,7
95AA15,1595,997,280,318,395,196,128,71,1091,766,143,182,634,519,38,77,258,112,81,65,199,135,24,40,109,35,9,65
95AA16,832,453,207,172,318,151,113,54,465,285,86,94,224,173,16,35,121,45,45,31,120,67,25,28,49,17,8,24
95AA17,855,598,158,99,237,131,73,33,571,440,80,51,310,273,19,18,155,79,51,25,106,88,10,8,47,27,5,15
