GeographyCode,LC6601NI0001,LC6601NI0002,LC6601NI0003,LC6601NI0004,LC6601NI0005,LC6601NI0006,LC6601NI0007,LC6601NI0008,LC6601NI0009,LC6601NI0010,LC6601NI0011,LC6601NI0012,LC6601NI0013,LC6601NI0014,LC6601NI0015,LC6601NI0016,LC6601NI0017,LC6601NI0018,LC6601NI0019,LC6601NI0020,LC6601NI0021,LC6601NI0022,LC6601NI0023,LC6601NI0024
95AA01,3177,562,2615,2343,422,1921,543,114,429,1800,308,1492,834,140,694,275,52,223,152,33,119,407,55,352
95AA02,1319,151,1168,826,107,719,229,32,197,597,75,522,493,44,449,232,17,215,41,8,33,220,19,201
95AA03,1317,126,1191,775,92,683,230,28,202,545,64,481,542,34,508,204,13,191,50,5,45,288,16,272
95AA04,2227,440,1787,1570,341,1229,457,118,339,1113,223,890,657,99,558,244,33,211,143,36,107,270,30,240
95AA05,1924,319,1605,1276,218,1058,310,65,245,966,153,813,648,101,547,242,44,198,108,26,82,298,31,267
95AA06,3133,424,2709,2093,301,1792,673,121,552,1420,180,1240,1040,123,917,276,30,246,236,40,196,528,53,475
95AA07,1592,267,1325,1046,191,855,272,65,207,774,126,648,546,76,470,215,38,177,74,19,55,257,19,238
95AA08,1262,142,1120,700,82,618,228,33,195,472,49,423,562,60,502,182,18,164,60,6,54,320,36,284
95AA09,1595,183,1412,915,102,813,296,40,256,619,62,557,680,81,599,251,45,206,83,15,68,346,21,325
95AA10,1461,203,1258,807,114,693,250,36,214,557,78,479,654,89,565,260,38,222,69,15,54,325,36,289
95AA11,3834,509,3325,2800,383,2417,663,105,558,2137,278,1859,1034,126,908,416,58,358,154,37,117,464,31,433
95AA12,2037,407,1630,1459,298,1161,402,106,296,1057,192,865,578,109,469,252,47,205,145,36,109,181,26,155
95AA13,2339,346,1993,1573,252,1321,384,71,313,1189,181,1008,766,94,672,291,45,246,131,19,112,344,30,314
95AA14,1678,304,1374,1151,212,939,321,60,261,830,152,678,527,92,435,215,38,177,89,24,65,223,30,193
95AA15,3028,314,2714,2115,233,1882,543,75,468,1572,158,1414,913,81,832,246,19,227,131,16,115,536,46,490
95AA16,1351,113,1238,828,76,752,225,22,203,603,54,549,523,37,486,197,14,183,49,6,43,277,17,260
95AA17,1614,167,1447,1009,96,913,289,38,251,720,58,662,605,71,534,214,23,191,82,14,68,309,34,275
95AA18,1821,378,1443,1123,236,887,292,70,222,831,166,665,698,142,556,402,80,322,85,28,57,211,34,177
95AA19,1888,237,1651,1186,168,1018,303,43,260,883,125,758,702,69,633,164,18,146,145,26,119,393,25,368
95BB01,2650,437,2213,1878,319,1559,530,103,427,1348,216,1132,772,118,654,325,52,273,156,42,114,291,24,267
95BB02,1711,215,1496,929,138,791,284,45,239,645,93,552,782,77,705,305,24,281,88,22,66,389,31,358
95BB03,3080,428,2652,1710,290,1420,460,96,364,1250,194,1056,1370,138,1232,642,80,562,140,14,126,588,44,544
95BB04,2287,405,1882,1326,250,1076,415,89,326,911,161,750,961,155,806,536,90,446,120,36,84,305,29,276
95BB05,2559,439,2120,1696,328,1368,500,117,383,1196,211,985,863,111,752,412,54,358,102,16,86,349,41,308
95BB06,2163,236,1927,1194,141,1053,337,39,298,857,102,755,969,95,874,358,25,333,99,22,77,512,48,464
95BB07,2136,283,1853,1302,194,1108,377,67,310,925,127,798,834,89,745,393,45,348,94,19,75,347,25,322
