ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
LC2602NI0001,Count,PERSONS,"All categories: Economic Activity, All categories: Country of Birth"
LC2602NI0002,Count,PERSONS,"All categories: Economic Activity, Northern Ireland"
LC2602NI0003,Count,PERSONS,"All categories: Economic Activity, Elsewhere"
LC2602NI0004,Count,PERSONS,"Economically Active: Total, All categories: Country of Birth"
LC2602NI0005,Count,PERSONS,"Economically Active: Total, Northern Ireland"
LC2602NI0006,Count,PERSONS,"Economically Active: Total, Elsewhere"
LC2602NI0007,Count,PERSONS,"Economically Active: Males, All categories: Country of Birth"
LC2602NI0008,Count,PERSONS,"Economically Active: Males, Northern Ireland"
LC2602NI0009,Count,PERSONS,"Economically Active: Males, Elsewhere"
LC2602NI0010,Count,PERSONS,"Economically Active: Females, All categories: Country of Birth"
LC2602NI0011,Count,PERSONS,"Economically Active: Females, Northern Ireland"
LC2602NI0012,Count,PERSONS,"Economically Active: Females, Elsewhere"
LC2602NI0013,Count,PERSONS,"Economically Inactive: Total, All categories: Country of Birth"
LC2602NI0014,Count,PERSONS,"Economically Inactive: Total, Northern Ireland"
LC2602NI0015,Count,PERSONS,"Economically Inactive: Total, Elsewhere"
LC2602NI0016,Count,PERSONS,"Economically Inactive: Males, All categories: Country of Birth"
LC2602NI0017,Count,PERSONS,"Economically Inactive: Males, Northern Ireland"
LC2602NI0018,Count,PERSONS,"Economically Inactive: Males, Elsewhere"
LC2602NI0019,Count,PERSONS,"Economically Inactive: Females, All categories: Country of Birth"
LC2602NI0020,Count,PERSONS,"Economically Inactive: Females, Northern Ireland"
LC2602NI0021,Count,PERSONS,"Economically Inactive: Females, Elsewhere"
