ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
LC3602NI0001,Count,PERSONS,"All categories: Sex, All categories: Disability, All categories: NS-SeC"
LC3602NI0002,Count,PERSONS,"All categories: Sex, All categories: Disability, Managerial, administrative and professional occupations"
LC3602NI0003,Count,PERSONS,"All categories: Sex, All categories: Disability, Intermediate occupations and small employers"
LC3602NI0004,Count,PERSONS,"All categories: Sex, All categories: Disability, Routine and manual occupations"
LC3602NI0005,Count,PERSONS,"All categories: Sex, All categories: Disability, Never worked, long-term unemployed and full-time students"
LC3602NI0006,Count,PERSONS,"All categories: Sex, Day-to-day activities limited a lot or a little, All categories: NS-SeC"
LC3602NI0007,Count,PERSONS,"All categories: Sex, Day-to-day activities limited a lot or a little, Managerial, administrative and professional occupations"
LC3602NI0008,Count,PERSONS,"All categories: Sex, Day-to-day activities limited a lot or a little, Intermediate occupations and small employers"
LC3602NI0009,Count,PERSONS,"All categories: Sex, Day-to-day activities limited a lot or a little, Routine and manual occupations"
LC3602NI0010,Count,PERSONS,"All categories: Sex, Day-to-day activities limited a lot or a little, Never worked, long-term unemployed and full-time students"
LC3602NI0011,Count,PERSONS,"All categories: Sex, Day-to-day activities not limited, All categories: NS-SeC"
LC3602NI0012,Count,PERSONS,"All categories: Sex, Day-to-day activities not limited, Managerial, administrative and professional occupations"
LC3602NI0013,Count,PERSONS,"All categories: Sex, Day-to-day activities not limited, Intermediate occupations and small employers"
LC3602NI0014,Count,PERSONS,"All categories: Sex, Day-to-day activities not limited, Routine and manual occupations"
LC3602NI0015,Count,PERSONS,"All categories: Sex, Day-to-day activities not limited, Never worked, long-term unemployed and full-time students"
LC3602NI0016,Count,PERSONS,"All males, All categories: Disability, All categories: NS-SeC"
LC3602NI0017,Count,PERSONS,"All males, All categories: Disability, Managerial, administrative and professional occupations"
LC3602NI0018,Count,PERSONS,"All males, All categories: Disability, Intermediate occupations and small employers"
LC3602NI0019,Count,PERSONS,"All males, All categories: Disability, Routine and manual occupations"
LC3602NI0020,Count,PERSONS,"All males, All categories: Disability, Never worked, long-term unemployed and full-time students"
LC3602NI0021,Count,PERSONS,"All males, Day-to-day activities limited a lot or a little, All categories: NS-SeC"
LC3602NI0022,Count,PERSONS,"All males, Day-to-day activities limited a lot or a little, Managerial, administrative and professional occupations"
LC3602NI0023,Count,PERSONS,"All males, Day-to-day activities limited a lot or a little, Intermediate occupations and small employers"
LC3602NI0024,Count,PERSONS,"All males, Day-to-day activities limited a lot or a little, Routine and manual occupations"
LC3602NI0025,Count,PERSONS,"All males, Day-to-day activities limited a lot or a little, Never worked, long-term unemployed and full-time students"
LC3602NI0026,Count,PERSONS,"All males, Day-to-day activities not limited, All categories: NS-SeC"
LC3602NI0027,Count,PERSONS,"All males, Day-to-day activities not limited, Managerial, administrative and professional occupations"
LC3602NI0028,Count,PERSONS,"All males, Day-to-day activities not limited, Intermediate occupations and small employers"
LC3602NI0029,Count,PERSONS,"All males, Day-to-day activities not limited, Routine and manual occupations"
LC3602NI0030,Count,PERSONS,"All males, Day-to-day activities not limited, Never worked, long-term unemployed and full-time students"
LC3602NI0031,Count,PERSONS,"All females, All categories: Disability, All categories: NS-SeC"
LC3602NI0032,Count,PERSONS,"All females, All categories: Disability, Managerial, administrative and professional occupations"
LC3602NI0033,Count,PERSONS,"All females, All categories: Disability, Intermediate occupations and small employers"
LC3602NI0034,Count,PERSONS,"All females, All categories: Disability, Routine and manual occupations"
LC3602NI0035,Count,PERSONS,"All females, All categories: Disability, Never worked, long-term unemployed and full-time students"
LC3602NI0036,Count,PERSONS,"All females, Day-to-day activities limited a lot or a little, All categories: NS-SeC"
LC3602NI0037,Count,PERSONS,"All females, Day-to-day activities limited a lot or a little, Managerial, administrative and professional occupations"
LC3602NI0038,Count,PERSONS,"All females, Day-to-day activities limited a lot or a little, Intermediate occupations and small employers"
LC3602NI0039,Count,PERSONS,"All females, Day-to-day activities limited a lot or a little, Routine and manual occupations"
LC3602NI0040,Count,PERSONS,"All females, Day-to-day activities limited a lot or a little, Never worked, long-term unemployed and full-time students"
LC3602NI0041,Count,PERSONS,"All females, Day-to-day activities not limited, All categories: NS-SeC"
LC3602NI0042,Count,PERSONS,"All females, Day-to-day activities not limited, Managerial, administrative and professional occupations"
LC3602NI0043,Count,PERSONS,"All females, Day-to-day activities not limited, Intermediate occupations and small employers"
LC3602NI0044,Count,PERSONS,"All females, Day-to-day activities not limited, Routine and manual occupations"
LC3602NI0045,Count,PERSONS,"All females, Day-to-day activities not limited, Never worked, long-term unemployed and full-time students"
