ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
LC6104NI0001,Count,PERSONS,"All categories: Occupation, All categories: Sex"
LC6104NI0002,Count,PERSONS,"All categories: Occupation, Males"
LC6104NI0003,Count,PERSONS,"All categories: Occupation, Females"
LC6104NI0004,Count,PERSONS,"Level 4, All categories: Sex"
LC6104NI0005,Count,PERSONS,"Level 4, Males"
LC6104NI0006,Count,PERSONS,"Level 4, Females"
LC6104NI0007,Count,PERSONS,"Level 3, All categories: Sex"
LC6104NI0008,Count,PERSONS,"Level 3, Males"
LC6104NI0009,Count,PERSONS,"Level 3, Females"
LC6104NI0010,Count,PERSONS,"Level 2, All categories: Sex"
LC6104NI0011,Count,PERSONS,"Level 2, Males"
LC6104NI0012,Count,PERSONS,"Level 2, Females"
LC6104NI0013,Count,PERSONS,"Level 1, All categories: Sex"
LC6104NI0014,Count,PERSONS,"Level 1, Males"
LC6104NI0015,Count,PERSONS,"Level 1, Females"
