GeographyCode,LC3104NI0001,LC3104NI0002,LC3104NI0003,LC3104NI0004,LC3104NI0005,LC3104NI0006,LC3104NI0007,LC3104NI0008,LC3104NI0009
95AA01,4290,3785,505,2147,1903,244,2143,1882,261
95AA02,1734,1241,493,860,628,232,874,613,261
95AA03,1822,1346,476,856,647,209,966,699,267
95AA04,3002,2577,425,1551,1351,200,1451,1226,225
95AA05,2654,2237,417,1335,1134,201,1319,1103,216
95AA06,4604,3860,744,2211,1862,349,2393,1998,395
95AA07,2119,1738,381,1064,899,165,1055,839,216
95AA08,1676,1272,404,823,634,189,853,638,215
95AA09,2143,1633,510,1013,795,218,1130,838,292
95AA10,1953,1505,448,948,740,208,1005,765,240
95AA11,5129,4379,750,2532,2177,355,2597,2202,395
95AA12,2775,2439,336,1401,1254,147,1374,1185,189
95AA13,3268,2719,549,1606,1358,248,1662,1361,301
95AA14,2302,1932,370,1130,966,164,1172,966,206
95AA15,4102,3486,616,1986,1719,267,2116,1767,349
95AA16,1807,1368,439,876,684,192,931,684,247
95AA17,2142,1717,425,1051,848,203,1091,869,222
95AA18,2373,2020,353,1150,1002,148,1223,1018,205
95AA19,2645,2216,429,1283,1089,194,1362,1127,235
95BB01,3609,3048,561,1783,1533,250,1826,1515,311
95BB02,2334,1635,699,1136,819,317,1198,816,382
95BB03,4217,3203,1014,2064,1567,497,2153,1636,517
95BB04,3009,2401,608,1491,1224,267,1518,1177,341
95BB05,3401,2730,671,1682,1359,323,1719,1371,348
95BB06,2870,1997,873,1369,972,397,1501,1025,476
95BB07,2896,2240,656,1385,1089,296,1511,1151,360
95BB08,2625,2008,617,1222,946,276,1403,1062,341
95BB09,2909,2427,482,1439,1199,240,1470,1228,242
95BB10,3278,2658,620,1592,1321,271,1686,1337,349
95BB11,2903,2111,792,1413,1063,350,1490,1048,442
95BB12,2776,2228,548,1330,1083,247,1446,1145,301
95BB13,4438,3599,839,2155,1754,401,2283,1845,438
95BB14,3088,2649,439,1538,1329,209,1550,1320,230
95BB15,3489,2801,688,1736,1411,325,1753,1390,363
95BB16,3133,2636,497,1583,1348,235,1550,1288,262
95BB17,3535,2854,681,1692,1385,307,1843,1469,374
95BB18,4212,3376,836,2034,1653,381,2178,1723,455
95BB19,4725,4045,680,2360,2048,312,2365,1997,368
95BB20,3368,2572,796,1735,1330,405,1633,1242,391
95BB21,4699,3671,1028,2315,1827,488,2384,1844,540
95BB22,2993,2332,661,1410,1118,292,1583,1214,369
95BB23,2976,2488,488,1470,1253,217,1506,1235,271
95CC01,2376,1904,472,1171,944,227,1205,960,245
95CC02,2693,2262,431,1412,1176,236,1281,1086,195
95CC03,2791,2147,644,1301,1010,291,1490,1137,353
95CC04,2384,1980,404,1237,1034,203,1147,946,201
95CC05,2749,2203,546,1388,1132,256,1361,1071,290
95CC06,2750,2298,452,1292,1097,195,1458,1201,257
95CC07,3475,2943,532,1761,1503,258,1714,1440,274
95CC08,2511,1997,514,1204,987,217,1307,1010,297
95CC09,3323,2874,449,1645,1429,216,1678,1445,233
95CC10,2495,2082,413,1288,1086,202,1207,996,211
95CC11,1787,1306,481,879,656,223,908,650,258
95CC12,2751,2299,452,1420,1189,231,1331,1110,221
95CC13,2474,2057,417,1286,1066,220,1188,991,197
95CC14,3017,2479,538,1525,1267,258,1492,1212,280
95CC15,2893,2357,536,1451,1206,245,1442,1151,291
95CC16,2801,2224,577,1346,1093,253,1455,1131,324
95CC17,2724,2296,428,1409,1190,219,1315,1106,209
95CC18,2309,1878,431,1106,918,188,1203,960,243
95CC19,2720,2239,481,1365,1122,243,1355,1117,238
95CC20,2966,2496,470,1462,1249,213,1504,1247,257
95CC21,2925,2324,601,1456,1172,284,1469,1152,317
95CC22,1724,1300,424,826,636,190,898,664,234
95DD01,2031,1675,356,996,830,166,1035,845,190
95DD02,3872,3276,596,1907,1645,262,1965,1631,334
95DD03,3474,3023,451,1659,1456,203,1815,1567,248
95DD04,1926,1376,550,903,655,248,1023,721,302
95DD05,1739,1327,412,813,620,193,926,707,219
95DD06,2427,2032,395,1163,985,178,1264,1047,217
95DD07,3363,2691,672,1622,1325,297,1741,1366,375
95DD08,2083,1514,569,1011,769,242,1072,745,327
95DD09,2572,2173,399,1335,1132,203,1237,1041,196
95DD10,2805,2225,580,1343,1085,258,1462,1140,322
95DD11,2363,1895,468,1098,890,208,1265,1005,260
95DD12,2582,2149,433,1346,1130,216,1236,1019,217
95DD13,1743,1382,361,871,696,175,872,686,186
95DD14,3268,2833,435,1588,1393,195,1680,1440,240
95DD15,3451,2991,460,1728,1516,212,1723,1475,248
95DD16,2943,2469,474,1514,1286,228,1429,1183,246
95DD17,3461,2960,501,1715,1484,231,1746,1476,270
95DD18,1813,1321,492,903,665,238,910,656,254
95DD19,3315,2696,619,1641,1367,274,1674,1329,345
95DD20,1742,1244,498,848,606,242,894,638,256
95DD21,2130,1785,345,1031,873,158,1099,912,187
95DD22,3118,2512,606,1556,1254,302,1562,1258,304
95DD23,2490,2100,390,1278,1097,181,1212,1003,209
95DD24,2692,2248,444,1322,1114,208,1370,1134,236
95EE01,1895,1574,321,961,788,173,934,786,148
95EE02,2095,1689,406,1051,867,184,1044,822,222
95EE03,1983,1537,446,950,752,198,1033,785,248
95EE04,1990,1615,375,986,802,184,1004,813,191
95EE05,1497,1183,314,758,605,153,739,578,161
95EE06,2278,1907,371,1138,967,171,1140,940,200
95EE07,1798,1393,405,843,663,180,955,730,225
95EE08,1633,1309,324,768,619,149,865,690,175
95EE09,1859,1539,320,946,785,161,913,754,159
95EE10,1797,1536,261,908,780,128,889,756,133
95EE11,1677,1378,299,862,713,149,815,665,150
95EE12,2500,1936,564,1168,932,236,1332,1004,328
95EE13,1529,1110,419,752,550,202,777,560,217
95EE14,2684,2185,499,1329,1097,232,1355,1088,267
95EE15,1728,1414,314,889,729,160,839,685,154
95EE16,2111,1730,381,1083,896,187,1028,834,194
95FF01,4753,4085,668,2377,2065,312,2376,2020,356
95FF02,2817,2373,444,1467,1245,222,1350,1128,222
95FF03,3006,2445,561,1462,1210,252,1544,1235,309
95FF04,2629,2177,452,1318,1097,221,1311,1080,231
95FF05,2563,2034,529,1225,998,227,1338,1036,302
95FF06,4054,3494,560,1989,1731,258,2065,1763,302
95FF07,2763,2102,661,1305,1024,281,1458,1078,380
95FF08,2328,1791,537,1132,896,236,1196,895,301
95FF09,2521,1921,600,1256,970,286,1265,951,314
95FF10,3473,2924,549,1760,1495,265,1713,1429,284
95FF11,2582,2159,423,1313,1119,194,1269,1040,229
95FF12,2721,2188,533,1357,1099,258,1364,1089,275
95FF13,2708,2221,487,1352,1119,233,1356,1102,254
95FF14,2413,2031,382,1254,1050,204,1159,981,178
95FF15,2680,2102,578,1316,1035,281,1364,1067,297
95FF16,2317,1881,436,1196,982,214,1121,899,222
95FF17,1717,1259,458,816,607,209,901,652,249
95GG01,4845,3334,1511,2237,1600,637,2608,1734,874
95GG02,5987,4060,1927,2759,1897,862,3228,2163,1065
95GG03,5857,4861,996,2787,2346,441,3070,2515,555
95GG04,4908,3374,1534,2323,1603,720,2585,1771,814
95GG05,5892,4924,968,2976,2499,477,2916,2425,491
95GG06,5567,4157,1410,2638,2017,621,2929,2140,789
95GG07,5467,3955,1512,2528,1854,674,2939,2101,838
95GG08,4910,3753,1157,2406,1857,549,2504,1896,608
95GG09,6055,4843,1212,2887,2361,526,3168,2482,686
95GG10,3997,2949,1048,2016,1509,507,1981,1440,541
95GG11,5389,4129,1260,2641,2033,608,2748,2096,652
95GG12,8726,7582,1144,4492,3898,594,4234,3684,550
95GG13,4697,3591,1106,2213,1748,465,2484,1843,641
95GG14,4820,4116,704,2321,1999,322,2499,2117,382
95GG15,5690,4678,1012,2623,2192,431,3067,2486,581
95GG16,5366,4228,1138,2705,2170,535,2661,2058,603
95GG17,5330,3936,1394,2526,1899,627,2804,2037,767
95GG18,4975,3471,1504,2376,1669,707,2599,1802,797
95GG19,4524,2754,1770,2092,1331,761,2432,1423,1009
95GG20,4792,3358,1434,2420,1720,700,2372,1638,734
95GG21,5079,3335,1744,2428,1595,833,2651,1740,911
95GG22,5290,3806,1484,2453,1828,625,2837,1978,859
95GG23,4499,3768,731,2121,1800,321,2378,1968,410
95GG24,4364,3430,934,2015,1626,389,2349,1804,545
95GG25,5527,4028,1499,2669,2024,645,2858,2004,854
95GG26,3675,2545,1130,1751,1274,477,1924,1271,653
95GG27,6406,4680,1726,3162,2350,812,3244,2330,914
95GG28,5635,4151,1484,2663,2000,663,2972,2151,821
95GG29,5004,3785,1219,2372,1847,525,2632,1938,694
95GG30,4827,3809,1018,2296,1859,437,2531,1950,581
95GG31,6519,4897,1622,3086,2368,718,3433,2529,904
95GG32,6391,4818,1573,3012,2325,687,3379,2493,886
95GG33,5452,4908,544,2665,2410,255,2787,2498,289
95GG34,4866,3929,937,2364,1935,429,2502,1994,508
95GG35,4869,3103,1766,2356,1501,855,2513,1602,911
95GG36,5619,4492,1127,2687,2215,472,2932,2277,655
95GG37,5891,5025,866,2871,2485,386,3020,2540,480
95GG38,6379,5397,982,3017,2596,421,3362,2801,561
95GG39,7172,5100,2072,3708,2695,1013,3464,2405,1059
95GG40,3705,2358,1347,1761,1141,620,1944,1217,727
95GG41,5272,4532,740,2536,2204,332,2736,2328,408
95GG42,6592,5992,600,3255,2987,268,3337,3005,332
95GG43,4783,3636,1147,2308,1803,505,2475,1833,642
95GG44,5591,3989,1602,2842,2029,813,2749,1960,789
