GeographyCode,LC4103NI0001,LC4103NI0002,LC4103NI0003,LC4103NI0004,LC4103NI0005,LC4103NI0006,LC4103NI0007,LC4103NI0008,LC4103NI0009,LC4103NI0010,LC4103NI0011,LC4103NI0012,LC4103NI0013,LC4103NI0014,LC4103NI0015,LC4103NI0016,LC4103NI0017,LC4103NI0018,LC4103NI0019,LC4103NI0020
95AA01,4290,1050,1262,1524,454,2948,303,855,1380,410,56,23,22,8,3,1286,724,385,136,41
95AA02,1734,301,398,612,423,1156,116,304,448,288,231,36,33,82,80,347,149,61,82,55
95AA03,1822,434,428,598,362,1132,146,304,429,253,419,152,70,110,87,271,136,54,59,22
95AA04,3002,265,695,1586,456,2791,201,634,1527,429,13,4,2,7,0,198,60,59,52,27
95AA05,2654,343,736,1183,392,2229,209,637,1051,332,132,46,22,42,22,293,88,77,90,38
95AA06,4604,786,1596,1738,484,3825,530,1365,1582,348,329,69,87,76,97,450,187,144,80,39
95AA07,2119,249,561,919,390,1680,129,455,768,328,146,31,47,43,25,293,89,59,108,37
95AA08,1676,354,393,641,288,1021,125,235,436,225,389,127,76,143,43,266,102,82,62,20
95AA09,2143,513,518,762,350,1248,143,271,584,250,557,198,149,135,75,338,172,98,43,25
95AA10,1953,363,449,791,350,1304,106,300,635,263,456,165,109,122,60,193,92,40,34,27
95AA11,5129,1042,1796,1647,644,4138,631,1545,1440,522,181,46,14,65,56,810,365,237,142,66
95AA12,2775,171,773,1423,408,2492,123,699,1328,342,71,8,14,24,25,212,40,60,71,41
95AA13,3268,597,842,1356,473,2453,296,677,1143,337,184,31,30,56,67,631,270,135,157,69
95AA14,2302,179,533,1183,407,2110,130,487,1115,378,8,0,0,5,3,184,49,46,63,26
95AA15,4102,1243,1269,1250,340,2673,672,862,889,250,590,186,152,188,64,839,385,255,173,26
95AA16,1807,498,395,578,336,1028,178,221,394,235,378,130,67,110,71,401,190,107,74,30
95AA17,2142,440,536,897,269,1567,196,392,762,217,326,125,75,96,30,249,119,69,39,22
95AA18,2373,223,452,1096,602,2044,121,350,1018,555,31,8,15,4,4,298,94,87,74,43
95AA19,2645,396,689,1159,401,2041,211,515,984,331,274,79,75,86,34,330,106,99,89,36
