GeographyCode,LC4409NI0001,LC4409NI0002,LC4409NI0003,LC4409NI0004,LC4409NI0005,LC4409NI0006,LC4409NI0007,LC4409NI0008,LC4409NI0009,LC4409NI0010,LC4409NI0011,LC4409NI0012,LC4409NI0013,LC4409NI0014,LC4409NI0015,LC4409NI0016,LC4409NI0017,LC4409NI0018,LC4409NI0019,LC4409NI0020,LC4409NI0021,LC4409NI0022,LC4409NI0023,LC4409NI0024,LC4409NI0025
95BB19,1724,6,122,1055,541,301,3,52,213,33,550,3,38,353,156,357,0,17,229,111,516,0,15,260,241
95BB20,1290,31,240,677,342,369,26,134,166,43,353,4,57,196,96,218,1,33,130,54,350,0,16,185,149
95BB21,1821,12,283,937,589,440,8,146,228,58,617,3,108,311,195,283,1,18,167,97,481,0,11,231,239
95BB22,1194,17,282,729,166,320,11,155,134,20,370,4,96,218,52,208,1,16,159,32,296,1,15,218,62
95BB23,1161,2,44,623,492,236,0,19,161,56,431,0,16,227,188,203,1,3,116,83,291,1,6,119,165
95CC01,904,17,139,550,198,234,9,79,121,25,256,5,30,178,43,180,2,15,124,39,234,1,15,127,91
95CC02,875,10,69,362,434,171,3,33,82,53,214,4,17,96,97,161,1,12,73,75,329,2,7,111,209
95CC03,1127,55,263,645,164,367,39,141,159,28,295,9,57,180,49,196,3,39,131,23,269,4,26,175,64
95CC04,790,4,76,377,333,177,4,43,102,28,188,0,17,100,71,132,0,9,67,56,293,0,7,108,178
95CC05,954,16,95,455,388,227,10,45,126,46,261,3,31,150,77,134,1,11,66,56,332,2,8,113,209
95CC06,1096,3,118,620,355,301,0,57,187,57,351,2,40,203,106,179,0,14,101,64,265,1,7,129,128
95CC07,1108,7,110,464,527,227,3,63,110,51,250,3,27,123,97,181,1,11,86,83,450,0,9,145,296
95CC08,990,29,189,586,186,286,19,94,155,18,292,7,65,174,46,158,3,15,104,36,254,0,15,153,86
95CC09,1190,1,58,560,571,235,1,24,148,62,378,0,23,194,161,191,0,3,100,88,386,0,8,118,260
95CC10,901,1,60,368,472,186,0,27,107,52,281,0,22,127,132,169,0,10,63,96,265,1,1,71,192
95CC11,786,23,178,446,139,290,15,108,145,22,232,5,43,138,46,115,3,12,78,22,149,0,15,85,49
95CC12,890,9,69,356,456,175,4,36,92,43,209,1,23,93,92,158,2,5,66,85,348,2,5,105,236
95CC13,817,5,85,347,380,168,3,49,93,23,214,1,19,106,88,124,0,6,51,67,311,1,11,97,202
95CC14,1132,7,94,635,396,249,3,40,160,46,355,2,30,205,118,199,2,16,105,76,329,0,8,165,156
95CC15,1007,13,102,472,420,213,8,48,122,35,274,3,30,148,93,189,0,14,88,87,331,2,10,114,205
95CC16,1076,11,150,570,345,302,8,92,161,41,306,3,38,184,81,187,0,16,117,54,281,0,4,108,169
95CC17,897,10,80,362,445,178,8,34,96,40,220,1,25,107,87,164,0,12,69,83,335,1,9,90,235
95CC18,937,15,149,397,376,284,6,91,142,45,277,4,35,132,106,163,3,12,63,85,213,2,11,60,140
95CC19,981,11,112,450,408,242,7,56,124,55,267,3,34,144,86,155,1,12,75,67,317,0,10,107,200
95CC20,1127,13,116,667,331,275,11,55,170,39,319,1,33,206,79,228,1,17,134,76,305,0,11,157,137
95CC21,1167,13,162,635,357,307,9,92,164,42,394,2,42,234,116,174,2,20,99,53,292,0,8,138,146
95CC22,842,13,241,461,127,370,9,161,165,35,247,2,59,147,39,118,0,12,84,22,107,2,9,65,31
95DD01,836,9,96,356,375,196,8,52,89,47,330,0,30,136,164,142,0,9,69,64,168,1,5,62,100
95DD02,1490,6,194,782,508,345,4,113,169,59,467,2,61,288,116,292,0,13,163,116,386,0,7,162,217
95DD03,1389,7,115,661,606,305,1,61,170,73,521,2,36,272,211,268,2,12,126,128,295,2,6,93,194
95DD04,859,24,256,512,67,303,19,142,129,13,274,4,86,165,19,132,0,13,107,12,150,1,15,111,23
95DD05,685,5,84,560,36,174,2,41,123,8,214,3,23,183,5,140,0,9,123,8,157,0,11,131,15
95DD06,944,5,35,474,430,187,0,14,124,49,368,2,14,185,167,141,1,3,66,71,248,2,4,99,143
95DD07,1412,15,285,631,481,397,9,162,162,64,485,5,91,237,152,243,0,16,132,95,287,1,16,100,170
95DD08,1041,78,373,453,137,485,53,228,167,37,270,17,86,121,46,154,8,41,88,17,132,0,18,77,37
95DD09,929,3,76,271,579,164,1,34,69,60,319,2,27,103,187,164,0,8,43,113,282,0,7,56,219
95DD10,1180,17,282,556,325,361,8,157,146,50,378,6,84,187,101,208,3,22,110,73,233,0,19,113,101
95DD11,955,25,205,606,119,301,18,112,151,20,272,5,55,185,27,160,1,15,116,28,222,1,23,154,44
95DD12,890,3,66,307,514,163,1,29,79,54,268,1,20,113,134,165,1,9,47,108,294,0,8,68,218
95DD13,741,12,153,433,143,272,7,90,127,48,207,3,37,135,32,106,2,11,73,20,156,0,15,98,43
95DD14,1233,4,101,492,636,259,3,49,135,72,405,1,33,172,199,219,0,9,80,130,350,0,10,105,235
95DD15,1174,6,124,452,592,239,3,64,113,59,311,1,31,135,144,217,1,12,99,105,407,1,17,105,284
95DD16,1019,5,65,378,571,197,4,28,106,59,280,1,20,116,143,204,0,10,82,112,338,0,7,74,257
95DD17,1148,4,76,421,647,192,2,30,109,51,326,2,26,137,161,201,0,8,87,106,429,0,12,88,329
95DD18,873,32,247,458,136,311,20,123,147,21,333,8,84,189,52,124,3,27,65,29,105,1,13,57,34
95DD19,1275,8,164,688,415,297,5,84,154,54,408,2,57,232,117,235,1,17,140,77,335,0,6,162,167
95DD20,826,20,309,455,42,330,16,176,128,10,263,3,98,147,15,122,0,25,92,5,111,1,10,88,12
95DD21,891,18,170,472,231,242,9,71,127,35,315,7,55,167,86,159,0,26,92,41,175,2,18,86,69
95DD22,1156,18,171,484,483,309,12,107,126,64,318,3,40,161,114,185,1,15,82,87,344,2,9,115,218
95DD23,881,8,49,288,536,154,4,27,67,56,277,3,8,107,159,162,1,8,46,107,288,0,6,68,214
95DD24,990,8,86,578,318,198,4,37,119,38,318,2,28,188,100,192,1,9,124,58,282,1,12,147,122
95EE01,592,5,52,279,256,93,3,19,52,19,149,1,16,79,53,111,1,8,69,33,239,0,9,79,151
95EE02,790,11,109,389,281,186,9,51,88,38,239,2,32,133,72,147,0,18,83,46,218,0,8,85,125
95EE03,808,2,114,484,208,231,1,63,142,25,255,1,36,154,64,130,0,7,75,48,192,0,8,113,71
95EE04,736,4,111,398,223,168,1,52,93,22,231,2,40,134,55,127,1,13,73,40,210,0,6,98,106
95EE05,577,10,83,232,252,135,5,28,68,34,197,4,32,79,82,91,1,16,34,40,154,0,7,51,96
95EE06,692,12,77,332,271,123,6,35,68,14,141,0,20,84,37,115,1,14,56,44,313,5,8,124,176
95EE07,740,10,93,502,135,207,4,53,136,14,243,4,25,179,35,131,1,12,94,24,159,1,3,93,62
95EE08,711,24,111,302,274,224,19,61,95,49,251,3,35,111,102,109,2,13,50,44,127,0,2,46,79
95EE09,605,9,59,251,286,95,3,25,43,24,165,3,17,75,70,109,0,10,57,42,236,3,7,76,150
95EE10,598,2,77,296,223,116,1,24,71,20,155,0,26,74,55,101,0,13,51,37,226,1,14,100,111
95EE11,551,4,39,200,308,82,1,7,40,34,164,1,16,68,79,103,2,9,37,55,202,0,7,55,140
95EE12,1059,26,203,697,133,310,15,113,168,14,349,9,64,233,43,189,1,15,148,25,211,1,11,148,51
95EE13,718,36,190,282,210,297,27,136,103,31,205,5,38,88,74,104,2,12,46,44,112,2,4,45,61
95EE14,1016,6,91,572,347,213,1,33,135,44,342,5,32,198,107,185,0,14,107,64,276,0,12,132,132
95EE15,606,11,73,262,260,129,7,34,61,27,171,3,20,83,65,108,1,13,43,51,198,0,6,75,117
95EE16,709,10,59,312,328,132,4,30,67,31,194,2,16,95,81,118,2,5,57,54,265,2,8,93,162
95FF01,1740,10,135,756,839,335,7,49,184,95,550,2,60,270,218,317,0,12,145,160,538,1,14,157,366
95FF02,923,9,104,408,402,190,7,54,90,39,224,1,27,128,68,149,0,11,77,61,360,1,12,113,234
95FF03,1169,14,188,746,221,268,3,86,152,27,390,6,70,263,51,215,4,20,142,49,296,1,12,189,94
95FF04,862,4,76,271,511,136,1,32,57,46,249,2,30,97,120,143,1,7,50,85,334,0,7,67,260
95FF05,1119,20,207,633,259,367,14,127,191,35,350,6,49,202,93,195,0,24,122,49,207,0,7,118,82
95FF06,1540,11,221,758,550,354,6,116,176,56,508,5,78,272,153,234,0,16,124,94,444,0,11,186,247
95FF07,1154,19,291,723,121,363,12,159,179,13,347,7,92,224,24,195,0,26,145,24,249,0,14,175,60
95FF08,993,19,226,446,302,351,11,166,136,38,276,8,48,140,80,144,0,8,78,58,222,0,4,92,126
95FF09,1000,17,195,539,249,300,13,108,146,33,285,4,56,157,68,165,0,16,107,42,250,0,15,129,106
95FF10,1216,9,178,458,571,228,4,72,111,41,364,2,70,154,138,225,0,21,100,104,399,3,15,93,288
95FF11,873,7,80,295,491,157,6,43,52,56,252,1,26,96,129,150,0,9,57,84,314,0,2,90,222
95FF12,1018,8,137,477,396,229,6,68,112,43,325,2,47,173,103,184,0,16,95,73,280,0,6,97,177
95FF13,977,8,98,451,420,218,3,45,133,37,282,2,40,138,102,175,1,11,77,86,302,2,2,103,195
95FF14,862,7,79,228,548,149,3,31,59,56,291,4,36,88,163,142,0,7,41,94,280,0,5,40,235
95FF15,1073,17,223,566,267,335,6,131,150,48,300,8,63,165,64,171,3,17,102,49,267,0,12,149,106
95FF16,927,32,131,339,425,255,29,78,87,61,281,3,36,110,132,168,0,10,79,79,223,0,7,63,153
95FF17,857,31,272,449,105,378,24,186,155,13,265,6,70,144,45,95,1,8,69,17,119,0,8,81,30
95GG01,2004,76,363,1241,324,649,58,192,348,51,590,12,119,377,82,350,3,33,231,83,415,3,19,285,108
95GG02,2568,142,1165,1148,113,885,100,495,270,20,736,33,362,316,25,442,4,201,222,15,505,5,107,340,53
95GG03,2667,69,673,1150,775,979,47,403,400,129,854,14,197,396,247,364,2,42,166,154,470,6,31,188,245
95GG04,2297,125,1114,952,106,960,86,592,258,24,625,26,335,236,28,349,7,122,200,20,363,6,65,258,34
95GG05,2800,95,956,1380,369,1078,59,454,486,79,905,20,341,448,96,420,9,93,240,78,397,7,68,206,116
95GG06,2381,26,639,1508,208,723,10,281,416,16,789,10,227,509,43,429,5,81,296,47,440,1,50,287,102
95GG07,2269,137,694,1292,146,742,71,318,329,24,615,39,203,346,27,444,18,106,293,27,468,9,67,324,68
95GG08,2151,45,630,1164,312,735,22,302,355,56,667,17,220,350,80,361,3,71,220,67,388,3,37,239,109
95GG09,2604,43,582,1420,559,802,30,271,406,95,881,8,205,496,172,425,4,64,253,104,496,1,42,265,188
95GG10,2017,76,1180,706,55,883,44,580,243,16,625,25,382,207,11,284,4,145,124,11,225,3,73,132,17
95GG11,2686,141,1155,1062,328,1162,91,629,368,74,869,41,352,380,96,310,5,110,157,38,345,4,64,157,120
95GG12,3429,361,1318,1135,615,1140,218,594,198,130,871,96,422,255,98,545,28,200,233,84,873,19,102,449,303
95GG13,2116,72,722,910,412,819,48,430,279,62,590,16,208,259,107,336,5,57,194,80,371,3,27,178,163
95GG14,1817,5,139,870,803,440,3,61,256,120,565,1,47,281,236,296,1,16,135,144,516,0,15,198,303
95GG15,2544,32,472,1248,792,889,25,295,450,119,822,6,123,413,280,353,0,33,192,128,480,1,21,193,265
95GG16,2230,101,531,875,723,776,77,312,248,139,597,17,140,269,171,370,5,51,160,154,487,2,28,198,259
95GG17,2137,57,438,1174,468,636,38,193,313,92,607,14,141,332,120,385,4,72,229,80,509,1,32,300,176
95GG18,2143,122,858,1054,109,746,69,380,273,24,627,35,302,265,25,371,11,126,218,16,399,7,50,298,44
95GG19,2239,111,1067,987,74,1004,86,615,293,10,628,23,305,282,18,311,1,99,194,17,296,1,48,218,29
95GG20,2359,146,1187,944,82,1008,79,627,272,30,701,40,373,275,13,366,19,133,200,14,284,8,54,197,25
95GG21,2262,142,986,1045,89,854,92,513,228,21,639,32,277,310,20,368,15,123,210,20,401,3,73,297,28
95GG22,2208,86,481,1216,425,783,59,266,379,79,574,23,127,328,96,362,3,52,215,92,489,1,36,294,158
95GG23,1821,25,234,975,587,490,16,126,265,83,623,3,82,380,158,291,3,12,160,116,417,3,14,170,230
95GG24,1945,73,625,880,367,714,42,315,297,60,598,18,206,291,83,266,8,64,120,74,367,5,40,172,150
95GG25,2194,49,521,1304,320,668,28,265,329,46,616,15,160,376,65,374,4,53,262,55,536,2,43,337,154
95GG26,1654,38,418,1115,83,563,26,212,304,21,548,9,144,374,21,284,1,45,223,15,259,2,17,214,26
95GG27,2467,77,620,1456,314,686,47,308,303,28,709,21,188,432,68,437,5,81,294,57,635,4,43,427,161
95GG28,2325,49,487,1510,279,636,30,242,335,29,751,15,170,493,73,461,2,48,364,47,477,2,27,318,130
95GG29,2430,120,1033,1152,125,1001,66,542,360,33,745,33,330,354,28,369,16,114,213,26,315,5,47,225,38
95GG30,2083,26,422,1238,397,632,20,222,336,54,750,4,153,469,124,280,1,28,191,60,421,1,19,242,159
95GG31,2463,42,470,1527,424,567,23,176,325,43,772,10,172,486,104,494,5,75,329,85,630,4,47,387,192
95GG32,2649,67,662,1572,348,838,48,339,388,63,767,12,197,464,94,466,5,72,324,65,578,2,54,396,126
95GG33,2195,64,472,465,1194,641,46,243,178,174,723,11,170,167,375,311,4,40,52,215,520,3,19,68,430
95GG34,1999,28,454,1012,505,595,14,229,262,90,602,10,148,312,132,357,4,51,199,103,445,0,26,239,180
95GG35,2244,96,1102,931,115,897,51,601,230,15,634,33,305,265,31,351,10,111,205,25,362,2,85,231,44
95GG36,2481,45,400,1667,369,840,29,215,540,56,754,11,115,526,102,430,3,44,304,79,457,2,26,297,132
95GG37,2687,66,761,1255,605,931,42,371,433,85,920,20,278,430,192,402,3,74,214,111,434,1,38,178,217
95GG38,2915,123,839,1185,768,1099,88,465,403,143,893,27,279,387,200,420,3,63,196,158,503,5,32,199,267
95GG39,3616,371,2145,997,103,1667,242,1134,268,23,1025,87,658,261,19,498,25,236,221,16,426,17,117,247,45
95GG40,1861,110,843,831,77,856,71,529,241,15,503,25,222,236,20,273,11,69,178,15,229,3,23,176,27
95GG41,2173,28,289,682,1174,605,21,184,222,178,747,5,79,242,421,316,2,15,106,193,505,0,11,112,382
95GG42,2606,55,476,1089,986,741,34,229,346,132,799,14,160,333,292,403,0,63,182,158,663,7,24,228,404
95GG43,2316,77,787,1308,144,889,57,412,392,28,800,14,270,476,40,320,3,74,221,22,307,3,31,219,54
95GG44,2705,165,1461,926,153,1151,92,749,278,32,811,49,441,286,35,398,20,182,164,32,345,4,89,198,54
95GG45,2129,46,513,966,604,712,27,280,290,115,698,12,143,307,236,349,5,60,187,97,370,2,30,182,156
95GG46,1932,42,400,1356,134,485,24,175,268,18,536,11,128,367,30,364,3,49,288,24,547,4,48,433,62
95GG47,2641,218,980,894,549,1159,158,607,241,153,647,49,235,227,136,372,8,80,182,102,463,3,58,244,158
95GG48,2051,77,559,1316,99,478,36,153,277,12,567,21,204,327,15,458,17,119,304,18,548,3,83,408,54
95GG49,3351,204,1401,1229,517,1134,103,590,346,95,1009,62,524,331,92,518,17,168,258,75,690,22,119,294,255
95GG50,2653,117,1320,1103,113,1090,75,624,363,28,839,25,457,327,30,387,9,161,199,18,337,8,78,214,37
95GG51,2081,94,938,951,98,943,64,536,315,28,622,21,291,288,22,276,8,75,176,17,240,1,36,172,31
95HH01,890,12,217,451,210,292,7,130,132,23,310,5,70,152,83,144,0,14,87,43,144,0,3,80,61
95HH02,1063,1,51,574,437,172,0,14,126,32,336,1,18,208,109,219,0,6,113,100,336,0,13,127,196
95HH03,726,9,94,359,264,207,7,59,104,37,282,2,25,139,116,116,0,5,65,46,121,0,5,51,65
95HH04,1160,8,87,689,376,214,8,42,135,29,385,0,23,266,96,248,0,15,135,98,313,0,7,153,153
95HH05,908,8,209,633,58,254,5,109,130,10,297,3,67,213,14,184,0,23,150,11,173,0,10,140,23
95HH06,1682,15,153,705,809,302,9,76,158,59,476,5,52,237,182,308,0,18,133,157,596,1,7,177,411
95HH07,733,25,232,409,67,313,20,169,115,9,215,5,50,141,19,114,0,9,91,14,91,0,4,62,25
95HH08,1083,17,193,460,413,310,8,113,138,51,378,6,61,173,138,173,2,13,80,78,222,1,6,69,146
95HH09,1423,60,748,501,114,731,49,465,181,36,418,9,211,170,28,163,2,54,85,22,111,0,18,65,28
95HH10,945,5,89,294,557,188,2,44,88,54,330,3,32,106,189,182,0,9,47,126,245,0,4,53,188
95HH11,655,11,184,429,31,252,7,113,127,5,211,3,57,140,11,106,0,10,92,4,86,1,4,70,11
95HH12,626,0,52,475,99,130,0,21,94,15,248,0,18,192,38,136,0,9,106,21,112,0,4,83,25
95HH13,614,9,99,454,52,188,7,33,132,16,208,2,44,151,11,108,0,15,85,8,110,0,7,86,17
95HH14,764,11,267,423,63,319,8,168,135,8,250,2,75,151,22,111,0,21,75,15,84,1,3,62,18
95HH15,1083,43,257,496,287,334,36,137,134,27,346,4,94,173,75,155,1,19,82,53,248,2,7,107,132
95HH16,917,8,151,373,385,286,6,101,117,62,291,2,35,137,117,159,0,8,63,88,181,0,7,56,118
95HH17,928,2,86,518,322,182,0,41,120,21,312,1,24,183,104,182,1,9,106,66,252,0,12,109,131
95II01,1260,8,190,590,472,307,5,111,147,44,483,3,57,242,181,192,0,17,94,81,278,0,5,107,166
95II02,1911,38,516,723,634,641,28,328,230,55,546,9,141,231,165,266,1,27,114,124,458,0,20,148,290
95II03,1304,9,129,728,438,285,2,65,176,42,382,5,35,255,87,248,1,16,137,94,389,1,13,160,215
95II04,1672,22,242,978,430,401,17,137,202,45,548,3,68,361,116,296,1,21,188,86,427,1,16,227,183
95II05,1301,21,168,667,445,355,12,110,175,58,374,5,42,230,97,197,1,4,112,80,375,3,12,150,210
95II06,1285,3,141,738,403,284,2,57,192,33,424,1,47,260,116,227,0,21,126,80,350,0,16,160,174
95II07,991,42,314,569,66,436,35,211,176,14,264,6,75,163,20,133,1,19,101,12,158,0,9,129,20
95II08,1073,26,244,679,124,393,21,155,199,18,316,3,60,221,32,157,2,21,113,21,207,0,8,146,53
95II09,1417,31,243,877,266,435,13,145,242,35,446,8,67,309,62,227,9,16,149,53,309,1,15,177,116
95II10,1144,34,306,682,122,395,27,183,168,17,347,6,96,221,24,194,1,18,144,31,208,0,9,149,50
95II11,1055,7,92,677,279,259,3,41,182,33,400,3,40,265,92,173,0,7,131,35,223,1,4,99,119
95II12,1007,5,87,605,310,267,2,51,184,30,340,2,26,216,96,153,0,7,83,63,247,1,3,122,121
95II13,1253,14,436,658,145,445,8,231,181,25,442,4,137,252,49,186,1,46,112,27,180,1,22,113,44
95II14,1026,0,36,636,354,251,0,15,182,54,374,0,15,250,109,177,0,5,108,64,224,0,1,96,127
95II15,1319,5,117,697,500,316,1,57,205,53,453,3,40,244,166,229,1,10,122,96,321,0,10,126,185
95II16,890,11,99,682,98,257,10,49,188,10,289,1,31,229,28,165,0,14,130,21,179,0,5,135,39
95II17,1190,18,347,634,191,450,8,216,206,20,402,9,108,226,59,170,1,22,110,37,168,0,1,92,75
95II18,1090,37,435,566,52,453,22,275,139,17,339,11,121,192,15,154,3,30,114,7,144,1,9,121,13
95II19,1389,8,157,547,677,269,6,70,134,59,468,2,63,191,212,239,0,15,99,125,413,0,9,123,281
95II20,1211,10,238,716,247,392,8,113,246,25,417,1,90,242,84,189,0,22,109,58,213,1,13,119,80
95II21,1045,30,180,764,71,331,27,117,177,10,321,2,40,257,22,201,1,14,179,7,192,0,9,151,32
95II22,990,8,124,646,212,315,7,77,190,41,339,1,29,243,66,155,0,11,105,39,181,0,7,108,66
95II23,910,3,79,578,250,273,1,27,193,52,288,1,31,186,70,146,0,11,96,39,203,1,10,103,89
95JJ01,892,5,71,350,466,167,1,25,79,62,303,4,28,139,132,161,0,11,61,89,261,0,7,71,183
95JJ02,1074,16,202,501,355,369,9,121,171,68,382,4,59,171,148,148,2,12,77,57,175,1,10,82,82
95JJ03,1023,16,201,730,76,299,10,126,154,9,330,6,58,248,18,179,0,11,154,14,215,0,6,174,35
95JJ04,1279,7,146,651,475,340,5,70,192,73,446,1,51,224,170,207,1,16,104,86,286,0,9,131,146
95JJ05,892,93,354,339,106,397,71,189,115,22,283,13,127,112,31,104,3,25,54,22,108,6,13,58,31
95JJ06,1063,69,280,629,85,386,60,151,150,25,299,5,76,195,23,166,3,27,125,11,212,1,26,159,26
95JJ07,1092,23,250,719,100,316,10,133,158,15,356,7,85,234,30,209,1,21,170,17,211,5,11,157,38
95JJ08,1187,7,123,505,552,285,4,40,147,94,352,1,42,158,151,241,1,33,104,103,309,1,8,96,204
95JJ09,839,8,111,356,364,240,4,60,120,56,309,3,35,137,134,125,0,9,56,60,165,1,7,43,114
95JJ10,1027,19,113,517,378,284,13,64,148,59,275,5,29,150,91,168,1,10,97,60,300,0,10,122,168
95JJ11,1542,5,155,782,600,418,3,88,229,98,547,1,43,280,223,233,1,13,126,93,344,0,11,147,186
95JJ12,1002,13,155,479,355,237,5,87,103,42,321,3,50,173,95,154,3,8,91,52,290,2,10,112,166
95JJ13,1457,2,82,779,594,297,1,27,198,71,442,1,26,237,178,312,0,12,178,122,406,0,17,166,223
95JJ14,849,7,89,342,411,171,4,43,85,39,277,3,23,123,128,152,0,20,56,76,249,0,3,78,168
95JJ15,779,11,165,297,306,227,5,75,87,60,312,4,63,113,132,110,2,10,47,51,130,0,17,50,63
95JJ16,916,26,301,470,119,436,22,192,186,36,271,2,80,152,37,112,1,22,67,22,97,1,7,65,24
95JJ17,824,4,48,316,456,161,2,21,89,49,235,1,11,99,124,136,0,6,56,74,292,1,10,72,209
95JJ18,975,49,312,376,238,464,45,207,149,63,272,4,71,126,71,97,0,18,49,30,142,0,16,52,74
95JJ19,1128,9,127,378,614,300,6,61,122,111,365,1,36,118,210,179,0,12,70,97,284,2,18,68,196
95JJ20,1618,5,113,983,517,388,4,44,272,68,548,0,43,355,150,285,0,14,172,99,397,1,12,184,200
95JJ21,962,17,166,599,180,289,12,92,164,21,321,2,49,209,61,158,2,13,100,43,194,1,12,126,55
95JJ22,1088,26,96,333,633,244,20,61,82,81,405,2,23,134,246,183,0,8,60,115,256,4,4,57,191
95KK01,836,11,91,423,311,172,6,36,99,31,199,5,30,114,50,127,0,11,62,54,338,0,14,148,176
95KK02,722,9,92,341,280,164,8,40,85,31,208,0,34,99,75,123,1,5,75,42,227,0,13,82,132
95KK03,704,9,60,303,332,130,7,21,73,29,150,1,15,79,55,99,1,9,46,43,325,0,15,105,205
95KK04,974,17,143,547,267,188,8,49,100,31,272,5,42,162,63,208,3,27,120,58,306,1,25,165,115
95KK05,803,11,73,352,367,153,7,33,75,38,165,4,17,94,50,127,0,7,56,64,358,0,16,127,215
95KK06,737,7,121,440,169,199,2,61,110,26,230,5,37,142,46,121,0,12,79,30,187,0,11,109,67
95KK07,682,4,63,272,343,139,4,27,72,36,174,0,19,77,78,115,0,9,47,59,254,0,8,76,170
95KK08,967,15,109,514,329,215,8,40,115,52,332,2,45,183,102,145,3,14,93,35,275,2,10,123,140
