GeographyCode,LC6108NI0001,LC6108NI0002,LC6108NI0003,LC6108NI0004,LC6108NI0005,LC6108NI0006,LC6108NI0007,LC6108NI0008,LC6108NI0009,LC6108NI0010,LC6108NI0011,LC6108NI0012,LC6108NI0013,LC6108NI0014,LC6108NI0015,LC6108NI0016,LC6108NI0017,LC6108NI0018,LC6108NI0019,LC6108NI0020,LC6108NI0021
95AA01,3177,1666,1511,2473,1420,1053,443,90,353,1529,999,530,371,274,97,130,57,73,704,246,458
95AA02,1319,658,661,892,471,421,211,34,177,551,346,205,64,45,19,66,46,20,427,187,240
95AA03,1317,611,706,840,431,409,223,54,169,504,300,204,48,37,11,65,40,25,477,180,297
95AA04,2227,1155,1072,1660,909,751,386,85,301,817,487,330,367,276,91,90,61,29,567,246,321
95AA05,1924,959,965,1362,713,649,273,42,231,770,426,344,233,189,44,86,56,30,562,246,316
95AA06,3133,1493,1640,2258,1132,1126,610,109,501,1247,738,509,236,184,52,165,101,64,875,361,514
95AA07,1592,795,797,1112,600,512,237,46,191,592,340,252,217,169,48,66,45,21,480,195,285
95AA08,1262,603,659,804,404,400,218,47,171,439,258,181,43,30,13,104,69,35,458,199,259
95AA09,1595,750,845,1015,513,502,267,69,198,578,336,242,70,49,21,100,59,41,580,237,343
95AA10,1461,694,767,900,457,443,230,57,173,496,284,212,81,60,21,93,56,37,561,237,324
95AA11,3834,1908,1926,2934,1543,1391,596,147,449,1949,1133,816,255,179,76,134,84,50,900,365,535
95AA12,2037,1034,1003,1495,818,677,330,62,268,791,475,316,338,257,81,36,24,12,542,216,326
95AA13,2339,1141,1198,1681,865,816,332,56,276,1013,567,446,228,168,60,108,74,34,658,276,382
95AA14,1678,823,855,1215,640,575,283,52,231,636,362,274,232,179,53,64,47,17,463,183,280
95AA15,3028,1462,1566,2276,1153,1123,482,104,378,1461,842,619,172,111,61,161,96,65,752,309,443
95AA16,1351,649,702,896,477,419,216,45,171,561,348,213,51,38,13,68,46,22,455,172,283
95AA17,1614,777,837,1117,570,547,266,61,205,662,385,277,81,63,18,108,61,47,497,207,290
95AA18,1821,885,936,1160,623,537,239,59,180,663,374,289,221,163,58,37,27,10,661,262,399
95AA19,1888,936,952,1271,686,585,271,43,228,665,370,295,250,219,31,85,54,31,617,250,367
95BB01,2650,1310,1340,1976,1020,956,457,81,376,1120,649,471,301,225,76,98,65,33,674,290,384
95BB02,1711,864,847,1037,553,484,253,48,205,553,335,218,123,99,24,108,71,37,674,311,363
95BB03,3080,1504,1576,1861,987,874,401,67,334,1032,597,435,277,217,60,151,106,45,1219,517,702
95BB04,2287,1120,1167,1429,760,669,350,71,279,761,463,298,215,159,56,103,67,36,858,360,498
95BB05,2559,1263,1296,1784,922,862,406,64,342,869,490,379,421,313,108,88,55,33,775,341,434
95BB06,2163,1077,1086,1353,704,649,304,61,243,779,449,330,111,80,31,159,114,45,810,373,437
95BB07,2136,1033,1103,1414,711,703,339,65,274,788,449,339,175,123,52,112,74,38,722,322,400
95BB08,1938,916,1022,1317,668,649,332,46,286,767,461,306,133,96,37,85,65,20,621,248,373
95BB09,2293,1146,1147,1604,836,768,378,84,294,943,549,394,213,156,57,70,47,23,689,310,379
95BB10,2465,1200,1265,1583,825,758,345,80,265,824,455,369,324,225,99,90,65,25,882,375,507
95BB11,2152,1032,1120,1330,672,658,357,71,286,715,427,288,146,105,41,112,69,43,822,360,462
95BB12,2025,939,1086,1255,631,624,349,78,271,645,385,260,144,98,46,117,70,47,770,308,462
95BB13,3277,1585,1692,2263,1140,1123,589,117,472,1262,738,524,252,186,66,160,99,61,1014,445,569
95BB14,2283,1139,1144,1603,842,761,338,57,281,835,466,369,373,277,96,57,42,15,680,297,383
95BB15,2527,1251,1276,1685,909,776,333,61,272,838,464,374,375,294,81,139,90,49,842,342,500
95BB16,2328,1199,1129,1603,902,701,345,67,278,864,532,332,349,267,82,45,36,9,725,297,428
95BB17,2532,1196,1336,1823,919,904,441,73,368,1001,584,417,261,187,74,120,75,45,709,277,432
95BB18,3015,1451,1564,2042,1061,981,431,61,370,1161,682,479,346,255,91,104,63,41,973,390,583
95BB19,3491,1721,1770,2627,1348,1279,693,145,548,1545,946,599,259,178,81,130,79,51,864,373,491
95BB20,2495,1279,1216,1537,836,701,318,61,257,724,378,346,313,257,56,182,140,42,958,443,515
95BB21,3420,1680,1740,2209,1148,1061,516,85,431,1140,642,498,401,323,78,152,98,54,1211,532,679
95BB22,2146,982,1164,1432,710,722,357,57,300,770,456,314,131,99,32,174,98,76,714,272,442
95BB23,2317,1145,1172,1604,855,749,422,102,320,907,557,350,203,145,58,72,51,21,713,290,423
95CC01,1864,929,935,1145,590,555,261,64,197,594,320,274,139,105,34,151,101,50,719,339,380
95CC02,1971,1035,936,1400,776,624,292,66,226,666,361,305,329,267,62,113,82,31,571,259,312
95CC03,1989,963,1026,1199,613,586,306,70,236,584,333,251,105,85,20,204,125,79,790,350,440
95CC04,1699,888,811,1164,659,505,269,61,208,540,318,222,265,220,45,90,60,30,535,229,306
95CC05,1935,979,956,1314,752,562,272,55,217,685,426,259,255,202,53,102,69,33,621,227,394
95CC06,2003,931,1072,1391,694,697,286,61,225,808,423,385,170,127,43,127,83,44,612,237,375
95CC07,2417,1229,1188,1623,897,726,353,82,271,769,420,349,352,298,54,149,97,52,794,332,462
95CC08,1783,845,938,1110,587,523,247,57,190,573,320,253,124,102,22,166,108,58,673,258,415
95CC09,2490,1265,1225,1809,1000,809,354,62,292,1004,608,396,364,272,92,87,58,29,681,265,416
95CC10,1889,1000,889,1326,768,558,256,57,199,712,434,278,275,214,61,83,63,20,563,232,331
95CC11,1334,662,672,794,422,372,172,48,124,396,205,191,102,85,17,124,84,40,540,240,300
95CC12,1965,1021,944,1367,758,609,301,57,244,681,397,284,300,245,55,85,59,26,598,263,335
95CC13,1784,925,859,1275,713,562,298,74,224,621,360,261,267,220,47,89,59,30,509,212,297
95CC14,2160,1078,1082,1526,806,720,360,62,298,853,511,342,236,184,52,77,49,28,634,272,362
95CC15,2065,1053,1012,1411,782,629,304,60,244,773,477,296,241,177,64,93,68,25,654,271,383
95CC16,1964,962,1002,1300,687,613,322,61,261,698,421,277,197,154,43,83,51,32,664,275,389
95CC17,2001,1057,944,1451,802,649,313,57,256,708,415,293,316,251,65,114,79,35,550,255,295
95CC18,1712,811,901,1125,572,553,244,52,192,651,365,286,154,110,44,76,45,31,587,239,348
95CC19,1910,971,939,1345,736,609,303,55,248,680,395,285,300,241,59,62,45,17,565,235,330
95CC20,2198,1080,1118,1541,801,740,343,51,292,930,572,358,182,128,54,86,50,36,657,279,378
95CC21,2120,1062,1058,1470,802,668,319,61,258,886,568,318,179,121,58,86,52,34,650,260,390
95CC22,1291,645,646,825,445,380,198,47,151,491,306,185,58,45,13,78,47,31,466,200,266
95DD01,1527,744,783,939,502,437,219,53,166,560,341,219,118,87,31,42,21,21,588,242,346
95DD02,2831,1380,1451,2076,1068,1008,449,79,370,1293,767,526,218,154,64,116,68,48,755,312,443
95DD03,2537,1190,1347,1819,912,907,364,59,305,1150,667,483,233,145,88,72,41,31,718,278,440
