GeographyCode,LC4407NI0001,LC4407NI0002,LC4407NI0003,LC4407NI0004,LC4407NI0005,LC4407NI0006,LC4407NI0007,LC4407NI0008,LC4407NI0009,LC4407NI0010,LC4407NI0011,LC4407NI0012,LC4407NI0013,LC4407NI0014,LC4407NI0015,LC4407NI0016,LC4407NI0017,LC4407NI0018,LC4407NI0019,LC4407NI0020,LC4407NI0021,LC4407NI0022,LC4407NI0023,LC4407NI0024,LC4407NI0025,LC4407NI0026,LC4407NI0027,LC4407NI0028,LC4407NI0029,LC4407NI0030,LC4407NI0031,LC4407NI0032
95AA01,1522,1035,25,462,14,11,0,3,96,52,3,41,13,8,0,5,1105,729,20,356,21,17,0,4,7,6,0,1,266,212,2,52
95AA02,839,503,148,188,2,1,1,0,64,26,1,37,65,14,26,25,541,364,87,90,84,38,28,18,3,0,1,2,80,60,4,16
95AA03,845,476,233,136,1,0,0,1,179,29,139,11,28,11,1,16,528,353,83,92,34,28,4,2,2,1,1,0,73,54,5,14
95AA04,1014,924,5,85,13,12,0,1,25,17,4,4,4,2,0,2,744,678,1,65,32,30,0,2,8,8,0,0,188,177,0,11
95AA05,920,730,68,122,5,5,0,0,25,18,3,4,3,2,1,0,642,502,60,80,24,18,3,3,6,6,0,0,215,179,1,35
95AA06,1570,1231,159,180,8,6,1,1,17,8,2,7,47,8,29,10,1217,959,122,136,29,28,0,1,10,4,2,4,242,218,3,21
95AA07,820,618,70,132,6,6,0,0,5,1,1,3,4,2,2,0,605,446,60,99,31,21,3,7,4,3,1,0,165,139,3,23
95AA08,699,416,161,122,1,0,0,1,44,9,25,10,15,5,3,7,548,330,127,91,39,28,5,6,1,1,0,0,51,43,1,7
95AA09,943,516,276,151,1,0,1,0,266,49,190,27,15,8,4,3,565,391,69,105,28,22,2,4,1,1,0,0,67,45,10,12
95AA10,792,489,222,81,3,0,2,1,175,19,141,15,13,6,5,2,478,363,65,50,21,14,5,2,1,0,0,1,101,87,4,10
95AA11,1993,1545,100,348,7,1,0,6,158,84,23,51,27,13,8,6,1494,1171,66,257,38,37,1,0,5,1,1,3,264,238,1,25
95AA12,971,838,33,100,8,6,0,2,20,16,2,2,9,5,2,2,702,609,26,67,29,21,2,6,10,8,0,2,193,173,1,19
95AA13,1239,850,116,273,3,3,0,0,37,6,17,14,46,10,12,24,871,614,83,174,13,8,0,5,12,11,1,0,257,198,3,56
95AA14,779,707,4,68,7,6,0,1,13,12,1,0,2,2,0,0,505,458,2,45,25,21,1,3,6,6,0,0,221,202,0,19
95AA15,1595,997,280,318,3,3,0,0,239,55,144,40,71,19,44,8,1058,756,74,228,32,15,12,5,4,0,1,3,188,149,5,34
95AA16,832,453,207,172,0,0,0,0,134,24,96,14,23,10,10,3,595,372,82,141,36,21,12,3,4,0,2,2,40,26,5,9
