ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
LC4401NI0001,Count,HOUSEHOLDS,"All categories: Tenure, All categories: Car or van availability, All categories: Number of usual residents aged 17 or over in household"
LC4401NI0002,Count,HOUSEHOLDS,"All categories: Tenure, All categories: Car or van availability, Number of usual residents aged 17 or over in household: 1 or less"
LC4401NI0003,Count,HOUSEHOLDS,"All categories: Tenure, All categories: Car or van availability, Number of usual residents aged 17 or over in household: 2 or more"
LC4401NI0004,Count,HOUSEHOLDS,"All categories: Tenure, No car or van, All categories: Number of usual residents aged 17 or over in household"
LC4401NI0005,Count,HOUSEHOLDS,"All categories: Tenure, No car or van, Number of usual residents aged 17 or over in household: 1 or less"
LC4401NI0006,Count,HOUSEHOLDS,"All categories: Tenure, No car or van, Number of usual residents aged 17 or over in household: 2 or more"
LC4401NI0007,Count,HOUSEHOLDS,"All categories: Tenure, 1 car or van, All categories: Number of usual residents aged 17 or over in household"
LC4401NI0008,Count,HOUSEHOLDS,"All categories: Tenure, 1 car or van, Number of usual residents aged 17 or over in household: 1 or less"
LC4401NI0009,Count,HOUSEHOLDS,"All categories: Tenure, 1 car or van, Number of usual residents aged 17 or over in household: 2 or more"
LC4401NI0010,Count,HOUSEHOLDS,"All categories: Tenure, 2 or more cars or vans, All categories: Number of usual residents aged 17 or over in household"
LC4401NI0011,Count,HOUSEHOLDS,"All categories: Tenure, 2 or more cars or vans, Number of usual residents aged 17 or over in household: 1 or less"
LC4401NI0012,Count,HOUSEHOLDS,"All categories: Tenure, 2 or more cars or vans, Number of usual residents aged 17 or over in household: 2 or more"
LC4401NI0013,Count,HOUSEHOLDS,"Owner occupied, All categories: Car or van availability, All categories: Number of usual residents aged 17 or over in household"
LC4401NI0014,Count,HOUSEHOLDS,"Owner occupied, All categories: Car or van availability, Number of usual residents aged 17 or over in household: 1 or less"
LC4401NI0015,Count,HOUSEHOLDS,"Owner occupied, All categories: Car or van availability, Number of usual residents aged 17 or over in household: 2 or more"
LC4401NI0016,Count,HOUSEHOLDS,"Owner occupied, No car or van, All categories: Number of usual residents aged 17 or over in household"
LC4401NI0017,Count,HOUSEHOLDS,"Owner occupied, No car or van, Number of usual residents aged 17 or over in household: 1 or less"
LC4401NI0018,Count,HOUSEHOLDS,"Owner occupied, No car or van, Number of usual residents aged 17 or over in household: 2 or more"
LC4401NI0019,Count,HOUSEHOLDS,"Owner occupied, 1 car or van, All categories: Number of usual residents aged 17 or over in household"
LC4401NI0020,Count,HOUSEHOLDS,"Owner occupied, 1 car or van, Number of usual residents aged 17 or over in household: 1 or less"
LC4401NI0021,Count,HOUSEHOLDS,"Owner occupied, 1 car or van, Number of usual residents aged 17 or over in household: 2 or more"
LC4401NI0022,Count,HOUSEHOLDS,"Owner occupied, 2 or more cars or vans, All categories: Number of usual residents aged 17 or over in household"
LC4401NI0023,Count,HOUSEHOLDS,"Owner occupied, 2 or more cars or vans, Number of usual residents aged 17 or over in household: 1 or less"
LC4401NI0024,Count,HOUSEHOLDS,"Owner occupied, 2 or more cars or vans, Number of usual residents aged 17 or over in household: 2 or more"
LC4401NI0025,Count,HOUSEHOLDS,"Social rented, All categories: Car or van availability, All categories: Number of usual residents aged 17 or over in household"
LC4401NI0026,Count,HOUSEHOLDS,"Social rented, All categories: Car or van availability, Number of usual residents aged 17 or over in household: 1 or less"
LC4401NI0027,Count,HOUSEHOLDS,"Social rented, All categories: Car or van availability, Number of usual residents aged 17 or over in household: 2 or more"
LC4401NI0028,Count,HOUSEHOLDS,"Social rented, No car or van, All categories: Number of usual residents aged 17 or over in household"
LC4401NI0029,Count,HOUSEHOLDS,"Social rented, No car or van, Number of usual residents aged 17 or over in household: 1 or less"
LC4401NI0030,Count,HOUSEHOLDS,"Social rented, No car or van, Number of usual residents aged 17 or over in household: 2 or more"
LC4401NI0031,Count,HOUSEHOLDS,"Social rented, 1 car or van, All categories: Number of usual residents aged 17 or over in household"
LC4401NI0032,Count,HOUSEHOLDS,"Social rented, 1 car or van, Number of usual residents aged 17 or over in household: 1 or less"
LC4401NI0033,Count,HOUSEHOLDS,"Social rented, 1 car or van, Number of usual residents aged 17 or over in household: 2 or more"
LC4401NI0034,Count,HOUSEHOLDS,"Social rented, 2 or more cars or vans, All categories: Number of usual residents aged 17 or over in household"
LC4401NI0035,Count,HOUSEHOLDS,"Social rented, 2 or more cars or vans, Number of usual residents aged 17 or over in household: 1 or less"
LC4401NI0036,Count,HOUSEHOLDS,"Social rented, 2 or more cars or vans, Number of usual residents aged 17 or over in household: 2 or more"
LC4401NI0037,Count,HOUSEHOLDS,"Private rented, All categories: Car or van availability, All categories: Number of usual residents aged 17 or over in household"
LC4401NI0038,Count,HOUSEHOLDS,"Private rented, All categories: Car or van availability, Number of usual residents aged 17 or over in household: 1 or less"
LC4401NI0039,Count,HOUSEHOLDS,"Private rented, All categories: Car or van availability, Number of usual residents aged 17 or over in household: 2 or more"
LC4401NI0040,Count,HOUSEHOLDS,"Private rented, No car or van, All categories: Number of usual residents aged 17 or over in household"
LC4401NI0041,Count,HOUSEHOLDS,"Private rented, No car or van, Number of usual residents aged 17 or over in household: 1 or less"
LC4401NI0042,Count,HOUSEHOLDS,"Private rented, No car or van, Number of usual residents aged 17 or over in household: 2 or more"
LC4401NI0043,Count,HOUSEHOLDS,"Private rented, 1 car or van, All categories: Number of usual residents aged 17 or over in household"
LC4401NI0044,Count,HOUSEHOLDS,"Private rented, 1 car or van, Number of usual residents aged 17 or over in household: 1 or less"
LC4401NI0045,Count,HOUSEHOLDS,"Private rented, 1 car or van, Number of usual residents aged 17 or over in household: 2 or more"
LC4401NI0046,Count,HOUSEHOLDS,"Private rented, 2 or more cars or vans, All categories: Number of usual residents aged 17 or over in household"
LC4401NI0047,Count,HOUSEHOLDS,"Private rented, 2 or more cars or vans, Number of usual residents aged 17 or over in household: 1 or less"
LC4401NI0048,Count,HOUSEHOLDS,"Private rented, 2 or more cars or vans, Number of usual residents aged 17 or over in household: 2 or more"
