GeographyCode,LC3302NI0001,LC3302NI0002,LC3302NI0003,LC3302NI0004,LC3302NI0005,LC3302NI0006,LC3302NI0007,LC3302NI0008,LC3302NI0009,LC3302NI0010,LC3302NI0011,LC3302NI0012,LC3302NI0013,LC3302NI0014,LC3302NI0015,LC3302NI0016
95AA01,4444,4033,269,142,254,241,7,6,253,212,21,20,3937,3580,241,116
95AA02,1734,1521,117,96,261,237,11,13,204,177,12,15,1269,1107,94,68
95AA03,1822,1600,100,122,281,255,6,20,179,144,17,18,1362,1201,77,84
95AA04,3013,2601,274,138,217,192,8,17,219,175,18,26,2577,2234,248,95
95AA05,2701,2390,211,100,255,231,12,12,235,199,19,17,2211,1960,180,71
95AA06,4647,4087,310,250,472,432,13,27,349,284,21,44,3826,3371,276,179
95AA07,2140,1866,181,93,220,193,10,17,187,152,20,15,1733,1521,151,61
95AA08,1698,1488,82,128,265,240,10,15,187,149,17,21,1246,1099,55,92
95AA09,2220,2019,116,85,300,280,8,12,214,195,6,13,1706,1544,102,60
95AA10,1953,1700,124,129,252,223,6,23,213,175,19,19,1488,1302,99,87
95AA11,5364,4848,305,211,457,398,18,41,437,363,35,39,4470,4087,252,131
95AA12,2775,2395,270,110,167,148,6,13,204,170,24,10,2404,2077,240,87
95AA13,3307,2966,204,137,341,318,10,13,252,205,22,25,2714,2443,172,99
95AA14,2349,2046,193,110,219,199,10,10,176,135,19,22,1954,1712,164,78
95AA15,4186,3806,209,171,391,354,8,29,271,227,20,24,3524,3225,181,118
95AA16,1807,1614,104,89,268,238,7,23,177,142,16,19,1362,1234,81,47
95AA17,2142,1943,113,86,236,213,6,17,183,154,13,16,1723,1576,94,53
95AA18,2439,2105,243,91,247,228,10,9,216,176,26,14,1976,1701,207,68
95AA19,2687,2411,151,125,265,245,5,15,171,143,9,19,2251,2023,137,91
95BB01,3609,3094,326,189,296,259,17,20,272,226,22,24,3041,2609,287,145
95BB02,2347,2009,166,172,431,385,12,34,278,230,23,25,1638,1394,131,113
95BB03,4219,3638,286,295,559,495,20,44,486,396,41,49,3174,2747,225,202
95BB04,3048,2571,310,167,352,309,13,30,352,267,51,34,2344,1995,246,103
95BB05,3401,2905,304,192,349,302,17,30,316,244,32,40,2736,2359,255,122
95BB06,2870,2532,187,151,510,462,12,36,368,302,35,31,1992,1768,140,84
95BB07,2953,2578,221,154,406,358,13,35,319,259,35,25,2228,1961,173,94
95BB08,2625,2274,195,156,302,259,10,33,281,225,25,31,2042,1790,160,92
95BB09,2943,2499,319,125,247,223,8,16,248,184,37,27,2448,2092,274,82
95BB10,3327,2844,319,164,371,338,14,19,363,300,32,31,2593,2206,273,114
95BB11,2955,2537,226,192,475,411,21,43,350,292,28,30,2130,1834,177,119
95BB12,2776,2421,234,121,272,250,12,10,275,215,31,29,2229,1956,191,82
95BB13,4444,3870,346,228,412,358,16,38,386,313,46,27,3646,3199,284,163
95BB14,3116,2695,297,124,227,200,13,14,299,247,29,23,2590,2248,255,87
95BB15,3489,3073,223,193,374,328,10,36,322,271,23,28,2793,2474,190,129
95BB16,3136,2669,325,142,246,221,14,11,266,209,35,22,2624,2239,276,109
95BB17,3556,3056,286,214,353,296,21,36,335,258,41,36,2868,2502,224,142
95BB18,4279,3715,313,251,557,496,16,45,372,298,31,43,3350,2921,266,163
95BB19,4788,4197,384,207,393,364,12,17,358,281,49,28,4037,3552,323,162
95BB20,3413,2997,240,176,508,460,16,32,346,289,31,26,2559,2248,193,118
95BB21,4719,4069,325,325,645,572,23,50,451,350,43,58,3623,3147,259,217
95BB22,3040,2686,192,162,355,330,6,19,244,201,25,18,2441,2155,161,125
95BB23,3025,2567,296,162,290,251,22,17,294,224,38,32,2441,2092,236,113
95CC01,2558,2286,143,129,441,419,4,18,224,192,11,21,1893,1675,128,90
95CC02,2725,2413,177,135,280,257,8,15,221,184,18,19,2224,1972,151,101
95CC03,2817,2569,121,127,398,376,9,13,230,201,7,22,2189,1992,105,92
95CC04,2440,2183,163,94,286,269,7,10,172,153,7,12,1982,1761,149,72
95CC05,2774,2451,185,138,331,300,8,23,230,193,18,19,2213,1958,159,96
95CC06,2776,2424,223,129,272,244,12,16,234,190,20,24,2270,1990,191,89
95CC07,3475,3102,207,166,305,289,6,10,240,193,25,22,2930,2620,176,134
95CC08,2565,2285,145,135,401,362,12,27,208,177,14,17,1956,1746,119,91
95CC09,3354,2961,271,122,232,215,12,5,255,218,25,12,2867,2528,234,105
95CC10,2577,2244,207,126,276,249,9,18,227,193,20,14,2074,1802,178,94
95CC11,1795,1643,73,79,271,247,9,15,182,160,10,12,1342,1236,54,52
95CC12,2785,2506,177,102,272,240,17,15,206,169,20,17,2307,2097,140,70
95CC13,2474,2231,148,95,230,215,6,9,208,188,12,8,2036,1828,130,78
95CC14,3035,2667,240,128,287,258,16,13,296,242,26,28,2452,2167,198,87
95CC15,2903,2579,194,130,337,309,9,19,217,179,21,17,2349,2091,164,94
95CC16,2820,2495,173,152,342,306,10,26,287,248,17,22,2191,1941,146,104
95CC17,2730,2449,170,111,226,202,8,16,214,182,17,15,2290,2065,145,80
95CC18,2342,2062,182,98,244,224,8,12,234,195,22,17,1864,1643,152,69
95CC19,2720,2398,195,127,271,254,5,12,229,192,13,24,2220,1952,177,91
95CC20,3010,2650,235,125,296,269,10,17,241,191,32,18,2473,2190,193,90
95CC21,2925,2580,198,147,325,291,8,26,243,187,24,32,2357,2102,166,89
95CC22,1740,1558,93,89,235,216,4,15,169,154,6,9,1336,1188,83,65
95DD01,2099,1849,165,85,222,201,5,16,195,159,20,16,1682,1489,140,53
95DD02,3888,3474,263,151,340,313,12,15,287,245,20,22,3261,2916,231,114
95DD03,3503,3128,243,132,249,236,9,4,297,245,26,26,2957,2647,208,102
95DD04,1926,1713,82,131,290,261,2,27,183,159,11,13,1453,1293,69,91
95DD05,1739,1550,97,92,215,197,6,12,171,144,14,13,1353,1209,77,67
95DD06,2588,2253,211,124,346,322,12,12,232,189,23,20,2010,1742,176,92
95DD07,3363,2992,221,150,354,323,12,19,319,266,26,27,2690,2403,183,104
95DD08,2126,1908,115,103,328,303,8,17,259,225,14,20,1539,1380,93,66
95DD09,2590,2291,176,123,220,196,5,19,206,172,19,15,2164,1923,152,89
95DD10,2805,2505,179,121,311,289,8,14,270,233,19,18,2224,1983,152,89
95DD11,2363,2173,107,83,248,226,10,12,199,183,8,8,1916,1764,89,63
95DD12,2610,2312,166,132,254,233,8,13,215,179,17,19,2141,1900,141,100
95DD13,1784,1636,63,85,237,224,3,10,180,160,7,13,1367,1252,53,62
95DD14,3277,2902,260,115,209,182,10,17,247,207,28,12,2821,2513,222,86
95DD15,3451,3078,223,150,253,231,15,7,228,185,22,21,2970,2662,186,122
95DD16,2981,2604,259,118,267,238,17,12,261,211,30,20,2453,2155,212,86
95DD17,3461,3099,237,125,265,243,12,10,262,222,17,23,2934,2634,208,92
95DD18,1885,1655,117,113,312,284,12,16,190,144,22,24,1383,1227,83,73
95DD19,3364,2946,250,168,394,338,19,37,266,216,20,30,2704,2392,211,101
95DD20,1746,1548,85,113,286,270,3,13,210,172,16,22,1250,1106,66,78
95DD21,2139,1893,157,89,168,149,7,12,177,144,19,14,1794,1600,131,63
95DD22,3136,2826,172,138,354,323,7,24,291,255,17,19,2491,2248,148,95
95DD23,2509,2166,215,128,234,208,10,16,210,167,28,15,2065,1791,177,97
95DD24,2711,2403,186,122,229,207,7,15,227,193,18,16,2255,2003,161,91
95EE01,1895,1682,110,103,181,164,5,12,144,118,13,13,1570,1400,92,78
95EE02,2095,1850,138,107,229,210,6,13,163,129,23,11,1703,1511,109,83
95EE03,1999,1770,124,105,292,267,13,12,166,147,5,14,1541,1356,106,79
95EE04,1993,1782,114,97,219,202,2,15,145,121,8,16,1629,1459,104,66
95EE05,1509,1330,112,67,149,132,6,11,160,143,10,7,1200,1055,96,49
95EE06,2278,2039,146,93,199,183,7,9,163,138,12,13,1916,1718,127,71
95EE07,1798,1622,86,90,230,216,2,12,197,168,11,18,1371,1238,73,60
95EE08,1719,1495,140,84,273,250,9,14,157,131,9,17,1289,1114,122,53
95EE09,1890,1702,117,71,198,183,6,9,164,141,12,11,1528,1378,99,51
95EE10,1797,1633,91,73,150,140,4,6,122,101,9,12,1525,1392,78,55
95EE11,1677,1490,113,74,162,143,4,15,139,116,13,10,1376,1231,96,49
95EE12,2507,2240,130,137,310,287,7,16,219,174,15,30,1978,1779,108,91
95EE13,1529,1376,73,80,250,229,4,17,196,169,18,9,1083,978,51,54
95EE14,2684,2365,185,134,318,283,10,25,214,169,19,26,2152,1913,156,83
95EE15,1728,1529,117,82,193,168,9,16,141,117,11,13,1394,1244,97,53
95EE16,2126,1894,122,110,219,199,4,16,204,171,11,22,1703,1524,107,72
95FF01,4796,4245,345,206,382,333,23,26,357,282,43,32,4057,3630,279,148
95FF02,2817,2480,203,134,265,224,21,20,190,153,20,17,2362,2103,162,97
95FF03,3006,2666,181,159,321,273,13,35,251,211,17,23,2434,2182,151,101
95FF04,2629,2304,219,106,238,217,7,14,228,191,24,13,2163,1896,188,79
95FF05,2563,2262,176,125,315,275,15,25,233,192,22,19,2015,1795,139,81
95FF06,4116,3655,295,166,313,278,15,20,330,272,25,33,3473,3105,255,113
95FF07,2769,2460,152,157,412,366,12,34,232,197,15,20,2125,1897,125,103
95FF08,2364,2064,167,133,343,315,8,20,225,188,18,19,1796,1561,141,94
95FF09,2522,2199,171,152,341,300,12,29,247,204,13,30,1934,1695,146,93
95FF10,3473,3077,236,160,286,246,14,26,233,185,31,17,2954,2646,191,117
95FF11,2582,2281,196,105,236,218,4,14,196,161,19,16,2150,1902,173,75
95FF12,2724,2342,223,159,341,316,7,18,213,168,19,26,2170,1858,197,115
95FF13,2708,2343,197,168,300,262,11,27,211,166,22,23,2197,1915,164,118
95FF14,2432,2141,178,113,228,202,8,18,183,161,11,11,2021,1778,159,84
95FF15,2740,2412,189,139,389,355,9,25,247,207,19,21,2104,1850,161,93
95FF16,2374,2086,177,111,282,258,13,11,200,156,24,20,1892,1672,140,80
95FF17,1724,1556,94,74,277,253,10,14,189,164,15,10,1258,1139,69,50
95GG01,4907,4178,284,445,1106,974,31,101,566,457,41,68,3235,2747,212,276
95GG02,5987,5268,261,458,1282,1168,16,98,564,474,26,64,4141,3626,219,296
95GG03,5939,5189,518,232,565,509,23,33,553,455,52,46,4821,4225,443,153
95GG04,4908,4369,237,302,954,872,24,58,524,446,28,50,3430,3051,185,194
95GG05,5928,5394,339,195,496,450,23,23,440,387,32,21,4992,4557,284,151
95GG06,5626,4901,376,349,816,741,25,50,570,454,49,67,4240,3706,302,232
95GG07,5485,4802,299,384,944,863,16,65,530,450,34,46,4011,3489,249,273
95GG08,4910,4308,331,271,630,567,17,46,493,418,30,45,3787,3323,284,180
95GG09,6165,5343,496,326,757,663,34,60,562,457,45,60,4846,4223,417,206
95GG10,3998,3603,201,194,568,521,14,33,330,291,20,19,3100,2791,167,142
95GG11,5453,4842,351,260,679,610,21,48,554,457,48,49,4220,3775,282,163
95GG12,8945,8329,397,219,593,534,21,38,482,419,44,19,7870,7376,332,162
95GG13,4722,4108,327,287,639,578,23,38,474,392,36,46,3609,3138,268,203
95GG14,4820,4140,444,236,374,324,19,31,426,321,58,47,4020,3495,367,158
95GG15,5920,5178,522,220,663,602,25,36,581,476,65,40,4676,4100,432,144
95GG16,5452,4812,363,277,716,646,29,41,467,382,35,50,4269,3784,299,186
95GG17,5330,4656,319,355,805,716,16,73,517,409,45,63,4008,3531,258,219
95GG18,4975,4353,249,373,996,901,20,75,451,378,29,44,3528,3074,200,254
95GG19,4582,4038,186,358,1198,1098,19,81,561,487,24,50,2823,2453,143,227
95GG20,4901,4401,197,303,917,832,12,73,522,441,22,59,3462,3128,163,171
95GG21,5184,4577,225,382,1254,1164,17,73,498,423,21,54,3432,2990,187,255
95GG22,5343,4565,399,379,994,893,30,71,548,439,47,62,3801,3233,322,246
95GG23,4555,3882,454,219,472,420,22,30,398,330,32,36,3685,3132,400,153
95GG24,4561,3956,353,252,687,634,17,36,429,348,41,40,3445,2974,295,176
95GG25,5573,4781,367,425,1059,949,30,80,495,409,45,41,4019,3423,292,304
95GG26,3749,3305,191,253,730,668,18,44,433,362,23,48,2586,2275,150,161
95GG27,6498,5592,387,519,1198,1070,25,103,588,474,34,80,4712,4048,328,336
95GG28,5651,4884,377,390,848,757,23,68,561,448,41,72,4242,3679,313,250
95GG29,5014,4512,220,282,738,664,18,56,452,376,28,48,3824,3472,174,178
95GG30,4827,4182,393,252,535,470,20,45,482,377,53,52,3810,3335,320,155
95GG31,6519,5555,454,510,1028,908,38,82,592,472,48,72,4899,4175,368,356
95GG32,6409,5582,377,450,958,868,16,74,580,474,33,73,4871,4240,328,303
95GG33,5555,4783,589,183,331,304,11,16,361,295,47,19,4863,4184,531,148
95GG34,4927,4219,446,262,579,508,14,57,398,332,34,32,3950,3379,398,173
95GG35,4950,4356,186,408,1276,1162,27,87,493,410,22,61,3181,2784,137,260
95GG36,5619,4859,499,261,595,548,20,27,553,455,51,47,4471,3856,428,187
95GG37,6041,5318,498,225,517,451,25,41,461,372,51,38,5063,4495,422,146
95GG38,6564,5807,544,213,587,532,24,31,567,477,50,40,5410,4798,470,142
95GG39,7214,6492,326,396,1289,1176,25,88,662,567,39,56,5263,4749,262,252
95GG40,3816,3419,153,244,947,881,16,50,433,386,18,29,2436,2152,119,165
95GG41,5548,4762,561,225,495,447,13,35,509,398,66,45,4544,3917,482,145
95GG42,8139,7353,598,188,279,239,14,26,463,375,58,30,7397,6739,526,132
95GG43,4874,4343,295,236,724,672,13,39,458,381,33,44,3692,3290,249,153
95GG44,5591,5040,241,310,890,805,19,66,522,442,34,46,4179,3793,188,198
95GG45,4841,4168,400,273,623,546,17,60,466,382,42,42,3752,3240,341,171
95GG46,5250,4514,279,457,1170,1043,23,104,519,439,25,55,3561,3032,231,298
95GG47,5829,5146,308,375,1188,1079,20,89,561,480,37,44,4080,3587,251,242
95GG48,5694,4954,255,485,1306,1210,25,71,547,440,21,86,3841,3304,209,328
95GG49,8141,7528,423,190,447,403,20,24,388,317,41,30,7306,6808,362,136
