GeographyCode,LC2117NI0001,LC2117NI0002,LC2117NI0003,LC2117NI0004,LC2117NI0005,LC2117NI0006,LC2117NI0007,LC2117NI0008,LC2117NI0009,LC2117NI0010,LC2117NI0011,LC2117NI0012,LC2117NI0013,LC2117NI0014,LC2117NI0015,LC2117NI0016,LC2117NI0017,LC2117NI0018,LC2117NI0019,LC2117NI0020,LC2117NI0021,LC2117NI0022,LC2117NI0023,LC2117NI0024,LC2117NI0025,LC2117NI0026,LC2117NI0027,LC2117NI0028
95AA01,1522,426,738,358,296,68,158,70,1135,326,544,265,875,254,412,209,115,32,59,24,145,40,73,32,91,32,36,23
95AA02,839,223,451,165,346,88,181,77,450,127,244,79,236,69,126,41,102,32,53,17,112,26,65,21,43,8,26,9
95AA03,845,60,587,198,323,14,222,87,479,43,338,98,209,23,144,42,158,6,117,35,112,14,77,21,43,3,27,13
95AA04,1014,232,614,168,171,34,97,40,752,175,461,116,557,128,343,86,71,21,39,11,124,26,79,19,91,23,56,12
95AA05,920,495,300,125,192,91,68,33,675,371,218,86,468,269,141,58,94,56,24,14,113,46,53,14,53,33,14,6
95AA06,1570,1090,274,206,356,193,99,64,1121,833,163,125,732,557,105,70,229,174,22,33,160,102,36,22,93,64,12,17
95AA07,820,96,608,116,201,24,143,34,569,64,430,75,356,33,279,44,93,18,63,12,120,13,88,19,50,8,35,7
95AA08,699,268,274,157,215,76,86,53,436,169,173,94,189,70,75,44,148,64,51,33,99,35,47,17,48,23,15,10
95AA09,943,158,545,240,307,46,181,80,581,96,341,144,279,42,162,75,176,32,108,36,126,22,71,33,55,16,23,16
95AA10,792,296,339,157,199,82,80,37,542,189,243,110,276,84,134,58,150,79,45,26,116,26,64,26,51,25,16,10
95AA11,1993,678,888,427,487,156,229,102,1359,462,617,280,896,316,415,165,189,69,75,45,274,77,127,70,147,60,42,45
95AA12,971,37,772,162,180,10,141,29,733,25,586,122,568,17,457,94,59,4,47,8,106,4,82,20,58,2,45,11
95AA13,1239,747,312,180,326,158,109,59,836,546,186,104,503,343,103,57,174,109,37,28,159,94,46,19,77,43,17,17
95AA14,779,234,443,102,130,29,86,15,596,188,330,78,454,148,252,54,65,24,29,12,77,16,49,12,53,17,27,9
95AA15,1595,618,616,361,395,171,133,91,1091,389,466,236,634,212,287,135,258,110,94,54,199,67,85,47,109,58,17,34
95AA16,832,127,533,172,318,42,200,76,465,75,309,81,224,39,151,34,121,16,81,24,120,20,77,23,49,10,24,15
95AA17,855,264,371,220,237,60,110,67,571,191,245,135,310,105,138,67,155,51,63,41,106,35,44,27,47,13,16,18
95AA18,1004,100,696,208,257,21,168,68,693,71,498,124,426,55,293,78,70,4,49,17,197,12,156,29,54,8,30,16
95AA19,832,712,58,62,157,126,10,21,612,534,41,37,427,375,33,19,128,113,5,10,57,46,3,8,63,52,7,4
95BB01,1307,133,938,236,270,26,182,62,968,88,717,163,681,50,520,111,120,16,90,14,167,22,107,38,69,19,39,11
95BB02,1126,78,782,266,438,32,302,104,620,36,439,145,290,14,214,62,164,10,108,46,166,12,117,37,68,10,41,17
95BB03,1776,77,1324,375,477,11,362,104,1198,60,894,244,693,35,519,139,185,9,137,39,320,16,238,66,101,6,68,27
95BB04,1307,78,939,290,349,24,249,76,894,50,656,188,543,29,399,115,111,5,71,35,240,16,186,38,64,4,34,26
95BB05,1318,35,999,284,282,10,199,73,964,23,746,195,649,18,513,118,110,0,75,35,205,5,158,42,72,2,54,16
95BB06,1518,137,992,389,680,59,450,171,740,66,489,185,324,29,221,74,219,20,134,65,197,17,134,46,98,12,53,33
95BB07,1315,42,975,298,431,14,322,95,845,23,636,186,429,10,340,79,190,8,127,55,226,5,169,52,39,5,17,17
95BB08,1068,48,801,219,279,6,215,58,736,33,560,143,481,21,371,89,123,5,85,33,132,7,104,21,53,9,26,18
95BB09,1253,45,914,294,340,13,241,86,861,26,646,189,565,14,435,116,110,5,79,26,186,7,132,47,52,6,27,19
95BB10,1509,71,1046,392,515,25,357,133,931,39,652,240,549,32,393,124,124,3,74,47,258,4,185,69,63,7,37,19
95BB11,1338,49,990,299,477,18,344,115,822,30,613,179,435,16,312,107,184,9,134,41,203,5,167,31,39,1,33,5
95BB12,1130,99,741,290,291,26,190,75,779,66,514,199,403,27,281,95,188,21,111,56,188,18,122,48,60,7,37,16
95BB13,1687,89,1188,410,323,17,227,79,1298,68,918,312,811,39,598,174,236,13,139,84,251,16,181,54,66,4,43,19
95BB14,1172,45,815,312,259,9,182,68,856,35,597,224,581,22,418,141,86,7,58,21,189,6,121,62,57,1,36,20
95BB15,1287,648,398,241,301,151,91,59,910,464,282,164,585,302,179,104,164,90,46,28,161,72,57,32,76,33,25,18
95BB16,1176,40,879,257,225,7,166,52,885,29,677,179,636,23,487,126,73,5,53,15,176,1,137,38,66,4,36,26
95BB17,1399,72,951,376,335,13,233,89,990,55,673,262,597,36,412,149,216,8,137,71,177,11,124,42,74,4,45,25
95BB18,1638,54,1197,387,372,8,269,95,1170,39,860,271,749,29,545,175,166,4,121,41,255,6,194,55,96,7,68,21
95BB19,1724,106,1250,368,301,17,240,44,1349,84,960,305,976,60,696,220,184,13,132,39,189,11,132,46,74,5,50,19
95BB20,1290,937,182,171,369,247,55,67,845,631,116,98,549,419,81,49,153,128,12,13,143,84,23,36,76,59,11,6
95BB21,1821,165,1250,406,440,30,307,103,1279,123,880,276,855,100,583,172,182,12,125,45,242,11,172,59,102,12,63,27
95BB22,1194,38,853,303,320,8,232,80,817,26,584,207,416,15,308,93,257,9,174,74,144,2,102,40,57,4,37,16
95BB23,1161,80,809,272,236,17,157,62,880,60,626,194,605,47,417,141,100,2,74,24,175,11,135,29,45,3,26,16
95CC01,904,766,33,105,234,189,5,40,589,511,22,56,320,283,12,25,184,154,5,25,85,74,5,6,81,66,6,9
95CC02,875,551,228,96,171,97,46,28,644,421,167,56,470,311,125,34,78,56,14,8,96,54,28,14,60,33,15,12
95CC03,1127,863,86,178,367,260,54,53,637,520,24,93,281,242,9,30,251,203,5,43,105,75,10,20,123,83,8,32
95CC04,790,506,205,79,177,96,65,16,567,383,132,52,389,267,91,31,101,68,21,12,77,48,20,9,46,27,8,11
95CC05,954,568,273,113,227,130,60,37,656,395,195,66,452,280,133,39,117,76,28,13,87,39,34,14,71,43,18,10
95CC06,1096,507,422,167,301,128,119,54,749,360,289,100,473,240,177,56,138,69,43,26,138,51,69,18,46,19,14,13
