GeographyCode,LC2210NI0001,LC2210NI0002,LC2210NI0003,LC2210NI0004,LC2210NI0005,LC2210NI0006,LC2210NI0007,LC2210NI0008,LC2210NI0009,LC2210NI0010,LC2210NI0011,LC2210NI0012,LC2210NI0013,LC2210NI0014,LC2210NI0015,LC2210NI0016,LC2210NI0017,LC2210NI0018,LC2210NI0019,LC2210NI0020
95AA01,4444,1485,2284,675,2166,309,1496,361,638,597,27,14,735,377,292,66,905,202,469,234
95AA02,1734,570,1048,116,957,187,721,49,178,161,14,3,348,158,167,23,251,64,146,41
95AA03,1822,195,1422,205,1208,85,1009,114,68,48,14,6,317,31,246,40,229,31,153,45
95AA04,3013,832,1979,202,1632,139,1390,103,436,398,31,7,560,246,261,53,385,49,297,39
95AA05,2701,1683,900,118,871,229,592,50,778,752,15,11,798,583,180,35,254,119,113,22
95AA06,4647,3755,774,118,930,399,488,43,2359,2314,27,18,991,817,147,27,367,225,112,30
95AA07,2140,336,1680,124,1348,71,1209,68,113,94,15,4,344,96,220,28,335,75,236,24
95AA08,1698,757,761,180,823,181,557,85,214,187,13,14,427,278,102,47,234,111,89,34
95AA09,2220,491,1466,263,1283,133,991,159,132,105,20,7,409,146,228,35,396,107,227,62
95AA10,1953,806,939,208,1007,279,615,113,181,163,14,4,458,256,159,43,307,108,151,48
95AA11,5364,2085,2738,541,2497,502,1739,256,560,501,39,20,1222,643,493,86,1085,439,467,179
95AA12,2775,197,2395,183,1771,64,1604,103,85,47,28,10,453,42,368,43,466,44,395,27
95AA13,3307,2282,868,157,1029,401,559,69,918,880,27,11,859,675,153,31,501,326,129,46
95AA14,2349,872,1373,104,1145,136,960,49,353,333,15,5,511,307,179,25,340,96,219,25
95AA15,4186,1756,1878,552,1875,410,1207,258,452,410,22,20,920,513,304,103,939,423,345,171
95AA16,1807,344,1276,187,1032,84,860,88,40,29,9,2,353,100,219,34,382,131,188,63
95AA17,2142,813,1067,262,1105,250,717,138,216,186,21,9,536,274,175,87,285,103,154,28
95AA18,2439,341,1891,207,1454,96,1258,100,132,84,36,12,426,114,272,40,427,47,325,55
95AA19,2687,2410,231,46,323,164,142,17,1344,1314,19,11,854,806,38,10,166,126,32,8
95BB01,3609,405,2894,310,2141,121,1868,152,162,103,45,14,641,136,431,74,665,45,550,70
95BB02,2347,224,1881,242,1444,78,1229,137,88,37,43,8,452,57,350,45,363,52,259,52
95BB03,4219,233,3563,423,2694,96,2371,227,113,41,60,12,720,51,570,99,692,45,562,85
95BB04,3048,227,2538,283,1853,79,1631,143,94,36,43,15,553,74,415,64,548,38,449,61
95BB05,3401,111,2947,343,2071,37,1863,171,119,37,68,14,615,23,515,77,596,14,501,81
95BB06,2870,335,2173,362,1732,127,1420,185,89,43,41,5,586,105,388,93,463,60,324,79
95BB07,2953,118,2521,314,1900,26,1715,159,59,21,37,1,533,46,397,90,461,25,372,64
95BB08,2625,159,2203,263,1694,40,1520,134,57,23,23,11,458,53,348,57,416,43,312,61
95BB09,2943,130,2513,300,1806,28,1640,138,66,30,32,4,471,28,384,59,600,44,457,99
95BB10,3327,250,2726,351,1996,89,1725,182,130,53,63,14,545,45,415,85,656,63,523,70
95BB11,2955,140,2533,282,1887,48,1679,160,62,25,34,3,492,37,396,59,514,30,424,60
95BB12,2776,233,2146,397,1713,94,1393,226,88,40,39,9,490,61,349,80,485,38,365,82
95BB13,4444,311,3601,532,2828,104,2435,289,91,54,30,7,783,96,575,112,742,57,561,124
95BB14,3116,208,2607,301,1804,68,1623,113,132,57,56,19,528,49,417,62,652,34,511,107
95BB15,3489,2017,1252,220,1388,485,799,104,629,592,27,10,1038,735,235,68,434,205,191,38
95BB16,3136,175,2666,295,1971,65,1737,169,88,29,47,12,487,45,387,55,590,36,495,59
95BB17,3556,232,2815,509,2225,71,1844,310,87,43,30,14,643,76,475,92,601,42,466,93
95BB18,4279,198,3550,531,2691,68,2342,281,103,40,47,16,737,57,548,132,748,33,613,102
95BB19,4788,410,3826,552,2978,168,2500,310,143,71,60,12,805,115,574,116,862,56,692,114
95BB20,3413,2701,570,142,976,575,332,69,1057,1017,28,12,1066,929,110,27,314,180,100,34
95BB21,4719,588,3679,452,2849,123,2483,243,235,174,51,10,798,177,520,101,837,114,625,98
95BB22,3040,167,2449,424,1947,59,1630,258,53,32,20,1,546,49,395,102,494,27,404,63
95BB23,3025,332,2401,292,1797,98,1548,151,122,64,45,13,539,100,368,71,567,70,440,57
95CC01,2558,2244,250,64,262,112,136,14,1288,1271,8,9,709,623,71,15,299,238,35,26
95CC02,2725,1908,773,44,606,73,522,11,1226,1188,26,12,683,543,126,14,210,104,99,7
95CC03,2817,2417,233,167,285,104,138,43,1446,1407,21,18,614,575,24,15,472,331,50,91
95CC04,2440,1715,689,36,543,71,463,9,1198,1165,30,3,530,407,116,7,169,72,80,17
95CC05,2774,1814,878,82,785,84,687,14,1096,1050,26,20,631,522,94,15,262,158,71,33
95CC06,2776,1542,1120,114,936,124,759,53,911,872,26,13,559,383,155,21,370,163,180,27
95CC07,3475,2819,611,45,508,106,383,19,1884,1853,23,8,827,730,95,2,256,130,110,16
95CC08,2565,2331,182,52,181,83,86,12,1502,1483,9,10,654,604,45,5,228,161,42,25
95CC09,3354,297,2901,156,2213,30,2092,91,178,139,39,0,488,65,394,29,475,63,376,36
95CC10,2577,498,1976,103,1479,38,1393,48,272,230,41,1,436,180,238,18,390,50,304,36
95CC11,1795,1631,134,30,195,98,86,11,936,931,5,0,488,452,29,7,176,150,14,12
95CC12,2785,1325,1395,65,1079,60,1004,15,989,956,26,7,462,241,193,28,255,68,172,15
95CC13,2474,1288,1130,56,887,40,821,26,874,844,28,2,538,340,186,12,175,64,95,16
95CC14,3035,313,2538,184,1997,67,1812,118,172,134,34,4,466,65,367,34,400,47,325,28
95CC15,2903,1135,1667,101,1323,66,1217,40,656,622,28,6,549,332,192,25,375,115,230,30
95CC16,2820,425,2260,135,1708,50,1575,83,257,205,44,8,457,102,341,14,398,68,300,30
95CC17,2730,1860,808,62,644,76,551,17,1225,1183,28,14,632,509,113,10,229,92,116,21
95CC18,2342,1206,1024,112,759,89,631,39,674,625,38,11,452,257,179,16,457,235,176,46
95CC19,2720,950,1669,101,1338,83,1208,47,556,530,18,8,517,259,221,37,309,78,222,9
95CC20,3010,202,2649,159,1844,27,1750,67,74,30,41,3,513,49,428,36,579,96,430,53
95CC21,2925,380,2368,177,1821,73,1648,100,149,119,24,6,522,129,351,42,433,59,345,29
95CC22,1740,398,1231,111,964,49,881,34,188,144,39,5,235,69,148,18,353,136,163,54
95DD01,2099,334,1648,117,1259,82,1118,59,125,98,19,8,288,59,213,16,427,95,298,34
95DD02,3888,229,3465,194,2748,85,2546,117,101,67,31,3,439,40,361,38,600,37,527,36
95DD03,3503,590,2601,312,2025,142,1737,146,156,106,37,13,604,166,392,46,718,176,435,107
95DD04,1926,128,1635,163,1361,53,1224,84,58,28,27,3,291,34,210,47,216,13,174,29
95DD05,1739,100,1479,160,1283,51,1130,102,30,11,12,7,213,30,163,20,213,8,174,31
95DD06,2588,536,1889,163,1533,142,1311,80,169,136,27,6,407,124,252,31,479,134,299,46
95DD07,3363,183,2974,206,2254,55,2090,109,78,29,40,9,505,69,384,52,526,30,460,36
95DD08,2126,823,1123,180,939,166,705,68,209,175,24,10,390,166,198,26,588,316,196,76
95DD09,2590,169,2295,126,1773,30,1659,84,72,49,19,4,369,62,289,18,376,28,328,20
95DD10,2805,107,2494,204,1971,40,1799,132,40,7,28,5,351,23,300,28,443,37,367,39
95DD11,2363,1336,826,201,1012,362,553,97,349,330,13,6,526,331,140,55,476,313,120,43
95DD12,2610,407,2082,121,1581,57,1455,69,203,177,24,2,423,139,248,36,403,34,355,14
95DD13,1784,1001,654,129,691,212,434,45,324,306,5,13,413,287,90,36,356,196,125,35
95DD14,3277,239,2820,218,2112,59,1930,123,101,65,31,5,486,69,369,48,578,46,490,42
95DD15,3451,2087,1265,99,1176,245,881,50,1005,975,21,9,925,697,197,31,345,170,166,9
95DD16,2981,372,2458,151,1911,92,1725,94,146,112,29,5,459,122,318,19,465,46,386,33
95DD17,3461,1380,1953,128,1546,103,1376,67,701,657,36,8,805,512,258,35,409,108,283,18
95DD18,1885,164,1572,149,1212,43,1087,82,49,25,19,5,284,28,225,31,340,68,241,31
95DD19,3364,177,2987,200,2288,45,2117,126,82,49,32,1,407,36,337,34,587,47,501,39
95DD20,1746,124,1486,136,1139,38,1029,72,54,18,34,2,340,45,258,37,213,23,165,25
95DD21,2139,744,1216,179,1030,169,778,83,213,188,22,3,400,164,193,43,496,223,223,50
95DD22,3136,1102,1957,77,1704,171,1483,50,502,478,19,5,602,360,232,10,328,93,223,12
95DD23,2509,306,2052,151,1612,60,1464,88,142,98,35,9,432,123,285,24,323,25,268,30
95DD24,2711,1802,769,140,900,333,518,49,733,703,20,10,658,508,118,32,420,258,113,49
95EE01,1895,1732,141,22,238,152,78,8,836,826,9,1,691,662,24,5,130,92,30,8
95EE02,2095,126,1839,130,1407,41,1283,83,75,38,33,4,338,40,273,25,275,7,250,18
95EE03,1999,335,1531,133,1293,115,1097,81,88,72,13,3,299,65,211,23,319,83,210,26
95EE04,1993,769,1141,83,953,95,808,50,352,336,12,4,483,301,169,13,205,37,152,16
95EE05,1509,157,1263,89,905,44,809,52,58,38,18,2,297,57,227,13,249,18,209,22
95EE06,2278,1875,373,30,439,156,275,8,1034,1013,14,7,619,562,47,10,186,144,37,5
95EE07,1798,299,1371,128,1139,108,950,81,86,65,12,9,372,99,252,21,201,27,157,17
95EE08,1719,278,1323,118,1064,95,908,61,81,55,19,7,336,82,232,22,238,46,164,28
95EE09,1890,662,1131,97,902,81,775,46,322,288,28,6,426,250,160,16,240,43,168,29
95EE10,1797,1069,677,51,590,82,493,15,559,540,9,10,432,318,102,12,216,129,73,14
95EE11,1677,589,1015,73,788,85,676,27,212,190,15,7,449,278,156,15,228,36,168,24
95EE12,2507,327,2015,165,1581,111,1382,88,98,61,33,4,435,92,310,33,393,63,290,40
95EE13,1529,349,1088,92,910,123,736,51,92,58,26,8,298,124,159,15,229,44,167,18
95EE14,2684,394,2100,190,1717,140,1464,113,128,102,23,3,478,107,331,40,361,45,282,34
95EE15,1728,362,1257,109,1011,87,878,46,118,99,16,3,346,137,190,19,253,39,173,41
95EE16,2126,605,1422,99,1091,81,958,52,279,256,18,5,503,229,251,23,253,39,195,19
95FF01,4796,1473,2978,345,2418,293,1965,160,648,549,73,26,995,430,475,90,735,201,465,69
95FF02,2817,1593,1130,94,959,147,785,27,783,756,18,9,774,571,174,29,301,119,153,29
