DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"LC3601NI","GENERAL HEALTH BY NS-SEC BY SEX","All usual residents aged 16 to 74","1. For 'Long-term unemployed' year last worked is 2009 or earlier.; 2. NS-SeC stands for National Statistics Socio-economic Classification.; 3. In the NS-SeC classification, all full-time students are recorded in the 'Full-time students' category regardless of whether they are economically active or not.; 4. General health refers to health over the 12 months prior to Census Day (27 March 2011).; "
