GeographyCode,LC2401NI0001,LC2401NI0002,LC2401NI0003,LC2401NI0004,LC2401NI0005,LC2401NI0006,LC2401NI0007,LC2401NI0008,LC2401NI0009,LC2401NI0010,LC2401NI0011,LC2401NI0012,LC2401NI0013,LC2401NI0014,LC2401NI0015,LC2401NI0016,LC2401NI0017,LC2401NI0018,LC2401NI0019,LC2401NI0020,LC2401NI0021,LC2401NI0022,LC2401NI0023,LC2401NI0024,LC2401NI0025,LC2401NI0026,LC2401NI0027,LC2401NI0028
95AA01,4290,1331,1907,912,433,562,1052,2948,1081,1356,763,346,247,511,56,19,19,7,6,6,18,1286,231,532,142,81,309,523
95AA02,1734,504,888,461,348,79,342,1156,345,625,333,243,49,186,231,56,129,61,59,9,46,347,103,134,67,46,21,110
95AA03,1822,135,1222,684,378,160,465,1132,78,782,439,254,89,272,419,15,303,165,89,49,101,271,42,137,80,35,22,92
95AA04,3002,747,1768,1195,316,257,487,2791,706,1655,1126,290,239,430,13,3,6,2,0,4,4,198,38,107,67,26,14,53
95AA05,2654,1564,727,456,153,118,363,2229,1362,616,396,122,98,251,132,73,28,16,9,3,31,293,129,83,44,22,17,81
95AA06,4604,3492,567,232,254,81,545,3825,2980,443,184,202,57,402,329,204,69,30,29,10,56,450,308,55,18,23,14,87
95AA07,2119,274,1544,1036,297,211,301,1680,187,1276,864,232,180,217,146,20,107,65,27,15,19,293,67,161,107,38,16,65
95AA08,1676,671,610,346,188,76,395,1021,362,433,239,141,53,226,389,210,103,67,20,16,76,266,99,74,40,27,7,93
95AA09,2143,378,1188,638,399,151,577,1248,236,706,418,195,93,306,557,57,338,154,147,37,162,338,85,144,66,57,21,109
95AA10,1953,712,810,437,224,149,431,1304,401,626,358,171,97,277,456,227,128,51,37,40,101,193,84,56,28,16,12,53
95AA11,5129,1828,2176,1138,694,344,1125,4138,1418,1873,1009,585,279,847,181,53,91,39,37,15,37,810,357,212,90,72,50,241
95AA12,2775,133,2161,1491,357,313,481,2492,120,1964,1357,311,296,408,71,2,52,35,17,0,17,212,11,145,99,29,17,56
95AA13,3268,2128,677,386,173,118,463,2453,1673,482,267,127,88,298,184,75,74,48,14,12,35,631,380,121,71,32,18,130
95AA14,2302,803,1186,816,162,208,313,2110,750,1107,766,153,188,253,8,0,7,4,1,2,1,184,53,72,46,8,18,59
95AA15,4102,1574,1524,778,451,295,1004,2673,924,1148,618,336,194,601,590,254,172,70,63,39,164,839,396,204,90,52,62,239
95AA16,1807,291,1128,608,366,154,388,1028,128,751,417,237,97,149,378,40,225,133,63,29,113,401,123,152,58,66,28,126
95AA17,2142,694,852,407,301,144,596,1567,526,634,333,203,98,407,326,72,154,46,74,34,100,249,96,64,28,24,12,89
95AA18,2373,269,1563,1014,335,214,541,2044,231,1394,911,294,189,419,31,4,18,14,4,0,9,298,34,151,89,37,25,113
95AA19,2645,2313,156,85,33,38,176,2041,1818,128,75,24,29,95,274,235,6,2,2,2,33,330,260,22,8,7,7,48
95BB01,3609,348,2524,1607,441,476,737,3264,303,2322,1461,416,445,639,143,27,71,60,8,3,45,202,18,131,86,17,28,53
95BB02,2334,183,1538,857,387,294,613,1375,110,935,520,243,172,330,590,28,401,221,94,86,161,369,45,202,116,50,36,122
95BB03,4217,173,3099,1614,903,582,945,3153,130,2338,1234,653,451,685,449,14,347,171,132,44,88,615,29,414,209,118,87,172
95BB04,3009,165,2147,1145,498,504,697,2460,110,1819,958,424,437,531,204,12,142,85,31,26,50,345,43,186,102,43,41,116
95BB05,3401,79,2559,1451,645,463,763,2773,61,2113,1241,506,366,599,225,3,175,77,73,25,47,403,15,271,133,66,72,117
95BB06,2870,255,1795,1102,401,292,820,1467,131,940,592,212,136,396,676,48,468,301,104,63,160,727,76,387,209,85,93,264
95BB07,2896,83,2107,1327,403,377,706,1886,40,1450,947,264,239,396,536,11,385,219,82,84,140,474,32,272,161,57,54,170
95BB08,2625,122,1931,1241,385,305,572,1885,62,1431,940,276,215,392,416,12,318,182,90,46,86,324,48,182,119,19,44,94
95BB09,2909,105,2122,1337,446,339,682,2440,62,1861,1200,387,274,517,62,0,36,23,6,7,26,407,43,225,114,53,58,139
95BB10,3278,188,2240,1161,659,420,850,2500,109,1778,945,508,325,613,292,16,213,105,66,42,63,486,63,249,111,85,53,174
95BB11,2903,97,2128,1084,696,348,678,2147,67,1594,777,548,269,486,504,19,363,202,117,44,122,252,11,171,105,31,35,70
95BB12,2776,196,1763,961,448,354,817,1765,102,1179,629,303,247,484,666,41,407,229,118,60,218,345,53,177,103,27,47,115
95BB13,4438,256,3051,1699,713,639,1131,3395,209,2397,1304,564,529,789,680,16,455,262,116,77,209,363,31,199,133,33,33,133
95BB14,3088,162,2168,1372,547,249,758,2743,143,1977,1251,503,223,623,83,0,68,45,15,8,15,262,19,123,76,29,18,120
95BB15,3489,1867,999,520,291,188,623,2719,1468,786,417,218,151,465,263,149,79,36,35,8,35,507,250,134,67,38,29,123
95BB16,3133,129,2277,1452,532,293,727,2852,104,2104,1342,503,259,644,60,0,43,36,5,2,17,221,25,130,74,24,32,66
95BB17,3535,187,2318,1262,551,505,1030,2724,164,1811,999,414,398,749,452,8,294,152,77,65,150,359,15,213,111,60,42,131
95BB18,4212,130,2981,1667,684,630,1101,3441,102,2466,1406,536,524,873,287,5,215,114,71,30,67,484,23,300,147,77,76,161
95BB19,4725,339,3258,1677,808,773,1128,4253,279,3011,1546,741,724,963,112,2,86,54,16,16,24,360,58,161,77,51,33,141
95BB20,3368,2549,410,177,157,76,409,2481,1893,308,136,128,44,280,390,326,21,14,4,3,43,497,330,81,27,25,29,86
95BB21,4699,482,3126,1534,641,951,1091,3932,425,2639,1299,531,809,868,223,9,168,67,51,50,46,544,48,319,168,59,92,177
95BB22,2993,85,2113,1201,544,368,795,1785,39,1327,742,350,235,419,923,22,604,354,156,94,297,285,24,182,105,38,39,79
95BB23,2976,272,2004,1023,489,492,700,2703,237,1872,961,467,444,594,29,0,17,10,2,5,12,244,35,115,52,20,43,94
95CC01,2376,2050,77,28,26,23,249,1643,1428,47,20,18,9,168,172,149,3,2,0,1,20,561,473,27,6,8,13,61
95CC02,2693,1770,698,198,329,171,225,2364,1541,660,188,307,165,163,75,63,4,0,2,2,8,254,166,34,10,20,4,54
95CC03,2791,2177,137,29,68,40,477,1246,1041,36,10,16,10,169,654,488,62,11,37,14,104,891,648,39,8,15,16,204
95CC04,2384,1590,540,354,119,67,254,2051,1396,468,319,88,61,187,96,55,24,13,10,1,17,237,139,48,22,21,5,50
95CC05,2749,1688,758,200,376,182,303,2306,1412,669,185,336,148,225,80,49,16,4,10,2,15,363,227,73,11,30,32,63
95CC06,2750,1381,990,379,470,141,379,2216,1098,822,323,395,104,296,108,57,38,17,16,5,13,426,226,130,39,59,32,70
